# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-CPM
UniRef50_Q9PHZ7: Phosphoribosylformylglycinamidine synthase 1	1560.04
UniRef50_Q9PHZ7: Phosphoribosylformylglycinamidine synthase 1|unclassified	1560.04
UniRef50_UPI000301CEE9: hypothetical protein	1551.83
UniRef50_UPI000301CEE9: hypothetical protein|unclassified	1551.83
UniRef50_W1YGP0: Phosphoribosylformylglycinamidine synthase (Fragment)	1549.19
UniRef50_W1YGP0: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	1549.19
UniRef50_P46701: N5-carboxyaminoimidazole ribonucleotide synthase	1539.65
UniRef50_P46701: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	1539.65
UniRef50_Q49WJ2: Phosphoribosylformylglycinamidine synthase 1	1536.28
UniRef50_Q49WJ2: Phosphoribosylformylglycinamidine synthase 1|unclassified	1536.28
UniRef50_A1TFF9: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1532.95
UniRef50_A1TFF9: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1532.95
UniRef50_UPI00046EAF7B: hypothetical protein, partial	1517.2
UniRef50_UPI00046EAF7B: hypothetical protein, partial|unclassified	1517.2
UniRef50_UPI00046EA8AB: hypothetical protein	1511.97
UniRef50_UPI00046EA8AB: hypothetical protein|unclassified	1511.97
UniRef50_UPI0003B2F361: ribose-phosphate pyrophosphokinase	1509.6
UniRef50_UPI0003B2F361: ribose-phosphate pyrophosphokinase|unclassified	1509.6
UniRef50_P73471: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1507.21
UniRef50_P73471: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1507.21
UniRef50_O26742: Amidophosphoribosyltransferase	1504.55
UniRef50_O26742: Amidophosphoribosyltransferase|unclassified	1504.55
UniRef50_Q9SI61: Amidophosphoribosyltransferase 1, chloroplastic	1503.03
UniRef50_Q9SI61: Amidophosphoribosyltransferase 1, chloroplastic|unclassified	1503.03
UniRef50_Q9RAJ5: Bifunctional purine biosynthesis protein PurH	1501.1
UniRef50_Q9RAJ5: Bifunctional purine biosynthesis protein PurH|unclassified	1501.1
UniRef50_D5Z124: Phosphoribosylformylglycinamidine synthase subunit I	1500.83
UniRef50_D5Z124: Phosphoribosylformylglycinamidine synthase subunit I|unclassified	1500.83
UniRef50_Q5JFN5: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1500.83
UniRef50_Q5JFN5: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1500.83
UniRef50_P52419: Amidophosphoribosyltransferase, chloroplastic (Fragment)	1495.65
UniRef50_P52419: Amidophosphoribosyltransferase, chloroplastic (Fragment)|unclassified	1495.65
UniRef50_Q8DGX5: Phosphoribosylformylglycinamidine synthase 1	1491.44
UniRef50_Q8DGX5: Phosphoribosylformylglycinamidine synthase 1|unclassified	1491.44
UniRef50_UPI00036D16E1: adenylosuccinate lyase	1490.47
UniRef50_UPI00036D16E1: adenylosuccinate lyase|unclassified	1490.47
UniRef50_Q67KG0: Phosphoribosylformylglycinamidine cyclo-ligase	1476.02
UniRef50_Q67KG0: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	1476.02
UniRef50_H1QF77: Phosphoribosylformylglycinamidine synthase I (Fragment)	1473.01
UniRef50_H1QF77: Phosphoribosylformylglycinamidine synthase I (Fragment)|unclassified	1473.01
UniRef50_UPI000470ADA0: hypothetical protein	1468.64
UniRef50_UPI000470ADA0: hypothetical protein|unclassified	1468.64
UniRef50_UPI00047021A9: hypothetical protein	1460.48
UniRef50_UPI00047021A9: hypothetical protein|unclassified	1460.48
UniRef50_UPI0002DD18E5: hypothetical protein	1460.3
UniRef50_UPI0002DD18E5: hypothetical protein|unclassified	1460.3
UniRef50_Q8REV3: Phosphoribosylformylglycinamidine cyclo-ligase	1453.28
UniRef50_Q8REV3: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	1453.28
UniRef50_O67881: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1446.45
UniRef50_O67881: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1446.45
UniRef50_UPI0004716477: phosphoribosylaminoimidazolecarboxamide formyltransferase	1446.26
UniRef50_UPI0004716477: phosphoribosylaminoimidazolecarboxamide formyltransferase|unclassified	1446.26
UniRef50_UPI0003C1970F: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	1446.26
UniRef50_UPI0003C1970F: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	1446.26
UniRef50_X2MBH9	1439.99
UniRef50_X2MBH9|unclassified	1439.99
UniRef50_Q49WJ7: Bifunctional purine biosynthesis protein PurH	1439.2
UniRef50_Q49WJ7: Bifunctional purine biosynthesis protein PurH|unclassified	1439.2
UniRef50_UPI00046B82E7: PREDICTED: phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial-like	1438.97
UniRef50_UPI00046B82E7: PREDICTED: phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial-like|unclassified	1438.97
UniRef50_UPI00047ECA70: hypothetical protein	1437.28
UniRef50_UPI00047ECA70: hypothetical protein|unclassified	1437.28
UniRef50_UPI00035FB164: hypothetical protein	1430.32
UniRef50_UPI00035FB164: hypothetical protein|unclassified	1430.32
UniRef50_B9KZ37: Phosphoribosylformylglycinamidine synthase 1	1425.8
UniRef50_B9KZ37: Phosphoribosylformylglycinamidine synthase 1|unclassified	1425.8
UniRef50_B8HPV7: Phosphoribosylformylglycinamidine cyclo-ligase	1424.95
UniRef50_B8HPV7: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	1424.95
UniRef50_Q8REV6: Bifunctional purine biosynthesis protein PurH	1419.32
UniRef50_Q8REV6: Bifunctional purine biosynthesis protein PurH|unclassified	1419.32
UniRef50_Q47KH4: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1411.22
UniRef50_Q47KH4: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1411.22
UniRef50_Q4JXR6: Phosphoribosylglycinamide formyltransferase 2	1404.08
UniRef50_Q4JXR6: Phosphoribosylglycinamide formyltransferase 2|unclassified	1404.08
UniRef50_UPI00037E82AA: hypothetical protein	1400.78
UniRef50_UPI00037E82AA: hypothetical protein|unclassified	1400.78
UniRef50_K1RV31: Phosphoribosylformylglycinamidine synthase	1398.22
UniRef50_K1RV31: Phosphoribosylformylglycinamidine synthase|unclassified	1398.22
UniRef50_T1AMJ8	1388.51
UniRef50_T1AMJ8|unclassified	1388.51
UniRef50_UPI0001BF6D78: hypothetical protein SMAC_11829, partial	1386.8
UniRef50_UPI0001BF6D78: hypothetical protein SMAC_11829, partial|unclassified	1386.8
UniRef50_A4NK42: Phosphoribosylformylglycinamidine synthase	1386.1
UniRef50_A4NK42: Phosphoribosylformylglycinamidine synthase|unclassified	1386.1
UniRef50_A1SPT8: Phosphoribosylformylglycinamidine synthase 2	1385.06
UniRef50_A1SPT8: Phosphoribosylformylglycinamidine synthase 2|unclassified	1385.06
UniRef50_H1LZ45	1381.26
UniRef50_H1LZ45|unclassified	1381.26
UniRef50_UPI00036632DA: hypothetical protein	1372.28
UniRef50_UPI00036632DA: hypothetical protein|unclassified	1372.28
UniRef50_C6BVA6: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1366.61
UniRef50_C6BVA6: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1366.61
UniRef50_Q093T5	1348.5
UniRef50_Q093T5|unclassified	1348.5
UniRef50_B8DNV5: Phosphoribosylformylglycinamidine cyclo-ligase	1348.13
UniRef50_B8DNV5: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	1348.13
UniRef50_UPI00047E6FAB: hypothetical protein	1346.59
UniRef50_UPI00047E6FAB: hypothetical protein|unclassified	1346.59
UniRef50_UPI000469B192: phosphoribosylglycinamide formyltransferase	1345.06
UniRef50_UPI000469B192: phosphoribosylglycinamide formyltransferase|unclassified	1345.06
UniRef50_UPI0001E8EA4E: phosphoribosylaminoimidazole carboxylase ATPase subunit	1344.41
UniRef50_UPI0001E8EA4E: phosphoribosylaminoimidazole carboxylase ATPase subunit|unclassified	1344.41
UniRef50_UPI00029ADE9D: amidophosphoribosyltransferase, partial	1343.09
UniRef50_UPI00029ADE9D: amidophosphoribosyltransferase, partial|unclassified	1343.09
UniRef50_UPI00046D61A8: hypothetical protein	1341.14
UniRef50_UPI00046D61A8: hypothetical protein|unclassified	1341.14
UniRef50_P74741: Bifunctional purine biosynthesis protein PurH	1339.93
UniRef50_P74741: Bifunctional purine biosynthesis protein PurH|unclassified	1339.93
UniRef50_UPI0004759B02: hypothetical protein	1338.06
UniRef50_UPI0004759B02: hypothetical protein|unclassified	1338.06
UniRef50_A0A058VD88: Phosphoribosylaminoimidazolesuccinocarboxamide synthase-like protein	1334
UniRef50_A0A058VD88: Phosphoribosylaminoimidazolesuccinocarboxamide synthase-like protein|unclassified	1334
UniRef50_K8CLG0	1332.12
UniRef50_K8CLG0|unclassified	1332.12
UniRef50_B6G294	1319.36
UniRef50_B6G294|unclassified	1319.36
UniRef50_P75044: Ribose-phosphate pyrophosphokinase	1299.35
UniRef50_P75044: Ribose-phosphate pyrophosphokinase|unclassified	1299.35
UniRef50_P30566: Adenylosuccinate lyase	1297.75
UniRef50_P30566: Adenylosuccinate lyase|unclassified	1297.75
UniRef50_Q8PCQ7: Phosphoribosylformylglycinamidine synthase	1294.9
UniRef50_Q8PCQ7: Phosphoribosylformylglycinamidine synthase|unclassified	1294.9
UniRef50_O58584: RutC family protein PH0854	1292.03
UniRef50_O58584: RutC family protein PH0854|unclassified	1292.03
UniRef50_A0A011N9W4: Phosphoribosylamine--glycine ligase	1281.09
UniRef50_A0A011N9W4: Phosphoribosylamine--glycine ligase|unclassified	1281.09
UniRef50_Q2GCS7: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1278.82
UniRef50_Q2GCS7: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1278.82
UniRef50_UPI00036A45EE: hypothetical protein, partial	1277.44
UniRef50_UPI00036A45EE: hypothetical protein, partial|unclassified	1277.44
UniRef50_UPI00036BC2FB: phosphoribosylglycinamide formyltransferase, partial	1269.66
UniRef50_UPI00036BC2FB: phosphoribosylglycinamide formyltransferase, partial|unclassified	1269.66
UniRef50_W1XJ98: Phosphoribosylformylglycinamidine synthase (Fragment)	1268.97
UniRef50_W1XJ98: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	1268.97
UniRef50_O57978: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1267.64
UniRef50_O57978: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1267.64
UniRef50_Q3AMJ2: Phosphoribosylformylglycinamidine cyclo-ligase	1259.51
UniRef50_Q3AMJ2: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	1259.51
UniRef50_UPI0002195BC3: phosphoribosylpyrophosphate synthetase, partial	1255.01
UniRef50_UPI0002195BC3: phosphoribosylpyrophosphate synthetase, partial|unclassified	1255.01
UniRef50_C4Z3J8: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1253.78
UniRef50_C4Z3J8: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1253.78
UniRef50_P43846: Phosphoribosylglycinamide formyltransferase	1244.32
UniRef50_P43846: Phosphoribosylglycinamide formyltransferase|unclassified	1244.32
UniRef50_P21265: Adenylosuccinate lyase	1241.98
UniRef50_P21265: Adenylosuccinate lyase|unclassified	1241.98
UniRef50_Q8A155: Bifunctional purine biosynthesis protein PurH	1236.33
UniRef50_Q8A155: Bifunctional purine biosynthesis protein PurH|unclassified	1236.33
UniRef50_R7QX01: Exodeoxyribonuclease 7 large subunit	1234.26
UniRef50_R7QX01: Exodeoxyribonuclease 7 large subunit|unclassified	1234.26
UniRef50_UPI00047A154A: phosphoribosylaminoimidazolecarboxamide formyltransferase	1231.67
UniRef50_UPI00047A154A: phosphoribosylaminoimidazolecarboxamide formyltransferase|unclassified	1231.67
UniRef50_UPI0003F0EB42: PREDICTED: amidophosphoribosyltransferase 1, chloroplastic-like	1223.24
UniRef50_UPI0003F0EB42: PREDICTED: amidophosphoribosyltransferase 1, chloroplastic-like|unclassified	1223.24
UniRef50_P65894: Phosphoribosylamine--glycine ligase	1210.43
UniRef50_P65894: Phosphoribosylamine--glycine ligase|unclassified	1210.43
UniRef50_X0T0E9: Marine sediment metagenome DNA, contig: S01H1_S01587 (Fragment)	1202.62
UniRef50_X0T0E9: Marine sediment metagenome DNA, contig: S01H1_S01587 (Fragment)|unclassified	1202.62
UniRef50_Q38XW7: Phosphoribosylformylglycinamidine synthase 2	1201.58
UniRef50_Q38XW7: Phosphoribosylformylglycinamidine synthase 2|unclassified	1201.58
UniRef50_V7ZIX2	1200.93
UniRef50_V7ZIX2|unclassified	1200.93
UniRef50_UPI0003C14420: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	1200.46
UniRef50_UPI0003C14420: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	1200.46
UniRef50_UPI00037D204C: hypothetical protein, partial	1194.06
UniRef50_UPI00037D204C: hypothetical protein, partial|unclassified	1194.06
UniRef50_UPI00041B2157: phosphoribosylamine--glycine ligase	1183.1
UniRef50_UPI00041B2157: phosphoribosylamine--glycine ligase|unclassified	1183.1
UniRef50_UPI000477A182: hypothetical protein, partial	1182.74
UniRef50_UPI000477A182: hypothetical protein, partial|unclassified	1182.74
UniRef50_UPI0004634307: LacI family transcriptional regulator	1174.13
UniRef50_UPI0004634307: LacI family transcriptional regulator|unclassified	1174.13
UniRef50_X1HH27: Marine sediment metagenome DNA, contig: S03H2_L06341 (Fragment)	1173.08
UniRef50_X1HH27: Marine sediment metagenome DNA, contig: S03H2_L06341 (Fragment)|unclassified	1173.08
UniRef50_UPI00029B45B6: adenylosuccinate lyase	1163.52
UniRef50_UPI00029B45B6: adenylosuccinate lyase|unclassified	1163.52
UniRef50_UPI0002F54923: phosphoribosylglycinamide formyltransferase	1161.45
UniRef50_UPI0002F54923: phosphoribosylglycinamide formyltransferase|unclassified	1161.45
UniRef50_UPI0001BF5FC9: hypothetical protein SMAC_10138	1158.56
UniRef50_UPI0001BF5FC9: hypothetical protein SMAC_10138|unclassified	1158.56
UniRef50_B3DT37: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1158.51
UniRef50_B3DT37: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1158.51
UniRef50_UPI0003B68B29: phosphoribosylaminoimidazole-succinocarboxamide synthase	1157.82
UniRef50_UPI0003B68B29: phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1157.82
UniRef50_Q8REV7: Phosphoribosylamine--glycine ligase	1150.15
UniRef50_Q8REV7: Phosphoribosylamine--glycine ligase|unclassified	1150.15
UniRef50_B3DRY6: Bifunctional purine biosynthesis protein PurH	1143.66
UniRef50_B3DRY6: Bifunctional purine biosynthesis protein PurH|unclassified	1143.66
UniRef50_UPI0002890F4B: phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	1142.53
UniRef50_UPI0002890F4B: phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase|unclassified	1142.53
UniRef50_P65897: Phosphoribosylglycinamide formyltransferase	1136.67
UniRef50_P65897: Phosphoribosylglycinamide formyltransferase|unclassified	1136.67
UniRef50_UPI00036F4314: hypothetical protein	1136.54
UniRef50_UPI00036F4314: hypothetical protein|unclassified	1136.54
UniRef50_UPI000362CA08: hypothetical protein	1131.15
UniRef50_UPI000362CA08: hypothetical protein|unclassified	1131.15
UniRef50_UPI00046FDDAB: N5-carboxyaminoimidazole ribonucleotide mutase, partial	1127.37
UniRef50_UPI00046FDDAB: N5-carboxyaminoimidazole ribonucleotide mutase, partial|unclassified	1127.37
UniRef50_Q8RC54: Phosphoribosylamine--glycine ligase	1126.93
UniRef50_Q8RC54: Phosphoribosylamine--glycine ligase|unclassified	1126.93
UniRef50_W7WVG2	1125.88
UniRef50_W7WVG2|unclassified	1125.88
UniRef50_Q88U25: Phosphoribosylformylglycinamidine synthase 2	1125.82
UniRef50_Q88U25: Phosphoribosylformylglycinamidine synthase 2|unclassified	1125.82
UniRef50_X1GH48: Marine sediment metagenome DNA, contig: S03H2_L10916 (Fragment)	1124.43
UniRef50_X1GH48: Marine sediment metagenome DNA, contig: S03H2_L10916 (Fragment)|unclassified	1124.43
UniRef50_Q87DN2: Phosphoribosylformylglycinamidine synthase	1121.13
UniRef50_Q87DN2: Phosphoribosylformylglycinamidine synthase|unclassified	1121.13
UniRef50_Q3JRE6	1117.08
UniRef50_Q3JRE6|unclassified	1117.08
UniRef50_W1Y4V2: Phosphoribosylformylglycinamidine synthase II FGAM synthetase (Fragment)	1115.08
UniRef50_W1Y4V2: Phosphoribosylformylglycinamidine synthase II FGAM synthetase (Fragment)|unclassified	1115.08
UniRef50_UPI000473236B: phosphoribosylformylglycinamidine synthase, partial	1108.74
UniRef50_UPI000473236B: phosphoribosylformylglycinamidine synthase, partial|unclassified	1108.74
UniRef50_A0A011PI69	1106.64
UniRef50_A0A011PI69|unclassified	1106.64
UniRef50_UPI00036CF09B: hypothetical protein, partial	1104.82
UniRef50_UPI00036CF09B: hypothetical protein, partial|unclassified	1104.82
UniRef50_Q8D2M4: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1102.25
UniRef50_Q8D2M4: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1102.25
UniRef50_X1E7Q7: Marine sediment metagenome DNA, contig: S01H4_S08076 (Fragment)	1100.65
UniRef50_X1E7Q7: Marine sediment metagenome DNA, contig: S01H4_S08076 (Fragment)|unclassified	1100.65
UniRef50_UPI0004711F77: hypothetical protein, partial	1091.27
UniRef50_UPI0004711F77: hypothetical protein, partial|unclassified	1091.27
UniRef50_Q8YRD8: Phosphoribosylamine--glycine ligase	1089.64
UniRef50_Q8YRD8: Phosphoribosylamine--glycine ligase|unclassified	1089.64
UniRef50_UPI000479919E: phosphoribosylaminoimidazolecarboxamide formyltransferase	1071.99
UniRef50_UPI000479919E: phosphoribosylaminoimidazolecarboxamide formyltransferase|unclassified	1071.99
UniRef50_Q5HQ98: Phosphoribosylglycinamide formyltransferase	1060.1
UniRef50_Q5HQ98: Phosphoribosylglycinamide formyltransferase|unclassified	1060.1
UniRef50_Q8DIA7: Phosphoribosylformylglycinamidine synthase 2	1058.28
UniRef50_Q8DIA7: Phosphoribosylformylglycinamidine synthase 2|unclassified	1058.28
UniRef50_R7BWX1: Phosphoribosylformylglycinamidine synthase	1057.79
UniRef50_R7BWX1: Phosphoribosylformylglycinamidine synthase|unclassified	1057.79
UniRef50_UPI000361F695: hypothetical protein	1043.73
UniRef50_UPI000361F695: hypothetical protein|unclassified	1043.73
UniRef50_Q88U30: Phosphoribosylamine--glycine ligase	1039.87
UniRef50_Q88U30: Phosphoribosylamine--glycine ligase|unclassified	1039.87
UniRef50_Q8KBV8: Phosphoribosylamine--glycine ligase	1035.17
UniRef50_Q8KBV8: Phosphoribosylamine--glycine ligase|unclassified	1035.17
UniRef50_UPI0003B3A193: adenylosuccinate lyase, partial	1035.12
UniRef50_UPI0003B3A193: adenylosuccinate lyase, partial|unclassified	1035.12
UniRef50_U7US52	1029.03
UniRef50_U7US52|unclassified	1029.03
UniRef50_UPI00035DD30D: hypothetical protein, partial	1028.31
UniRef50_UPI00035DD30D: hypothetical protein, partial|unclassified	1028.31
UniRef50_Q8TX83: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1026.7
UniRef50_Q8TX83: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1026.7
UniRef50_Q9PN47: Phosphoribosylamine--glycine ligase	1026.51
UniRef50_Q9PN47: Phosphoribosylamine--glycine ligase|unclassified	1026.51
UniRef50_Q05728: Phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic	1025.5
UniRef50_Q05728: Phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic|unclassified	1025.5
UniRef50_UPI000475C24E: phosphoribosylaminoimidazole carboxylase	1024.52
UniRef50_UPI000475C24E: phosphoribosylaminoimidazole carboxylase|unclassified	1024.52
UniRef50_A8FM07: Bifunctional purine biosynthesis protein PurH	1023.15
UniRef50_A8FM07: Bifunctional purine biosynthesis protein PurH|unclassified	1023.15
UniRef50_UPI00047A10FA: phosphoribosylformylglycinamidine synthase	1019.24
UniRef50_UPI00047A10FA: phosphoribosylformylglycinamidine synthase|unclassified	1019.24
UniRef50_U4PZA5	1010.72
UniRef50_U4PZA5|unclassified	1010.72
UniRef50_C3PF03: Bifunctional purine biosynthesis protein PurH	1009.98
UniRef50_C3PF03: Bifunctional purine biosynthesis protein PurH|unclassified	1009.98
UniRef50_UPI0001D2F0A7: phosphoribosylamine/glycine ligase	1006.89
UniRef50_UPI0001D2F0A7: phosphoribosylamine/glycine ligase|unclassified	1006.89
UniRef50_UPI000370F07C: hypothetical protein	1006.71
UniRef50_UPI000370F07C: hypothetical protein|unclassified	1006.71
UniRef50_D0W7T2	1006.13
UniRef50_D0W7T2|unclassified	1006.13
UniRef50_A0A030PRI4	997.75
UniRef50_A0A030PRI4|unclassified	997.75
UniRef50_O58583	995.514
UniRef50_O58583|unclassified	995.514
UniRef50_UPI00020D9C13: phosphoribosylaminoimidazole carboxylase ATPase subunit	994.985
UniRef50_UPI00020D9C13: phosphoribosylaminoimidazole carboxylase ATPase subunit|unclassified	994.985
