# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-RPKs
UniRef50_X3EP05: RelE family toxin-antitoxin system|unclassified	488.2027749594
UniRef50_Q8UEB0: Phosphoribosylformylglycinamidine synthase 2	486.1112283697
UniRef50_Q8UEB0: Phosphoribosylformylglycinamidine synthase 2|unclassified	486.1112283697
UniRef50_Q54J34: Adenylosuccinate lyase	476.8800600269
UniRef50_Q54J34: Adenylosuccinate lyase|unclassified	476.8800600269
UniRef50_Q7VBB3: Phosphoribosylglycinamide formyltransferase 2	470.8600160776
UniRef50_Q7VBB3: Phosphoribosylglycinamide formyltransferase 2|unclassified	470.8600160776
UniRef50_A6U0P1: Bifunctional purine biosynthesis protein PurH	470.6146423441
UniRef50_A6U0P1: Bifunctional purine biosynthesis protein PurH|unclassified	470.6146423441
UniRef50_P52420: Phosphoribosylamine--glycine ligase, chloroplastic	469.8757025198
UniRef50_P52420: Phosphoribosylamine--glycine ligase, chloroplastic|unclassified	469.8757025198
UniRef50_A6Q6K6: Phosphoribosylglycinamide formyltransferase 2	467.1047738449
UniRef50_A6Q6K6: Phosphoribosylglycinamide formyltransferase 2|unclassified	467.1047738449
UniRef50_K8A894	466.1250383867
UniRef50_K8A894|unclassified	466.1250383867
UniRef50_UPI00026283A9: adenylosuccinate lyase, partial	462.2297604185
UniRef50_UPI00026283A9: adenylosuccinate lyase, partial|unclassified	462.2297604185
UniRef50_UPI000464B99E: adenylosuccinate lyase	459.6459784223
UniRef50_UPI000464B99E: adenylosuccinate lyase|unclassified	459.6459784223
UniRef50_UPI0004627318: phosphoribosylaminoimidazole carboxylase, partial	455.2728939152
UniRef50_UPI0004627318: phosphoribosylaminoimidazole carboxylase, partial|unclassified	455.2728939152
UniRef50_Q9PHZ7: Phosphoribosylformylglycinamidine synthase 1	451.5996704927
UniRef50_Q9PHZ7: Phosphoribosylformylglycinamidine synthase 1|unclassified	451.5996704927
UniRef50_UPI000301CEE9: hypothetical protein	449.2220069444
UniRef50_UPI000301CEE9: hypothetical protein|unclassified	449.2220069444
UniRef50_W1YGP0: Phosphoribosylformylglycinamidine synthase (Fragment)	448.4604178838
UniRef50_W1YGP0: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	448.4604178838
UniRef50_P46701: N5-carboxyaminoimidazole ribonucleotide synthase	445.6977070809
UniRef50_P46701: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	445.6977070809
UniRef50_Q49WJ2: Phosphoribosylformylglycinamidine synthase 1	444.7231820767
UniRef50_Q49WJ2: Phosphoribosylformylglycinamidine synthase 1|unclassified	444.7231820767
UniRef50_A1TFF9: Phosphoribosylaminoimidazole-succinocarboxamide synthase	443.7582932227
UniRef50_A1TFF9: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	443.7582932227
UniRef50_UPI00046EAF7B: hypothetical protein, partial	439.1989158075
UniRef50_UPI00046EAF7B: hypothetical protein, partial|unclassified	439.1989158075
UniRef50_UPI00046EA8AB: hypothetical protein	437.6849646168
UniRef50_UPI00046EA8AB: hypothetical protein|unclassified	437.6849646168
UniRef50_UPI0003B2F361: ribose-phosphate pyrophosphokinase	436.9977600982
UniRef50_UPI0003B2F361: ribose-phosphate pyrophosphokinase|unclassified	436.9977600982
UniRef50_P73471: Phosphoribosylaminoimidazole-succinocarboxamide synthase	436.3071242409
UniRef50_P73471: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	436.3071242409
UniRef50_O26742: Amidophosphoribosyltransferase	435.5368550639
UniRef50_O26742: Amidophosphoribosyltransferase|unclassified	435.5368550639
UniRef50_Q9SI61: Amidophosphoribosyltransferase 1, chloroplastic	435.0956277383
UniRef50_Q9SI61: Amidophosphoribosyltransferase 1, chloroplastic|unclassified	435.0956277383
UniRef50_Q9RAJ5: Bifunctional purine biosynthesis protein PurH	434.5370253390
UniRef50_Q9RAJ5: Bifunctional purine biosynthesis protein PurH|unclassified	434.5370253390
UniRef50_D5Z124: Phosphoribosylformylglycinamidine synthase subunit I	434.4599952785
UniRef50_D5Z124: Phosphoribosylformylglycinamidine synthase subunit I|unclassified	434.4599952785
UniRef50_Q5JFN5: Phosphoribosylaminoimidazole-succinocarboxamide synthase	434.4599188662
UniRef50_Q5JFN5: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	434.4599188662
UniRef50_P52419: Amidophosphoribosyltransferase, chloroplastic (Fragment)	432.9611946185
UniRef50_P52419: Amidophosphoribosyltransferase, chloroplastic (Fragment)|unclassified	432.9611946185
UniRef50_Q8DGX5: Phosphoribosylformylglycinamidine synthase 1	431.7427576869
UniRef50_Q8DGX5: Phosphoribosylformylglycinamidine synthase 1|unclassified	431.7427576869
UniRef50_UPI00036D16E1: adenylosuccinate lyase	431.4607284618
UniRef50_UPI00036D16E1: adenylosuccinate lyase|unclassified	431.4607284618
UniRef50_Q67KG0: Phosphoribosylformylglycinamidine cyclo-ligase	427.2786558641
UniRef50_Q67KG0: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	427.2786558641
UniRef50_H1QF77: Phosphoribosylformylglycinamidine synthase I (Fragment)	426.4057426236
UniRef50_H1QF77: Phosphoribosylformylglycinamidine synthase I (Fragment)|unclassified	426.4057426236
UniRef50_UPI000470ADA0: hypothetical protein	425.1406603110
UniRef50_UPI000470ADA0: hypothetical protein|unclassified	425.1406603110
UniRef50_UPI00047021A9: hypothetical protein	422.7805301110
UniRef50_UPI00047021A9: hypothetical protein|unclassified	422.7805301110
UniRef50_UPI0002DD18E5: hypothetical protein	422.7269971871
UniRef50_UPI0002DD18E5: hypothetical protein|unclassified	422.7269971871
UniRef50_Q8REV3: Phosphoribosylformylglycinamidine cyclo-ligase	420.6964737590
UniRef50_Q8REV3: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	420.6964737590
UniRef50_O67881: Phosphoribosylaminoimidazole-succinocarboxamide synthase	418.7192611965
UniRef50_O67881: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	418.7192611965
UniRef50_UPI0004716477: phosphoribosylaminoimidazolecarboxamide formyltransferase	418.6623596092
UniRef50_UPI0004716477: phosphoribosylaminoimidazolecarboxamide formyltransferase|unclassified	418.6623596092
UniRef50_UPI0003C1970F: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	418.6623234250
UniRef50_UPI0003C1970F: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	418.6623234250
UniRef50_X2MBH9	416.8486388361
UniRef50_X2MBH9|unclassified	416.8486388361
UniRef50_Q49WJ7: Bifunctional purine biosynthesis protein PurH	416.6187668102
UniRef50_Q49WJ7: Bifunctional purine biosynthesis protein PurH|unclassified	416.6187668102
UniRef50_UPI00046B82E7: PREDICTED: phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial-like	416.5534245519
UniRef50_UPI00046B82E7: PREDICTED: phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial-like|unclassified	416.5534245519
UniRef50_UPI00047ECA70: hypothetical protein	416.0632658470
UniRef50_UPI00047ECA70: hypothetical protein|unclassified	416.0632658470
UniRef50_UPI00035FB164: hypothetical protein	414.0476045881
UniRef50_UPI00035FB164: hypothetical protein|unclassified	414.0476045881
UniRef50_B9KZ37: Phosphoribosylformylglycinamidine synthase 1	412.7399111108
UniRef50_B9KZ37: Phosphoribosylformylglycinamidine synthase 1|unclassified	412.7399111108
UniRef50_B8HPV7: Phosphoribosylformylglycinamidine cyclo-ligase	412.4949574326
UniRef50_B8HPV7: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	412.4949574326
UniRef50_Q8REV6: Bifunctional purine biosynthesis protein PurH	410.8644773259
UniRef50_Q8REV6: Bifunctional purine biosynthesis protein PurH|unclassified	410.8644773259
UniRef50_Q47KH4: Phosphoribosylaminoimidazole-succinocarboxamide synthase	408.5189456890
UniRef50_Q47KH4: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	408.5189456890
UniRef50_Q4JXR6: Phosphoribosylglycinamide formyltransferase 2	406.4532472703
UniRef50_Q4JXR6: Phosphoribosylglycinamide formyltransferase 2|unclassified	406.4532472703
UniRef50_UPI00037E82AA: hypothetical protein	405.4980428709
UniRef50_UPI00037E82AA: hypothetical protein|unclassified	405.4980428709
UniRef50_K1RV31: Phosphoribosylformylglycinamidine synthase	404.7577183473
UniRef50_K1RV31: Phosphoribosylformylglycinamidine synthase|unclassified	404.7577183473
UniRef50_T1AMJ8	401.9450354680
UniRef50_T1AMJ8|unclassified	401.9450354680
UniRef50_UPI0001BF6D78: hypothetical protein SMAC_11829, partial	401.4507837768
UniRef50_UPI0001BF6D78: hypothetical protein SMAC_11829, partial|unclassified	401.4507837768
UniRef50_A4NK42: Phosphoribosylformylglycinamidine synthase	401.2492668215
UniRef50_A4NK42: Phosphoribosylformylglycinamidine synthase|unclassified	401.2492668215
UniRef50_A1SPT8: Phosphoribosylformylglycinamidine synthase 2	400.9460081461
UniRef50_A1SPT8: Phosphoribosylformylglycinamidine synthase 2|unclassified	400.9460081461
UniRef50_H1LZ45	399.8476666023
UniRef50_H1LZ45|unclassified	399.8476666023
UniRef50_UPI00036632DA: hypothetical protein	397.2467687586
UniRef50_UPI00036632DA: hypothetical protein|unclassified	397.2467687586
UniRef50_C6BVA6: Phosphoribosylaminoimidazole-succinocarboxamide synthase	395.6057918908
UniRef50_C6BVA6: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	395.6057918908
UniRef50_Q093T5	390.3629964333
UniRef50_Q093T5|unclassified	390.3629964333
UniRef50_B8DNV5: Phosphoribosylformylglycinamidine cyclo-ligase	390.2572736335
UniRef50_B8DNV5: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	390.2572736335
UniRef50_UPI00047E6FAB: hypothetical protein	389.8119590124
UniRef50_UPI00047E6FAB: hypothetical protein|unclassified	389.8119590124
UniRef50_UPI000469B192: phosphoribosylglycinamide formyltransferase	389.3681201037
UniRef50_UPI000469B192: phosphoribosylglycinamide formyltransferase|unclassified	389.3681201037
UniRef50_UPI0001E8EA4E: phosphoribosylaminoimidazole carboxylase ATPase subunit	389.1798167818
UniRef50_UPI0001E8EA4E: phosphoribosylaminoimidazole carboxylase ATPase subunit|unclassified	389.1798167818
UniRef50_UPI00029ADE9D: amidophosphoribosyltransferase, partial	388.7971008848
UniRef50_UPI00029ADE9D: amidophosphoribosyltransferase, partial|unclassified	388.7971008848
UniRef50_UPI00046D61A8: hypothetical protein	388.2325690857
UniRef50_UPI00046D61A8: hypothetical protein|unclassified	388.2325690857
UniRef50_P74741: Bifunctional purine biosynthesis protein PurH	387.8827758810
UniRef50_P74741: Bifunctional purine biosynthesis protein PurH|unclassified	387.8827758810
UniRef50_UPI0004759B02: hypothetical protein	387.3406555780
UniRef50_UPI0004759B02: hypothetical protein|unclassified	387.3406555780
UniRef50_A0A058VD88: Phosphoribosylaminoimidazolesuccinocarboxamide synthase-like protein	386.1648624963
UniRef50_A0A058VD88: Phosphoribosylaminoimidazolesuccinocarboxamide synthase-like protein|unclassified	386.1648624963
UniRef50_K8CLG0	385.6223017722
UniRef50_K8CLG0|unclassified	385.6223017722
UniRef50_B6G294	381.9269514292
UniRef50_B6G294|unclassified	381.9269514292
UniRef50_P75044: Ribose-phosphate pyrophosphokinase	376.1360878324
UniRef50_P75044: Ribose-phosphate pyrophosphokinase|unclassified	376.1360878324
UniRef50_P30566: Adenylosuccinate lyase	375.6712729473
UniRef50_P30566: Adenylosuccinate lyase|unclassified	375.6712729473
UniRef50_Q8PCQ7: Phosphoribosylformylglycinamidine synthase	374.8459882356
UniRef50_Q8PCQ7: Phosphoribosylformylglycinamidine synthase|unclassified	374.8459882356
UniRef50_O58584: RutC family protein PH0854	374.0157364595
UniRef50_O58584: RutC family protein PH0854|unclassified	374.0157364595
UniRef50_A0A011N9W4: Phosphoribosylamine--glycine ligase	370.8487236011
UniRef50_A0A011N9W4: Phosphoribosylamine--glycine ligase|unclassified	370.8487236011
UniRef50_Q2GCS7: Phosphoribosylaminoimidazole-succinocarboxamide synthase	370.1927564811
UniRef50_Q2GCS7: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	370.1927564811
UniRef50_UPI00036A45EE: hypothetical protein, partial	369.7939108065
UniRef50_UPI00036A45EE: hypothetical protein, partial|unclassified	369.7939108065
UniRef50_UPI00036BC2FB: phosphoribosylglycinamide formyltransferase, partial	367.5410832443
UniRef50_UPI00036BC2FB: phosphoribosylglycinamide formyltransferase, partial|unclassified	367.5410832443
UniRef50_W1XJ98: Phosphoribosylformylglycinamidine synthase (Fragment)	367.3424598357
UniRef50_W1XJ98: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	367.3424598357
UniRef50_O57978: Phosphoribosylaminoimidazole-succinocarboxamide synthase	366.9565090877
UniRef50_O57978: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	366.9565090877
UniRef50_Q3AMJ2: Phosphoribosylformylglycinamidine cyclo-ligase	364.6029920134
UniRef50_Q3AMJ2: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	364.6029920134
UniRef50_UPI0002195BC3: phosphoribosylpyrophosphate synthetase, partial	363.3014455639
UniRef50_UPI0002195BC3: phosphoribosylpyrophosphate synthetase, partial|unclassified	363.3014455639
UniRef50_C4Z3J8: Phosphoribosylaminoimidazole-succinocarboxamide synthase	362.9453613048
UniRef50_C4Z3J8: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	362.9453613048
UniRef50_P43846: Phosphoribosylglycinamide formyltransferase	360.2067162835
UniRef50_P43846: Phosphoribosylglycinamide formyltransferase|unclassified	360.2067162835
UniRef50_P21265: Adenylosuccinate lyase	359.5284004411
UniRef50_P21265: Adenylosuccinate lyase|unclassified	359.5284004411
UniRef50_Q8A155: Bifunctional purine biosynthesis protein PurH	357.8939549323
UniRef50_Q8A155: Bifunctional purine biosynthesis protein PurH|unclassified	357.8939549323
UniRef50_R7QX01: Exodeoxyribonuclease 7 large subunit	357.2942422041
UniRef50_R7QX01: Exodeoxyribonuclease 7 large subunit|unclassified	357.2942422041
UniRef50_UPI00047A154A: phosphoribosylaminoimidazolecarboxamide formyltransferase	356.5436756777
UniRef50_UPI00047A154A: phosphoribosylaminoimidazolecarboxamide formyltransferase|unclassified	356.5436756777
UniRef50_UPI0003F0EB42: PREDICTED: amidophosphoribosyltransferase 1, chloroplastic-like	354.1026504321
UniRef50_UPI0003F0EB42: PREDICTED: amidophosphoribosyltransferase 1, chloroplastic-like|unclassified	354.1026504321
UniRef50_P65894: Phosphoribosylamine--glycine ligase	350.3955540240
UniRef50_P65894: Phosphoribosylamine--glycine ligase|unclassified	350.3955540240
UniRef50_X0T0E9: Marine sediment metagenome DNA, contig: S01H1_S01587 (Fragment)	348.1347798711
UniRef50_X0T0E9: Marine sediment metagenome DNA, contig: S01H1_S01587 (Fragment)|unclassified	348.1347798711
UniRef50_Q38XW7: Phosphoribosylformylglycinamidine synthase 2	347.8316951284
UniRef50_Q38XW7: Phosphoribosylformylglycinamidine synthase 2|unclassified	347.8316951284
UniRef50_V7ZIX2	347.6444812787
UniRef50_V7ZIX2|unclassified	347.6444812787
UniRef50_UPI0003C14420: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	347.5095325197
UniRef50_UPI0003C14420: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	347.5095325197
UniRef50_UPI00037D204C: hypothetical protein, partial	345.6567923974
UniRef50_UPI00037D204C: hypothetical protein, partial|unclassified	345.6567923974
UniRef50_UPI00041B2157: phosphoribosylamine--glycine ligase	342.4842918821
UniRef50_UPI00041B2157: phosphoribosylamine--glycine ligase|unclassified	342.4842918821
UniRef50_UPI000477A182: hypothetical protein, partial	342.3782817996
UniRef50_UPI000477A182: hypothetical protein, partial|unclassified	342.3782817996
UniRef50_UPI0004634307: LacI family transcriptional regulator	339.8877192409
UniRef50_UPI0004634307: LacI family transcriptional regulator|unclassified	339.8877192409
UniRef50_X1HH27: Marine sediment metagenome DNA, contig: S03H2_L06341 (Fragment)	339.5831689191
UniRef50_X1HH27: Marine sediment metagenome DNA, contig: S03H2_L06341 (Fragment)|unclassified	339.5831689191
UniRef50_UPI00029B45B6: adenylosuccinate lyase	336.8150666551
UniRef50_UPI00029B45B6: adenylosuccinate lyase|unclassified	336.8150666551
UniRef50_UPI0002F54923: phosphoribosylglycinamide formyltransferase	336.2159518249
UniRef50_UPI0002F54923: phosphoribosylglycinamide formyltransferase|unclassified	336.2159518249
UniRef50_UPI0001BF5FC9: hypothetical protein SMAC_10138	335.3800388742
UniRef50_UPI0001BF5FC9: hypothetical protein SMAC_10138|unclassified	335.3800388742
UniRef50_B3DT37: Phosphoribosylaminoimidazole-succinocarboxamide synthase	335.3645734403
UniRef50_B3DT37: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	335.3645734403
UniRef50_UPI0003B68B29: phosphoribosylaminoimidazole-succinocarboxamide synthase	335.1656123667
UniRef50_UPI0003B68B29: phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	335.1656123667
UniRef50_Q8REV7: Phosphoribosylamine--glycine ligase	332.9443059919
UniRef50_Q8REV7: Phosphoribosylamine--glycine ligase|unclassified	332.9443059919
UniRef50_B3DRY6: Bifunctional purine biosynthesis protein PurH	331.0665421744
UniRef50_B3DRY6: Bifunctional purine biosynthesis protein PurH|unclassified	331.0665421744
UniRef50_UPI0002890F4B: phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	330.7382694169
UniRef50_UPI0002890F4B: phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase|unclassified	330.7382694169
UniRef50_P65897: Phosphoribosylglycinamide formyltransferase	329.0422178158
UniRef50_P65897: Phosphoribosylglycinamide formyltransferase|unclassified	329.0422178158
UniRef50_UPI00036F4314: hypothetical protein	329.0041687282
UniRef50_UPI00036F4314: hypothetical protein|unclassified	329.0041687282
UniRef50_UPI000362CA08: hypothetical protein	327.4452422227
UniRef50_UPI000362CA08: hypothetical protein|unclassified	327.4452422227
UniRef50_UPI00046FDDAB: N5-carboxyaminoimidazole ribonucleotide mutase, partial	326.3506842495
UniRef50_UPI00046FDDAB: N5-carboxyaminoimidazole ribonucleotide mutase, partial|unclassified	326.3506842495
UniRef50_Q8RC54: Phosphoribosylamine--glycine ligase	326.2247580707
UniRef50_Q8RC54: Phosphoribosylamine--glycine ligase|unclassified	326.2247580707
UniRef50_W7WVG2	325.9183405866
UniRef50_W7WVG2|unclassified	325.9183405866
UniRef50_Q88U25: Phosphoribosylformylglycinamidine synthase 2	325.9020617488
UniRef50_Q88U25: Phosphoribosylformylglycinamidine synthase 2|unclassified	325.9020617488
UniRef50_X1GH48: Marine sediment metagenome DNA, contig: S03H2_L10916 (Fragment)	325.4991541719
UniRef50_X1GH48: Marine sediment metagenome DNA, contig: S03H2_L10916 (Fragment)|unclassified	325.4991541719
UniRef50_Q87DN2: Phosphoribosylformylglycinamidine synthase	324.5453248079
UniRef50_Q87DN2: Phosphoribosylformylglycinamidine synthase|unclassified	324.5453248079
UniRef50_Q3JRE6	323.3724063073
UniRef50_Q3JRE6|unclassified	323.3724063073
UniRef50_W1Y4V2: Phosphoribosylformylglycinamidine synthase II FGAM synthetase (Fragment)	322.7918223788
UniRef50_W1Y4V2: Phosphoribosylformylglycinamidine synthase II FGAM synthetase (Fragment)|unclassified	322.7918223788
