# Gene Family	SampleBacterial_Chemotaxis_Abundance-RPKs
UniRef50_UPI0002628B07: chemotaxis protein	248.8752680929
UniRef50_UPI0002628B07: chemotaxis protein|unclassified	248.8752680929
UniRef50_UPI00036898F1: hypothetical protein, partial	247.8347632309
UniRef50_UPI00036898F1: hypothetical protein, partial|unclassified	247.8347632309
UniRef50_Q3JSB8	247.5738269114
UniRef50_Q3JSB8|unclassified	247.5738269114
UniRef50_B1TGS4	247.2125384146
UniRef50_B1TGS4|unclassified	247.2125384146
UniRef50_UPI0004718B76: chemotaxis protein CheA, partial	245.3326021077
UniRef50_UPI0004718B76: chemotaxis protein CheA, partial|unclassified	245.3326021077
UniRef50_UPI0004625A5D: hypothetical protein, partial	244.5425942544
UniRef50_UPI0004625A5D: hypothetical protein, partial|unclassified	244.5425942544
UniRef50_UPI000372D1A3: hypothetical protein	243.3382316948
UniRef50_UPI000372D1A3: hypothetical protein|unclassified	243.3382316948
UniRef50_A0A018UXJ8: Methyl-galactoside ABC transporter galactose-binding periplasmic protein MglB (Fragment)	241.1851250078
UniRef50_A0A018UXJ8: Methyl-galactoside ABC transporter galactose-binding periplasmic protein MglB (Fragment)|unclassified	241.1851250078
UniRef50_UPI0003A9463F: chemotaxis protein CheR	241.0532493290
UniRef50_UPI0003A9463F: chemotaxis protein CheR|unclassified	241.0532493290
UniRef50_UPI000377C04A: hypothetical protein	240.5992616407
UniRef50_UPI000377C04A: hypothetical protein|unclassified	240.5992616407
UniRef50_UPI0004791861: chemotaxis protein CheW	240.3786625789
UniRef50_UPI0004791861: chemotaxis protein CheW|unclassified	240.3786625789
UniRef50_UPI00047A693B: chemotaxis protein CheY	240.2227252778
UniRef50_UPI00047A693B: chemotaxis protein CheY|unclassified	240.2227252778
UniRef50_Q4UU98: Probable chemoreceptor glutamine deamidase CheD	239.6178650010
UniRef50_Q4UU98: Probable chemoreceptor glutamine deamidase CheD|unclassified	239.6178650010
UniRef50_UPI000464631A: hypothetical protein, partial	239.3932794318
UniRef50_UPI000464631A: hypothetical protein, partial|unclassified	239.3932794318
UniRef50_Q0AYK9: Probable chemoreceptor glutamine deamidase CheD	238.5754658978
UniRef50_Q0AYK9: Probable chemoreceptor glutamine deamidase CheD|unclassified	238.5754658978
UniRef50_Q97GZ2: Probable chemoreceptor glutamine deamidase CheD	236.9646809174
UniRef50_Q97GZ2: Probable chemoreceptor glutamine deamidase CheD|unclassified	236.9646809174
UniRef50_F3FWT8: Methyl-accepting chemotaxis transducer (Fragment)	235.4040950495
UniRef50_F3FWT8: Methyl-accepting chemotaxis transducer (Fragment)|unclassified	235.4040950495
UniRef50_J5NFV2: Methyl-galactoside ABC transporter galactose-binding periplasmic protein MglB	235.0748897715
UniRef50_J5NFV2: Methyl-galactoside ABC transporter galactose-binding periplasmic protein MglB|unclassified	235.0748897715
UniRef50_UPI00037B4338: hypothetical protein	233.8123376348
UniRef50_UPI00037B4338: hypothetical protein|unclassified	233.8123376348
UniRef50_UPI00046616C9: chemotaxis protein CheY	233.2125113697
UniRef50_UPI00046616C9: chemotaxis protein CheY|unclassified	233.2125113697
UniRef50_UPI000362E0EE: hypothetical protein	232.5497809316
UniRef50_UPI000362E0EE: hypothetical protein|unclassified	232.5497809316
UniRef50_UPI00037312ED: hypothetical protein, partial	232.2066422723
UniRef50_UPI00037312ED: hypothetical protein, partial|unclassified	232.2066422723
UniRef50_Q2KCH9: Probable chemotaxis protein methyltransferase	231.3540688451
UniRef50_Q2KCH9: Probable chemotaxis protein methyltransferase|unclassified	231.3540688451
UniRef50_UPI0003B38D86: chemotaxis protein CheR	230.6570279688
UniRef50_UPI0003B38D86: chemotaxis protein CheR|unclassified	230.6570279688
UniRef50_Q65JK6: Chemotaxis response regulator protein-glutamate methylesterase	228.6641376881
UniRef50_Q65JK6: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	228.6641376881
UniRef50_K5CU54: Ribose ABC transporter substrate-binding protein	228.5018360297
UniRef50_K5CU54: Ribose ABC transporter substrate-binding protein|unclassified	228.5018360297
UniRef50_Z2DPK1	227.5512159106
UniRef50_Z2DPK1|unclassified	227.5512159106
UniRef50_UPI00047065AD: hypothetical protein, partial	227.2493677336
UniRef50_UPI00047065AD: hypothetical protein, partial|unclassified	227.2493677336
UniRef50_I8S3T7: Hpt domain protein (Fragment)	224.7718144398
UniRef50_I8S3T7: Hpt domain protein (Fragment)|unclassified	224.7718144398
UniRef50_UPI0004683965: hypothetical protein	224.6393776375
UniRef50_UPI0004683965: hypothetical protein|unclassified	224.6393776375
UniRef50_Q3JY61	223.2779329958
UniRef50_Q3JY61|unclassified	223.2779329958
UniRef50_Q0A9Z5: Chemotaxis response regulator protein-glutamate methylesterase	222.8945943258
UniRef50_Q0A9Z5: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	222.8945943258
UniRef50_UPI00035C6B06: hypothetical protein, partial	221.5590507612
UniRef50_UPI00035C6B06: hypothetical protein, partial|unclassified	221.5590507612
UniRef50_Q9X005: Chemoreceptor glutamine deamidase CheD	220.5900450767
UniRef50_Q9X005: Chemoreceptor glutamine deamidase CheD|unclassified	220.5900450767
UniRef50_UPI000474CC9F: hypothetical protein	220.1333891938
UniRef50_UPI000474CC9F: hypothetical protein|unclassified	220.1333891938
UniRef50_UPI000362EC3A: hypothetical protein	219.1195490118
UniRef50_UPI000362EC3A: hypothetical protein|unclassified	219.1195490118
UniRef50_Q15RF6: Chemotaxis response regulator protein-glutamate methylesterase	218.9445907643
UniRef50_Q15RF6: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	218.9445907643
UniRef50_UPI0003772CED: hypothetical protein	218.7699516505
UniRef50_UPI0003772CED: hypothetical protein|unclassified	218.7699516505
UniRef50_UPI000365BD14: hypothetical protein	217.2649241425
UniRef50_UPI000365BD14: hypothetical protein|unclassified	217.2649241425
UniRef50_UPI00036D30BA: hypothetical protein	216.8658793334
UniRef50_UPI00036D30BA: hypothetical protein|unclassified	216.8658793334
UniRef50_UPI00047476FE: chemotaxis protein, partial	216.2421239275
UniRef50_UPI00047476FE: chemotaxis protein, partial|unclassified	216.2421239275
UniRef50_UPI0003B6405B: methyl-accepting chemotaxis protein	216.1988851359
UniRef50_UPI0003B6405B: methyl-accepting chemotaxis protein|unclassified	216.1988851359
UniRef50_UPI0003B78D1C: diguanylate cyclase	216.1862877454
UniRef50_UPI0003B78D1C: diguanylate cyclase|unclassified	216.1862877454
UniRef50_UPI0003B383CF: SAM-dependent methyltransferase	216.0477033896
UniRef50_UPI0003B383CF: SAM-dependent methyltransferase|unclassified	216.0477033896
UniRef50_Q65UW4: RbsB protein	215.3280343030
UniRef50_Q65UW4: RbsB protein|unclassified	215.3280343030
UniRef50_UPI0002556360: protein phosphatase	214.5768082108
UniRef50_UPI0002556360: protein phosphatase|unclassified	214.5768082108
UniRef50_Q5L0L0: Chemotaxis response regulator protein-glutamate methylesterase	214.2352026142
UniRef50_Q5L0L0: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	214.2352026142
UniRef50_UPI0003B42FC3: chemotaxis protein	212.5869874540
UniRef50_UPI0003B42FC3: chemotaxis protein|unclassified	212.5869874540
UniRef50_A9HPK6: D-ribose-binding periplasmic protein	212.4235586188
UniRef50_A9HPK6: D-ribose-binding periplasmic protein|unclassified	212.4235586188
UniRef50_UPI00037CCF92: hypothetical protein, partial	211.6170040634
UniRef50_UPI00037CCF92: hypothetical protein, partial|unclassified	211.6170040634
UniRef50_UPI00047CDFC5: chemotaxis protein CheW	211.1613568578
UniRef50_UPI00047CDFC5: chemotaxis protein CheW|unclassified	211.1613568578
UniRef50_W6J625	209.1687301648
UniRef50_W6J625|unclassified	209.1687301648
UniRef50_UPI00037EE0EA: hypothetical protein	208.4417644467
UniRef50_UPI00037EE0EA: hypothetical protein|unclassified	208.4417644467
UniRef50_UPI00035F933B: hypothetical protein	206.5670414353
UniRef50_UPI00035F933B: hypothetical protein|unclassified	206.5670414353
UniRef50_UPI00036675F3: hypothetical protein	206.2115070807
UniRef50_UPI00036675F3: hypothetical protein|unclassified	206.2115070807
UniRef50_K2F694	205.7611857647
UniRef50_K2F694|unclassified	205.7611857647
UniRef50_UPI00036C2FDC: hypothetical protein, partial	205.7202192257
UniRef50_UPI00036C2FDC: hypothetical protein, partial|unclassified	205.7202192257
UniRef50_UPI00036FCEFC: hypothetical protein	205.5288306152
UniRef50_UPI00036FCEFC: hypothetical protein|unclassified	205.5288306152
UniRef50_Q52880: Chemotaxis protein CheA	202.9523070019
UniRef50_Q52880: Chemotaxis protein CheA|unclassified	202.9523070019
UniRef50_B1JTI2: Probable chemoreceptor glutamine deamidase CheD	202.4117754519
UniRef50_B1JTI2: Probable chemoreceptor glutamine deamidase CheD|unclassified	202.4117754519
UniRef50_UPI0003760C41: chemotaxis protein	202.2738355893
UniRef50_UPI0003760C41: chemotaxis protein|unclassified	202.2738355893
UniRef50_UPI0003F6BFF6: hypothetical protein	201.5283321238
UniRef50_UPI0003F6BFF6: hypothetical protein|unclassified	201.5283321238
UniRef50_UPI0003B2EDAE: chemotaxis protein CheA	200.9803656912
UniRef50_UPI0003B2EDAE: chemotaxis protein CheA|unclassified	200.9803656912
UniRef50_UPI0002DF42B8: chemotaxis protein CheR	200.2718918638
UniRef50_UPI0002DF42B8: chemotaxis protein CheR|unclassified	200.2718918638
UniRef50_UPI00031C2553: chemotaxis protein	198.7716449360
UniRef50_UPI00031C2553: chemotaxis protein|unclassified	198.7716449360
UniRef50_UPI0002F72F26: hypothetical protein	198.0570755670
UniRef50_UPI0002F72F26: hypothetical protein|unclassified	198.0570755670
UniRef50_UPI0002627AEA: response regulator receiver modulated chemotaxis protein CheB	197.5457835465
UniRef50_UPI0002627AEA: response regulator receiver modulated chemotaxis protein CheB|unclassified	197.5457835465
UniRef50_UPI0002F1045E: hypothetical protein	196.8348377661
UniRef50_UPI0002F1045E: hypothetical protein|unclassified	196.8348377661
UniRef50_Q13SY1: Probable chemoreceptor glutamine deamidase CheD	196.3705080495
UniRef50_Q13SY1: Probable chemoreceptor glutamine deamidase CheD|unclassified	196.3705080495
UniRef50_UPI00036CE4D5: hypothetical protein, partial	196.2180898876
UniRef50_UPI00036CE4D5: hypothetical protein, partial|unclassified	196.2180898876
UniRef50_W0J4X1: ABC transporter substrate-binding protein	195.9210814756
UniRef50_W0J4X1: ABC transporter substrate-binding protein|unclassified	195.9210814756
UniRef50_A0A022NS87	195.7487428490
UniRef50_A0A022NS87|unclassified	195.7487428490
UniRef50_UPI00016A3F6D: methyl-accepting chemotaxis sensory transducer, partial	195.7485582959
UniRef50_UPI00016A3F6D: methyl-accepting chemotaxis sensory transducer, partial|unclassified	195.7485582959
UniRef50_UPI00037451EF: hypothetical protein	195.6298594731
UniRef50_UPI00037451EF: hypothetical protein|unclassified	195.6298594731
UniRef50_UPI00035FDAE3: hypothetical protein	195.1063614953
UniRef50_UPI00035FDAE3: hypothetical protein|unclassified	195.1063614953
UniRef50_UPI00047859F5: chemotaxis protein CheY	193.1936971536
UniRef50_UPI00047859F5: chemotaxis protein CheY|unclassified	193.1936971536
UniRef50_UPI00036D46C0: hypothetical protein	192.7195571600
UniRef50_UPI00036D46C0: hypothetical protein|unclassified	192.7195571600
UniRef50_D4T479	188.4264759957
UniRef50_D4T479|unclassified	188.4264759957
UniRef50_UPI00035C8F9F: hypothetical protein, partial	188.2625551220
UniRef50_UPI00035C8F9F: hypothetical protein, partial|unclassified	188.2625551220
UniRef50_UPI0004229BAB: hypothetical protein	186.1618801889
UniRef50_UPI0004229BAB: hypothetical protein|unclassified	186.1618801889
UniRef50_UPI00039FCE9F: hypothetical protein	186.1511872433
UniRef50_UPI00039FCE9F: hypothetical protein|unclassified	186.1511872433
UniRef50_U4SFA3: Periplasmic binding s and sugar binding domain of LacI family protein (Fragment)	186.0574983429
UniRef50_U4SFA3: Periplasmic binding s and sugar binding domain of LacI family protein (Fragment)|unclassified	186.0574983429
UniRef50_Q97GZ3: Chemotaxis response regulator protein-glutamate methylesterase	185.9617640110
UniRef50_Q97GZ3: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	185.9617640110
UniRef50_UPI0003B7726A: chemotaxis protein CheW	185.7873957087
UniRef50_UPI0003B7726A: chemotaxis protein CheW|unclassified	185.7873957087
UniRef50_UPI000371FC0C: hypothetical protein	185.7624145620
UniRef50_UPI000371FC0C: hypothetical protein|unclassified	185.7624145620
UniRef50_Q21IQ9: Chemotaxis response regulator protein-glutamate methylesterase 1	185.2528804224
UniRef50_Q21IQ9: Chemotaxis response regulator protein-glutamate methylesterase 1|unclassified	185.2528804224
UniRef50_UPI0003A5CFB5: hypothetical protein	184.9875499040
UniRef50_UPI0003A5CFB5: hypothetical protein|unclassified	184.9875499040
UniRef50_UPI000262A5D4: chemotaxis protein chea, partial	184.7493603957
UniRef50_UPI000262A5D4: chemotaxis protein chea, partial|unclassified	184.7493603957
UniRef50_W7WXT8	184.2718795119
UniRef50_W7WXT8|unclassified	184.2718795119
UniRef50_UPI000255635F: chemotaxis-specific histidine kinase, partial	183.7068372678
UniRef50_UPI000255635F: chemotaxis-specific histidine kinase, partial|unclassified	183.7068372678
UniRef50_F7YSS8: Aerotaxis receptor	182.9656718384
UniRef50_F7YSS8: Aerotaxis receptor|unclassified	182.9656718384
UniRef50_W5X7V4	182.7058506636
UniRef50_W5X7V4|unclassified	182.7058506636
UniRef50_B1TBS7	180.1880564160
UniRef50_B1TBS7|unclassified	180.1880564160
UniRef50_UPI0003676CDC: hypothetical protein	179.4523071888
UniRef50_UPI0003676CDC: hypothetical protein|unclassified	179.4523071888
UniRef50_UPI000368AD87: hypothetical protein	179.3322938554
UniRef50_UPI000368AD87: hypothetical protein|unclassified	179.3322938554
UniRef50_UPI000466A83F: response regulator receiver protein	179.1413327255
UniRef50_UPI000466A83F: response regulator receiver protein|unclassified	179.1413327255
UniRef50_UPI000468EA31: chemotaxis protein	179.0128201654
UniRef50_UPI000468EA31: chemotaxis protein|unclassified	179.0128201654
UniRef50_UPI00036947EE: hypothetical protein	177.5967969611
UniRef50_UPI00036947EE: hypothetical protein|unclassified	177.5967969611
UniRef50_UPI0003F9459A: hypothetical protein	177.5235702374
UniRef50_UPI0003F9459A: hypothetical protein|unclassified	177.5235702374
UniRef50_Q92S04: Probable chemoreceptor glutamine deamidase CheD	177.4034673834
UniRef50_Q92S04: Probable chemoreceptor glutamine deamidase CheD|unclassified	177.4034673834
UniRef50_UPI00041B6BA2: hypothetical protein	177.1610189708
UniRef50_UPI00041B6BA2: hypothetical protein|unclassified	177.1610189708
UniRef50_UPI00034CBC4A: membrane protein	175.2292315479
UniRef50_UPI00034CBC4A: membrane protein|unclassified	175.2292315479
UniRef50_UPI00046CE7E7: chemotaxis protein CheY	173.9503673207
UniRef50_UPI00046CE7E7: chemotaxis protein CheY|unclassified	173.9503673207
UniRef50_UPI00016A2B1A: methyl-accepting chemotaxis protein, partial	173.8723063346
UniRef50_UPI00016A2B1A: methyl-accepting chemotaxis protein, partial|unclassified	173.8723063346
UniRef50_UPI0004065D50: chemotaxis protein CheW	173.8518363319
UniRef50_UPI0004065D50: chemotaxis protein CheW|unclassified	173.8518363319
UniRef50_UPI00016A38AA: methyl-accepting chemotaxis protein, partial	173.4380061692
UniRef50_UPI00016A38AA: methyl-accepting chemotaxis protein, partial|unclassified	173.4380061692
UniRef50_UPI00046C8EBB: hypothetical protein	173.3845271509
UniRef50_UPI00046C8EBB: hypothetical protein|unclassified	173.3845271509
UniRef50_UPI0003126CAB: hypothetical protein	171.1153557555
UniRef50_UPI0003126CAB: hypothetical protein|unclassified	171.1153557555
UniRef50_UPI00028A143D: flagellar motor switch protein FliM, partial	170.2398053564
UniRef50_UPI00028A143D: flagellar motor switch protein FliM, partial|unclassified	170.2398053564
UniRef50_E8TM79: Sugar-binding transcriptional regulator, LacI family	168.1294894083
UniRef50_E8TM79: Sugar-binding transcriptional regulator, LacI family|unclassified	168.1294894083
UniRef50_J8VDH7: Flagellar basal body P-ring biosynthesis protein FlgA	167.5272812132
UniRef50_J8VDH7: Flagellar basal body P-ring biosynthesis protein FlgA|unclassified	167.5272812132
UniRef50_UPI0003A31178: hypothetical protein	167.2183634295
UniRef50_UPI0003A31178: hypothetical protein|unclassified	167.2183634295
UniRef50_UPI000462A273: hypothetical protein, partial	165.7260946718
UniRef50_UPI000462A273: hypothetical protein, partial|unclassified	165.7260946718
UniRef50_UPI00047002F3: hypothetical protein	165.4830960931
UniRef50_UPI00047002F3: hypothetical protein|unclassified	165.4830960931
UniRef50_UPI0003695149: hypothetical protein	164.8984064932
UniRef50_UPI0003695149: hypothetical protein|unclassified	164.8984064932
UniRef50_UPI0001CBEE77: chemotaxis protein CheA, partial	163.7206771731
UniRef50_UPI0001CBEE77: chemotaxis protein CheA, partial|unclassified	163.7206771731
UniRef50_UPI00036AE3AD: methyl-accepting chemotaxis protein, partial	163.7004030675
UniRef50_UPI00036AE3AD: methyl-accepting chemotaxis protein, partial|unclassified	163.7004030675
UniRef50_P62635: Chemotaxis response regulator protein-glutamate methylesterase	163.5838670459
UniRef50_P62635: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	163.5838670459
UniRef50_UPI000465BD5D: chemotaxis protein, partial	162.2086458200
UniRef50_UPI000465BD5D: chemotaxis protein, partial|unclassified	162.2086458200
UniRef50_UPI00047846D1: methyl-accepting chemotaxis protein, partial	161.3457429035
UniRef50_UPI00047846D1: methyl-accepting chemotaxis protein, partial|unclassified	161.3457429035
UniRef50_UPI00036A08B6: hypothetical protein, partial	160.5265742356
UniRef50_UPI00036A08B6: hypothetical protein, partial|unclassified	160.5265742356
UniRef50_C6CXV0: D-galactose/D-glucose ABC transporter, periplasmic D-galactose/D-glucose-binding protein	160.3200176713
