# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-RPKs
UniRef50_Q8G5L8: Dephospho-CoA kinase	600.0044694574
UniRef50_Q8G5L8: Dephospho-CoA kinase|unclassified	600.0044694574
UniRef50_A0Y6D8: Bifunctional: 4'-phosphopantothenoylcysteine decarboxylase (N) phosphopantothenoylcysteine synthetase (C), FMN-binding protein (Fragment)	599.3045123394
UniRef50_A0Y6D8: Bifunctional: 4'-phosphopantothenoylcysteine decarboxylase (N) phosphopantothenoylcysteine synthetase (C), FMN-binding protein (Fragment)|unclassified	599.3045123394
UniRef50_Q9X712: 3-methyl-2-oxobutanoate hydroxymethyltransferase	597.3516535564
UniRef50_Q9X712: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	597.3516535564
UniRef50_Q9Z7U3: Dephospho-CoA kinase	596.5866715941
UniRef50_Q9Z7U3: Dephospho-CoA kinase|unclassified	596.5866715941
UniRef50_Q29W37: 3-methyl-2-oxobutanoate hydroxymethyltransferase	594.5235808663
UniRef50_Q29W37: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	594.5235808663
UniRef50_Q64XF4: Type III pantothenate kinase	593.5244149756
UniRef50_Q64XF4: Type III pantothenate kinase|unclassified	593.5244149756
UniRef50_Q3IID1: Dephospho-CoA kinase	592.9177991464
UniRef50_Q3IID1: Dephospho-CoA kinase|unclassified	592.9177991464
UniRef50_A4IQ60: Pantothenate synthetase	591.4445777539
UniRef50_A4IQ60: Pantothenate synthetase|unclassified	591.4445777539
UniRef50_Q2NAY0: 3-methyl-2-oxobutanoate hydroxymethyltransferase	589.5630370906
UniRef50_Q2NAY0: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	589.5630370906
UniRef50_B8FTK5: Phosphopantetheine adenylyltransferase	589.3872532488
UniRef50_B8FTK5: Phosphopantetheine adenylyltransferase|unclassified	589.3872532488
UniRef50_UPI0002DF7DBC: hypothetical protein	587.3520252077
UniRef50_UPI0002DF7DBC: hypothetical protein|unclassified	587.3520252077
UniRef50_Q65VP4: Dephospho-CoA kinase	585.4356373589
UniRef50_Q65VP4: Dephospho-CoA kinase|unclassified	585.4356373589
UniRef50_J3DAN0: Phosphopantothenoylcysteine synthetase/decarboxylase (Fragment)	584.5326782302
UniRef50_J3DAN0: Phosphopantothenoylcysteine synthetase/decarboxylase (Fragment)|unclassified	584.5326782302
UniRef50_A1WDW4: 3-methyl-2-oxobutanoate hydroxymethyltransferase	583.9709139923
UniRef50_A1WDW4: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	583.9709139923
UniRef50_V4H2X8: Phosphopantothenoylcysteine synthetase/decarboxylase (Fragment)	578.6595438394
UniRef50_V4H2X8: Phosphopantothenoylcysteine synthetase/decarboxylase (Fragment)|unclassified	578.6595438394
UniRef50_C4K764: Phosphopantetheine adenylyltransferase	573.1721683297
UniRef50_C4K764: Phosphopantetheine adenylyltransferase|unclassified	573.1721683297
UniRef50_Q5NEX0: Dephospho-CoA kinase	571.6976221839
UniRef50_Q5NEX0: Dephospho-CoA kinase|unclassified	571.6976221839
UniRef50_Q6LMG7: Dephospho-CoA kinase	569.8005155443
UniRef50_Q6LMG7: Dephospho-CoA kinase|unclassified	569.8005155443
UniRef50_UPI00036DE23E: hypothetical protein, partial	567.8811239152
UniRef50_UPI00036DE23E: hypothetical protein, partial|unclassified	567.8811239152
UniRef50_UPI0004697089: hypothetical protein	565.8330218902
UniRef50_UPI0004697089: hypothetical protein|unclassified	565.8330218902
UniRef50_Q5F551: Phosphopantetheine adenylyltransferase	564.5944419755
UniRef50_Q5F551: Phosphopantetheine adenylyltransferase|unclassified	564.5944419755
UniRef50_UPI0003642640: hypothetical protein	562.4282445690
UniRef50_UPI0003642640: hypothetical protein|unclassified	562.4282445690
UniRef50_UPI0002E8D63E: hypothetical protein	558.6717396516
UniRef50_UPI0002E8D63E: hypothetical protein|unclassified	558.6717396516
UniRef50_O26010: Phosphopantetheine adenylyltransferase	557.3355788298
UniRef50_O26010: Phosphopantetheine adenylyltransferase|unclassified	557.3355788298
UniRef50_Q4EG82: Major capsid protein, putative	555.8717091491
UniRef50_Q4EG82: Major capsid protein, putative|unclassified	555.8717091491
UniRef50_UPI0003F73E63: pantothenate kinase	552.8848829247
UniRef50_UPI0003F73E63: pantothenate kinase|unclassified	552.8848829247
UniRef50_Q837G2: Dephospho-CoA kinase	552.4808107797
UniRef50_Q837G2: Dephospho-CoA kinase|unclassified	552.4808107797
UniRef50_A6KZR2: Phosphopantetheine adenylyltransferase	551.4059983546
UniRef50_A6KZR2: Phosphopantetheine adenylyltransferase|unclassified	551.4059983546
UniRef50_Q6MHH9: Aspartate 1-decarboxylase	550.8555491636
UniRef50_Q6MHH9: Aspartate 1-decarboxylase|unclassified	550.8555491636
UniRef50_A9B2U4: 3-methyl-2-oxobutanoate hydroxymethyltransferase	545.1590964868
UniRef50_A9B2U4: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	545.1590964868
UniRef50_Q9PMD9: Dephospho-CoA kinase	542.5424101412
UniRef50_Q9PMD9: Dephospho-CoA kinase|unclassified	542.5424101412
UniRef50_Q67JI4: Type III pantothenate kinase 2	542.3830782606
UniRef50_Q67JI4: Type III pantothenate kinase 2|unclassified	542.3830782606
UniRef50_A0A022NG34	540.2095345798
UniRef50_A0A022NG34|unclassified	540.2095345798
UniRef50_Q64XM3: Pantothenate synthetase	539.0918119205
UniRef50_Q64XM3: Pantothenate synthetase|unclassified	539.0918119205
UniRef50_UPI000371D822: hypothetical protein	535.9701229363
UniRef50_UPI000371D822: hypothetical protein|unclassified	535.9701229363
UniRef50_UPI000367D1B5: pantothenate kinase	534.4194720759
UniRef50_UPI000367D1B5: pantothenate kinase|unclassified	534.4194720759
UniRef50_Q5F691: Dephospho-CoA kinase	526.7699234246
UniRef50_Q5F691: Dephospho-CoA kinase|unclassified	526.7699234246
UniRef50_Q1M4A1: Pantothenate synthetase	523.9277042802
UniRef50_Q1M4A1: Pantothenate synthetase|unclassified	523.9277042802
UniRef50_F9GIT3: Putative dNA/pantothenate metabolism flavoprotein	522.4254986110
UniRef50_F9GIT3: Putative dNA/pantothenate metabolism flavoprotein|unclassified	522.4254986110
UniRef50_UPI000288A42B: pantothenate kinase	520.9396711390
UniRef50_UPI000288A42B: pantothenate kinase|unclassified	520.9396711390
UniRef50_Q1IHA8: Pantothenate synthetase	519.9429270422
UniRef50_Q1IHA8: Pantothenate synthetase|unclassified	519.9429270422
UniRef50_Q89ZR8: Pantothenate synthetase	517.9807569415
UniRef50_Q89ZR8: Pantothenate synthetase|unclassified	517.9807569415
UniRef50_UPI0002880F6E: dephospho-CoA kinase	516.5466889696
UniRef50_UPI0002880F6E: dephospho-CoA kinase|unclassified	516.5466889696
UniRef50_C5BN51: Pantothenate synthetase	516.0933001590
UniRef50_C5BN51: Pantothenate synthetase|unclassified	516.0933001590
UniRef50_Q6N6L4: Phosphopantetheine adenylyltransferase	514.9184726032
UniRef50_Q6N6L4: Phosphopantetheine adenylyltransferase|unclassified	514.9184726032
UniRef50_Q7WF46: Dephospho-CoA kinase	514.6007124359
UniRef50_Q7WF46: Dephospho-CoA kinase|unclassified	514.6007124359
UniRef50_X6KTN3	511.7743871468
UniRef50_X6KTN3|unclassified	511.7743871468
UniRef50_UPI0002195AC6: phosphopantetheine adenylyltransferase	510.7314132234
UniRef50_UPI0002195AC6: phosphopantetheine adenylyltransferase|unclassified	510.7314132234
UniRef50_Q9ZEL7: Dephospho-CoA kinase	508.6863364709
UniRef50_Q9ZEL7: Dephospho-CoA kinase|unclassified	508.6863364709
UniRef50_UPI000476C437: phosphopantothenoylcysteine synthase, partial	508.3692838017
UniRef50_UPI000476C437: phosphopantothenoylcysteine synthase, partial|unclassified	508.3692838017
UniRef50_Q7VNN7: Phosphopantetheine adenylyltransferase	508.1979032013
UniRef50_Q7VNN7: Phosphopantetheine adenylyltransferase|unclassified	508.1979032013
UniRef50_B1JZB2: Type III pantothenate kinase	507.4220750169
UniRef50_B1JZB2: Type III pantothenate kinase|unclassified	507.4220750169
UniRef50_Q5ZRF3: Aspartate 1-decarboxylase	507.3005473247
UniRef50_Q5ZRF3: Aspartate 1-decarboxylase|unclassified	507.3005473247
UniRef50_UPI00036523DD: hypothetical protein	505.1255576494
UniRef50_UPI00036523DD: hypothetical protein|unclassified	505.1255576494
UniRef50_UPI0003784A35: hypothetical protein, partial	503.2396384753
UniRef50_UPI0003784A35: hypothetical protein, partial|unclassified	503.2396384753
UniRef50_Q14JW3: Type III pantothenate kinase 1	502.6971365963
UniRef50_Q14JW3: Type III pantothenate kinase 1|unclassified	502.6971365963
UniRef50_A5FGN1: Phosphopantetheine adenylyltransferase	499.4622851519
UniRef50_A5FGN1: Phosphopantetheine adenylyltransferase|unclassified	499.4622851519
UniRef50_UPI0001816B69: hypothetical protein	494.0015123151
UniRef50_UPI0001816B69: hypothetical protein|unclassified	494.0015123151
UniRef50_D4DUP5	493.7413161106
UniRef50_D4DUP5|unclassified	493.7413161106
UniRef50_UPI00046F2FAA: hypothetical protein	489.3670557853
UniRef50_UPI00046F2FAA: hypothetical protein|unclassified	489.3670557853
UniRef50_I4ZG70	489.2799803692
UniRef50_I4ZG70|unclassified	489.2799803692
UniRef50_Q2LSQ5: Pantothenate synthetase	485.3222480065
UniRef50_Q2LSQ5: Pantothenate synthetase|unclassified	485.3222480065
UniRef50_B5RMP6: Phosphopantetheine adenylyltransferase	482.9846699559
UniRef50_B5RMP6: Phosphopantetheine adenylyltransferase|unclassified	482.9846699559
UniRef50_X1MHV1: Marine sediment metagenome DNA, contig: S06H3_L06887 (Fragment)	481.5406790070
UniRef50_X1MHV1: Marine sediment metagenome DNA, contig: S06H3_L06887 (Fragment)|unclassified	481.5406790070
UniRef50_UPI0003814E02: hypothetical protein	481.1288092959
UniRef50_UPI0003814E02: hypothetical protein|unclassified	481.1288092959
UniRef50_Q7VJB2: Aspartate 1-decarboxylase	481.0028169786
UniRef50_Q7VJB2: Aspartate 1-decarboxylase|unclassified	481.0028169786
UniRef50_B8DVE0: Ketol-acid reductoisomerase	480.7849116473
UniRef50_B8DVE0: Ketol-acid reductoisomerase|unclassified	480.7849116473
UniRef50_A9KHE4: Type III pantothenate kinase	480.6681451413
UniRef50_A9KHE4: Type III pantothenate kinase|unclassified	480.6681451413
UniRef50_Q28T47: Type III pantothenate kinase	477.0964514343
UniRef50_Q28T47: Type III pantothenate kinase|unclassified	477.0964514343
UniRef50_UPI0004642ED5: 2-dehydropantoate 2-reductase, partial	474.5719701534
UniRef50_UPI0004642ED5: 2-dehydropantoate 2-reductase, partial|unclassified	474.5719701534
UniRef50_Q1AW92: Phosphopantetheine adenylyltransferase	471.6794777373
UniRef50_Q1AW92: Phosphopantetheine adenylyltransferase|unclassified	471.6794777373
UniRef50_A1SDW7: Pantothenate synthetase	471.6444127860
UniRef50_A1SDW7: Pantothenate synthetase|unclassified	471.6444127860
UniRef50_G2FUT5: DNA / pantothenate metabolism flavofamily protein	470.8400929804
UniRef50_G2FUT5: DNA / pantothenate metabolism flavofamily protein|unclassified	470.8400929804
UniRef50_Q8RBE5: Dephospho-CoA kinase	470.5248904606
UniRef50_Q8RBE5: Dephospho-CoA kinase|unclassified	470.5248904606
UniRef50_UPI0003B367EF: phosphopantothenoylcysteine decarboxylase, partial	469.2994038551
UniRef50_UPI0003B367EF: phosphopantothenoylcysteine decarboxylase, partial|unclassified	469.2994038551
UniRef50_Q5HW73: Type III pantothenate kinase	468.3346320538
UniRef50_Q5HW73: Type III pantothenate kinase|unclassified	468.3346320538
UniRef50_Q3JCP8: Pantothenate synthetase	467.6588208117
UniRef50_Q3JCP8: Pantothenate synthetase|unclassified	467.6588208117
UniRef50_H1KUG3: DNA/pantothenate metabolism flavoprotein domain protein	465.3434720760
UniRef50_H1KUG3: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	465.3434720760
UniRef50_UPI00047D8322: pantothenate kinase	464.5381035967
UniRef50_UPI00047D8322: pantothenate kinase|unclassified	464.5381035967
UniRef50_Q4FVG7: Pantothenate synthetase	462.6066707300
UniRef50_Q4FVG7: Pantothenate synthetase|unclassified	462.6066707300
UniRef50_B9MEY7: Pantothenate synthetase	461.9941166444
UniRef50_B9MEY7: Pantothenate synthetase|unclassified	461.9941166444
UniRef50_Q5LLN2: Dephospho-CoA kinase	459.5772732208
UniRef50_Q5LLN2: Dephospho-CoA kinase|unclassified	459.5772732208
UniRef50_Q5WLV5: Type III pantothenate kinase	459.4544313764
UniRef50_Q5WLV5: Type III pantothenate kinase|unclassified	459.4544313764
UniRef50_K5PHB0	458.0841074349
UniRef50_K5PHB0|unclassified	458.0841074349
UniRef50_UPI0003A7FD70: 3-methyl-2-oxobutanoate hydroxymethyltransferase	456.5669378638
UniRef50_UPI0003A7FD70: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	456.5669378638
UniRef50_UPI0004749A72: hypothetical protein	455.4868503092
UniRef50_UPI0004749A72: hypothetical protein|unclassified	455.4868503092
UniRef50_A8F5K4: Aspartate 1-decarboxylase	455.2680113707
UniRef50_A8F5K4: Aspartate 1-decarboxylase|unclassified	455.2680113707
UniRef50_B7JX32: Aspartate 1-decarboxylase	454.9886170105
UniRef50_B7JX32: Aspartate 1-decarboxylase|unclassified	454.9886170105
UniRef50_P30197: Epidermin decarboxylase	454.4348413358
UniRef50_P30197: Epidermin decarboxylase|unclassified	454.4348413358
UniRef50_Q5NL34: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1	454.2119862468
UniRef50_Q5NL34: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1|unclassified	454.2119862468
UniRef50_O34932: Dephospho-CoA kinase	452.3041343373
UniRef50_O34932: Dephospho-CoA kinase|unclassified	452.3041343373
UniRef50_UPI00016A3648: 2-dehydropantoate 2-reductase, partial	450.9026992647
UniRef50_UPI00016A3648: 2-dehydropantoate 2-reductase, partial|unclassified	450.9026992647
UniRef50_Q2VYH5: Dephospho-CoA kinase	448.2338400686
UniRef50_Q2VYH5: Dephospho-CoA kinase|unclassified	448.2338400686
UniRef50_UPI0003900E45: 3-methyl-2-oxobutanoate hydroxymethyltransferase	445.7520564381
UniRef50_UPI0003900E45: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	445.7520564381
UniRef50_Q3K6P4: Dephospho-CoA kinase	445.1484460815
UniRef50_Q3K6P4: Dephospho-CoA kinase|unclassified	445.1484460815
UniRef50_UPI0004794537: hypothetical protein, partial	444.4640361553
UniRef50_UPI0004794537: hypothetical protein, partial|unclassified	444.4640361553
UniRef50_UPI00036644A3: 2-dehydropantoate 2-reductase, partial	443.7663757511
UniRef50_UPI00036644A3: 2-dehydropantoate 2-reductase, partial|unclassified	443.7663757511
UniRef50_A5UVB3: Type III pantothenate kinase	442.9672358507
UniRef50_A5UVB3: Type III pantothenate kinase|unclassified	442.9672358507
UniRef50_X7XKU0: DNA / pantothenate metabolism flavofamily protein	442.9447784228
UniRef50_X7XKU0: DNA / pantothenate metabolism flavofamily protein|unclassified	442.9447784228
UniRef50_UPI000376EBEE: hypothetical protein, partial	442.6903010361
UniRef50_UPI000376EBEE: hypothetical protein, partial|unclassified	442.6903010361
UniRef50_UPI0004640796: 2-dehydropantoate 2-reductase, partial	441.5134430776
UniRef50_UPI0004640796: 2-dehydropantoate 2-reductase, partial|unclassified	441.5134430776
UniRef50_UPI0003B5D730: phosphopantothenoylcysteine decarboxylase	441.2575113589
UniRef50_UPI0003B5D730: phosphopantothenoylcysteine decarboxylase|unclassified	441.2575113589
UniRef50_V7MPX2	440.7932160006
UniRef50_V7MPX2|unclassified	440.7932160006
UniRef50_Q2IFU3: Pantothenate synthetase	439.5640394060
UniRef50_Q2IFU3: Pantothenate synthetase|unclassified	439.5640394060
UniRef50_W7X3Z2: DNA/pantothenate metabolism flavoprotein	436.2261349771
UniRef50_W7X3Z2: DNA/pantothenate metabolism flavoprotein|unclassified	436.2261349771
UniRef50_B2GBB0: Phosphopantetheine adenylyltransferase	434.7445509798
UniRef50_B2GBB0: Phosphopantetheine adenylyltransferase|unclassified	434.7445509798
UniRef50_Q740M4: Dephospho-CoA kinase	431.8249734609
UniRef50_Q740M4: Dephospho-CoA kinase|unclassified	431.8249734609
UniRef50_Q1RJM0: Dephospho-CoA kinase	431.4787130022
UniRef50_Q1RJM0: Dephospho-CoA kinase|unclassified	431.4787130022
UniRef50_A6W2I4: Pantothenate synthetase	430.6763408138
UniRef50_A6W2I4: Pantothenate synthetase|unclassified	430.6763408138
UniRef50_UPI0001A428CE: dephospho-CoA kinase	428.0338015339
UniRef50_UPI0001A428CE: dephospho-CoA kinase|unclassified	428.0338015339
UniRef50_UPI0003B2E92F: pantoate--beta-alanine ligase	427.5400742501
UniRef50_UPI0003B2E92F: pantoate--beta-alanine ligase|unclassified	427.5400742501
UniRef50_O66773: Aspartate 1-decarboxylase	427.2313161098
UniRef50_O66773: Aspartate 1-decarboxylase|unclassified	427.2313161098
UniRef50_Q9RV66: Pantothenate synthetase	426.8844996806
UniRef50_Q9RV66: Pantothenate synthetase|unclassified	426.8844996806
UniRef50_A7H575: Pantothenate synthetase	425.3689818636
UniRef50_A7H575: Pantothenate synthetase|unclassified	425.3689818636
UniRef50_Q660X7: Dephospho-CoA kinase	423.8839982328
UniRef50_Q660X7: Dephospho-CoA kinase|unclassified	423.8839982328
UniRef50_A3MWA6: 3-methyl-2-oxobutanoate hydroxymethyltransferase	421.1098892818
UniRef50_A3MWA6: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	421.1098892818
UniRef50_UPI00035D5566: hypothetical protein	420.1969731796
UniRef50_UPI00035D5566: hypothetical protein|unclassified	420.1969731796
UniRef50_C1DKJ6: Type III pantothenate kinase	419.1463885562
UniRef50_C1DKJ6: Type III pantothenate kinase|unclassified	419.1463885562
UniRef50_B5YJ91: Pantothenate synthetase	417.1585183812
UniRef50_B5YJ91: Pantothenate synthetase|unclassified	417.1585183812
UniRef50_V9G4Z4: Phosphopantothenoylcysteine decarboxylase	416.7478916383
UniRef50_V9G4Z4: Phosphopantothenoylcysteine decarboxylase|unclassified	416.7478916383
UniRef50_Q2A4C9: Type III pantothenate kinase 1	416.1759788590
UniRef50_Q2A4C9: Type III pantothenate kinase 1|unclassified	416.1759788590
UniRef50_P73881: Coenzyme A biosynthesis bifunctional protein CoaBC	415.1226849711
UniRef50_P73881: Coenzyme A biosynthesis bifunctional protein CoaBC|unclassified	415.1226849711
UniRef50_O51752: Coenzyme A biosynthesis bifunctional protein CoaBC	413.2964437694
UniRef50_O51752: Coenzyme A biosynthesis bifunctional protein CoaBC|unclassified	413.2964437694
UniRef50_B0U1Q3: Pantothenate synthetase	413.2243288973
UniRef50_B0U1Q3: Pantothenate synthetase|unclassified	413.2243288973
UniRef50_B2S0M7: Type III pantothenate kinase	411.9391501919
UniRef50_B2S0M7: Type III pantothenate kinase|unclassified	411.9391501919
UniRef50_UPI00047D70D0: pantothenate kinase	410.5926823335
UniRef50_UPI00047D70D0: pantothenate kinase|unclassified	410.5926823335
UniRef50_Q5FQ88: Pantothenate synthetase	410.1078063158
UniRef50_Q5FQ88: Pantothenate synthetase|unclassified	410.1078063158
UniRef50_UPI000185086F: hypothetical protein	403.8102177685
UniRef50_UPI000185086F: hypothetical protein|unclassified	403.8102177685
UniRef50_B4ST96: Type III pantothenate kinase	403.6554994430
UniRef50_B4ST96: Type III pantothenate kinase|unclassified	403.6554994430
UniRef50_C0QHQ9: Type III pantothenate kinase	401.4712559745
UniRef50_C0QHQ9: Type III pantothenate kinase|unclassified	401.4712559745
UniRef50_X0PE44: Phosphopantothenoylcysteine decarboxylase	401.4445025784
UniRef50_X0PE44: Phosphopantothenoylcysteine decarboxylase|unclassified	401.4445025784
UniRef50_A0LRC5: Pantothenate synthetase	401.1431292516
UniRef50_A0LRC5: Pantothenate synthetase|unclassified	401.1431292516
UniRef50_W7Q2K1	398.3500049534
UniRef50_W7Q2K1|unclassified	398.3500049534
UniRef50_UPI0003763947: hypothetical protein	391.6298695480
UniRef50_UPI0003763947: hypothetical protein|unclassified	391.6298695480
UniRef50_UPI0003C7F782: pantothenate kinase	389.7019372825
UniRef50_UPI0003C7F782: pantothenate kinase|unclassified	389.7019372825
UniRef50_A7NB31: Pantothenate synthetase	389.4038451932
UniRef50_A7NB31: Pantothenate synthetase|unclassified	389.4038451932
UniRef50_UPI00016A2F0B: 2-dehydropantoate 2-reductase, partial	388.7322148721
UniRef50_UPI00016A2F0B: 2-dehydropantoate 2-reductase, partial|unclassified	388.7322148721
UniRef50_UPI000249082F: 2-dehydropantoate 2-reductase	388.6728946704
UniRef50_UPI000249082F: 2-dehydropantoate 2-reductase|unclassified	388.6728946704
UniRef50_C1CX98: 3-methyl-2-oxobutanoate hydroxymethyltransferase	385.4081367442
UniRef50_C1CX98: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	385.4081367442
UniRef50_F3A0E4	384.4924462991
UniRef50_F3A0E4|unclassified	384.4924462991
