# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-CPM
UniRef50_B8FTK5: Phosphopantetheine adenylyltransferase	1536.51
UniRef50_B8FTK5: Phosphopantetheine adenylyltransferase|unclassified	1536.51
UniRef50_UPI0002DF7DBC: hypothetical protein	1531.2
UniRef50_UPI0002DF7DBC: hypothetical protein|unclassified	1531.2
UniRef50_Q65VP4: Dephospho-CoA kinase	1526.21
UniRef50_Q65VP4: Dephospho-CoA kinase|unclassified	1526.21
UniRef50_J3DAN0: Phosphopantothenoylcysteine synthetase/decarboxylase (Fragment)	1523.85
UniRef50_J3DAN0: Phosphopantothenoylcysteine synthetase/decarboxylase (Fragment)|unclassified	1523.85
UniRef50_A1WDW4: 3-methyl-2-oxobutanoate hydroxymethyltransferase	1522.39
UniRef50_A1WDW4: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	1522.39
UniRef50_V4H2X8: Phosphopantothenoylcysteine synthetase/decarboxylase (Fragment)	1508.54
UniRef50_V4H2X8: Phosphopantothenoylcysteine synthetase/decarboxylase (Fragment)|unclassified	1508.54
UniRef50_C4K764: Phosphopantetheine adenylyltransferase	1494.24
UniRef50_C4K764: Phosphopantetheine adenylyltransferase|unclassified	1494.24
UniRef50_Q5NEX0: Dephospho-CoA kinase	1490.39
UniRef50_Q5NEX0: Dephospho-CoA kinase|unclassified	1490.39
UniRef50_Q6LMG7: Dephospho-CoA kinase	1485.45
UniRef50_Q6LMG7: Dephospho-CoA kinase|unclassified	1485.45
UniRef50_UPI00036DE23E: hypothetical protein, partial	1480.44
UniRef50_UPI00036DE23E: hypothetical protein, partial|unclassified	1480.44
UniRef50_UPI0004697089: hypothetical protein	1475.1
UniRef50_UPI0004697089: hypothetical protein|unclassified	1475.1
UniRef50_Q5F551: Phosphopantetheine adenylyltransferase	1471.87
UniRef50_Q5F551: Phosphopantetheine adenylyltransferase|unclassified	1471.87
UniRef50_UPI0003642640: hypothetical protein	1466.23
UniRef50_UPI0003642640: hypothetical protein|unclassified	1466.23
UniRef50_UPI0002E8D63E: hypothetical protein	1456.43
UniRef50_UPI0002E8D63E: hypothetical protein|unclassified	1456.43
UniRef50_O26010: Phosphopantetheine adenylyltransferase	1452.95
UniRef50_O26010: Phosphopantetheine adenylyltransferase|unclassified	1452.95
UniRef50_Q4EG82: Major capsid protein, putative	1449.13
UniRef50_Q4EG82: Major capsid protein, putative|unclassified	1449.13
UniRef50_UPI0003F73E63: pantothenate kinase	1441.35
UniRef50_UPI0003F73E63: pantothenate kinase|unclassified	1441.35
UniRef50_Q837G2: Dephospho-CoA kinase	1440.29
UniRef50_Q837G2: Dephospho-CoA kinase|unclassified	1440.29
UniRef50_A6KZR2: Phosphopantetheine adenylyltransferase	1437.49
UniRef50_A6KZR2: Phosphopantetheine adenylyltransferase|unclassified	1437.49
UniRef50_Q6MHH9: Aspartate 1-decarboxylase	1436.06
UniRef50_Q6MHH9: Aspartate 1-decarboxylase|unclassified	1436.06
UniRef50_A9B2U4: 3-methyl-2-oxobutanoate hydroxymethyltransferase	1421.21
UniRef50_A9B2U4: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	1421.21
UniRef50_Q9PMD9: Dephospho-CoA kinase	1414.39
UniRef50_Q9PMD9: Dephospho-CoA kinase|unclassified	1414.39
UniRef50_Q67JI4: Type III pantothenate kinase 2	1413.97
UniRef50_Q67JI4: Type III pantothenate kinase 2|unclassified	1413.97
UniRef50_A0A022NG34	1408.3
UniRef50_A0A022NG34|unclassified	1408.3
UniRef50_Q64XM3: Pantothenate synthetase	1405.39
UniRef50_Q64XM3: Pantothenate synthetase|unclassified	1405.39
UniRef50_UPI000371D822: hypothetical protein	1397.25
UniRef50_UPI000371D822: hypothetical protein|unclassified	1397.25
UniRef50_UPI000367D1B5: pantothenate kinase	1393.21
UniRef50_UPI000367D1B5: pantothenate kinase|unclassified	1393.21
UniRef50_Q5F691: Dephospho-CoA kinase	1373.27
UniRef50_Q5F691: Dephospho-CoA kinase|unclassified	1373.27
UniRef50_Q1M4A1: Pantothenate synthetase	1365.86
UniRef50_Q1M4A1: Pantothenate synthetase|unclassified	1365.86
UniRef50_F9GIT3: Putative dNA/pantothenate metabolism flavoprotein	1361.94
UniRef50_F9GIT3: Putative dNA/pantothenate metabolism flavoprotein|unclassified	1361.94
UniRef50_UPI000288A42B: pantothenate kinase	1358.07
UniRef50_UPI000288A42B: pantothenate kinase|unclassified	1358.07
UniRef50_Q1IHA8: Pantothenate synthetase	1355.47
UniRef50_Q1IHA8: Pantothenate synthetase|unclassified	1355.47
UniRef50_Q89ZR8: Pantothenate synthetase	1350.35
UniRef50_Q89ZR8: Pantothenate synthetase|unclassified	1350.35
UniRef50_UPI0002880F6E: dephospho-CoA kinase	1346.62
UniRef50_UPI0002880F6E: dephospho-CoA kinase|unclassified	1346.62
UniRef50_C5BN51: Pantothenate synthetase	1345.43
UniRef50_C5BN51: Pantothenate synthetase|unclassified	1345.43
UniRef50_Q6N6L4: Phosphopantetheine adenylyltransferase	1342.37
UniRef50_Q6N6L4: Phosphopantetheine adenylyltransferase|unclassified	1342.37
UniRef50_Q7WF46: Dephospho-CoA kinase	1341.54
UniRef50_Q7WF46: Dephospho-CoA kinase|unclassified	1341.54
UniRef50_X6KTN3	1334.17
UniRef50_X6KTN3|unclassified	1334.17
UniRef50_UPI0002195AC6: phosphopantetheine adenylyltransferase	1331.46
UniRef50_UPI0002195AC6: phosphopantetheine adenylyltransferase|unclassified	1331.46
UniRef50_Q9ZEL7: Dephospho-CoA kinase	1326.12
UniRef50_Q9ZEL7: Dephospho-CoA kinase|unclassified	1326.12
UniRef50_UPI000476C437: phosphopantothenoylcysteine synthase, partial	1325.3
UniRef50_UPI000476C437: phosphopantothenoylcysteine synthase, partial|unclassified	1325.3
UniRef50_Q7VNN7: Phosphopantetheine adenylyltransferase	1324.85
UniRef50_Q7VNN7: Phosphopantetheine adenylyltransferase|unclassified	1324.85
UniRef50_B1JZB2: Type III pantothenate kinase	1322.83
UniRef50_B1JZB2: Type III pantothenate kinase|unclassified	1322.83
UniRef50_Q5ZRF3: Aspartate 1-decarboxylase	1322.51
UniRef50_Q5ZRF3: Aspartate 1-decarboxylase|unclassified	1322.51
UniRef50_UPI00036523DD: hypothetical protein	1316.84
UniRef50_UPI00036523DD: hypothetical protein|unclassified	1316.84
UniRef50_UPI0003784A35: hypothetical protein, partial	1311.92
UniRef50_UPI0003784A35: hypothetical protein, partial|unclassified	1311.92
UniRef50_Q14JW3: Type III pantothenate kinase 1	1310.51
UniRef50_Q14JW3: Type III pantothenate kinase 1|unclassified	1310.51
UniRef50_A5FGN1: Phosphopantetheine adenylyltransferase	1302.08
UniRef50_A5FGN1: Phosphopantetheine adenylyltransferase|unclassified	1302.08
UniRef50_UPI0001816B69: hypothetical protein	1287.84
UniRef50_UPI0001816B69: hypothetical protein|unclassified	1287.84
UniRef50_D4DUP5	1287.16
UniRef50_D4DUP5|unclassified	1287.16
UniRef50_UPI00046F2FAA: hypothetical protein	1275.76
UniRef50_UPI00046F2FAA: hypothetical protein|unclassified	1275.76
UniRef50_I4ZG70	1275.53
UniRef50_I4ZG70|unclassified	1275.53
UniRef50_Q2LSQ5: Pantothenate synthetase	1265.21
UniRef50_Q2LSQ5: Pantothenate synthetase|unclassified	1265.21
UniRef50_B5RMP6: Phosphopantetheine adenylyltransferase	1259.12
UniRef50_B5RMP6: Phosphopantetheine adenylyltransferase|unclassified	1259.12
UniRef50_X1MHV1: Marine sediment metagenome DNA, contig: S06H3_L06887 (Fragment)	1255.36
UniRef50_X1MHV1: Marine sediment metagenome DNA, contig: S06H3_L06887 (Fragment)|unclassified	1255.36
UniRef50_UPI0003814E02: hypothetical protein	1254.28
UniRef50_UPI0003814E02: hypothetical protein|unclassified	1254.28
UniRef50_Q7VJB2: Aspartate 1-decarboxylase	1253.95
UniRef50_Q7VJB2: Aspartate 1-decarboxylase|unclassified	1253.95
UniRef50_B8DVE0: Ketol-acid reductoisomerase	1253.39
UniRef50_B8DVE0: Ketol-acid reductoisomerase|unclassified	1253.39
UniRef50_A9KHE4: Type III pantothenate kinase	1253.08
UniRef50_A9KHE4: Type III pantothenate kinase|unclassified	1253.08
UniRef50_Q28T47: Type III pantothenate kinase	1243.77
UniRef50_Q28T47: Type III pantothenate kinase|unclassified	1243.77
UniRef50_UPI0004642ED5: 2-dehydropantoate 2-reductase, partial	1237.19
UniRef50_UPI0004642ED5: 2-dehydropantoate 2-reductase, partial|unclassified	1237.19
UniRef50_Q1AW92: Phosphopantetheine adenylyltransferase	1229.65
UniRef50_Q1AW92: Phosphopantetheine adenylyltransferase|unclassified	1229.65
UniRef50_A1SDW7: Pantothenate synthetase	1229.56
UniRef50_A1SDW7: Pantothenate synthetase|unclassified	1229.56
UniRef50_G2FUT5: DNA / pantothenate metabolism flavofamily protein	1227.46
UniRef50_G2FUT5: DNA / pantothenate metabolism flavofamily protein|unclassified	1227.46
UniRef50_Q8RBE5: Dephospho-CoA kinase	1226.64
UniRef50_Q8RBE5: Dephospho-CoA kinase|unclassified	1226.64
UniRef50_UPI0003B367EF: phosphopantothenoylcysteine decarboxylase, partial	1223.44
UniRef50_UPI0003B367EF: phosphopantothenoylcysteine decarboxylase, partial|unclassified	1223.44
UniRef50_Q5HW73: Type III pantothenate kinase	1220.93
UniRef50_Q5HW73: Type III pantothenate kinase|unclassified	1220.93
UniRef50_Q3JCP8: Pantothenate synthetase	1219.17
UniRef50_Q3JCP8: Pantothenate synthetase|unclassified	1219.17
UniRef50_H1KUG3: DNA/pantothenate metabolism flavoprotein domain protein	1213.13
UniRef50_H1KUG3: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	1213.13
UniRef50_UPI00047D8322: pantothenate kinase	1211.03
UniRef50_UPI00047D8322: pantothenate kinase|unclassified	1211.03
UniRef50_Q4FVG7: Pantothenate synthetase	1206
UniRef50_Q4FVG7: Pantothenate synthetase|unclassified	1206
UniRef50_B9MEY7: Pantothenate synthetase	1204.4
UniRef50_B9MEY7: Pantothenate synthetase|unclassified	1204.4
UniRef50_Q5LLN2: Dephospho-CoA kinase	1198.1
UniRef50_Q5LLN2: Dephospho-CoA kinase|unclassified	1198.1
UniRef50_Q5WLV5: Type III pantothenate kinase	1197.78
UniRef50_Q5WLV5: Type III pantothenate kinase|unclassified	1197.78
UniRef50_K5PHB0	1194.21
UniRef50_K5PHB0|unclassified	1194.21
UniRef50_UPI0003A7FD70: 3-methyl-2-oxobutanoate hydroxymethyltransferase	1190.25
UniRef50_UPI0003A7FD70: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	1190.25
UniRef50_UPI0004749A72: hypothetical protein	1187.44
UniRef50_UPI0004749A72: hypothetical protein|unclassified	1187.44
UniRef50_A8F5K4: Aspartate 1-decarboxylase	1186.86
UniRef50_A8F5K4: Aspartate 1-decarboxylase|unclassified	1186.86
UniRef50_B7JX32: Aspartate 1-decarboxylase	1186.14
UniRef50_B7JX32: Aspartate 1-decarboxylase|unclassified	1186.14
UniRef50_P30197: Epidermin decarboxylase	1184.69
UniRef50_P30197: Epidermin decarboxylase|unclassified	1184.69
UniRef50_Q5NL34: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1	1184.11
UniRef50_Q5NL34: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1|unclassified	1184.11
UniRef50_O34932: Dephospho-CoA kinase	1179.14
UniRef50_O34932: Dephospho-CoA kinase|unclassified	1179.14
UniRef50_UPI00016A3648: 2-dehydropantoate 2-reductase, partial	1175.48
UniRef50_UPI00016A3648: 2-dehydropantoate 2-reductase, partial|unclassified	1175.48
UniRef50_Q2VYH5: Dephospho-CoA kinase	1168.53
UniRef50_Q2VYH5: Dephospho-CoA kinase|unclassified	1168.53
UniRef50_UPI0003900E45: 3-methyl-2-oxobutanoate hydroxymethyltransferase	1162.06
UniRef50_UPI0003900E45: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	1162.06
UniRef50_Q3K6P4: Dephospho-CoA kinase	1160.48
UniRef50_Q3K6P4: Dephospho-CoA kinase|unclassified	1160.48
UniRef50_UPI0004794537: hypothetical protein, partial	1158.7
UniRef50_UPI0004794537: hypothetical protein, partial|unclassified	1158.7
UniRef50_UPI00036644A3: 2-dehydropantoate 2-reductase, partial	1156.88
UniRef50_UPI00036644A3: 2-dehydropantoate 2-reductase, partial|unclassified	1156.88
UniRef50_A5UVB3: Type III pantothenate kinase	1154.8
UniRef50_A5UVB3: Type III pantothenate kinase|unclassified	1154.8
UniRef50_X7XKU0: DNA / pantothenate metabolism flavofamily protein	1154.74
UniRef50_X7XKU0: DNA / pantothenate metabolism flavofamily protein|unclassified	1154.74
UniRef50_UPI000376EBEE: hypothetical protein, partial	1154.08
UniRef50_UPI000376EBEE: hypothetical protein, partial|unclassified	1154.08
UniRef50_UPI0004640796: 2-dehydropantoate 2-reductase, partial	1151.01
UniRef50_UPI0004640796: 2-dehydropantoate 2-reductase, partial|unclassified	1151.01
UniRef50_UPI0003B5D730: phosphopantothenoylcysteine decarboxylase	1150.34
UniRef50_UPI0003B5D730: phosphopantothenoylcysteine decarboxylase|unclassified	1150.34
UniRef50_V7MPX2	1149.13
UniRef50_V7MPX2|unclassified	1149.13
UniRef50_Q2IFU3: Pantothenate synthetase	1145.93
UniRef50_Q2IFU3: Pantothenate synthetase|unclassified	1145.93
UniRef50_W7X3Z2: DNA/pantothenate metabolism flavoprotein	1137.22
UniRef50_W7X3Z2: DNA/pantothenate metabolism flavoprotein|unclassified	1137.22
UniRef50_B2GBB0: Phosphopantetheine adenylyltransferase	1133.36
UniRef50_B2GBB0: Phosphopantetheine adenylyltransferase|unclassified	1133.36
UniRef50_Q740M4: Dephospho-CoA kinase	1125.75
UniRef50_Q740M4: Dephospho-CoA kinase|unclassified	1125.75
UniRef50_Q1RJM0: Dephospho-CoA kinase	1124.85
UniRef50_Q1RJM0: Dephospho-CoA kinase|unclassified	1124.85
UniRef50_A6W2I4: Pantothenate synthetase	1122.76
UniRef50_A6W2I4: Pantothenate synthetase|unclassified	1122.76
UniRef50_UPI0001A428CE: dephospho-CoA kinase	1115.87
UniRef50_UPI0001A428CE: dephospho-CoA kinase|unclassified	1115.87
UniRef50_UPI0003B2E92F: pantoate--beta-alanine ligase	1114.58
UniRef50_UPI0003B2E92F: pantoate--beta-alanine ligase|unclassified	1114.58
UniRef50_O66773: Aspartate 1-decarboxylase	1113.77
UniRef50_O66773: Aspartate 1-decarboxylase|unclassified	1113.77
UniRef50_Q9RV66: Pantothenate synthetase	1112.87
UniRef50_Q9RV66: Pantothenate synthetase|unclassified	1112.87
UniRef50_A7H575: Pantothenate synthetase	1108.92
UniRef50_A7H575: Pantothenate synthetase|unclassified	1108.92
UniRef50_Q660X7: Dephospho-CoA kinase	1105.05
UniRef50_Q660X7: Dephospho-CoA kinase|unclassified	1105.05
UniRef50_A3MWA6: 3-methyl-2-oxobutanoate hydroxymethyltransferase	1097.82
UniRef50_A3MWA6: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	1097.82
UniRef50_UPI00035D5566: hypothetical protein	1095.44
UniRef50_UPI00035D5566: hypothetical protein|unclassified	1095.44
UniRef50_C1DKJ6: Type III pantothenate kinase	1092.7
UniRef50_C1DKJ6: Type III pantothenate kinase|unclassified	1092.7
UniRef50_B5YJ91: Pantothenate synthetase	1087.51
UniRef50_B5YJ91: Pantothenate synthetase|unclassified	1087.51
UniRef50_V9G4Z4: Phosphopantothenoylcysteine decarboxylase	1086.44
UniRef50_V9G4Z4: Phosphopantothenoylcysteine decarboxylase|unclassified	1086.44
UniRef50_Q2A4C9: Type III pantothenate kinase 1	1084.95
UniRef50_Q2A4C9: Type III pantothenate kinase 1|unclassified	1084.95
UniRef50_P73881: Coenzyme A biosynthesis bifunctional protein CoaBC	1082.21
UniRef50_P73881: Coenzyme A biosynthesis bifunctional protein CoaBC|unclassified	1082.21
UniRef50_O51752: Coenzyme A biosynthesis bifunctional protein CoaBC	1077.45
UniRef50_O51752: Coenzyme A biosynthesis bifunctional protein CoaBC|unclassified	1077.45
UniRef50_B0U1Q3: Pantothenate synthetase	1077.26
UniRef50_B0U1Q3: Pantothenate synthetase|unclassified	1077.26
UniRef50_B2S0M7: Type III pantothenate kinase	1073.91
UniRef50_B2S0M7: Type III pantothenate kinase|unclassified	1073.91
UniRef50_UPI00047D70D0: pantothenate kinase	1070.4
UniRef50_UPI00047D70D0: pantothenate kinase|unclassified	1070.4
UniRef50_Q5FQ88: Pantothenate synthetase	1069.13
UniRef50_Q5FQ88: Pantothenate synthetase|unclassified	1069.13
UniRef50_UPI000185086F: hypothetical protein	1052.72
UniRef50_UPI000185086F: hypothetical protein|unclassified	1052.72
UniRef50_B4ST96: Type III pantothenate kinase	1052.31
UniRef50_B4ST96: Type III pantothenate kinase|unclassified	1052.31
UniRef50_C0QHQ9: Type III pantothenate kinase	1046.62
UniRef50_C0QHQ9: Type III pantothenate kinase|unclassified	1046.62
UniRef50_X0PE44: Phosphopantothenoylcysteine decarboxylase	1046.55
UniRef50_X0PE44: Phosphopantothenoylcysteine decarboxylase|unclassified	1046.55
UniRef50_A0LRC5: Pantothenate synthetase	1045.76
UniRef50_A0LRC5: Pantothenate synthetase|unclassified	1045.76
UniRef50_W7Q2K1	1038.48
UniRef50_W7Q2K1|unclassified	1038.48
UniRef50_UPI0003763947: hypothetical protein	1020.96
UniRef50_UPI0003763947: hypothetical protein|unclassified	1020.96
UniRef50_UPI0003C7F782: pantothenate kinase	1015.94
UniRef50_UPI0003C7F782: pantothenate kinase|unclassified	1015.94
UniRef50_A7NB31: Pantothenate synthetase	1015.16
UniRef50_A7NB31: Pantothenate synthetase|unclassified	1015.16
UniRef50_UPI00016A2F0B: 2-dehydropantoate 2-reductase, partial	1013.41
UniRef50_UPI00016A2F0B: 2-dehydropantoate 2-reductase, partial|unclassified	1013.41
UniRef50_UPI000249082F: 2-dehydropantoate 2-reductase	1013.25
UniRef50_UPI000249082F: 2-dehydropantoate 2-reductase|unclassified	1013.25
UniRef50_C1CX98: 3-methyl-2-oxobutanoate hydroxymethyltransferase	1004.74
UniRef50_C1CX98: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	1004.74
UniRef50_F3A0E4	1002.36
UniRef50_F3A0E4|unclassified	1002.36
UniRef50_UPI00042382C9: hypothetical protein	1000.46
UniRef50_UPI00042382C9: hypothetical protein|unclassified	1000.46
UniRef50_B3ECH9: Phosphopantetheine adenylyltransferase	999.801
UniRef50_B3ECH9: Phosphopantetheine adenylyltransferase|unclassified	999.801
UniRef50_W1FN89	982.687
UniRef50_W1FN89|unclassified	982.687
UniRef50_Q9X4Q1: Flavoprotein homolog Dfp (Fragment)	972.2
UniRef50_Q9X4Q1: Flavoprotein homolog Dfp (Fragment)|unclassified	972.2
UniRef50_Q9X844: Pantothenate synthetase	971.005
UniRef50_Q9X844: Pantothenate synthetase|unclassified	971.005
UniRef50_Q4K629: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1	968.107
UniRef50_Q4K629: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1|unclassified	968.107
UniRef50_B8D8E6: Phosphopantetheine adenylyltransferase	968.011
UniRef50_B8D8E6: Phosphopantetheine adenylyltransferase|unclassified	968.011
UniRef50_UPI00036C9BD2: hypothetical protein	967.512
UniRef50_UPI00036C9BD2: hypothetical protein|unclassified	967.512
UniRef50_UPI0003C10094: PREDICTED: 3-methyl-2-oxobutanoate hydroxymethyltransferase-like	965.3
UniRef50_UPI0003C10094: PREDICTED: 3-methyl-2-oxobutanoate hydroxymethyltransferase-like|unclassified	965.3
UniRef50_Q5X6J2: Type III pantothenate kinase	961.346
UniRef50_Q5X6J2: Type III pantothenate kinase|unclassified	961.346
UniRef50_A5FS34: Type III pantothenate kinase	957.127
UniRef50_A5FS34: Type III pantothenate kinase|unclassified	957.127
UniRef50_Q9RME4: Phosphopantetheine adenylyltransferase	950.112
UniRef50_Q9RME4: Phosphopantetheine adenylyltransferase|unclassified	950.112
UniRef50_Q82A24: Dephospho-CoA kinase	949.153
UniRef50_Q82A24: Dephospho-CoA kinase|unclassified	949.153
UniRef50_B0C321: Aspartate 1-decarboxylase	942.868
UniRef50_B0C321: Aspartate 1-decarboxylase|unclassified	942.868
UniRef50_Q6FF48: Dephospho-CoA kinase	938.696
UniRef50_Q6FF48: Dephospho-CoA kinase|unclassified	938.696
UniRef50_Q21CL5: Dephospho-CoA kinase	935.659
UniRef50_Q21CL5: Dephospho-CoA kinase|unclassified	935.659
UniRef50_E1NQ21: DNA / pantothenate metabolism flavoprotein	933.592
UniRef50_E1NQ21: DNA / pantothenate metabolism flavoprotein|unclassified	933.592
UniRef50_X1NVD8: Marine sediment metagenome DNA, contig: S06H3_L07703 (Fragment)	928.266
UniRef50_X1NVD8: Marine sediment metagenome DNA, contig: S06H3_L07703 (Fragment)|unclassified	928.266
UniRef50_A7ZEL6: 3-methyl-2-oxobutanoate hydroxymethyltransferase	920.012
UniRef50_A7ZEL6: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	920.012
UniRef50_A0PV50: Pantothenate synthetase	918.535
UniRef50_A0PV50: Pantothenate synthetase|unclassified	918.535
UniRef50_W8EVC3: Phosphopantothenoylcysteine decarboxylase/Phosphopantothenoylcysteine synthetase	918.215
UniRef50_W8EVC3: Phosphopantothenoylcysteine decarboxylase/Phosphopantothenoylcysteine synthetase|unclassified	918.215
UniRef50_R7ZEI7	915.73
UniRef50_R7ZEI7|unclassified	915.73
UniRef50_UPI0003B40124: peptidase ClpP	913.823
UniRef50_UPI0003B40124: peptidase ClpP|unclassified	913.823
UniRef50_Q8UJC4: Dephospho-CoA kinase	904.204
UniRef50_Q8UJC4: Dephospho-CoA kinase|unclassified	904.204
UniRef50_P38674: Ketol-acid reductoisomerase, mitochondrial	898.318
UniRef50_P38674: Ketol-acid reductoisomerase, mitochondrial|unclassified	898.318
UniRef50_R6H6W6	896.303
UniRef50_R6H6W6|unclassified	896.303
UniRef50_W4VEQ9: Phosphopantothenoylcysteine decarboxylase	891.584
UniRef50_W4VEQ9: Phosphopantothenoylcysteine decarboxylase|unclassified	891.584
UniRef50_V7Z4F2	888.725
UniRef50_V7Z4F2|unclassified	888.725
UniRef50_UPI0002492F90: DNA/pantothenate metabolism flavoprotein	885.016
UniRef50_UPI0002492F90: DNA/pantothenate metabolism flavoprotein|unclassified	885.016
UniRef50_A9AWY7: Phosphopantetheine adenylyltransferase	884.192
UniRef50_A9AWY7: Phosphopantetheine adenylyltransferase|unclassified	884.192
UniRef50_Z2DT62	884.137
UniRef50_Z2DT62|unclassified	884.137
UniRef50_Q2GC60: Dephospho-CoA kinase	883.22
UniRef50_Q2GC60: Dephospho-CoA kinase|unclassified	883.22
UniRef50_A2BMY4: 3-methyl-2-oxobutanoate hydroxymethyltransferase	882.038
UniRef50_A2BMY4: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	882.038
UniRef50_Q8EPE7: Dephospho-CoA kinase	881.901
UniRef50_Q8EPE7: Dephospho-CoA kinase|unclassified	881.901
UniRef50_A0QA93: Pantothenate synthetase	880.829
UniRef50_A0QA93: Pantothenate synthetase|unclassified	880.829
UniRef50_Q2KUM5: Dephospho-CoA kinase	878.895
UniRef50_Q2KUM5: Dephospho-CoA kinase|unclassified	878.895
UniRef50_X0SZK1: Marine sediment metagenome DNA, contig: S01H1_L08091 (Fragment)	877.008
UniRef50_X0SZK1: Marine sediment metagenome DNA, contig: S01H1_L08091 (Fragment)|unclassified	877.008
