# Gene Family	SampleCobalamin_synthesis_Abundance-CPM
UniRef50_V1ST87: Cobyrinic acid a,c-diamide synthase	1149.93
UniRef50_V1ST87: Cobyrinic acid a,c-diamide synthase|unclassified	1149.93
UniRef50_UPI00047DF297: threonine-phosphate decarboxylase	1147.55
UniRef50_UPI00047DF297: threonine-phosphate decarboxylase|unclassified	1147.55
UniRef50_UPI00035E5616: hypothetical protein	1146.03
UniRef50_UPI00035E5616: hypothetical protein|unclassified	1146.03
UniRef50_Q180T6: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	1145.96
UniRef50_Q180T6: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	1145.96
UniRef50_Q2J9S7: Cobyric acid synthase	1137.66
UniRef50_Q2J9S7: Cobyric acid synthase|unclassified	1137.66
UniRef50_UPI0003B50B8E: cobalt-precorrin-4 C(11)-methyltransferase	1136.6
UniRef50_UPI0003B50B8E: cobalt-precorrin-4 C(11)-methyltransferase|unclassified	1136.6
UniRef50_A4IP00: Cobalt-precorrin-5B C(1)-methyltransferase	1133.53
UniRef50_A4IP00: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	1133.53
UniRef50_X4ZYE9: Cobalt-precorrin-3B C(17)-methyltransferase	1129.9
UniRef50_X4ZYE9: Cobalt-precorrin-3B C(17)-methyltransferase|unclassified	1129.9
UniRef50_UPI0004734CE7: precorrin-8X methylmutase, partial	1122.51
UniRef50_UPI0004734CE7: precorrin-8X methylmutase, partial|unclassified	1122.51
UniRef50_UPI00047E0E15: hypothetical protein	1119.04
UniRef50_UPI00047E0E15: hypothetical protein|unclassified	1119.04
UniRef50_UPI0002BAE4EB: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial	1114.48
UniRef50_UPI0002BAE4EB: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial|unclassified	1114.48
UniRef50_UPI000346E339: hypothetical protein	1112.5
UniRef50_UPI000346E339: hypothetical protein|unclassified	1112.5
UniRef50_UPI0004670423: hypothetical protein, partial	1105.35
UniRef50_UPI0004670423: hypothetical protein, partial|unclassified	1105.35
UniRef50_UPI0004643A42: aminotransferase	1099.48
UniRef50_UPI0004643A42: aminotransferase|unclassified	1099.48
UniRef50_K2GRV1: Cobyrinic acid a,c-diamide synthase	1097.82
UniRef50_K2GRV1: Cobyrinic acid a,c-diamide synthase|unclassified	1097.82
UniRef50_UPI000255CC6B: cobalamin biosynthesis protein CobD	1094.98
UniRef50_UPI000255CC6B: cobalamin biosynthesis protein CobD|unclassified	1094.98
UniRef50_UPI000469EDC5: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial	1070.15
UniRef50_UPI000469EDC5: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial|unclassified	1070.15
UniRef50_S6U5P1: Cobyric acid synthase (Fragment)	1067.42
UniRef50_S6U5P1: Cobyric acid synthase (Fragment)|unclassified	1067.42
UniRef50_UPI0004786006: hypothetical protein	1059.15
UniRef50_UPI0004786006: hypothetical protein|unclassified	1059.15
UniRef50_Q28M40: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	1057.17
UniRef50_Q28M40: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	1057.17
UniRef50_A6LBQ5: Cobyric acid synthase	1051.9
UniRef50_A6LBQ5: Cobyric acid synthase|unclassified	1051.9
UniRef50_C3MDQ7: Cobalamin biosynthesis protein CobD	1051.33
UniRef50_C3MDQ7: Cobalamin biosynthesis protein CobD|unclassified	1051.33
UniRef50_UPI00035CB661: threonine-phosphate decarboxylase, partial	1045.82
UniRef50_UPI00035CB661: threonine-phosphate decarboxylase, partial|unclassified	1045.82
UniRef50_W1JH39: Cobyrinic acid a,c-diamide synthase (Fragment)	1043.87
UniRef50_W1JH39: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	1043.87
UniRef50_B8G242: Cobyric acid synthase	1035.63
UniRef50_B8G242: Cobyric acid synthase|unclassified	1035.63
UniRef50_S6SRL4	1034.27
UniRef50_S6SRL4|unclassified	1034.27
UniRef50_UPI00037351DA: hypothetical protein	1029.13
UniRef50_UPI00037351DA: hypothetical protein|unclassified	1029.13
UniRef50_G5NVC1: Cobyrinic acid A,C-diamide synthase	1017.39
UniRef50_G5NVC1: Cobyrinic acid A,C-diamide synthase|unclassified	1017.39
UniRef50_Q8R5U4: Putative threonine-phosphate decarboxylase	1015.96
UniRef50_Q8R5U4: Putative threonine-phosphate decarboxylase|unclassified	1015.96
UniRef50_A0A011P1U8: Cobyric acid synthase	1013.82
UniRef50_A0A011P1U8: Cobyric acid synthase|unclassified	1013.82
UniRef50_Q8KDV4: Cobalamin biosynthesis protein CobD	1010.94
UniRef50_Q8KDV4: Cobalamin biosynthesis protein CobD|unclassified	1010.94
UniRef50_X1FPN1: Marine sediment metagenome DNA, contig: S03H2_S07698 (Fragment)	1009.14
UniRef50_X1FPN1: Marine sediment metagenome DNA, contig: S03H2_S07698 (Fragment)|unclassified	1009.14
UniRef50_A1WYA9: Cobyric acid synthase	1005.37
UniRef50_A1WYA9: Cobyric acid synthase|unclassified	1005.37
UniRef50_B9DZM2: Cobalt-precorrin-5B C(1)-methyltransferase	1004.81
UniRef50_B9DZM2: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	1004.81
UniRef50_UPI00017F59B5: cobalamin biosynthesis L-threonine kinase	999.385
UniRef50_UPI00017F59B5: cobalamin biosynthesis L-threonine kinase|unclassified	999.385
UniRef50_UPI0003EB57C8: cobalt-precorrin-6A synthase, partial	987.695
UniRef50_UPI0003EB57C8: cobalt-precorrin-6A synthase, partial|unclassified	987.695
UniRef50_O87691: Cobalt-precorrin-6A reductase	980.579
UniRef50_O87691: Cobalt-precorrin-6A reductase|unclassified	980.579
UniRef50_UPI000366DC5D: hypothetical protein	979.622
UniRef50_UPI000366DC5D: hypothetical protein|unclassified	979.622
UniRef50_A5VQ44: Cobalamin synthase	973.123
UniRef50_A5VQ44: Cobalamin synthase|unclassified	973.123
UniRef50_Q8RCP4: Cobyrinic acid A,C-diamide synthase	970.573
UniRef50_Q8RCP4: Cobyrinic acid A,C-diamide synthase|unclassified	970.573
UniRef50_H1DB23	970.252
UniRef50_H1DB23|unclassified	970.252
UniRef50_Q8R659: Cobyrinic acid A,C-diamide synthase	967.245
UniRef50_Q8R659: Cobyrinic acid A,C-diamide synthase|unclassified	967.245
UniRef50_UPI0004785BB3: hypothetical protein	966.459
UniRef50_UPI0004785BB3: hypothetical protein|unclassified	966.459
UniRef50_B7GLS9: Cobyric acid synthase	965.892
UniRef50_B7GLS9: Cobyric acid synthase|unclassified	965.892
UniRef50_UPI00046D9018: hypothetical protein	964.739
UniRef50_UPI00046D9018: hypothetical protein|unclassified	964.739
UniRef50_A5G962: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	962.751
UniRef50_A5G962: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	962.751
UniRef50_Q72DW3: Cobyric acid synthase	955.099
UniRef50_Q72DW3: Cobyric acid synthase|unclassified	955.099
UniRef50_UPI00037BACA6: hypothetical protein	954.395
UniRef50_UPI00037BACA6: hypothetical protein|unclassified	954.395
UniRef50_UPI00028902D0: precorrin-3B methylase	946.581
UniRef50_UPI00028902D0: precorrin-3B methylase|unclassified	946.581
UniRef50_UPI0003B4D24B: cobalt-precorrin-4 C(11)-methyltransferase	945.445
UniRef50_UPI0003B4D24B: cobalt-precorrin-4 C(11)-methyltransferase|unclassified	945.445
UniRef50_UPI00047CA874: hypothetical protein	944.649
UniRef50_UPI00047CA874: hypothetical protein|unclassified	944.649
UniRef50_UPI0004736BAF: hypothetical protein, partial	944.318
UniRef50_UPI0004736BAF: hypothetical protein, partial|unclassified	944.318
UniRef50_Q9KCI3: Cobalamin biosynthesis protein CobD	943.007
UniRef50_Q9KCI3: Cobalamin biosynthesis protein CobD|unclassified	943.007
UniRef50_Q8REW8: Cobalt-precorrin-5B C(1)-methyltransferase	942.034
UniRef50_Q8REW8: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	942.034
UniRef50_UPI000395BB95: adenosylcobinamide-phosphate synthase	938.94
UniRef50_UPI000395BB95: adenosylcobinamide-phosphate synthase|unclassified	938.94
UniRef50_L8DZ99: Protein CbiG	936.265
UniRef50_L8DZ99: Protein CbiG|unclassified	936.265
UniRef50_UPI0004774AD6: adenosylcobinamide kinase	935.19
UniRef50_UPI0004774AD6: adenosylcobinamide kinase|unclassified	935.19
UniRef50_UPI0003B66D6B: phosphoribosyltransferase	934.989
UniRef50_UPI0003B66D6B: phosphoribosyltransferase|unclassified	934.989
UniRef50_UPI0002557DCD: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	933.801
UniRef50_UPI0002557DCD: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	933.801
UniRef50_UPI0004675AE7: hypothetical protein	932.38
UniRef50_UPI0004675AE7: hypothetical protein|unclassified	932.38
UniRef50_UPI0003690860: hypothetical protein	923.557
UniRef50_UPI0003690860: hypothetical protein|unclassified	923.557
UniRef50_Q58340: Cobalt-precorrin-8X methylmutase	918.465
UniRef50_Q58340: Cobalt-precorrin-8X methylmutase|unclassified	918.465
UniRef50_Q3ARV1: Cobyric acid synthase	918.319
UniRef50_Q3ARV1: Cobyric acid synthase|unclassified	918.319
UniRef50_UPI000467E720: cobyrinic acid a,c-diamide synthase	915.316
UniRef50_UPI000467E720: cobyrinic acid a,c-diamide synthase|unclassified	915.316
UniRef50_UPI0003C19ABF	910.432
UniRef50_UPI0003C19ABF|unclassified	910.432
UniRef50_UPI0004773EEE: precorrin methylase	910.268
UniRef50_UPI0004773EEE: precorrin methylase|unclassified	910.268
UniRef50_P74304: Cobalt-precorrin-8X methylmutase	907.219
UniRef50_P74304: Cobalt-precorrin-8X methylmutase|unclassified	907.219
UniRef50_Q0TR61: Cobalt-precorrin-5B C(1)-methyltransferase	906.236
UniRef50_Q0TR61: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	906.236
UniRef50_A0LJ24: Cobyric acid synthase	902.543
UniRef50_A0LJ24: Cobyric acid synthase|unclassified	902.543
UniRef50_R6W787: Cobyrinic acid a c-diamide synthase	900.542
UniRef50_R6W787: Cobyrinic acid a c-diamide synthase|unclassified	900.542
UniRef50_UPI000377AAF0: hypothetical protein, partial	899.819
UniRef50_UPI000377AAF0: hypothetical protein, partial|unclassified	899.819
UniRef50_UPI0002E804FE: hypothetical protein	893.651
UniRef50_UPI0002E804FE: hypothetical protein|unclassified	893.651
UniRef50_UPI0001D2F064: adenosylcobinamide-phosphate synthase	891.507
UniRef50_UPI0001D2F064: adenosylcobinamide-phosphate synthase|unclassified	891.507
UniRef50_Q180T5: Cobalamin synthase	884.269
UniRef50_Q180T5: Cobalamin synthase|unclassified	884.269
UniRef50_UPI000467DFE2: hypothetical protein	882.901
UniRef50_UPI000467DFE2: hypothetical protein|unclassified	882.901
UniRef50_UPI000472FB88: adenosylcobinamide kinase	877.149
UniRef50_UPI000472FB88: adenosylcobinamide kinase|unclassified	877.149
UniRef50_UPI0004662B7C: cobalt-precorrin-6A synthase	868.074
UniRef50_UPI0004662B7C: cobalt-precorrin-6A synthase|unclassified	868.074
UniRef50_F7MQC8: Cobyric acid synthase	866.56
UniRef50_F7MQC8: Cobyric acid synthase|unclassified	866.56
UniRef50_B1I4H2: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	866.022
UniRef50_B1I4H2: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	866.022
UniRef50_C5DAN8: Cobalt-precorrin-5B C(1)-methyltransferase	864.46
UniRef50_C5DAN8: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	864.46
UniRef50_O87697: Cobalt-precorrin-5A hydrolase	863.586
UniRef50_O87697: Cobalt-precorrin-5A hydrolase|unclassified	863.586
UniRef50_V2BHM2: Cobalamin biosynthesis protein CbiG	863.581
UniRef50_V2BHM2: Cobalamin biosynthesis protein CbiG|unclassified	863.581
UniRef50_UPI00047DF871: hypothetical protein	861.172
UniRef50_UPI00047DF871: hypothetical protein|unclassified	861.172
UniRef50_UPI00046E836F: cobalamin biosynthesis protein CobD	860.07
UniRef50_UPI00046E836F: cobalamin biosynthesis protein CobD|unclassified	860.07
UniRef50_UPI00030C17F2: hypothetical protein	850.495
UniRef50_UPI00030C17F2: hypothetical protein|unclassified	850.495
UniRef50_UPI0002F8AC37: hypothetical protein	849.646
UniRef50_UPI0002F8AC37: hypothetical protein|unclassified	849.646
UniRef50_UPI00037B4941: hypothetical protein	845.194
UniRef50_UPI00037B4941: hypothetical protein|unclassified	845.194
UniRef50_B2TPE7: Cobyric acid synthase	844.939
UniRef50_B2TPE7: Cobyric acid synthase|unclassified	844.939
UniRef50_A6W0Q2: Cobalt-precorrin-5B C(1)-methyltransferase	842.846
UniRef50_A6W0Q2: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	842.846
UniRef50_UPI000474368F: hypothetical protein, partial	841.397
UniRef50_UPI000474368F: hypothetical protein, partial|unclassified	841.397
UniRef50_W1FSG9: Cobalamin biosynthesis protein CbiG	835.997
UniRef50_W1FSG9: Cobalamin biosynthesis protein CbiG|unclassified	835.997
UniRef50_UPI0004660EF5: hypothetical protein	832.914
UniRef50_UPI0004660EF5: hypothetical protein|unclassified	832.914
UniRef50_UPI000367EE6B: cobyrinic acid a,c-diamide synthase	831.978
UniRef50_UPI000367EE6B: cobyrinic acid a,c-diamide synthase|unclassified	831.978
UniRef50_UPI00037F6C9E: hypothetical protein, partial	831.438
UniRef50_UPI00037F6C9E: hypothetical protein, partial|unclassified	831.438
UniRef50_A1AT17: Cobyrinic acid A,C-diamide synthase	830.868
UniRef50_A1AT17: Cobyrinic acid A,C-diamide synthase|unclassified	830.868
UniRef50_UPI00046E90BE: hypothetical protein, partial	815.879
UniRef50_UPI00046E90BE: hypothetical protein, partial|unclassified	815.879
UniRef50_C7QXA4: Phosphoglycerate mutase	815.326
UniRef50_C7QXA4: Phosphoglycerate mutase|unclassified	815.326
UniRef50_UPI00031F0E14: cobalt-precorrin-6X reductase	814.89
UniRef50_UPI00031F0E14: cobalt-precorrin-6X reductase|unclassified	814.89
UniRef50_Q8RF14: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	813.278
UniRef50_Q8RF14: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	813.278
UniRef50_B2HZL6: Cobalamin synthase	808.815
UniRef50_B2HZL6: Cobalamin synthase|unclassified	808.815
UniRef50_A5VM87: Cobyrinic acid A,C-diamide synthase	805.487
UniRef50_A5VM87: Cobyrinic acid A,C-diamide synthase|unclassified	805.487
UniRef50_B1I5R2: Cobyric acid synthase	803.961
UniRef50_B1I5R2: Cobyric acid synthase|unclassified	803.961
UniRef50_F7RJH8: Cobyric acid synthase	801.413
UniRef50_F7RJH8: Cobyric acid synthase|unclassified	801.413
UniRef50_UPI000288D45A: precorrin-2 C20-methyltransferase	801.315
UniRef50_UPI000288D45A: precorrin-2 C20-methyltransferase|unclassified	801.315
UniRef50_A2C5P1: Cobalt-precorrin-5B C(1)-methyltransferase	800.067
UniRef50_A2C5P1: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	800.067
UniRef50_C6PWV6: Cobyrinic acid ac-diamide synthase	795.568
UniRef50_C6PWV6: Cobyrinic acid ac-diamide synthase|unclassified	795.568
UniRef50_T3G331: Histidine phosphatase super family protein	784.68
UniRef50_T3G331: Histidine phosphatase super family protein|unclassified	784.68
UniRef50_A3DF00: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	783.077
UniRef50_A3DF00: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	783.077
UniRef50_J9GEQ0: Alpha-ribazole phosphatase	779.08
UniRef50_J9GEQ0: Alpha-ribazole phosphatase|unclassified	779.08
UniRef50_P73002: Cobyrinic acid A,C-diamide synthase	778.611
UniRef50_P73002: Cobyrinic acid A,C-diamide synthase|unclassified	778.611
UniRef50_UPI00042472D1: cobalt-precorrin-6X reductase	778.6
UniRef50_UPI00042472D1: cobalt-precorrin-6X reductase|unclassified	778.6
UniRef50_H7E3Q4	775.334
UniRef50_H7E3Q4|unclassified	775.334
UniRef50_A0A058SUT4: Cobyric acid synthase	773.539
UniRef50_A0A058SUT4: Cobyric acid synthase|unclassified	773.539
UniRef50_F9ENW3: Cobalamin biosynthesis protein CbiG	769.315
UniRef50_F9ENW3: Cobalamin biosynthesis protein CbiG|unclassified	769.315
UniRef50_X8AJQ8: CobQ/CobB/MinD/ParA nucleotide binding domain protein	767.436
UniRef50_X8AJQ8: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	767.436
UniRef50_Q8Q0P3: Probable cobyric acid synthase	766.921
UniRef50_Q8Q0P3: Probable cobyric acid synthase|unclassified	766.921
UniRef50_P21633: Threonine-phosphate decarboxylase	762.788
UniRef50_P21633: Threonine-phosphate decarboxylase|unclassified	762.788
UniRef50_UPI000369D0BD: hypothetical protein	760.466
UniRef50_UPI000369D0BD: hypothetical protein|unclassified	760.466
UniRef50_UPI0002628B5E: bifunctional: precorrin-3 methyltransferase and precorrin-6x reductase oxidoreductase protein (cbijh), partial	759.855
UniRef50_UPI0002628B5E: bifunctional: precorrin-3 methyltransferase and precorrin-6x reductase oxidoreductase protein (cbijh), partial|unclassified	759.855
UniRef50_Q58223: Probable cobalt-precorrin-3B C(17)-methyltransferase	759.786
UniRef50_Q58223: Probable cobalt-precorrin-3B C(17)-methyltransferase|unclassified	759.786
UniRef50_I0PR19: Cobyrinic acid A,C-diamide synthase CobB	755.465
UniRef50_I0PR19: Cobyrinic acid A,C-diamide synthase CobB|unclassified	755.465
UniRef50_M1KHR7: Cytochrome c family protein	753.764
UniRef50_M1KHR7: Cytochrome c family protein|unclassified	753.764
UniRef50_A4G3R1: Cobyrinic acid A,C-diamide synthase	753.65
UniRef50_A4G3R1: Cobyrinic acid A,C-diamide synthase|unclassified	753.65
UniRef50_UPI0001FFE4DB: precorrin-6A reductase, partial	748.163
UniRef50_UPI0001FFE4DB: precorrin-6A reductase, partial|unclassified	748.163
UniRef50_UPI000473FF08: precorrin-3 methylase, partial	744.104
UniRef50_UPI000473FF08: precorrin-3 methylase, partial|unclassified	744.104
UniRef50_UPI0003B549DE: cobalamin biosynthesis protein CobD	743.526
UniRef50_UPI0003B549DE: cobalamin biosynthesis protein CobD|unclassified	743.526
UniRef50_UPI00047EAD83: hypothetical protein	743.267
UniRef50_UPI00047EAD83: hypothetical protein|unclassified	743.267
UniRef50_A4XT56: Phosphoglycerate mutase	741.712
UniRef50_A4XT56: Phosphoglycerate mutase|unclassified	741.712
UniRef50_B0JTX0: Phosphoglycerate mutase	740.8
UniRef50_B0JTX0: Phosphoglycerate mutase|unclassified	740.8
UniRef50_Q3ARQ5: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	737.044
UniRef50_Q3ARQ5: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	737.044
UniRef50_Q5JI24: Probable cobalamin biosynthesis protein CobD	735.857
UniRef50_Q5JI24: Probable cobalamin biosynthesis protein CobD|unclassified	735.857
UniRef50_A9L3D9: Cobalamin synthase	735.47
UniRef50_A9L3D9: Cobalamin synthase|unclassified	735.47
UniRef50_UPI000262C1BF: adenosylcobinamide-phosphate synthase	731.967
UniRef50_UPI000262C1BF: adenosylcobinamide-phosphate synthase|unclassified	731.967
UniRef50_UPI0003610242: hypothetical protein	730.415
UniRef50_UPI0003610242: hypothetical protein|unclassified	730.415
UniRef50_UPI0003B7B958: threonine-phosphate decarboxylase	729.154
UniRef50_UPI0003B7B958: threonine-phosphate decarboxylase|unclassified	729.154
UniRef50_A6TKH4: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	728.064
UniRef50_A6TKH4: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	728.064
UniRef50_UPI0002481B6C: cobalamin biosynthesis protein	725.239
UniRef50_UPI0002481B6C: cobalamin biosynthesis protein|unclassified	725.239
UniRef50_A7GBL1: Cobalamin synthase	721.89
UniRef50_A7GBL1: Cobalamin synthase|unclassified	721.89
UniRef50_UPI00019130DE: cobalamin synthase, partial	719.932
UniRef50_UPI00019130DE: cobalamin synthase, partial|unclassified	719.932
UniRef50_UPI00047CE41F: cobyrinic acid ac-diamide synthase	711.113
UniRef50_UPI00047CE41F: cobyrinic acid ac-diamide synthase|unclassified	711.113
UniRef50_UPI00037781E2: hypothetical protein	710.263
UniRef50_UPI00037781E2: hypothetical protein|unclassified	710.263
UniRef50_E7DRS3: Cobyrinic acid a,c-diamide synthase (Fragment)	704.643
UniRef50_E7DRS3: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	704.643
UniRef50_UPI0003636D31: hypothetical protein	704.532
UniRef50_UPI0003636D31: hypothetical protein|unclassified	704.532
UniRef50_N6VDY1	703.236
UniRef50_N6VDY1|unclassified	703.236
UniRef50_B9MD32: Cobyric acid synthase	702.133
UniRef50_B9MD32: Cobyric acid synthase|unclassified	702.133
UniRef50_UPI0004719952: hypothetical protein	698.959
UniRef50_UPI0004719952: hypothetical protein|unclassified	698.959
UniRef50_B0K2K5: Cobalt-precorrin-5B C(1)-methyltransferase	697.467
UniRef50_B0K2K5: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	697.467
UniRef50_UPI000344F814: hypothetical protein	696.531
UniRef50_UPI000344F814: hypothetical protein|unclassified	696.531
