# Gene Family	SampleCobalamin_synthesis_Abundance-RPKs
UniRef50_UPI000473BCE7: hypothetical protein, partial|unclassified	353.6461200907
UniRef50_L8DTE7: Cobyric acid synthase	351.7507273568
UniRef50_L8DTE7: Cobyric acid synthase|unclassified	351.7507273568
UniRef50_UPI00046D83DC: hypothetical protein	350.4728825758
UniRef50_UPI00046D83DC: hypothetical protein|unclassified	350.4728825758
UniRef50_UPI0004705DA7: hypothetical protein	348.6100263546
UniRef50_UPI0004705DA7: hypothetical protein|unclassified	348.6100263546
UniRef50_UPI000393F115: cobalt-precorrin-6x reductase	347.0788980931
UniRef50_UPI000393F115: cobalt-precorrin-6x reductase|unclassified	347.0788980931
UniRef50_Q897L3: Cobalamin biosynthesis protein CobD	344.3372577691
UniRef50_Q897L3: Cobalamin biosynthesis protein CobD|unclassified	344.3372577691
UniRef50_UPI0002002D3A: precorrin-3 methylase	340.5305202351
UniRef50_UPI0002002D3A: precorrin-3 methylase|unclassified	340.5305202351
UniRef50_UPI00035FDD00: hypothetical protein, partial	339.6946728029
UniRef50_UPI00035FDD00: hypothetical protein, partial|unclassified	339.6946728029
UniRef50_A1AMC9: Cobalamin biosynthesis protein CobD	336.6409547888
UniRef50_A1AMC9: Cobalamin biosynthesis protein CobD|unclassified	336.6409547888
UniRef50_A6WJZ1: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	335.9967856519
UniRef50_A6WJZ1: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	335.9967856519
UniRef50_UPI0004715EAB: hypothetical protein, partial	335.1160156736
UniRef50_UPI0004715EAB: hypothetical protein, partial|unclassified	335.1160156736
UniRef50_V1ST87: Cobyrinic acid a,c-diamide synthase	334.1652716790
UniRef50_V1ST87: Cobyrinic acid a,c-diamide synthase|unclassified	334.1652716790
UniRef50_UPI00047DF297: threonine-phosphate decarboxylase	333.4721986169
UniRef50_UPI00047DF297: threonine-phosphate decarboxylase|unclassified	333.4721986169
UniRef50_UPI00035E5616: hypothetical protein	333.0330008609
UniRef50_UPI00035E5616: hypothetical protein|unclassified	333.0330008609
UniRef50_Q180T6: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	333.0112747164
UniRef50_Q180T6: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	333.0112747164
UniRef50_Q2J9S7: Cobyric acid synthase	330.6001016061
UniRef50_Q2J9S7: Cobyric acid synthase|unclassified	330.6001016061
UniRef50_UPI0003B50B8E: cobalt-precorrin-4 C(11)-methyltransferase	330.2923061596
UniRef50_UPI0003B50B8E: cobalt-precorrin-4 C(11)-methyltransferase|unclassified	330.2923061596
UniRef50_A4IP00: Cobalt-precorrin-5B C(1)-methyltransferase	329.3996252141
UniRef50_A4IP00: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	329.3996252141
UniRef50_X4ZYE9: Cobalt-precorrin-3B C(17)-methyltransferase	328.3448205026
UniRef50_X4ZYE9: Cobalt-precorrin-3B C(17)-methyltransferase|unclassified	328.3448205026
UniRef50_UPI0004734CE7: precorrin-8X methylmutase, partial	326.1977795830
UniRef50_UPI0004734CE7: precorrin-8X methylmutase, partial|unclassified	326.1977795830
UniRef50_UPI00047E0E15: hypothetical protein	325.1889488269
UniRef50_UPI00047E0E15: hypothetical protein|unclassified	325.1889488269
UniRef50_UPI0002BAE4EB: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial	323.8627326282
UniRef50_UPI0002BAE4EB: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial|unclassified	323.8627326282
UniRef50_UPI000346E339: hypothetical protein	323.2886541164
UniRef50_UPI000346E339: hypothetical protein|unclassified	323.2886541164
UniRef50_UPI0004670423: hypothetical protein, partial	321.2113117174
UniRef50_UPI0004670423: hypothetical protein, partial|unclassified	321.2113117174
UniRef50_UPI0004643A42: aminotransferase	319.5040190892
UniRef50_UPI0004643A42: aminotransferase|unclassified	319.5040190892
UniRef50_K2GRV1: Cobyrinic acid a,c-diamide synthase	319.0228222146
UniRef50_K2GRV1: Cobyrinic acid a,c-diamide synthase|unclassified	319.0228222146
UniRef50_UPI000255CC6B: cobalamin biosynthesis protein CobD	318.1953653541
UniRef50_UPI000255CC6B: cobalamin biosynthesis protein CobD|unclassified	318.1953653541
UniRef50_UPI000469EDC5: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial	310.9825575717
UniRef50_UPI000469EDC5: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial|unclassified	310.9825575717
UniRef50_S6U5P1: Cobyric acid synthase (Fragment)	310.1870353061
UniRef50_S6U5P1: Cobyric acid synthase (Fragment)|unclassified	310.1870353061
UniRef50_UPI0004786006: hypothetical protein	307.7841758717
UniRef50_UPI0004786006: hypothetical protein|unclassified	307.7841758717
UniRef50_Q28M40: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	307.2081049359
UniRef50_Q28M40: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	307.2081049359
UniRef50_A6LBQ5: Cobyric acid synthase	305.6780758338
UniRef50_A6LBQ5: Cobyric acid synthase|unclassified	305.6780758338
UniRef50_C3MDQ7: Cobalamin biosynthesis protein CobD	305.5127681739
UniRef50_C3MDQ7: Cobalamin biosynthesis protein CobD|unclassified	305.5127681739
UniRef50_UPI00035CB661: threonine-phosphate decarboxylase, partial	303.9103663463
UniRef50_UPI00035CB661: threonine-phosphate decarboxylase, partial|unclassified	303.9103663463
UniRef50_W1JH39: Cobyrinic acid a,c-diamide synthase (Fragment)	303.3446919265
UniRef50_W1JH39: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	303.3446919265
UniRef50_B8G242: Cobyric acid synthase	300.9510910517
UniRef50_B8G242: Cobyric acid synthase|unclassified	300.9510910517
UniRef50_S6SRL4	300.5556361421
UniRef50_S6SRL4|unclassified	300.5556361421
UniRef50_UPI00037351DA: hypothetical protein	299.0598746135
UniRef50_UPI00037351DA: hypothetical protein|unclassified	299.0598746135
UniRef50_G5NVC1: Cobyrinic acid A,C-diamide synthase	295.6479803067
UniRef50_G5NVC1: Cobyrinic acid A,C-diamide synthase|unclassified	295.6479803067
UniRef50_Q8R5U4: Putative threonine-phosphate decarboxylase	295.2344052806
UniRef50_Q8R5U4: Putative threonine-phosphate decarboxylase|unclassified	295.2344052806
UniRef50_A0A011P1U8: Cobyric acid synthase	294.6131220675
UniRef50_A0A011P1U8: Cobyric acid synthase|unclassified	294.6131220675
UniRef50_Q8KDV4: Cobalamin biosynthesis protein CobD	293.7763987650
UniRef50_Q8KDV4: Cobalamin biosynthesis protein CobD|unclassified	293.7763987650
UniRef50_X1FPN1: Marine sediment metagenome DNA, contig: S03H2_S07698 (Fragment)	293.2507969466
UniRef50_X1FPN1: Marine sediment metagenome DNA, contig: S03H2_S07698 (Fragment)|unclassified	293.2507969466
UniRef50_A1WYA9: Cobyric acid synthase	292.1571148623
UniRef50_A1WYA9: Cobyric acid synthase|unclassified	292.1571148623
UniRef50_B9DZM2: Cobalt-precorrin-5B C(1)-methyltransferase	291.9928826786
UniRef50_B9DZM2: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	291.9928826786
UniRef50_UPI00017F59B5: cobalamin biosynthesis L-threonine kinase	290.4171954373
UniRef50_UPI00017F59B5: cobalamin biosynthesis L-threonine kinase|unclassified	290.4171954373
UniRef50_UPI0003EB57C8: cobalt-precorrin-6A synthase, partial	287.0200552295
UniRef50_UPI0003EB57C8: cobalt-precorrin-6A synthase, partial|unclassified	287.0200552295
UniRef50_O87691: Cobalt-precorrin-6A reductase	284.9522663923
UniRef50_O87691: Cobalt-precorrin-6A reductase|unclassified	284.9522663923
UniRef50_UPI000366DC5D: hypothetical protein	284.6741120395
UniRef50_UPI000366DC5D: hypothetical protein|unclassified	284.6741120395
UniRef50_A5VQ44: Cobalamin synthase	282.7854930311
UniRef50_A5VQ44: Cobalamin synthase|unclassified	282.7854930311
UniRef50_Q8RCP4: Cobyrinic acid A,C-diamide synthase	282.0443439601
UniRef50_Q8RCP4: Cobyrinic acid A,C-diamide synthase|unclassified	282.0443439601
UniRef50_H1DB23	281.9511780633
UniRef50_H1DB23|unclassified	281.9511780633
UniRef50_Q8R659: Cobyrinic acid A,C-diamide synthase	281.0772766088
UniRef50_Q8R659: Cobyrinic acid A,C-diamide synthase|unclassified	281.0772766088
UniRef50_UPI0004785BB3: hypothetical protein	280.8491121011
UniRef50_UPI0004785BB3: hypothetical protein|unclassified	280.8491121011
UniRef50_B7GLS9: Cobyric acid synthase	280.6840768260
UniRef50_B7GLS9: Cobyric acid synthase|unclassified	280.6840768260
UniRef50_UPI00046D9018: hypothetical protein	280.3491201219
UniRef50_UPI00046D9018: hypothetical protein|unclassified	280.3491201219
UniRef50_A5G962: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	279.7715065796
UniRef50_A5G962: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	279.7715065796
UniRef50_Q72DW3: Cobyric acid synthase	277.5479047272
UniRef50_Q72DW3: Cobyric acid synthase|unclassified	277.5479047272
UniRef50_UPI00037BACA6: hypothetical protein	277.3433443918
UniRef50_UPI00037BACA6: hypothetical protein|unclassified	277.3433443918
UniRef50_UPI00028902D0: precorrin-3B methylase	275.0725257956
UniRef50_UPI00028902D0: precorrin-3B methylase|unclassified	275.0725257956
UniRef50_UPI0003B4D24B: cobalt-precorrin-4 C(11)-methyltransferase	274.7423913417
UniRef50_UPI0003B4D24B: cobalt-precorrin-4 C(11)-methyltransferase|unclassified	274.7423913417
UniRef50_UPI00047CA874: hypothetical protein	274.5110991527
UniRef50_UPI00047CA874: hypothetical protein|unclassified	274.5110991527
UniRef50_UPI0004736BAF: hypothetical protein, partial	274.4149194954
UniRef50_UPI0004736BAF: hypothetical protein, partial|unclassified	274.4149194954
UniRef50_Q9KCI3: Cobalamin biosynthesis protein CobD	274.0339280977
UniRef50_Q9KCI3: Cobalamin biosynthesis protein CobD|unclassified	274.0339280977
UniRef50_Q8REW8: Cobalt-precorrin-5B C(1)-methyltransferase	273.7511679201
UniRef50_Q8REW8: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	273.7511679201
UniRef50_UPI000395BB95: adenosylcobinamide-phosphate synthase	272.8520704355
UniRef50_UPI000395BB95: adenosylcobinamide-phosphate synthase|unclassified	272.8520704355
UniRef50_L8DZ99: Protein CbiG	272.0747689402
UniRef50_L8DZ99: Protein CbiG|unclassified	272.0747689402
UniRef50_UPI0004774AD6: adenosylcobinamide kinase	271.7622455656
UniRef50_UPI0004774AD6: adenosylcobinamide kinase|unclassified	271.7622455656
UniRef50_UPI0003B66D6B: phosphoribosyltransferase	271.7038393020
UniRef50_UPI0003B66D6B: phosphoribosyltransferase|unclassified	271.7038393020
UniRef50_UPI0002557DCD: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	271.3587185591
UniRef50_UPI0002557DCD: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	271.3587185591
UniRef50_UPI0004675AE7: hypothetical protein	270.9458548664
UniRef50_UPI0004675AE7: hypothetical protein|unclassified	270.9458548664
UniRef50_UPI0003690860: hypothetical protein	268.3819519811
UniRef50_UPI0003690860: hypothetical protein|unclassified	268.3819519811
UniRef50_Q58340: Cobalt-precorrin-8X methylmutase	266.9020567651
UniRef50_Q58340: Cobalt-precorrin-8X methylmutase|unclassified	266.9020567651
UniRef50_Q3ARV1: Cobyric acid synthase	266.8596874775
UniRef50_Q3ARV1: Cobyric acid synthase|unclassified	266.8596874775
UniRef50_UPI000467E720: cobyrinic acid a,c-diamide synthase	265.9871057883
UniRef50_UPI000467E720: cobyrinic acid a,c-diamide synthase|unclassified	265.9871057883
UniRef50_UPI0003C19ABF	264.5676255589
UniRef50_UPI0003C19ABF|unclassified	264.5676255589
UniRef50_UPI0004773EEE: precorrin methylase	264.5201972139
UniRef50_UPI0004773EEE: precorrin methylase|unclassified	264.5201972139
UniRef50_P74304: Cobalt-precorrin-8X methylmutase	263.6341664140
UniRef50_P74304: Cobalt-precorrin-8X methylmutase|unclassified	263.6341664140
UniRef50_Q0TR61: Cobalt-precorrin-5B C(1)-methyltransferase	263.3485300276
UniRef50_Q0TR61: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	263.3485300276
UniRef50_A0LJ24: Cobyric acid synthase	262.2751249772
UniRef50_A0LJ24: Cobyric acid synthase|unclassified	262.2751249772
UniRef50_R6W787: Cobyrinic acid a c-diamide synthase	261.6937178677
UniRef50_R6W787: Cobyrinic acid a c-diamide synthase|unclassified	261.6937178677
UniRef50_UPI000377AAF0: hypothetical protein, partial	261.4836413926
UniRef50_UPI000377AAF0: hypothetical protein, partial|unclassified	261.4836413926
UniRef50_UPI0002E804FE: hypothetical protein	259.6913875853
UniRef50_UPI0002E804FE: hypothetical protein|unclassified	259.6913875853
UniRef50_UPI0001D2F064: adenosylcobinamide-phosphate synthase	259.0682494544
UniRef50_UPI0001D2F064: adenosylcobinamide-phosphate synthase|unclassified	259.0682494544
UniRef50_Q180T5: Cobalamin synthase	256.9649424346
UniRef50_Q180T5: Cobalamin synthase|unclassified	256.9649424346
UniRef50_UPI000467DFE2: hypothetical protein	256.5673753742
UniRef50_UPI000467DFE2: hypothetical protein|unclassified	256.5673753742
UniRef50_UPI000472FB88: adenosylcobinamide kinase	254.8958723414
UniRef50_UPI000472FB88: adenosylcobinamide kinase|unclassified	254.8958723414
UniRef50_UPI0004662B7C: cobalt-precorrin-6A synthase	252.2587778099
UniRef50_UPI0004662B7C: cobalt-precorrin-6A synthase|unclassified	252.2587778099
UniRef50_F7MQC8: Cobyric acid synthase	251.8187701971
UniRef50_F7MQC8: Cobyric acid synthase|unclassified	251.8187701971
UniRef50_B1I4H2: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	251.6625118349
UniRef50_B1I4H2: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	251.6625118349
UniRef50_C5DAN8: Cobalt-precorrin-5B C(1)-methyltransferase	251.2084397164
UniRef50_C5DAN8: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	251.2084397164
UniRef50_O87697: Cobalt-precorrin-5A hydrolase	250.9544201811
UniRef50_O87697: Cobalt-precorrin-5A hydrolase|unclassified	250.9544201811
UniRef50_V2BHM2: Cobalamin biosynthesis protein CbiG	250.9529862253
UniRef50_V2BHM2: Cobalamin biosynthesis protein CbiG|unclassified	250.9529862253
UniRef50_UPI00047DF871: hypothetical protein	250.2531362521
UniRef50_UPI00047DF871: hypothetical protein|unclassified	250.2531362521
UniRef50_UPI00046E836F: cobalamin biosynthesis protein CobD	249.9326524793
UniRef50_UPI00046E836F: cobalamin biosynthesis protein CobD|unclassified	249.9326524793
UniRef50_UPI00030C17F2: hypothetical protein	247.1504144444
UniRef50_UPI00030C17F2: hypothetical protein|unclassified	247.1504144444
UniRef50_UPI0002F8AC37: hypothetical protein	246.9036893294
UniRef50_UPI0002F8AC37: hypothetical protein|unclassified	246.9036893294
UniRef50_UPI00037B4941: hypothetical protein	245.6097986673
UniRef50_UPI00037B4941: hypothetical protein|unclassified	245.6097986673
UniRef50_B2TPE7: Cobyric acid synthase	245.5358056495
UniRef50_B2TPE7: Cobyric acid synthase|unclassified	245.5358056495
UniRef50_A6W0Q2: Cobalt-precorrin-5B C(1)-methyltransferase	244.9274223309
UniRef50_A6W0Q2: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	244.9274223309
UniRef50_UPI000474368F: hypothetical protein, partial	244.5064607489
UniRef50_UPI000474368F: hypothetical protein, partial|unclassified	244.5064607489
UniRef50_W1FSG9: Cobalamin biosynthesis protein CbiG	242.9373768042
UniRef50_W1FSG9: Cobalamin biosynthesis protein CbiG|unclassified	242.9373768042
UniRef50_UPI0004660EF5: hypothetical protein	242.0414052932
UniRef50_UPI0004660EF5: hypothetical protein|unclassified	242.0414052932
UniRef50_UPI000367EE6B: cobyrinic acid a,c-diamide synthase	241.7694768833
UniRef50_UPI000367EE6B: cobyrinic acid a,c-diamide synthase|unclassified	241.7694768833
UniRef50_UPI00037F6C9E: hypothetical protein, partial	241.6123460064
UniRef50_UPI00037F6C9E: hypothetical protein, partial|unclassified	241.6123460064
UniRef50_A1AT17: Cobyrinic acid A,C-diamide synthase	241.4469022317
UniRef50_A1AT17: Cobyrinic acid A,C-diamide synthase|unclassified	241.4469022317
UniRef50_UPI00046E90BE: hypothetical protein, partial	237.0909137812
UniRef50_UPI00046E90BE: hypothetical protein, partial|unclassified	237.0909137812
UniRef50_C7QXA4: Phosphoglycerate mutase	236.9304464723
UniRef50_C7QXA4: Phosphoglycerate mutase|unclassified	236.9304464723
UniRef50_UPI00031F0E14: cobalt-precorrin-6X reductase	236.8036646152
UniRef50_UPI00031F0E14: cobalt-precorrin-6X reductase|unclassified	236.8036646152
UniRef50_Q8RF14: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	236.3352883238
UniRef50_Q8RF14: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	236.3352883238
UniRef50_B2HZL6: Cobalamin synthase	235.0383390996
UniRef50_B2HZL6: Cobalamin synthase|unclassified	235.0383390996
UniRef50_A5VM87: Cobyrinic acid A,C-diamide synthase	234.0712648954
UniRef50_A5VM87: Cobyrinic acid A,C-diamide synthase|unclassified	234.0712648954
UniRef50_B1I5R2: Cobyric acid synthase	233.6275871059
UniRef50_B1I5R2: Cobyric acid synthase|unclassified	233.6275871059
UniRef50_F7RJH8: Cobyric acid synthase	232.8872950468
UniRef50_F7RJH8: Cobyric acid synthase|unclassified	232.8872950468
UniRef50_UPI000288D45A: precorrin-2 C20-methyltransferase	232.8588023687
UniRef50_UPI000288D45A: precorrin-2 C20-methyltransferase|unclassified	232.8588023687
UniRef50_A2C5P1: Cobalt-precorrin-5B C(1)-methyltransferase	232.4962550023
UniRef50_A2C5P1: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	232.4962550023
UniRef50_C6PWV6: Cobyrinic acid ac-diamide synthase	231.1888686920
UniRef50_C6PWV6: Cobyrinic acid ac-diamide synthase|unclassified	231.1888686920
UniRef50_T3G331: Histidine phosphatase super family protein	228.0247582563
UniRef50_T3G331: Histidine phosphatase super family protein|unclassified	228.0247582563
UniRef50_A3DF00: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	227.5590566747
UniRef50_A3DF00: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	227.5590566747
UniRef50_J9GEQ0: Alpha-ribazole phosphatase	226.3974627740
UniRef50_J9GEQ0: Alpha-ribazole phosphatase|unclassified	226.3974627740
UniRef50_P73002: Cobyrinic acid A,C-diamide synthase	226.2610166525
UniRef50_P73002: Cobyrinic acid A,C-diamide synthase|unclassified	226.2610166525
UniRef50_UPI00042472D1: cobalt-precorrin-6X reductase	226.2580398210
UniRef50_UPI00042472D1: cobalt-precorrin-6X reductase|unclassified	226.2580398210
UniRef50_H7E3Q4	225.3087198888
UniRef50_H7E3Q4|unclassified	225.3087198888
UniRef50_A0A058SUT4: Cobyric acid synthase	224.7872499004
UniRef50_A0A058SUT4: Cobyric acid synthase|unclassified	224.7872499004
UniRef50_F9ENW3: Cobalamin biosynthesis protein CbiG	223.5597285769
UniRef50_F9ENW3: Cobalamin biosynthesis protein CbiG|unclassified	223.5597285769
UniRef50_X8AJQ8: CobQ/CobB/MinD/ParA nucleotide binding domain protein	223.0138564521
UniRef50_X8AJQ8: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	223.0138564521
UniRef50_Q8Q0P3: Probable cobyric acid synthase	222.8640413215
UniRef50_Q8Q0P3: Probable cobyric acid synthase|unclassified	222.8640413215
UniRef50_P21633: Threonine-phosphate decarboxylase	221.6629851309
