# Gene Family	SampleCopper_homeostasis_Abundance-CPM
UniRef50_X4U2J4	875.093
UniRef50_X4U2J4|unclassified	875.093
UniRef50_I2AWU5: Major Facilitator Superfamily (MFS)	874.69
UniRef50_I2AWU5: Major Facilitator Superfamily (MFS)|unclassified	874.69
UniRef50_UPI0003B31E7F: alcohol dehydrogenase	870.432
UniRef50_UPI0003B31E7F: alcohol dehydrogenase|unclassified	870.432
UniRef50_UPI00036E2533: hypothetical protein	869.426
UniRef50_UPI00036E2533: hypothetical protein|unclassified	869.426
UniRef50_UPI00047562F5: hypothetical protein	867.183
UniRef50_UPI00047562F5: hypothetical protein|unclassified	867.183
UniRef50_UPI00047631DF: thiol:disulfide interchange protein	866.517
UniRef50_UPI00047631DF: thiol:disulfide interchange protein|unclassified	866.517
UniRef50_UPI00046236F9: hypothetical protein, partial	865.924
UniRef50_UPI00046236F9: hypothetical protein, partial|unclassified	865.924
UniRef50_UPI00046EBF3C: hypothetical protein	858.84
UniRef50_UPI00046EBF3C: hypothetical protein|unclassified	858.84
UniRef50_L7VC87	851.081
UniRef50_L7VC87|unclassified	851.081
UniRef50_UPI000288D6B7: cytochrome c-type biogenesis protein CcmF, partial	848.091
UniRef50_UPI000288D6B7: cytochrome c-type biogenesis protein CcmF, partial|unclassified	848.091
UniRef50_Q4LAB0: Multicopper oxidase mco	839.798
UniRef50_Q4LAB0: Multicopper oxidase mco|unclassified	839.798
UniRef50_UPI00046E7FDA: hypothetical protein	839.706
UniRef50_UPI00046E7FDA: hypothetical protein|unclassified	839.706
UniRef50_UPI00039E7E3D: thiol:disulfide interchange protein	835.805
UniRef50_UPI00039E7E3D: thiol:disulfide interchange protein|unclassified	835.805
UniRef50_UPI0002EC4132: hypothetical protein	828.928
UniRef50_UPI0002EC4132: hypothetical protein|unclassified	828.928
UniRef50_O29777: Probable copper-exporting P-type ATPase A	828.09
UniRef50_O29777: Probable copper-exporting P-type ATPase A|unclassified	828.09
UniRef50_UPI0004650AE6: hypothetical protein	827.365
UniRef50_UPI0004650AE6: hypothetical protein|unclassified	827.365
UniRef50_UPI00046784BF: copper oxidase	826.509
UniRef50_UPI00046784BF: copper oxidase|unclassified	826.509
UniRef50_UPI00046D5358: hypothetical protein	825.53
UniRef50_UPI00046D5358: hypothetical protein|unclassified	825.53
UniRef50_UPI00047633B9: transcriptional regulator	823.959
UniRef50_UPI00047633B9: transcriptional regulator|unclassified	823.959
UniRef50_UPI0003652B7C: hypothetical protein	821.286
UniRef50_UPI0003652B7C: hypothetical protein|unclassified	821.286
UniRef50_UPI00035EB819: hypothetical protein	819.708
UniRef50_UPI00035EB819: hypothetical protein|unclassified	819.708
UniRef50_D4YI75	819.481
UniRef50_D4YI75|unclassified	819.481
UniRef50_S7QTL8	815.321
UniRef50_S7QTL8|unclassified	815.321
UniRef50_T1EBV1: Cytochrome C	809.212
UniRef50_T1EBV1: Cytochrome C|unclassified	809.212
UniRef50_UPI0003A38AA6: hypothetical protein	806.933
UniRef50_UPI0003A38AA6: hypothetical protein|unclassified	806.933
UniRef50_UPI0004747981: hypothetical protein	805.378
UniRef50_UPI0004747981: hypothetical protein|unclassified	805.378
UniRef50_UPI0004693CFF: hypothetical protein	797.418
UniRef50_UPI0004693CFF: hypothetical protein|unclassified	797.418
UniRef50_H1X4J5	797.346
UniRef50_H1X4J5|unclassified	797.346
UniRef50_UPI000225B474: hypothetical protein	795.754
UniRef50_UPI000225B474: hypothetical protein|unclassified	795.754
UniRef50_S6PW00: Cytochrome c-type biogenesis protein	795.096
UniRef50_S6PW00: Cytochrome c-type biogenesis protein|unclassified	795.096
UniRef50_Q3JXY9	794.01
UniRef50_Q3JXY9|unclassified	794.01
UniRef50_UPI0001E896F0: heavy metal translocating P-type ATPase	792.861
UniRef50_UPI0001E896F0: heavy metal translocating P-type ATPase|unclassified	792.861
UniRef50_UPI0004776489: multicopper oxidase, partial	792.798
UniRef50_UPI0004776489: multicopper oxidase, partial|unclassified	792.798
UniRef50_J0AWV5	791.984
UniRef50_J0AWV5|unclassified	791.984
UniRef50_UPI000420540B: hypothetical protein	779.769
UniRef50_UPI000420540B: hypothetical protein|unclassified	779.769
UniRef50_UPI00046F3223: hypothetical protein	778.217
UniRef50_UPI00046F3223: hypothetical protein|unclassified	778.217
UniRef50_K0GDS4	775.046
UniRef50_K0GDS4|unclassified	775.046
UniRef50_UPI0004633E4E: copper resistance protein CopB	773.528
UniRef50_UPI0004633E4E: copper resistance protein CopB|unclassified	773.528
UniRef50_H1R0G4: Cytochrome c-type biogenesis protein CcmH	773.052
UniRef50_H1R0G4: Cytochrome c-type biogenesis protein CcmH|unclassified	773.052
UniRef50_UPI0003C18A2D: PREDICTED: putative cadmium/zinc-transporting ATPase HMA4-like	772.724
UniRef50_UPI0003C18A2D: PREDICTED: putative cadmium/zinc-transporting ATPase HMA4-like|unclassified	772.724
UniRef50_G0EBB0: Cytochrome C biogenesis protein	770.552
UniRef50_G0EBB0: Cytochrome C biogenesis protein|unclassified	770.552
UniRef50_UPI000469DC2D: thiol:disulfide interchange protein	768.284
UniRef50_UPI000469DC2D: thiol:disulfide interchange protein|unclassified	768.284
UniRef50_UPI0002F40134: hypothetical protein	765.859
UniRef50_UPI0002F40134: hypothetical protein|unclassified	765.859
UniRef50_W6M174	759.45
UniRef50_W6M174|unclassified	759.45
UniRef50_P37386: Probable cadmium-transporting ATPase	751.71
UniRef50_P37386: Probable cadmium-transporting ATPase|unclassified	751.71
UniRef50_V2AVB5: Cytochrome c-type biogenesis protein H2	751.623
UniRef50_V2AVB5: Cytochrome c-type biogenesis protein H2|unclassified	751.623
UniRef50_Q9ZL53: Cadmium, zinc and cobalt-transporting ATPase	748.393
UniRef50_Q9ZL53: Cadmium, zinc and cobalt-transporting ATPase|unclassified	748.393
UniRef50_A0A011Q472	746.058
UniRef50_A0A011Q472|unclassified	746.058
UniRef50_D5Y6I6: Predicted protein	743.104
UniRef50_D5Y6I6: Predicted protein|unclassified	743.104
UniRef50_A0A011MT34: Cytochrome c-type biogenesis protein CcmF	739.523
UniRef50_A0A011MT34: Cytochrome c-type biogenesis protein CcmF|unclassified	739.523
UniRef50_P77868: Probable cation-transporting ATPase HI_0290	736.886
UniRef50_P77868: Probable cation-transporting ATPase HI_0290|unclassified	736.886
UniRef50_UPI00047E6F01: hypothetical protein	735.48
UniRef50_UPI00047E6F01: hypothetical protein|unclassified	735.48
UniRef50_UPI000478278F: hypothetical protein	730.656
UniRef50_UPI000478278F: hypothetical protein|unclassified	730.656
UniRef50_A4MVQ3: TPR-repeat-containing protein	729.653
UniRef50_A4MVQ3: TPR-repeat-containing protein|unclassified	729.653
UniRef50_UPI0004719EAD: ATPase	726.174
UniRef50_UPI0004719EAD: ATPase|unclassified	726.174
UniRef50_UPI000382BC00: hypothetical protein	724.39
UniRef50_UPI000382BC00: hypothetical protein|unclassified	724.39
UniRef50_Q5E3T5: Cytochrome c-type biogenesis protein CcmI	723.306
UniRef50_Q5E3T5: Cytochrome c-type biogenesis protein CcmI|unclassified	723.306
UniRef50_UPI00047B739C: hypothetical protein	723.138
UniRef50_UPI00047B739C: hypothetical protein|unclassified	723.138
UniRef50_X0QIV9: Lead, cadmium, zinc and mercury transporting ATPase	722.559
UniRef50_X0QIV9: Lead, cadmium, zinc and mercury transporting ATPase|unclassified	722.559
UniRef50_UPI0003A970BE: copper oxidase	718.99
UniRef50_UPI0003A970BE: copper oxidase|unclassified	718.99
UniRef50_UPI000225ABFA: cytochrome c-type biogenesis protein CcmE	712.172
UniRef50_UPI000225ABFA: cytochrome c-type biogenesis protein CcmE|unclassified	712.172
UniRef50_UPI0003B50A5D: cytochrome C biogenesis protein CcmE	711.122
UniRef50_UPI0003B50A5D: cytochrome C biogenesis protein CcmE|unclassified	711.122
UniRef50_UPI0002E11948: hypothetical protein	706.594
UniRef50_UPI0002E11948: hypothetical protein|unclassified	706.594
UniRef50_C6NWB8: Putative oxidase	702.876
UniRef50_C6NWB8: Putative oxidase|unclassified	702.876
UniRef50_M4TYB9: C-type cytochrome biogenesis protein	696.548
UniRef50_M4TYB9: C-type cytochrome biogenesis protein|unclassified	696.548
UniRef50_A6T1U5	693.119
UniRef50_A6T1U5|unclassified	693.119
UniRef50_UPI00040DDCA1: hypothetical protein	691.167
UniRef50_UPI00040DDCA1: hypothetical protein|unclassified	691.167
UniRef50_UPI00016A688D: cation-transporting ATPase membrane protein, partial	690.758
UniRef50_UPI00016A688D: cation-transporting ATPase membrane protein, partial|unclassified	690.758
UniRef50_UPI0003626DF5: hypothetical protein	688.833
UniRef50_UPI0003626DF5: hypothetical protein|unclassified	688.833
UniRef50_T1ML84	684.024
UniRef50_T1ML84|unclassified	684.024
UniRef50_Q3JWY2	683.701
UniRef50_Q3JWY2|unclassified	683.701
UniRef50_UPI000468A0F6: zinc ABC transporter ATPase	683.685
UniRef50_UPI000468A0F6: zinc ABC transporter ATPase|unclassified	683.685
UniRef50_H1QF93: CopA family (Fragment)	682.41
UniRef50_H1QF93: CopA family (Fragment)|unclassified	682.41
UniRef50_UPI00046E5592: hypothetical protein	678.4
UniRef50_UPI00046E5592: hypothetical protein|unclassified	678.4
UniRef50_UPI0004723FC3: hypothetical protein	671.887
UniRef50_UPI0004723FC3: hypothetical protein|unclassified	671.887
UniRef50_Z5X7M0: Copper oxidase	667.808
UniRef50_Z5X7M0: Copper oxidase|unclassified	667.808
UniRef50_UPI0003B73659: ActP protein	663.993
UniRef50_UPI0003B73659: ActP protein|unclassified	663.993
UniRef50_UPI00035C9928: hypothetical protein, partial	662.633
UniRef50_UPI00035C9928: hypothetical protein, partial|unclassified	662.633
UniRef50_R5WVT4	658.824
UniRef50_R5WVT4|unclassified	658.824
UniRef50_UPI00046ECD66: hypothetical protein, partial	658.092
UniRef50_UPI00046ECD66: hypothetical protein, partial|unclassified	658.092
UniRef50_UPI000287DA5E: heavy-metal transporting P-type ATPase	652.016
UniRef50_UPI000287DA5E: heavy-metal transporting P-type ATPase|unclassified	652.016
UniRef50_UPI0000F56DC2: hypothetical protein	650.692
UniRef50_UPI0000F56DC2: hypothetical protein|unclassified	650.692
UniRef50_UPI0004723DBB: hypothetical protein	645.534
UniRef50_UPI0004723DBB: hypothetical protein|unclassified	645.534
UniRef50_A4NLW9: Cytochrome c-type biogenesis protein NrfE	645.077
UniRef50_A4NLW9: Cytochrome c-type biogenesis protein NrfE|unclassified	645.077
UniRef50_UPI0003B53F0D: copper oxidase	644.751
UniRef50_UPI0003B53F0D: copper oxidase|unclassified	644.751
UniRef50_UPI0002624FC5: hypothetical protein	644.676
UniRef50_UPI0002624FC5: hypothetical protein|unclassified	644.676
UniRef50_UPI0003EF182E: hypothetical protein	642.357
UniRef50_UPI0003EF182E: hypothetical protein|unclassified	642.357
UniRef50_I9N6M5	641.875
UniRef50_I9N6M5|unclassified	641.875
UniRef50_UPI00046FCC95: hypothetical protein	636.071
UniRef50_UPI00046FCC95: hypothetical protein|unclassified	636.071
UniRef50_U0FWF3: Copper amine oxidase	635.408
UniRef50_U0FWF3: Copper amine oxidase|unclassified	635.408
UniRef50_A0A011PXZ1: Copper-exporting P-type ATPase A	634.625
UniRef50_A0A011PXZ1: Copper-exporting P-type ATPase A|unclassified	634.625
UniRef50_UPI00036A9AD4: hypothetical protein	633.567
UniRef50_UPI00036A9AD4: hypothetical protein|unclassified	633.567
UniRef50_V9VV85: Cytochrome C biogenesis protein CcdA	632.913
UniRef50_V9VV85: Cytochrome C biogenesis protein CcdA|unclassified	632.913
UniRef50_UPI0003B4A940: hypothetical protein	631.522
UniRef50_UPI0003B4A940: hypothetical protein|unclassified	631.522
UniRef50_UPI00035D3DE1: hypothetical protein, partial	629.681
UniRef50_UPI00035D3DE1: hypothetical protein, partial|unclassified	629.681
UniRef50_UPI0003758C0F: hypothetical protein	629.158
UniRef50_UPI0003758C0F: hypothetical protein|unclassified	629.158
UniRef50_R6LM22	627.506
UniRef50_R6LM22|unclassified	627.506
UniRef50_UPI0004694BF7: cytochrome C	625.976
UniRef50_UPI0004694BF7: cytochrome C|unclassified	625.976
UniRef50_UPI0003719458: hypothetical protein	625.518
UniRef50_UPI0003719458: hypothetical protein|unclassified	625.518
UniRef50_UPI000363A39A: copper oxidase, partial	625.435
UniRef50_UPI000363A39A: copper oxidase, partial|unclassified	625.435
UniRef50_UPI000237934E: cytochrome C	623.967
UniRef50_UPI000237934E: cytochrome C|unclassified	623.967
UniRef50_UPI0003644472: hypothetical protein	622.582
UniRef50_UPI0003644472: hypothetical protein|unclassified	622.582
UniRef50_UPI0003B534C8: thiol oxidoreductase DsbE	619.115
UniRef50_UPI0003B534C8: thiol oxidoreductase DsbE|unclassified	619.115
UniRef50_UPI0003B721B0: ATPase P	612.104
UniRef50_UPI0003B721B0: ATPase P|unclassified	612.104
UniRef50_G7TF01: Putative peptidoglycan binding domain protein	609.84
UniRef50_G7TF01: Putative peptidoglycan binding domain protein|unclassified	609.84
UniRef50_UPI0003663E78: hypothetical protein, partial	609.572
UniRef50_UPI0003663E78: hypothetical protein, partial|unclassified	609.572
UniRef50_UPI00046FD781: alcohol dehydrogenase, partial	609.213
UniRef50_UPI00046FD781: alcohol dehydrogenase, partial|unclassified	609.213
UniRef50_UPI0004647D08: hypothetical protein	608.718
UniRef50_UPI0004647D08: hypothetical protein|unclassified	608.718
UniRef50_Z5X5V3: Cation transporting ATPase	608.402
UniRef50_Z5X5V3: Cation transporting ATPase|unclassified	608.402
UniRef50_I1XTE4: Cytochrome c-type biogenesis protein CcmH	605.206
UniRef50_I1XTE4: Cytochrome c-type biogenesis protein CcmH|unclassified	605.206
UniRef50_R6XBA2	604.019
UniRef50_R6XBA2|unclassified	604.019
UniRef50_G5N8G2: Lead, cadmium, zinc and mercury transporting ATPase	602.216
UniRef50_G5N8G2: Lead, cadmium, zinc and mercury transporting ATPase|unclassified	602.216
UniRef50_A4MVQ2: TPR-repeat-containing protein	601.046
UniRef50_A4MVQ2: TPR-repeat-containing protein|unclassified	601.046
UniRef50_UPI0003B3520B: copper oxidase	598.065
UniRef50_UPI0003B3520B: copper oxidase|unclassified	598.065
UniRef50_UPI0004237E56: hypothetical protein	597.06
UniRef50_UPI0004237E56: hypothetical protein|unclassified	597.06
UniRef50_UPI0003650D17: hypothetical protein	596.613
UniRef50_UPI0003650D17: hypothetical protein|unclassified	596.613
UniRef50_M3SQI9	594.743
UniRef50_M3SQI9|unclassified	594.743
UniRef50_O30085: Copper-exporting P-type ATPase B	594.44
UniRef50_O30085: Copper-exporting P-type ATPase B|unclassified	594.44
UniRef50_UPI000474A94D: hypothetical protein	592.688
UniRef50_UPI000474A94D: hypothetical protein|unclassified	592.688
UniRef50_UPI00046A1271: hypothetical protein	592.396
UniRef50_UPI00046A1271: hypothetical protein|unclassified	592.396
UniRef50_UPI0003019526: hypothetical protein	590.986
UniRef50_UPI0003019526: hypothetical protein|unclassified	590.986
UniRef50_A0A024LBR3: CopG protein	590.29
UniRef50_A0A024LBR3: CopG protein|unclassified	590.29
UniRef50_UPI0002ED63EE: hypothetical protein	585.676
UniRef50_UPI0002ED63EE: hypothetical protein|unclassified	585.676
UniRef50_UPI0003F7E2BA: hypothetical protein	584.789
UniRef50_UPI0003F7E2BA: hypothetical protein|unclassified	584.789
UniRef50_P9WPT6: Probable cation-transporting P-type ATPase J	582.804
UniRef50_P9WPT6: Probable cation-transporting P-type ATPase J|unclassified	582.804
UniRef50_UPI0003B7ADFE: cadmium transporter	581.225
UniRef50_UPI0003B7ADFE: cadmium transporter|unclassified	581.225
UniRef50_G5JNZ5: Copper-exporting P-type ATPase B domain protein	576.252
UniRef50_G5JNZ5: Copper-exporting P-type ATPase B domain protein|unclassified	576.252
UniRef50_Q5ZX68: Cytochrome c type biogenesis protein CcmH	575.097
UniRef50_Q5ZX68: Cytochrome c type biogenesis protein CcmH|unclassified	575.097
UniRef50_U1CWA8	573.969
UniRef50_U1CWA8|unclassified	573.969
UniRef50_UPI0003B47855: cytochrome C biogenesis protein	570.862
UniRef50_UPI0003B47855: cytochrome C biogenesis protein|unclassified	570.862
UniRef50_I9LLP3: Heavy metal translocating P-type ATPase (Fragment)	568.029
UniRef50_I9LLP3: Heavy metal translocating P-type ATPase (Fragment)|unclassified	568.029
UniRef50_UPI0004715806: multicopper oxidase	567.941
UniRef50_UPI0004715806: multicopper oxidase|unclassified	567.941
UniRef50_UPI00037EBF1E: hypothetical protein	567.88
UniRef50_UPI00037EBF1E: hypothetical protein|unclassified	567.88
UniRef50_F0LUM1	567.56
UniRef50_F0LUM1|unclassified	567.56
UniRef50_UPI00047BBE47: metal ABC transporter ATPase	565.87
UniRef50_UPI00047BBE47: metal ABC transporter ATPase|unclassified	565.87
UniRef50_F2MZE2	563.963
UniRef50_F2MZE2|unclassified	563.963
UniRef50_Q39YV6: Menaquinol oxidoreductase complex Cbc4, cytochrome c subunit	561.857
UniRef50_Q39YV6: Menaquinol oxidoreductase complex Cbc4, cytochrome c subunit|unclassified	561.857
UniRef50_UPI00046A1E69: cytochrome C	558.763
UniRef50_UPI00046A1E69: cytochrome C|unclassified	558.763
UniRef50_D3RVD4: Thiosulfate dehydrogenase	556.868
UniRef50_D3RVD4: Thiosulfate dehydrogenase|unclassified	556.868
UniRef50_UPI000462EEF4: copper transporter, partial	555.801
UniRef50_UPI000462EEF4: copper transporter, partial|unclassified	555.801
UniRef50_UPI000262B097: C-type cytochrome biogenesis membrane protein, partial	555.144
UniRef50_UPI000262B097: C-type cytochrome biogenesis membrane protein, partial|unclassified	555.144
UniRef50_UPI00047385FF: hypothetical protein	554.745
UniRef50_UPI00047385FF: hypothetical protein|unclassified	554.745
UniRef50_UPI000465AEB3: multicopper oxidase	554.359
UniRef50_UPI000465AEB3: multicopper oxidase|unclassified	554.359
UniRef50_UPI0004764BCD: hypothetical protein	554.352
UniRef50_UPI0004764BCD: hypothetical protein|unclassified	554.352
UniRef50_UPI00046333CF: hypothetical protein	553.456
UniRef50_UPI00046333CF: hypothetical protein|unclassified	553.456
UniRef50_UPI000470B106: hypothetical protein	551.92
UniRef50_UPI000470B106: hypothetical protein|unclassified	551.92
UniRef50_UPI0002B447FB: PREDICTED: copper-transporting ATPase 2-like, partial	550.517
UniRef50_UPI0002B447FB: PREDICTED: copper-transporting ATPase 2-like, partial|unclassified	550.517
UniRef50_F3IWI7: Cytochrome c, class I:Iron permease FTR1 (Fragment)	550.382
UniRef50_F3IWI7: Cytochrome c, class I:Iron permease FTR1 (Fragment)|unclassified	550.382
UniRef50_UPI000470C951: cystathionine gamma-synthase	549.96
UniRef50_UPI000470C951: cystathionine gamma-synthase|unclassified	549.96
UniRef50_UPI0002EFCC0F: hypothetical protein	548.861
UniRef50_UPI0002EFCC0F: hypothetical protein|unclassified	548.861
UniRef50_UPI00037F00C2: hypothetical protein	546.712
UniRef50_UPI00037F00C2: hypothetical protein|unclassified	546.712
UniRef50_UPI00037AB5E1: hypothetical protein, partial	545.694
UniRef50_UPI00037AB5E1: hypothetical protein, partial|unclassified	545.694
UniRef50_UPI000360D9DF: hypothetical protein	541.588
UniRef50_UPI000360D9DF: hypothetical protein|unclassified	541.588
UniRef50_UPI000302C262: hypothetical protein	541.557
UniRef50_UPI000302C262: hypothetical protein|unclassified	541.557
UniRef50_S6R823: Cytochrome c-type biogenesis protein (Fragment)	539.511
UniRef50_S6R823: Cytochrome c-type biogenesis protein (Fragment)|unclassified	539.511
UniRef50_H1UID6: Cytochrome c-type biogenesis protein CysK	538.941
UniRef50_H1UID6: Cytochrome c-type biogenesis protein CysK|unclassified	538.941
UniRef50_UPI0003B4230B: cytochrome C	538.239
UniRef50_UPI0003B4230B: cytochrome C|unclassified	538.239
UniRef50_UPI000368BB4B: hypothetical protein	537.899
UniRef50_UPI000368BB4B: hypothetical protein|unclassified	537.899
UniRef50_UPI000395D4E1: cystathionine gamma-synthase	537.029
