# Gene Family	SampleCopper_homeostasis_Abundance-RPKs
UniRef50_T1CYI0: Cytochrome c-type biogenesis protein CcmF	249.7724651087
UniRef50_T1CYI0: Cytochrome c-type biogenesis protein CcmF|unclassified	249.7724651087
UniRef50_B3T4U7	249.5370609191
UniRef50_B3T4U7|unclassified	249.5370609191
UniRef50_UPI000473EF94: hypothetical protein, partial	248.9505350965
UniRef50_UPI000473EF94: hypothetical protein, partial|unclassified	248.9505350965
UniRef50_UPI00039B13A2: multicopper oxidase	248.5520547041
UniRef50_UPI00039B13A2: multicopper oxidase|unclassified	248.5520547041
UniRef50_UPI00047BED4C: hypothetical protein	248.4963898769
UniRef50_UPI00047BED4C: hypothetical protein|unclassified	248.4963898769
UniRef50_UPI0003774AD7: hypothetical protein	248.4272140418
UniRef50_UPI0003774AD7: hypothetical protein|unclassified	248.4272140418
UniRef50_UPI0003A1849A: copper-binding protein	244.1782231887
UniRef50_UPI0003A1849A: copper-binding protein|unclassified	244.1782231887
UniRef50_W1X620: Copper-translocating P-type ATPase (Fragment)	243.9589100098
UniRef50_W1X620: Copper-translocating P-type ATPase (Fragment)|unclassified	243.9589100098
UniRef50_W7WSH6: Cytochrome c-type biogenesis protein CcmF	242.9990086638
UniRef50_W7WSH6: Cytochrome c-type biogenesis protein CcmF|unclassified	242.9990086638
UniRef50_F0GEC5: Copper resistance D domain-containing protein	242.8016516614
UniRef50_F0GEC5: Copper resistance D domain-containing protein|unclassified	242.8016516614
UniRef50_UPI0003B4364A: cytochrome C	242.4595178553
UniRef50_UPI0003B4364A: cytochrome C|unclassified	242.4595178553
UniRef50_UPI00036BC2CB: hypothetical protein	241.7308234880
UniRef50_UPI00036BC2CB: hypothetical protein|unclassified	241.7308234880
UniRef50_A0A037UQG4	239.5748068765
UniRef50_A0A037UQG4|unclassified	239.5748068765
UniRef50_UPI0003B50DA2: alkyl hydroperoxide reductase	238.9073944617
UniRef50_UPI0003B50DA2: alkyl hydroperoxide reductase|unclassified	238.9073944617
UniRef50_X4U2J4	238.4096706288
UniRef50_X4U2J4|unclassified	238.4096706288
UniRef50_I2AWU5: Major Facilitator Superfamily (MFS)	238.2999583388
UniRef50_I2AWU5: Major Facilitator Superfamily (MFS)|unclassified	238.2999583388
UniRef50_UPI0003B31E7F: alcohol dehydrogenase	237.1399348742
UniRef50_UPI0003B31E7F: alcohol dehydrogenase|unclassified	237.1399348742
UniRef50_UPI00036E2533: hypothetical protein	236.8657011662
UniRef50_UPI00036E2533: hypothetical protein|unclassified	236.8657011662
UniRef50_UPI00047562F5: hypothetical protein	236.2546272844
UniRef50_UPI00047562F5: hypothetical protein|unclassified	236.2546272844
UniRef50_UPI00047631DF: thiol:disulfide interchange protein	236.0732254168
UniRef50_UPI00047631DF: thiol:disulfide interchange protein|unclassified	236.0732254168
UniRef50_UPI00046236F9: hypothetical protein, partial	235.9116190187
UniRef50_UPI00046236F9: hypothetical protein, partial|unclassified	235.9116190187
UniRef50_UPI00046EBF3C: hypothetical protein	233.9816892852
UniRef50_UPI00046EBF3C: hypothetical protein|unclassified	233.9816892852
UniRef50_L7VC87	231.8679710529
UniRef50_L7VC87|unclassified	231.8679710529
UniRef50_UPI000288D6B7: cytochrome c-type biogenesis protein CcmF, partial	231.0532227507
UniRef50_UPI000288D6B7: cytochrome c-type biogenesis protein CcmF, partial|unclassified	231.0532227507
UniRef50_Q4LAB0: Multicopper oxidase mco	228.7940053157
UniRef50_Q4LAB0: Multicopper oxidase mco|unclassified	228.7940053157
UniRef50_UPI00046E7FDA: hypothetical protein	228.7688609842
UniRef50_UPI00046E7FDA: hypothetical protein|unclassified	228.7688609842
UniRef50_UPI00039E7E3D: thiol:disulfide interchange protein	227.7061017851
UniRef50_UPI00039E7E3D: thiol:disulfide interchange protein|unclassified	227.7061017851
UniRef50_UPI0002EC4132: hypothetical protein	225.8325840045
UniRef50_UPI0002EC4132: hypothetical protein|unclassified	225.8325840045
UniRef50_O29777: Probable copper-exporting P-type ATPase A	225.6041975885
UniRef50_O29777: Probable copper-exporting P-type ATPase A|unclassified	225.6041975885
UniRef50_UPI0004650AE6: hypothetical protein	225.4066839766
UniRef50_UPI0004650AE6: hypothetical protein|unclassified	225.4066839766
UniRef50_UPI00046784BF: copper oxidase	225.1736073083
UniRef50_UPI00046784BF: copper oxidase|unclassified	225.1736073083
UniRef50_UPI00046D5358: hypothetical protein	224.9068655799
UniRef50_UPI00046D5358: hypothetical protein|unclassified	224.9068655799
UniRef50_UPI00047633B9: transcriptional regulator	224.4787019645
UniRef50_UPI00047633B9: transcriptional regulator|unclassified	224.4787019645
UniRef50_UPI0003652B7C: hypothetical protein	223.7505515322
UniRef50_UPI0003652B7C: hypothetical protein|unclassified	223.7505515322
UniRef50_UPI00035EB819: hypothetical protein	223.3205827773
UniRef50_UPI00035EB819: hypothetical protein|unclassified	223.3205827773
UniRef50_D4YI75	223.2587192604
UniRef50_D4YI75|unclassified	223.2587192604
UniRef50_S7QTL8	222.1254010529
UniRef50_S7QTL8|unclassified	222.1254010529
UniRef50_T1EBV1: Cytochrome C	220.4611440015
UniRef50_T1EBV1: Cytochrome C|unclassified	220.4611440015
UniRef50_UPI0003A38AA6: hypothetical protein	219.8401503972
UniRef50_UPI0003A38AA6: hypothetical protein|unclassified	219.8401503972
UniRef50_UPI0004747981: hypothetical protein	219.4167397607
UniRef50_UPI0004747981: hypothetical protein|unclassified	219.4167397607
UniRef50_UPI0004693CFF: hypothetical protein	217.2479924896
UniRef50_UPI0004693CFF: hypothetical protein|unclassified	217.2479924896
UniRef50_H1X4J5	217.2284865195
UniRef50_H1X4J5|unclassified	217.2284865195
UniRef50_UPI000225B474: hypothetical protein	216.7945390243
UniRef50_UPI000225B474: hypothetical protein|unclassified	216.7945390243
UniRef50_S6PW00: Cytochrome c-type biogenesis protein	216.6154387210
UniRef50_S6PW00: Cytochrome c-type biogenesis protein|unclassified	216.6154387210
UniRef50_Q3JXY9	216.3196296652
UniRef50_Q3JXY9|unclassified	216.3196296652
UniRef50_UPI0001E896F0: heavy metal translocating P-type ATPase	216.0065955670
UniRef50_UPI0001E896F0: heavy metal translocating P-type ATPase|unclassified	216.0065955670
UniRef50_UPI0004776489: multicopper oxidase, partial	215.9894115377
UniRef50_UPI0004776489: multicopper oxidase, partial|unclassified	215.9894115377
UniRef50_J0AWV5	215.7675915821
UniRef50_J0AWV5|unclassified	215.7675915821
UniRef50_UPI000420540B: hypothetical protein	212.4396006206
UniRef50_UPI000420540B: hypothetical protein|unclassified	212.4396006206
UniRef50_UPI00046F3223: hypothetical protein	212.0170082838
UniRef50_UPI00046F3223: hypothetical protein|unclassified	212.0170082838
UniRef50_K0GDS4	211.1529958533
UniRef50_K0GDS4|unclassified	211.1529958533
UniRef50_UPI0004633E4E: copper resistance protein CopB	210.7395499230
UniRef50_UPI0004633E4E: copper resistance protein CopB|unclassified	210.7395499230
UniRef50_H1R0G4: Cytochrome c-type biogenesis protein CcmH	210.6096284061
UniRef50_H1R0G4: Cytochrome c-type biogenesis protein CcmH|unclassified	210.6096284061
UniRef50_UPI0003C18A2D: PREDICTED: putative cadmium/zinc-transporting ATPase HMA4-like	210.5203532911
UniRef50_UPI0003C18A2D: PREDICTED: putative cadmium/zinc-transporting ATPase HMA4-like|unclassified	210.5203532911
UniRef50_G0EBB0: Cytochrome C biogenesis protein	209.9286839590
UniRef50_G0EBB0: Cytochrome C biogenesis protein|unclassified	209.9286839590
UniRef50_UPI000469DC2D: thiol:disulfide interchange protein	209.3108560534
UniRef50_UPI000469DC2D: thiol:disulfide interchange protein|unclassified	209.3108560534
UniRef50_UPI0002F40134: hypothetical protein	208.6500800997
UniRef50_UPI0002F40134: hypothetical protein|unclassified	208.6500800997
UniRef50_W6M174	206.9040219401
UniRef50_W6M174|unclassified	206.9040219401
UniRef50_P37386: Probable cadmium-transporting ATPase	204.7954629898
UniRef50_P37386: Probable cadmium-transporting ATPase|unclassified	204.7954629898
UniRef50_V2AVB5: Cytochrome c-type biogenesis protein H2	204.7717147090
UniRef50_V2AVB5: Cytochrome c-type biogenesis protein H2|unclassified	204.7717147090
UniRef50_Q9ZL53: Cadmium, zinc and cobalt-transporting ATPase	203.8915273931
UniRef50_Q9ZL53: Cadmium, zinc and cobalt-transporting ATPase|unclassified	203.8915273931
UniRef50_A0A011Q472	203.2555436119
UniRef50_A0A011Q472|unclassified	203.2555436119
UniRef50_D5Y6I6: Predicted protein	202.4506677422
UniRef50_D5Y6I6: Predicted protein|unclassified	202.4506677422
UniRef50_A0A011MT34: Cytochrome c-type biogenesis protein CcmF	201.4752222401
UniRef50_A0A011MT34: Cytochrome c-type biogenesis protein CcmF|unclassified	201.4752222401
UniRef50_P77868: Probable cation-transporting ATPase HI_0290	200.7565673429
UniRef50_P77868: Probable cation-transporting ATPase HI_0290|unclassified	200.7565673429
UniRef50_UPI00047E6F01: hypothetical protein	200.3736839758
UniRef50_UPI00047E6F01: hypothetical protein|unclassified	200.3736839758
UniRef50_UPI000478278F: hypothetical protein	199.0595088025
UniRef50_UPI000478278F: hypothetical protein|unclassified	199.0595088025
UniRef50_A4MVQ3: TPR-repeat-containing protein	198.7862668696
UniRef50_A4MVQ3: TPR-repeat-containing protein|unclassified	198.7862668696
UniRef50_UPI0004719EAD: ATPase	197.8382995910
UniRef50_UPI0004719EAD: ATPase|unclassified	197.8382995910
UniRef50_UPI000382BC00: hypothetical protein	197.3524025394
UniRef50_UPI000382BC00: hypothetical protein|unclassified	197.3524025394
UniRef50_Q5E3T5: Cytochrome c-type biogenesis protein CcmI	197.0569010038
UniRef50_Q5E3T5: Cytochrome c-type biogenesis protein CcmI|unclassified	197.0569010038
UniRef50_UPI00047B739C: hypothetical protein	197.0111998316
UniRef50_UPI00047B739C: hypothetical protein|unclassified	197.0111998316
UniRef50_X0QIV9: Lead, cadmium, zinc and mercury transporting ATPase	196.8533957170
UniRef50_X0QIV9: Lead, cadmium, zinc and mercury transporting ATPase|unclassified	196.8533957170
UniRef50_UPI0003A970BE: copper oxidase	195.8811195740
UniRef50_UPI0003A970BE: copper oxidase|unclassified	195.8811195740
UniRef50_UPI000225ABFA: cytochrome c-type biogenesis protein CcmE	194.0236756716
UniRef50_UPI000225ABFA: cytochrome c-type biogenesis protein CcmE|unclassified	194.0236756716
UniRef50_UPI0003B50A5D: cytochrome C biogenesis protein CcmE	193.7375911941
UniRef50_UPI0003B50A5D: cytochrome C biogenesis protein CcmE|unclassified	193.7375911941
UniRef50_UPI0002E11948: hypothetical protein	192.5038678750
UniRef50_UPI0002E11948: hypothetical protein|unclassified	192.5038678750
UniRef50_C6NWB8: Putative oxidase	191.4911259592
UniRef50_C6NWB8: Putative oxidase|unclassified	191.4911259592
UniRef50_M4TYB9: C-type cytochrome biogenesis protein	189.7671155559
UniRef50_M4TYB9: C-type cytochrome biogenesis protein|unclassified	189.7671155559
UniRef50_A6T1U5	188.8328013469
UniRef50_A6T1U5|unclassified	188.8328013469
UniRef50_UPI00040DDCA1: hypothetical protein	188.3011075711
UniRef50_UPI00040DDCA1: hypothetical protein|unclassified	188.3011075711
UniRef50_UPI00016A688D: cation-transporting ATPase membrane protein, partial	188.1897211706
UniRef50_UPI00016A688D: cation-transporting ATPase membrane protein, partial|unclassified	188.1897211706
UniRef50_UPI0003626DF5: hypothetical protein	187.6653021234
UniRef50_UPI0003626DF5: hypothetical protein|unclassified	187.6653021234
UniRef50_T1ML84	186.3550899202
UniRef50_T1ML84|unclassified	186.3550899202
UniRef50_Q3JWY2	186.2671235794
UniRef50_Q3JWY2|unclassified	186.2671235794
UniRef50_UPI000468A0F6: zinc ABC transporter ATPase	186.2627376673
UniRef50_UPI000468A0F6: zinc ABC transporter ATPase|unclassified	186.2627376673
UniRef50_H1QF93: CopA family (Fragment)	185.9153989148
UniRef50_H1QF93: CopA family (Fragment)|unclassified	185.9153989148
UniRef50_UPI00046E5592: hypothetical protein	184.8227882807
UniRef50_UPI00046E5592: hypothetical protein|unclassified	184.8227882807
UniRef50_UPI0004723FC3: hypothetical protein	183.0483252010
UniRef50_UPI0004723FC3: hypothetical protein|unclassified	183.0483252010
UniRef50_Z5X7M0: Copper oxidase	181.9370087167
UniRef50_Z5X7M0: Copper oxidase|unclassified	181.9370087167
UniRef50_UPI0003B73659: ActP protein	180.8978945955
UniRef50_UPI0003B73659: ActP protein|unclassified	180.8978945955
UniRef50_UPI00035C9928: hypothetical protein, partial	180.5272106257
UniRef50_UPI00035C9928: hypothetical protein, partial|unclassified	180.5272106257
UniRef50_R5WVT4	179.4896652502
UniRef50_R5WVT4|unclassified	179.4896652502
UniRef50_UPI00046ECD66: hypothetical protein, partial	179.2900455016
UniRef50_UPI00046ECD66: hypothetical protein, partial|unclassified	179.2900455016
UniRef50_UPI000287DA5E: heavy-metal transporting P-type ATPase	177.6348256890
UniRef50_UPI000287DA5E: heavy-metal transporting P-type ATPase|unclassified	177.6348256890
UniRef50_UPI0000F56DC2: hypothetical protein	177.2740658405
UniRef50_UPI0000F56DC2: hypothetical protein|unclassified	177.2740658405
UniRef50_UPI0004723DBB: hypothetical protein	175.8688660243
UniRef50_UPI0004723DBB: hypothetical protein|unclassified	175.8688660243
UniRef50_A4NLW9: Cytochrome c-type biogenesis protein NrfE	175.7442672171
UniRef50_A4NLW9: Cytochrome c-type biogenesis protein NrfE|unclassified	175.7442672171
UniRef50_UPI0003B53F0D: copper oxidase	175.6555299153
UniRef50_UPI0003B53F0D: copper oxidase|unclassified	175.6555299153
UniRef50_UPI0002624FC5: hypothetical protein	175.6351062861
UniRef50_UPI0002624FC5: hypothetical protein|unclassified	175.6351062861
UniRef50_UPI0003EF182E: hypothetical protein	175.0033740806
UniRef50_UPI0003EF182E: hypothetical protein|unclassified	175.0033740806
UniRef50_I9N6M5	174.8718391031
UniRef50_I9N6M5|unclassified	174.8718391031
UniRef50_UPI00046FCC95: hypothetical protein	173.2906256120
UniRef50_UPI00046FCC95: hypothetical protein|unclassified	173.2906256120
UniRef50_U0FWF3: Copper amine oxidase	173.1102028444
UniRef50_U0FWF3: Copper amine oxidase|unclassified	173.1102028444
UniRef50_A0A011PXZ1: Copper-exporting P-type ATPase A	172.8968440533
UniRef50_A0A011PXZ1: Copper-exporting P-type ATPase A|unclassified	172.8968440533
UniRef50_UPI00036A9AD4: hypothetical protein	172.6086153447
UniRef50_UPI00036A9AD4: hypothetical protein|unclassified	172.6086153447
UniRef50_V9VV85: Cytochrome C biogenesis protein CcdA	172.4303039528
UniRef50_V9VV85: Cytochrome C biogenesis protein CcdA|unclassified	172.4303039528
UniRef50_UPI0003B4A940: hypothetical protein	172.0514792800
UniRef50_UPI0003B4A940: hypothetical protein|unclassified	172.0514792800
UniRef50_UPI00035D3DE1: hypothetical protein, partial	171.5499134825
UniRef50_UPI00035D3DE1: hypothetical protein, partial|unclassified	171.5499134825
UniRef50_UPI0003758C0F: hypothetical protein	171.4072388686
UniRef50_UPI0003758C0F: hypothetical protein|unclassified	171.4072388686
UniRef50_R6LM22	170.9571963901
UniRef50_R6LM22|unclassified	170.9571963901
UniRef50_UPI0004694BF7: cytochrome C	170.5404321270
UniRef50_UPI0004694BF7: cytochrome C|unclassified	170.5404321270
UniRef50_UPI0003719458: hypothetical protein	170.4156238966
UniRef50_UPI0003719458: hypothetical protein|unclassified	170.4156238966
UniRef50_UPI000363A39A: copper oxidase, partial	170.3929345143
UniRef50_UPI000363A39A: copper oxidase, partial|unclassified	170.3929345143
UniRef50_UPI000237934E: cytochrome C	169.9931847269
UniRef50_UPI000237934E: cytochrome C|unclassified	169.9931847269
UniRef50_UPI0003644472: hypothetical protein	169.6157295754
UniRef50_UPI0003644472: hypothetical protein|unclassified	169.6157295754
UniRef50_UPI0003B534C8: thiol oxidoreductase DsbE	168.6712133016
UniRef50_UPI0003B534C8: thiol oxidoreductase DsbE|unclassified	168.6712133016
UniRef50_UPI0003B721B0: ATPase P	166.7611761586
UniRef50_UPI0003B721B0: ATPase P|unclassified	166.7611761586
UniRef50_G7TF01: Putative peptidoglycan binding domain protein	166.1443812568
UniRef50_G7TF01: Putative peptidoglycan binding domain protein|unclassified	166.1443812568
UniRef50_UPI0003663E78: hypothetical protein, partial	166.0714910371
UniRef50_UPI0003663E78: hypothetical protein, partial|unclassified	166.0714910371
UniRef50_UPI00046FD781: alcohol dehydrogenase, partial	165.9734592341
UniRef50_UPI00046FD781: alcohol dehydrogenase, partial|unclassified	165.9734592341
UniRef50_UPI0004647D08: hypothetical protein	165.8387300795
UniRef50_UPI0004647D08: hypothetical protein|unclassified	165.8387300795
UniRef50_Z5X5V3: Cation transporting ATPase	165.7526933569
UniRef50_Z5X5V3: Cation transporting ATPase|unclassified	165.7526933569
UniRef50_I1XTE4: Cytochrome c-type biogenesis protein CcmH	164.8819578956
UniRef50_I1XTE4: Cytochrome c-type biogenesis protein CcmH|unclassified	164.8819578956
UniRef50_R6XBA2	164.5584930085
UniRef50_R6XBA2|unclassified	164.5584930085
UniRef50_G5N8G2: Lead, cadmium, zinc and mercury transporting ATPase	164.0674343971
UniRef50_G5N8G2: Lead, cadmium, zinc and mercury transporting ATPase|unclassified	164.0674343971
UniRef50_A4MVQ2: TPR-repeat-containing protein	163.7486593186
UniRef50_A4MVQ2: TPR-repeat-containing protein|unclassified	163.7486593186
UniRef50_UPI0003B3520B: copper oxidase	162.9363594970
UniRef50_UPI0003B3520B: copper oxidase|unclassified	162.9363594970
UniRef50_UPI0004237E56: hypothetical protein	162.6627007325
UniRef50_UPI0004237E56: hypothetical protein|unclassified	162.6627007325
UniRef50_UPI0003650D17: hypothetical protein	162.5407209945
UniRef50_UPI0003650D17: hypothetical protein|unclassified	162.5407209945
UniRef50_M3SQI9	162.0314214221
UniRef50_M3SQI9|unclassified	162.0314214221
UniRef50_O30085: Copper-exporting P-type ATPase B	161.9486805929
UniRef50_O30085: Copper-exporting P-type ATPase B|unclassified	161.9486805929
UniRef50_UPI000474A94D: hypothetical protein	161.4715301604
UniRef50_UPI000474A94D: hypothetical protein|unclassified	161.4715301604
UniRef50_UPI00046A1271: hypothetical protein	161.3918865145
UniRef50_UPI00046A1271: hypothetical protein|unclassified	161.3918865145
UniRef50_UPI0003019526: hypothetical protein	161.0079221040
UniRef50_UPI0003019526: hypothetical protein|unclassified	161.0079221040
UniRef50_A0A024LBR3: CopG protein	160.8180792212
