# Gene Family	SampleArginine_Biosynthesis_extended_Abundance-RPKs
UniRef50_W1UX23: N-acetyl-gamma-glutamyl-phosphate reductase (Fragment)|unclassified	64.7467096637
UniRef50_UPI00016C3DC6: acetylglutamate kinase	64.2938076728
UniRef50_UPI00016C3DC6: acetylglutamate kinase|unclassified	64.2938076728
UniRef50_Q5WEW9: Acetylglutamate kinase	63.6683589834
UniRef50_Q5WEW9: Acetylglutamate kinase|unclassified	63.6683589834
UniRef50_Q1QHH9	63.3547462433
UniRef50_Q1QHH9|unclassified	63.3547462433
UniRef50_UPI0004123914: lysine 6-aminotransferase	62.4113264087
UniRef50_UPI0004123914: lysine 6-aminotransferase|unclassified	62.4113264087
UniRef50_UPI00035D0126: hypothetical protein	61.9838510139
UniRef50_UPI00035D0126: hypothetical protein|unclassified	61.9838510139
UniRef50_UPI0002EE0948: hypothetical protein	61.9802162662
UniRef50_UPI0002EE0948: hypothetical protein|unclassified	61.9802162662
UniRef50_B2URE3: Acetylglutamate kinase	61.8230554938
UniRef50_B2URE3: Acetylglutamate kinase|unclassified	61.8230554938
UniRef50_UPI0003B58DAA: AraC family transcriptional regulator	61.8024324987
UniRef50_UPI0003B58DAA: AraC family transcriptional regulator|unclassified	61.8024324987
UniRef50_UPI00035FDF95: acetylornithine aminotransferase	61.7253802475
UniRef50_UPI00035FDF95: acetylornithine aminotransferase|unclassified	61.7253802475
UniRef50_UPI0003B701FA: N-acetyl-gamma-glutamyl-phosphate reductase	61.6260044619
UniRef50_UPI0003B701FA: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	61.6260044619
UniRef50_R6LF34	61.4065580605
UniRef50_R6LF34|unclassified	61.4065580605
UniRef50_H7GFG4	61.0132047173
UniRef50_H7GFG4|unclassified	61.0132047173
UniRef50_Q2NGN7: Argininosuccinate lyase	61.0005567635
UniRef50_Q2NGN7: Argininosuccinate lyase|unclassified	61.0005567635
UniRef50_B6HQD4: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	60.6953207069
UniRef50_B6HQD4: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	60.6953207069
UniRef50_UPI00047E736A: hypothetical protein	60.5264908965
UniRef50_UPI00047E736A: hypothetical protein|unclassified	60.5264908965
UniRef50_A1RR78: Argininosuccinate lyase	59.8889545468
UniRef50_A1RR78: Argininosuccinate lyase|unclassified	59.8889545468
UniRef50_UPI0003B470E9: argininosuccinate lyase	59.6334833008
UniRef50_UPI0003B470E9: argininosuccinate lyase|unclassified	59.6334833008
UniRef50_UPI00019144DD: peptidase, partial	59.0878675234
UniRef50_UPI00019144DD: peptidase, partial|unclassified	59.0878675234
UniRef50_UPI0003FFC7B7: hypothetical protein	58.8736970295
UniRef50_UPI0003FFC7B7: hypothetical protein|unclassified	58.8736970295
UniRef50_B1YJL9: N-acetyl-gamma-glutamyl-phosphate reductase	58.8332181935
UniRef50_B1YJL9: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	58.8332181935
UniRef50_UPI00046ED2B2: hypothetical protein	58.4435506287
UniRef50_UPI00046ED2B2: hypothetical protein|unclassified	58.4435506287
UniRef50_Q8CUN0: Acetylglutamate kinase	57.7703612717
UniRef50_Q8CUN0: Acetylglutamate kinase|unclassified	57.7703612717
UniRef50_UPI00046CB4AA: hypothetical protein	57.0731800270
UniRef50_UPI00046CB4AA: hypothetical protein|unclassified	57.0731800270
UniRef50_UPI00042B4A9C: N-acetyl-l-glutamate kinase, putative	56.9682307908
UniRef50_UPI00042B4A9C: N-acetyl-l-glutamate kinase, putative|unclassified	56.9682307908
UniRef50_Z7MMF2: N-acetyl-gamma-glutamyl-phosphate reductase	56.1315928172
UniRef50_Z7MMF2: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	56.1315928172
UniRef50_B8G2Z2: Acetylglutamate kinase	55.3540931213
UniRef50_B8G2Z2: Acetylglutamate kinase|unclassified	55.3540931213
UniRef50_UPI00016C3689: N-acetyl-gamma-glutamyl-phosphate reductase, partial	55.0702383799
UniRef50_UPI00016C3689: N-acetyl-gamma-glutamyl-phosphate reductase, partial|unclassified	55.0702383799
UniRef50_UPI00039E983D: acetylglutamate kinase	55.0327828371
UniRef50_UPI00039E983D: acetylglutamate kinase|unclassified	55.0327828371
UniRef50_UPI00029AC4B4: succinyl-diaminopimelate desuccinylase	54.8140606633
UniRef50_UPI00029AC4B4: succinyl-diaminopimelate desuccinylase|unclassified	54.8140606633
UniRef50_Q9ZMM0: Succinyl-diaminopimelate desuccinylase	54.7601719681
UniRef50_Q9ZMM0: Succinyl-diaminopimelate desuccinylase|unclassified	54.7601719681
UniRef50_B3QWH2: Arginine repressor	54.6185045042
UniRef50_B3QWH2: Arginine repressor|unclassified	54.6185045042
UniRef50_A5AEC8: Arginine biosynthesis bifunctional protein ArgJ, chloroplastic	54.3916529566
UniRef50_A5AEC8: Arginine biosynthesis bifunctional protein ArgJ, chloroplastic|unclassified	54.3916529566
UniRef50_A7MR22	53.6848290073
UniRef50_A7MR22|unclassified	53.6848290073
UniRef50_UPI0003871D33: PREDICTED: argininosuccinate lyase-like	53.2628209352
UniRef50_UPI0003871D33: PREDICTED: argininosuccinate lyase-like|unclassified	53.2628209352
UniRef50_Q97ZM1: Ornithine carbamoyltransferase	53.2570014471
UniRef50_Q97ZM1: Ornithine carbamoyltransferase|unclassified	53.2570014471
UniRef50_E1NLX6: Peptidase dimerization domain protein	52.2526521045
UniRef50_E1NLX6: Peptidase dimerization domain protein|unclassified	52.2526521045
UniRef50_UPI0003659F39: hypothetical protein	52.1952027365
UniRef50_UPI0003659F39: hypothetical protein|unclassified	52.1952027365
UniRef50_UPI0003C18787: PREDICTED: argininosuccinate lyase, chloroplastic-like	51.7376305414
UniRef50_UPI0003C18787: PREDICTED: argininosuccinate lyase, chloroplastic-like|unclassified	51.7376305414
UniRef50_UPI0004750045: hypothetical protein, partial	51.6262237731
UniRef50_UPI0004750045: hypothetical protein, partial|unclassified	51.6262237731
UniRef50_A0RWW0: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase	51.4571892089
UniRef50_A0RWW0: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase|unclassified	51.4571892089
UniRef50_UPI00030908EE: hypothetical protein	51.4475612727
UniRef50_UPI00030908EE: hypothetical protein|unclassified	51.4475612727
UniRef50_UPI00046D8F8D: N-acetyl-gamma-glutamyl-phosphate reductase	51.3459697296
UniRef50_UPI00046D8F8D: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	51.3459697296
UniRef50_UPI000478FA85: hypothetical protein	51.3188655950
UniRef50_UPI000478FA85: hypothetical protein|unclassified	51.3188655950
UniRef50_F3HTD0: Acetylornithine deacetylase	51.2457762038
UniRef50_F3HTD0: Acetylornithine deacetylase|unclassified	51.2457762038
UniRef50_UPI00024933D7: succinyl-diaminopimelate desuccinylase	51.0823268084
UniRef50_UPI00024933D7: succinyl-diaminopimelate desuccinylase|unclassified	51.0823268084
UniRef50_UPI0002E5B450: hypothetical protein	51.0650370042
UniRef50_UPI0002E5B450: hypothetical protein|unclassified	51.0650370042
UniRef50_O33289: Amino-acid acetyltransferase	50.9369671001
UniRef50_O33289: Amino-acid acetyltransferase|unclassified	50.9369671001
UniRef50_UPI0003786D55: hypothetical protein, partial	50.1791556820
UniRef50_UPI0003786D55: hypothetical protein, partial|unclassified	50.1791556820
UniRef50_J1JZ94	50.1683728386
UniRef50_J1JZ94|unclassified	50.1683728386
UniRef50_UPI00036CC33C: hypothetical protein, partial	50.1193208695
UniRef50_UPI00036CC33C: hypothetical protein, partial|unclassified	50.1193208695
UniRef50_UPI00036016B4: hypothetical protein	49.8866612743
UniRef50_UPI00036016B4: hypothetical protein|unclassified	49.8866612743
UniRef50_UPI0003A815F9: Zn-dependent protease	49.5012363703
UniRef50_UPI0003A815F9: Zn-dependent protease|unclassified	49.5012363703
UniRef50_UPI000413AD40: hypothetical protein	49.5006977267
UniRef50_UPI000413AD40: hypothetical protein|unclassified	49.5006977267
UniRef50_C0Z6T0: Acetylglutamate kinase	48.9513747173
UniRef50_C0Z6T0: Acetylglutamate kinase|unclassified	48.9513747173
UniRef50_UPI000470F828: hypothetical protein	48.8345454200
UniRef50_UPI000470F828: hypothetical protein|unclassified	48.8345454200
UniRef50_Q4FNF2: Acetylglutamate kinase	48.7727271924
UniRef50_Q4FNF2: Acetylglutamate kinase|unclassified	48.7727271924
UniRef50_X0T4G1: Marine sediment metagenome DNA, contig: S01H1_L09446 (Fragment)	48.3786069955
UniRef50_X0T4G1: Marine sediment metagenome DNA, contig: S01H1_L09446 (Fragment)|unclassified	48.3786069955
UniRef50_O74548: Probable acetylornithine aminotransferase, mitochondrial	48.3645932970
UniRef50_O74548: Probable acetylornithine aminotransferase, mitochondrial|unclassified	48.3645932970
UniRef50_P04181: Ornithine aminotransferase, mitochondrial	48.1287111479
UniRef50_P04181: Ornithine aminotransferase, mitochondrial|unclassified	48.1287111479
UniRef50_UPI00020D9B4D: arginine repressor	47.9967340256
UniRef50_UPI00020D9B4D: arginine repressor|unclassified	47.9967340256
UniRef50_B1ZUD7: Acetylglutamate kinase	47.3272459356
UniRef50_B1ZUD7: Acetylglutamate kinase|unclassified	47.3272459356
UniRef50_UPI0004766EF8: hypothetical protein	47.2475724701
UniRef50_UPI0004766EF8: hypothetical protein|unclassified	47.2475724701
UniRef50_UPI0003F76116: hypothetical protein	47.1406101934
UniRef50_UPI0003F76116: hypothetical protein|unclassified	47.1406101934
UniRef50_D0N1U4: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	47.1270410180
UniRef50_D0N1U4: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	47.1270410180
UniRef50_Q6FXA4: Acetylornithine aminotransferase, mitochondrial	46.2595182384
UniRef50_Q6FXA4: Acetylornithine aminotransferase, mitochondrial|unclassified	46.2595182384
UniRef50_UPI00047136C1: AraC family transcriptional regulator	45.8534077063
UniRef50_UPI00047136C1: AraC family transcriptional regulator|unclassified	45.8534077063
UniRef50_A0A038FQU2	45.8175637819
UniRef50_A0A038FQU2|unclassified	45.8175637819
UniRef50_UPI000471677B: hypothetical protein, partial	45.1962526282
UniRef50_UPI000471677B: hypothetical protein, partial|unclassified	45.1962526282
UniRef50_Q1IIZ0: Acetylglutamate kinase	44.7826017410
UniRef50_Q1IIZ0: Acetylglutamate kinase|unclassified	44.7826017410
UniRef50_UPI0001E899E5: Acetylglutamate kinase (NAG kinase)	44.6023641076
UniRef50_UPI0001E899E5: Acetylglutamate kinase (NAG kinase)|unclassified	44.6023641076
UniRef50_UPI00038305D0: hypothetical protein	44.5292343598
UniRef50_UPI00038305D0: hypothetical protein|unclassified	44.5292343598
UniRef50_UPI0003B5F4E2: N-acetyl-gamma-glutamyl-phosphate reductase	44.3826027906
UniRef50_UPI0003B5F4E2: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	44.3826027906
UniRef50_A9A1K6: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase	43.4157127448
UniRef50_A9A1K6: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase|unclassified	43.4157127448
UniRef50_A9A1K7: Acetylglutamate/acetylaminoadipate kinase	43.2041711016
UniRef50_A9A1K7: Acetylglutamate/acetylaminoadipate kinase|unclassified	43.2041711016
UniRef50_UPI0002197257: succinyl-diaminopimelate desuccinylase	43.0528420757
UniRef50_UPI0002197257: succinyl-diaminopimelate desuccinylase|unclassified	43.0528420757
UniRef50_X8DB85	42.8384281464
UniRef50_X8DB85|unclassified	42.8384281464
UniRef50_UPI0003771314: hypothetical protein	42.6113867936
UniRef50_UPI0003771314: hypothetical protein|unclassified	42.6113867936
UniRef50_UPI00036812A6: hypothetical protein	42.5885652364
UniRef50_UPI00036812A6: hypothetical protein|unclassified	42.5885652364
UniRef50_R4M5S4	42.4876696023
UniRef50_R4M5S4|unclassified	42.4876696023
UniRef50_R7N276: N-acetyl-gamma-glutamyl-phosphate reductase	42.4061436276
UniRef50_R7N276: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	42.4061436276
UniRef50_UPI00031A1FA6: hypothetical protein	42.0311391102
UniRef50_UPI00031A1FA6: hypothetical protein|unclassified	42.0311391102
UniRef50_UPI0003B68815: plastocyanin	41.3886624585
UniRef50_UPI0003B68815: plastocyanin|unclassified	41.3886624585
UniRef50_Q1AS32: N-acetyl-gamma-glutamyl-phosphate reductase	41.1052192799
UniRef50_Q1AS32: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	41.1052192799
UniRef50_R6L572	40.8043408693
UniRef50_R6L572|unclassified	40.8043408693
UniRef50_UPI00036BD781: hypothetical protein	40.7857068600
UniRef50_UPI00036BD781: hypothetical protein|unclassified	40.7857068600
UniRef50_UPI0003673B7E: GCN5 family N-acetyltransferase, partial	40.7368159730
UniRef50_UPI0003673B7E: GCN5 family N-acetyltransferase, partial|unclassified	40.7368159730
UniRef50_Q9UX32: Argininosuccinate lyase	40.6406203854
UniRef50_Q9UX32: Argininosuccinate lyase|unclassified	40.6406203854
UniRef50_K9D1E3	40.4228356039
UniRef50_K9D1E3|unclassified	40.4228356039
UniRef50_B0T469	39.9788762902
UniRef50_B0T469|unclassified	39.9788762902
UniRef50_UPI000373F71A: hypothetical protein, partial	39.8081832182
UniRef50_UPI000373F71A: hypothetical protein, partial|unclassified	39.8081832182
UniRef50_UPI0001E8924B: acetylornithine deacetylase	39.6836034406
UniRef50_UPI0001E8924B: acetylornithine deacetylase|unclassified	39.6836034406
UniRef50_UPI000287ADFA: N-acetyl-gamma-glutamyl-phosphate reductase	39.3180827654
UniRef50_UPI000287ADFA: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	39.3180827654
UniRef50_UPI0001D36408: PREDICTED: argininosuccinate lyase-like	39.0833475318
UniRef50_UPI0001D36408: PREDICTED: argininosuccinate lyase-like|unclassified	39.0833475318
UniRef50_UPI00036BC3A8: hypothetical protein	39.0697167491
UniRef50_UPI00036BC3A8: hypothetical protein|unclassified	39.0697167491
UniRef50_UPI0003648CC9: hypothetical protein	38.6287669829
UniRef50_UPI0003648CC9: hypothetical protein|unclassified	38.6287669829
UniRef50_UPI000045C536: hypothetical protein, partial	38.3259329747
UniRef50_UPI000045C536: hypothetical protein, partial|unclassified	38.3259329747
UniRef50_D1YBH2	38.2737611618
UniRef50_D1YBH2|unclassified	38.2737611618
UniRef50_T3TZ70: Peptidase, M20 family domain protein (Fragment)	38.1463675655
UniRef50_T3TZ70: Peptidase, M20 family domain protein (Fragment)|unclassified	38.1463675655
UniRef50_UPI0003B6EF99: acetylglutamate kinase	38.1070097158
UniRef50_UPI0003B6EF99: acetylglutamate kinase|unclassified	38.1070097158
UniRef50_UPI000466CA2C: hypothetical protein, partial	38.0028623274
UniRef50_UPI000466CA2C: hypothetical protein, partial|unclassified	38.0028623274
UniRef50_Q02B43: Acetylglutamate kinase	37.9329839671
UniRef50_Q02B43: Acetylglutamate kinase|unclassified	37.9329839671
UniRef50_UPI0003DE7CCF: PREDICTED: argininosuccinate lyase-like isoform X1	37.8660526514
UniRef50_UPI0003DE7CCF: PREDICTED: argininosuccinate lyase-like isoform X1|unclassified	37.8660526514
UniRef50_H8F2X7	37.6477540523
UniRef50_H8F2X7|unclassified	37.6477540523
UniRef50_Q1D264: Acetylglutamate kinase	37.4213120090
UniRef50_Q1D264: Acetylglutamate kinase|unclassified	37.4213120090
UniRef50_C3MZY8: Acetylglutamate/acetylaminoadipate kinase	37.3852931453
UniRef50_C3MZY8: Acetylglutamate/acetylaminoadipate kinase|unclassified	37.3852931453
UniRef50_E3YGP9: NADH dehydrogenase subunit i (Fragment)	37.1282922685
UniRef50_E3YGP9: NADH dehydrogenase subunit i (Fragment)|unclassified	37.1282922685
UniRef50_B2VVA8: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	37.0717374076
UniRef50_B2VVA8: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	37.0717374076
UniRef50_R5AR43	36.4946270941
UniRef50_R5AR43|unclassified	36.4946270941
UniRef50_UPI0003B730FD: acetylglutamate kinase	36.3843841971
UniRef50_UPI0003B730FD: acetylglutamate kinase|unclassified	36.3843841971
UniRef50_B3E0U0: N-acetyl-gamma-glutamyl-phosphate reductase	36.3628544292
UniRef50_B3E0U0: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	36.3628544292
UniRef50_H9KDL6	35.8804950196
UniRef50_H9KDL6|unclassified	35.8804950196
UniRef50_X1M522: Marine sediment metagenome DNA, contig: S06H3_L07503 (Fragment)	35.8195155795
UniRef50_X1M522: Marine sediment metagenome DNA, contig: S06H3_L07503 (Fragment)|unclassified	35.8195155795
UniRef50_UPI00047864B2: hypothetical protein	35.3145508537
UniRef50_UPI00047864B2: hypothetical protein|unclassified	35.3145508537
UniRef50_A3MT40: Acetylglutamate/acetylaminoadipate kinase	35.2381659555
UniRef50_A3MT40: Acetylglutamate/acetylaminoadipate kinase|unclassified	35.2381659555
UniRef50_Q9FNK4: Ornithine aminotransferase, mitochondrial	35.0679027399
UniRef50_Q9FNK4: Ornithine aminotransferase, mitochondrial|unclassified	35.0679027399
UniRef50_A1RR74: Acetylglutamate/acetylaminoadipate kinase	34.8854937592
UniRef50_A1RR74: Acetylglutamate/acetylaminoadipate kinase|unclassified	34.8854937592
UniRef50_Q5SH23: Alpha-aminoadipate--LysW ligase LysX	34.7111177251
UniRef50_Q5SH23: Alpha-aminoadipate--LysW ligase LysX|unclassified	34.7111177251
UniRef50_R5HD31	34.6532639586
UniRef50_R5HD31|unclassified	34.6532639586
UniRef50_UPI00037952D5: hypothetical protein	34.4469132243
UniRef50_UPI00037952D5: hypothetical protein|unclassified	34.4469132243
UniRef50_R5XB49	34.2005009734
UniRef50_R5XB49|unclassified	34.2005009734
UniRef50_UPI00028A1A6E: 4-aminobutyrate aminotransferase	34.1513819569
UniRef50_UPI00028A1A6E: 4-aminobutyrate aminotransferase|unclassified	34.1513819569
UniRef50_UPI0002EE5D86: hypothetical protein	34.0724911389
UniRef50_UPI0002EE5D86: hypothetical protein|unclassified	34.0724911389
UniRef50_UPI000474AD85: acetylglutamate kinase, partial	33.9825940825
UniRef50_UPI000474AD85: acetylglutamate kinase, partial|unclassified	33.9825940825
UniRef50_T1DF21: Succinyl-diaminopimelate desuccinylase	33.9078047029
UniRef50_T1DF21: Succinyl-diaminopimelate desuccinylase|unclassified	33.9078047029
UniRef50_UPI000262D055: N-acetylglutamate synthase	33.8953952696
UniRef50_UPI000262D055: N-acetylglutamate synthase|unclassified	33.8953952696
UniRef50_UPI000306693C: hypothetical protein	33.5427541300
UniRef50_UPI000306693C: hypothetical protein|unclassified	33.5427541300
UniRef50_UPI0003B508BC: hypothetical protein	33.1685934372
UniRef50_UPI0003B508BC: hypothetical protein|unclassified	33.1685934372
UniRef50_UPI0003B750F1: hypothetical protein	33.1631461554
UniRef50_UPI0003B750F1: hypothetical protein|unclassified	33.1631461554
UniRef50_B8BVB6: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	32.9445867334
UniRef50_B8BVB6: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	32.9445867334
UniRef50_U7R1B6	32.8827622812
UniRef50_U7R1B6|unclassified	32.8827622812
UniRef50_D4KIQ2	32.6748717610
UniRef50_D4KIQ2|unclassified	32.6748717610
UniRef50_I8S860: Aminotransferase class-III (Fragment)	32.3065670273
UniRef50_I8S860: Aminotransferase class-III (Fragment)|unclassified	32.3065670273
UniRef50_UPI000379C216: hypothetical protein	32.2782756499
UniRef50_UPI000379C216: hypothetical protein|unclassified	32.2782756499
UniRef50_UPI00037F9DB7: hypothetical protein	32.1297608279
UniRef50_UPI00037F9DB7: hypothetical protein|unclassified	32.1297608279
UniRef50_UPI00035D40BF: hypothetical protein	32.0620294769
UniRef50_UPI00035D40BF: hypothetical protein|unclassified	32.0620294769
UniRef50_UPI00047A98F3: hypothetical protein	31.7113889185
UniRef50_UPI00047A98F3: hypothetical protein|unclassified	31.7113889185
UniRef50_V4NG52: Neutral zinc metallopeptidase	31.3699090798
UniRef50_V4NG52: Neutral zinc metallopeptidase|unclassified	31.3699090798
UniRef50_UPI0003EAABA8: PREDICTED: argininosuccinate lyase-like	30.8719075345
UniRef50_UPI0003EAABA8: PREDICTED: argininosuccinate lyase-like|unclassified	30.8719075345
UniRef50_O29379: Argininosuccinate lyase	30.4431472212
UniRef50_O29379: Argininosuccinate lyase|unclassified	30.4431472212
UniRef50_UPI00047A8C5C: ornithine carbamoyltransferase	30.2788308283
UniRef50_UPI00047A8C5C: ornithine carbamoyltransferase|unclassified	30.2788308283
UniRef50_UPI00036E7BE3: hypothetical protein	30.1761077580
UniRef50_UPI00036E7BE3: hypothetical protein|unclassified	30.1761077580
UniRef50_P31318: Protein arg11, mitochondrial	30.1219471146
UniRef50_P31318: Protein arg11, mitochondrial|unclassified	30.1219471146
UniRef50_UPI000415AFAE: hypothetical protein	29.9004499237
UniRef50_UPI000415AFAE: hypothetical protein|unclassified	29.9004499237
UniRef50_Q1YMK1: N-acetyl-gamma-glutamyl-phosphate reductase	29.7046700636
UniRef50_Q1YMK1: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	29.7046700636
UniRef50_M4S6N3	29.5809458569
UniRef50_M4S6N3|unclassified	29.5809458569
UniRef50_UPI0004075768: hypothetical protein	29.4387958979
UniRef50_UPI0004075768: hypothetical protein|unclassified	29.4387958979
UniRef50_UPI0004781D08: hypothetical protein	29.3797806582
UniRef50_UPI0004781D08: hypothetical protein|unclassified	29.3797806582
UniRef50_Q5WHY3: Argininosuccinate lyase 1	29.1535016859
UniRef50_Q5WHY3: Argininosuccinate lyase 1|unclassified	29.1535016859
UniRef50_UPI000472D3C0: hypothetical protein	29.1411937729
UniRef50_UPI000472D3C0: hypothetical protein|unclassified	29.1411937729
UniRef50_Q9I6M4: 5-aminovalerate aminotransferase DavT	29.0763456023
UniRef50_Q9I6M4: 5-aminovalerate aminotransferase DavT|unclassified	29.0763456023
UniRef50_UPI00037E5550: hypothetical protein	28.8824129841
UniRef50_UPI00037E5550: hypothetical protein|unclassified	28.8824129841
UniRef50_UPI000455F1C2: arginine biosynthesis protein ArgJ	28.4398821406
UniRef50_UPI000455F1C2: arginine biosynthesis protein ArgJ|unclassified	28.4398821406
UniRef50_I9N0C7: Aminotransferase class-III (Fragment)	28.1880521993
UniRef50_I9N0C7: Aminotransferase class-III (Fragment)|unclassified	28.1880521993
UniRef50_UPI00029DBC7F: PREDICTED: ornithine aminotransferase-like, partial	28.1400977312
UniRef50_UPI00029DBC7F: PREDICTED: ornithine aminotransferase-like, partial|unclassified	28.1400977312
UniRef50_UPI000373C3AC: hypothetical protein	28.0989186746
UniRef50_UPI000373C3AC: hypothetical protein|unclassified	28.0989186746
UniRef50_UPI00031A77AB: hypothetical protein	28.0845927318
UniRef50_UPI00031A77AB: hypothetical protein|unclassified	28.0845927318
UniRef50_UPI00046A79A3: acetyltransferase	28.0419265190
UniRef50_UPI00046A79A3: acetyltransferase|unclassified	28.0419265190
UniRef50_UPI000363403A: hypothetical protein	27.8811741607
UniRef50_UPI000363403A: hypothetical protein|unclassified	27.8811741607
UniRef50_Q9P3I3: Acetylornithine aminotransferase, mitochondrial	27.4329114489
UniRef50_Q9P3I3: Acetylornithine aminotransferase, mitochondrial|unclassified	27.4329114489
UniRef50_UPI00036FBA6C: hypothetical protein	27.3282145332
UniRef50_UPI00036FBA6C: hypothetical protein|unclassified	27.3282145332
UniRef50_UPI0003B5762B: hypothetical protein, partial	27.3002394423
UniRef50_UPI0003B5762B: hypothetical protein, partial|unclassified	27.3002394423
UniRef50_UPI0004794BFF: N-acetylglutamate synthase	27.1396255632
UniRef50_UPI0004794BFF: N-acetylglutamate synthase|unclassified	27.1396255632
UniRef50_Q024T4: Arginine repressor	26.9441783804
UniRef50_Q024T4: Arginine repressor|unclassified	26.9441783804
UniRef50_UPI000299D9AD: succinyl-diaminopimelate desuccinylase	26.8102036439
UniRef50_UPI000299D9AD: succinyl-diaminopimelate desuccinylase|unclassified	26.8102036439
UniRef50_UPI00034C0424: hypothetical protein	26.5206284034
UniRef50_UPI00034C0424: hypothetical protein|unclassified	26.5206284034
UniRef50_UPI0003EDBF2A: PREDICTED: ornithine aminotransferase, mitochondrial-like	26.4243995279
UniRef50_UPI0003EDBF2A: PREDICTED: ornithine aminotransferase, mitochondrial-like|unclassified	26.4243995279
UniRef50_UPI00036A7A6E: hypothetical protein	26.2192881073
UniRef50_UPI00036A7A6E: hypothetical protein|unclassified	26.2192881073
UniRef50_U1Y227: N-acetyl-gamma-glutamyl-phosphate reductase domain protein	26.1908746086
UniRef50_U1Y227: N-acetyl-gamma-glutamyl-phosphate reductase domain protein|unclassified	26.1908746086
UniRef50_Q9V1I6: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase	26.0249012462
UniRef50_Q9V1I6: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase|unclassified	26.0249012462
UniRef50_K1YRQ7	25.9086095546
UniRef50_K1YRQ7|unclassified	25.9086095546
UniRef50_B1H0L5: Acetylglutamate kinase	25.8624200283
UniRef50_B1H0L5: Acetylglutamate kinase|unclassified	25.8624200283
UniRef50_A4WPH3	25.8043181851
UniRef50_A4WPH3|unclassified	25.8043181851
UniRef50_Q01217: Protein ARG5,6, mitochondrial	25.7806784330
UniRef50_Q01217: Protein ARG5,6, mitochondrial|unclassified	25.7806784330
UniRef50_UPI00047C4D70: putrescine--2-oxoglutarate aminotransferase	25.7419705014
UniRef50_UPI00047C4D70: putrescine--2-oxoglutarate aminotransferase|unclassified	25.7419705014
UniRef50_Q03XI6: N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase	25.6950519456
UniRef50_Q03XI6: N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase|unclassified	25.6950519456
UniRef50_UPI0003641FE7: hypothetical protein	25.5263233589
UniRef50_UPI0003641FE7: hypothetical protein|unclassified	25.5263233589
UniRef50_A8ZYD9	25.4405858566
UniRef50_A8ZYD9|unclassified	25.4405858566
UniRef50_UPI00042161CC: hypothetical protein	25.3750730008
UniRef50_UPI00042161CC: hypothetical protein|unclassified	25.3750730008
UniRef50_UPI00036EB88A: hypothetical protein	25.3714545990
UniRef50_UPI00036EB88A: hypothetical protein|unclassified	25.3714545990
UniRef50_UPI0002629337: N-acetylglutamate 5-phosphotransferase	25.1748833103
UniRef50_UPI0002629337: N-acetylglutamate 5-phosphotransferase|unclassified	25.1748833103
UniRef50_UPI00016C5688: acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase	25.0970466736
UniRef50_UPI00016C5688: acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase|unclassified	25.0970466736
UniRef50_UPI00016C368A: N-acetyl-gamma-glutamyl-phosphate reductase	24.9210833002
UniRef50_UPI00016C368A: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	24.9210833002
UniRef50_UPI0004680235: hypothetical protein	24.8815425839
UniRef50_UPI0004680235: hypothetical protein|unclassified	24.8815425839
UniRef50_I9WL33	24.8218608136
UniRef50_I9WL33|unclassified	24.8218608136
UniRef50_A7EDG9: Arginine biosynthesis bifunctional protein ArgJ 2, mitochondrial	24.3886183833
UniRef50_A7EDG9: Arginine biosynthesis bifunctional protein ArgJ 2, mitochondrial|unclassified	24.3886183833
UniRef50_UPI0004407F96: arginine biosynthesis protein ArgJ	24.2746540876
