# Gene Family	SampleCysteine_Biosynthesis_Abundance-RPKs
UniRef50_UPI0004687077: hypothetical protein, partial|unclassified	438.6920173381
UniRef50_P56893: Sulfate adenylyltransferase subunit 1	437.7013408080
UniRef50_P56893: Sulfate adenylyltransferase subunit 1|unclassified	437.7013408080
UniRef50_Q3F050: Sulfate transporter	435.8312705168
UniRef50_Q3F050: Sulfate transporter|unclassified	435.8312705168
UniRef50_V5SIP9	430.6344063052
UniRef50_V5SIP9|unclassified	430.6344063052
UniRef50_A0A057FK43: Cysteine synthase B CysM	430.3186208683
UniRef50_A0A057FK43: Cysteine synthase B CysM|unclassified	430.3186208683
UniRef50_UPI0004734A19: hypothetical protein, partial	429.0476066702
UniRef50_UPI0004734A19: hypothetical protein, partial|unclassified	429.0476066702
UniRef50_K1UUL5: Sulfate transporter, permease	427.6311471562
UniRef50_K1UUL5: Sulfate transporter, permease|unclassified	427.6311471562
UniRef50_Q9K7H6: Probable adenylyl-sulfate kinase	427.3335458675
UniRef50_Q9K7H6: Probable adenylyl-sulfate kinase|unclassified	427.3335458675
UniRef50_UPI0003807DF1: hypothetical protein, partial	424.0280485430
UniRef50_UPI0003807DF1: hypothetical protein, partial|unclassified	424.0280485430
UniRef50_U7I3H5	422.7331891079
UniRef50_U7I3H5|unclassified	422.7331891079
UniRef50_UPI00037CC1AE: hypothetical protein	419.2349656829
UniRef50_UPI00037CC1AE: hypothetical protein|unclassified	419.2349656829
UniRef50_UPI0003727202: hypothetical protein	416.7542168160
UniRef50_UPI0003727202: hypothetical protein|unclassified	416.7542168160
UniRef50_UPI0004716843: sulfate ABC transporter substrate-binding protein	416.5709989442
UniRef50_UPI0004716843: sulfate ABC transporter substrate-binding protein|unclassified	416.5709989442
UniRef50_F2IM99: Cysteine synthase B	407.4166852398
UniRef50_F2IM99: Cysteine synthase B|unclassified	407.4166852398
UniRef50_UPI00046ED6F8: hypothetical protein, partial	398.1970833763
UniRef50_UPI00046ED6F8: hypothetical protein, partial|unclassified	398.1970833763
UniRef50_UPI0003630163: hypothetical protein	393.4736780907
UniRef50_UPI0003630163: hypothetical protein|unclassified	393.4736780907
UniRef50_A5L8R9: Putative sulfate transport protein CysZ (Fragment)	392.3075900173
UniRef50_A5L8R9: Putative sulfate transport protein CysZ (Fragment)|unclassified	392.3075900173
UniRef50_Q9TKX3: Sulfate/thiosulfate import ATP-binding protein CysA	389.5892300333
UniRef50_Q9TKX3: Sulfate/thiosulfate import ATP-binding protein CysA|unclassified	389.5892300333
UniRef50_UPI000471886D: hypothetical protein, partial	387.2540753099
UniRef50_UPI000471886D: hypothetical protein, partial|unclassified	387.2540753099
UniRef50_UPI000402F945: hypothetical protein	385.8711529869
UniRef50_UPI000402F945: hypothetical protein|unclassified	385.8711529869
UniRef50_S3R758	385.4382612421
UniRef50_S3R758|unclassified	385.4382612421
UniRef50_UPI000473D5B2: hypothetical protein, partial	383.5543324261
UniRef50_UPI000473D5B2: hypothetical protein, partial|unclassified	383.5543324261
UniRef50_R6PB07	382.3750660042
UniRef50_R6PB07|unclassified	382.3750660042
UniRef50_UPI00037371E1: hypothetical protein, partial	380.1216918553
UniRef50_UPI00037371E1: hypothetical protein, partial|unclassified	380.1216918553
UniRef50_H2FT10: Protein CysZ	378.5291740128
UniRef50_H2FT10: Protein CysZ|unclassified	378.5291740128
UniRef50_UPI00016AAA30: Oxidoreductase NAD-binding/FAD-binding protein, partial	378.2791783490
UniRef50_UPI00016AAA30: Oxidoreductase NAD-binding/FAD-binding protein, partial|unclassified	378.2791783490
UniRef50_UPI00038251CA: hypothetical protein	376.2647272225
UniRef50_UPI00038251CA: hypothetical protein|unclassified	376.2647272225
UniRef50_P56891: Phosphoadenosine phosphosulfate reductase	375.4688032449
UniRef50_P56891: Phosphoadenosine phosphosulfate reductase|unclassified	375.4688032449
UniRef50_UPI00046EB286: Bicarbonate transporter BicA, partial	372.7801602011
UniRef50_UPI00046EB286: Bicarbonate transporter BicA, partial|unclassified	372.7801602011
UniRef50_H6CMG5: Sulfate transporter ychM (Fragment)	367.7349964980
UniRef50_H6CMG5: Sulfate transporter ychM (Fragment)|unclassified	367.7349964980
UniRef50_R5Q3B1: Sulfate transporter sulfate permease (SulP) family	362.6339046139
UniRef50_R5Q3B1: Sulfate transporter sulfate permease (SulP) family|unclassified	362.6339046139
UniRef50_P56344: Probable sulfate/thiosulfate import ATP-binding protein CysA	362.0406475617
UniRef50_P56344: Probable sulfate/thiosulfate import ATP-binding protein CysA|unclassified	362.0406475617
UniRef50_V8FLK8: Sulfate transporter (Fragment)	361.4639680142
UniRef50_V8FLK8: Sulfate transporter (Fragment)|unclassified	361.4639680142
UniRef50_X8C2X9	356.7860714128
UniRef50_X8C2X9|unclassified	356.7860714128
UniRef50_P57702: Adenylyl-sulfate kinase	356.4471064615
UniRef50_P57702: Adenylyl-sulfate kinase|unclassified	356.4471064615
UniRef50_UPI000469FC5D: adenylyltransferase	354.2621634093
UniRef50_UPI000469FC5D: adenylyltransferase|unclassified	354.2621634093
UniRef50_UPI00016B1F4B: sulfate adenylyltransferase subunit 2, partial	354.0679619902
UniRef50_UPI00016B1F4B: sulfate adenylyltransferase subunit 2, partial|unclassified	354.0679619902
UniRef50_Q9MUN1: Sulfate/thiosulfate import ATP-binding protein CysA	352.6560661474
UniRef50_Q9MUN1: Sulfate/thiosulfate import ATP-binding protein CysA|unclassified	352.6560661474
UniRef50_UPI00037004CF: bicarbonate transporter, partial	350.9010500151
UniRef50_UPI00037004CF: bicarbonate transporter, partial|unclassified	350.9010500151
UniRef50_UPI00046FB445: hypothetical protein, partial	347.4717375588
UniRef50_UPI00046FB445: hypothetical protein, partial|unclassified	347.4717375588
UniRef50_A0A056QLJ4: Cysteine synthase B CysM	347.1037952987
UniRef50_A0A056QLJ4: Cysteine synthase B CysM|unclassified	347.1037952987
UniRef50_UPI0004286494: adenylylsulfate kinase	345.6083444996
UniRef50_UPI0004286494: adenylylsulfate kinase|unclassified	345.6083444996
UniRef50_UPI000411C550: N-acetylglucosamine transferase	345.5628561851
UniRef50_UPI000411C550: N-acetylglucosamine transferase|unclassified	345.5628561851
UniRef50_UPI0004674582: hypothetical protein	345.0623200404
UniRef50_UPI0004674582: hypothetical protein|unclassified	345.0623200404
UniRef50_K9WHG2	342.9574196831
UniRef50_K9WHG2|unclassified	342.9574196831
UniRef50_UPI000374A249: hypothetical protein	342.2132463301
UniRef50_UPI000374A249: hypothetical protein|unclassified	342.2132463301
UniRef50_UPI0003B67B3C: hypothetical protein, partial	340.9410459980
UniRef50_UPI0003B67B3C: hypothetical protein, partial|unclassified	340.9410459980
UniRef50_UPI0003722299: hypothetical protein	337.6685902171
UniRef50_UPI0003722299: hypothetical protein|unclassified	337.6685902171
UniRef50_Z5RM96	337.1323039674
UniRef50_Z5RM96|unclassified	337.1323039674
UniRef50_W1MCV7	334.6382359313
UniRef50_W1MCV7|unclassified	334.6382359313
UniRef50_A6BAY9: Sulfate permease family protein (Fragment)	327.6310411097
UniRef50_A6BAY9: Sulfate permease family protein (Fragment)|unclassified	327.6310411097
UniRef50_J2XCX6	327.5189049819
UniRef50_J2XCX6|unclassified	327.5189049819
UniRef50_P50867: Cysteine synthase	324.7336776163
UniRef50_P50867: Cysteine synthase|unclassified	324.7336776163
UniRef50_A0A059MLE5: Cysteine synthase	323.4938092163
UniRef50_A0A059MLE5: Cysteine synthase|unclassified	323.4938092163
UniRef50_Q4X8M5	318.3727889867
UniRef50_Q4X8M5|unclassified	318.3727889867
UniRef50_A0A011Q8I4	316.6373645221
UniRef50_A0A011Q8I4|unclassified	316.6373645221
UniRef50_UPI000380B759: hypothetical protein	314.3608220987
UniRef50_UPI000380B759: hypothetical protein|unclassified	314.3608220987
UniRef50_W7WHS5	313.9644963840
UniRef50_W7WHS5|unclassified	313.9644963840
UniRef50_UPI00037636B3: hypothetical protein	312.8883801441
UniRef50_UPI00037636B3: hypothetical protein|unclassified	312.8883801441
UniRef50_T1AAK3: Pyridoxal-5'-phosphate-dependent enzyme, beta subunit (Fragment)	309.4940593179
UniRef50_T1AAK3: Pyridoxal-5'-phosphate-dependent enzyme, beta subunit (Fragment)|unclassified	309.4940593179
UniRef50_W1DPU9: Sulfate permease	307.3347417810
UniRef50_W1DPU9: Sulfate permease|unclassified	307.3347417810
UniRef50_Q8K9D3: Sulfite reductase [NADPH] flavoprotein alpha-component	305.3981088351
UniRef50_Q8K9D3: Sulfite reductase [NADPH] flavoprotein alpha-component|unclassified	305.3981088351
UniRef50_E2NTA3	301.0681862614
UniRef50_E2NTA3|unclassified	301.0681862614
UniRef50_UPI00036D185B: hypothetical protein	300.3010827107
UniRef50_UPI00036D185B: hypothetical protein|unclassified	300.3010827107
UniRef50_UPI000464D5EE: hypothetical protein, partial	299.1506621099
UniRef50_UPI000464D5EE: hypothetical protein, partial|unclassified	299.1506621099
UniRef50_B7K5B1: Adenylyl-sulfate kinase	297.3861442886
UniRef50_B7K5B1: Adenylyl-sulfate kinase|unclassified	297.3861442886
UniRef50_UPI000373BD8F: hypothetical protein	293.4945032816
UniRef50_UPI000373BD8F: hypothetical protein|unclassified	293.4945032816
UniRef50_V0FPR8: Sulfate transport protein CysZ	292.9197699878
UniRef50_V0FPR8: Sulfate transport protein CysZ|unclassified	292.9197699878
UniRef50_Q9SRW7: Adenylyl-sulfate kinase 3	292.5441152347
UniRef50_Q9SRW7: Adenylyl-sulfate kinase 3|unclassified	292.5441152347
UniRef50_UPI00016AAA2F: Oxidoreductase NAD-binding/FAD-binding protein, partial	291.2310391983
UniRef50_UPI00016AAA2F: Oxidoreductase NAD-binding/FAD-binding protein, partial|unclassified	291.2310391983
UniRef50_R6F379	289.1896597327
UniRef50_R6F379|unclassified	289.1896597327
UniRef50_I4VXF0: Pyridoxal-5'-phosphate-dependent protein subunit beta	284.0728873737
UniRef50_I4VXF0: Pyridoxal-5'-phosphate-dependent protein subunit beta|unclassified	284.0728873737
UniRef50_W2TMT5	284.0329998916
UniRef50_W2TMT5|unclassified	284.0329998916
UniRef50_F0PIR3: Sulfate permease family protein	281.2713502533
UniRef50_F0PIR3: Sulfate permease family protein|unclassified	281.2713502533
UniRef50_S6UID1: Sulfate permease family protein	279.6577485072
UniRef50_S6UID1: Sulfate permease family protein|unclassified	279.6577485072
UniRef50_UPI00035E801B: hypothetical protein	278.3385401437
UniRef50_UPI00035E801B: hypothetical protein|unclassified	278.3385401437
UniRef50_UPI000301C3F2: hypothetical protein	277.6492475641
UniRef50_UPI000301C3F2: hypothetical protein|unclassified	277.6492475641
UniRef50_T1B0G5: Cysteine synthase A (Fragment)	274.9469750368
UniRef50_T1B0G5: Cysteine synthase A (Fragment)|unclassified	274.9469750368
UniRef50_UPI00036D6454: hypothetical protein	274.8812377086
UniRef50_UPI00036D6454: hypothetical protein|unclassified	274.8812377086
UniRef50_UPI00028915C0: putative sulfite reductase, partial	273.3122373701
UniRef50_UPI00028915C0: putative sulfite reductase, partial|unclassified	273.3122373701
UniRef50_Q7VMX5: Cysteine synthetase	272.7108447641
UniRef50_Q7VMX5: Cysteine synthetase|unclassified	272.7108447641
UniRef50_UPI00036EF09E: hypothetical protein	271.3582006100
UniRef50_UPI00036EF09E: hypothetical protein|unclassified	271.3582006100
UniRef50_UPI00037513D4: hypothetical protein	268.3156570369
UniRef50_UPI00037513D4: hypothetical protein|unclassified	268.3156570369
UniRef50_B8D0S4: Adenylyl-sulfate kinase	268.2220524836
UniRef50_B8D0S4: Adenylyl-sulfate kinase|unclassified	268.2220524836
UniRef50_E8KIP2: STAS domain protein	265.8203542443
UniRef50_E8KIP2: STAS domain protein|unclassified	265.8203542443
UniRef50_A5WM20: Cysteine synthase B cysM	261.2085921802
UniRef50_A5WM20: Cysteine synthase B cysM|unclassified	261.2085921802
UniRef50_UPI000470A6BF: hypothetical protein, partial	260.5082763526
UniRef50_UPI000470A6BF: hypothetical protein, partial|unclassified	260.5082763526
UniRef50_UPI00039FD2F3: phosphoadenosine phosphosulfate reductase	256.6003536234
UniRef50_UPI00039FD2F3: phosphoadenosine phosphosulfate reductase|unclassified	256.6003536234
UniRef50_K2CUT0	255.3198464445
UniRef50_K2CUT0|unclassified	255.3198464445
UniRef50_UPI0003C13C72: PREDICTED: NADPH oxidoreductase A-like	254.9360472308
UniRef50_UPI0003C13C72: PREDICTED: NADPH oxidoreductase A-like|unclassified	254.9360472308
UniRef50_UPI00004C881D: ATP sulfurylase/adenylylsulfate kinase	254.8487400814
UniRef50_UPI00004C881D: ATP sulfurylase/adenylylsulfate kinase|unclassified	254.8487400814
UniRef50_UPI0003731A0D: phosphoadenylylsulfate reductase	253.7376114620
UniRef50_UPI0003731A0D: phosphoadenylylsulfate reductase|unclassified	253.7376114620
UniRef50_UPI00036AB117: hypothetical protein	250.7129009088
UniRef50_UPI00036AB117: hypothetical protein|unclassified	250.7129009088
UniRef50_J3CRB2: Cysteine synthase	249.3711523394
UniRef50_J3CRB2: Cysteine synthase|unclassified	249.3711523394
UniRef50_T1I8J2	248.0011343415
UniRef50_T1I8J2|unclassified	248.0011343415
UniRef50_UPI000441158E: sulphite reductase hemo protein, beta subunit	246.9699610051
UniRef50_UPI000441158E: sulphite reductase hemo protein, beta subunit|unclassified	246.9699610051
UniRef50_W4RP05: Sulfate permease	245.5344661107
UniRef50_W4RP05: Sulfate permease|unclassified	245.5344661107
UniRef50_F9P7B4: Sulfate permease family protein	244.4136019509
UniRef50_F9P7B4: Sulfate permease family protein|unclassified	244.4136019509
UniRef50_UPI000255810D: cysteine synthase A, partial	242.1979479505
UniRef50_UPI000255810D: cysteine synthase A, partial|unclassified	242.1979479505
UniRef50_A6KXG9: Adenylyl-sulfate kinase	241.4969023173
UniRef50_A6KXG9: Adenylyl-sulfate kinase|unclassified	241.4969023173
UniRef50_UPI00016A40B2: adenylylsulfate kinase, partial	240.7592856897
UniRef50_UPI00016A40B2: adenylylsulfate kinase, partial|unclassified	240.7592856897
UniRef50_UPI00020039DB: sulfate adenylyltransferase subunit 1, partial	240.0112843699
UniRef50_UPI00020039DB: sulfate adenylyltransferase subunit 1, partial|unclassified	240.0112843699
UniRef50_Z9JL17	238.8897148644
UniRef50_Z9JL17|unclassified	238.8897148644
UniRef50_G9Z4A5	238.1048701518
UniRef50_G9Z4A5|unclassified	238.1048701518
UniRef50_UPI00047988D4: hypothetical protein	237.1349604433
UniRef50_UPI00047988D4: hypothetical protein|unclassified	237.1349604433
UniRef50_UPI000476572E: adenylylsulfate kinase	235.0875246607
UniRef50_UPI000476572E: adenylylsulfate kinase|unclassified	235.0875246607
UniRef50_UPI0004740531: hypothetical protein, partial	234.6942372716
UniRef50_UPI0004740531: hypothetical protein, partial|unclassified	234.6942372716
UniRef50_UPI000476F457: sulfite reductase subunit alpha	233.7270413922
UniRef50_UPI000476F457: sulfite reductase subunit alpha|unclassified	233.7270413922
UniRef50_X2H565: Sulfate transporter, CysZ-type	233.5713037814
UniRef50_X2H565: Sulfate transporter, CysZ-type|unclassified	233.5713037814
UniRef50_V0I499: Pyridoxal-5'-phosphate-dependent enzyme, beta subunit	231.9810288832
UniRef50_V0I499: Pyridoxal-5'-phosphate-dependent enzyme, beta subunit|unclassified	231.9810288832
UniRef50_UPI0004721E97: hypothetical protein	230.4922144035
UniRef50_UPI0004721E97: hypothetical protein|unclassified	230.4922144035
UniRef50_I1E1R5: CysZ protein	229.8981714319
UniRef50_I1E1R5: CysZ protein|unclassified	229.8981714319
UniRef50_UPI000372BFD5: hypothetical protein	228.5614423244
UniRef50_UPI000372BFD5: hypothetical protein|unclassified	228.5614423244
UniRef50_N8S203	226.2835853911
UniRef50_N8S203|unclassified	226.2835853911
UniRef50_B1ZHY8: Pyridoxal-5'-phosphate-dependent protein beta subunit	224.7491790362
UniRef50_B1ZHY8: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	224.7491790362
UniRef50_A1UW19: Sulfite reductase, alpha subunit	224.1649167395
UniRef50_A1UW19: Sulfite reductase, alpha subunit|unclassified	224.1649167395
UniRef50_UPI00047AFA4E: phosphoadenosine phosphosulfate reductase	223.3016206614
UniRef50_UPI00047AFA4E: phosphoadenosine phosphosulfate reductase|unclassified	223.3016206614
UniRef50_D3A715	222.0768577259
UniRef50_D3A715|unclassified	222.0768577259
UniRef50_C6XPP0: Pyridoxal-5'-phosphate-dependent protein beta subunit	222.0234688169
UniRef50_C6XPP0: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	222.0234688169
UniRef50_A0A011MND4	221.7876932610
UniRef50_A0A011MND4|unclassified	221.7876932610
UniRef50_UPI00036B90F0: hypothetical protein	218.9655599130
UniRef50_UPI00036B90F0: hypothetical protein|unclassified	218.9655599130
UniRef50_UPI0001744C2B: hypothetical protein	218.6020838527
UniRef50_UPI0001744C2B: hypothetical protein|unclassified	218.6020838527
UniRef50_M4ULI1	214.5709206746
UniRef50_M4ULI1|unclassified	214.5709206746
UniRef50_UPI0003EA9A6B: PREDICTED: probable 5''''-adenylylsulfate reductase 1, chloroplastic-like	213.3475912850
UniRef50_UPI0003EA9A6B: PREDICTED: probable 5''''-adenylylsulfate reductase 1, chloroplastic-like|unclassified	213.3475912850
UniRef50_Q5QUJ8	211.1039122259
UniRef50_Q5QUJ8|unclassified	211.1039122259
UniRef50_P56860: Phosphoadenosine phosphosulfate reductase	211.0262421709
UniRef50_P56860: Phosphoadenosine phosphosulfate reductase|unclassified	211.0262421709
UniRef50_V7ZH64: Cysteine synthase	210.6231271335
UniRef50_V7ZH64: Cysteine synthase|unclassified	210.6231271335
UniRef50_Q2IVH4: Pyridoxal-5'-phosphate-dependent enzyme, beta subunit	210.5697707157
UniRef50_Q2IVH4: Pyridoxal-5'-phosphate-dependent enzyme, beta subunit|unclassified	210.5697707157
UniRef50_UPI000365ECAE: hypothetical protein, partial	205.3255668435
UniRef50_UPI000365ECAE: hypothetical protein, partial|unclassified	205.3255668435
UniRef50_C2WHY8: Antisigma-factor antagonist, STAS	204.3736144768
UniRef50_C2WHY8: Antisigma-factor antagonist, STAS|unclassified	204.3736144768
UniRef50_R5ZZV9	203.7483168384
UniRef50_R5ZZV9|unclassified	203.7483168384
UniRef50_UPI000462C392: MFS transporter, partial	203.0496773593
UniRef50_UPI000462C392: MFS transporter, partial|unclassified	203.0496773593
UniRef50_UPI000376622D: hypothetical protein	200.8570963758
UniRef50_UPI000376622D: hypothetical protein|unclassified	200.8570963758
UniRef50_UPI00035E5E43: phosphoadenosine phosphosulfate reductase	200.7468590898
UniRef50_UPI00035E5E43: phosphoadenosine phosphosulfate reductase|unclassified	200.7468590898
UniRef50_UPI00038204DC: hypothetical protein	200.1890320654
UniRef50_UPI00038204DC: hypothetical protein|unclassified	200.1890320654
UniRef50_UPI000366C56B: hypothetical protein	200.0866680164
UniRef50_UPI000366C56B: hypothetical protein|unclassified	200.0866680164
UniRef50_UPI00046986F8: hypothetical protein, partial	199.3792442235
UniRef50_UPI00046986F8: hypothetical protein, partial|unclassified	199.3792442235
UniRef50_Q59447: Cysteine synthase	198.4165000568
UniRef50_Q59447: Cysteine synthase|unclassified	198.4165000568
UniRef50_UPI000299FCE7: sulfite reductase	196.9988836692
UniRef50_UPI000299FCE7: sulfite reductase|unclassified	196.9988836692
UniRef50_Q5XAQ3: Cysteine synthase	196.5967218214
