# Gene Family	SampleCysteine_Biosynthesis_Abundance-CPM
UniRef50_Q4PK58: Predicted cystathionine beta-synthase	39.0256
UniRef50_Q4PK58: Predicted cystathionine beta-synthase|unclassified	39.0256
UniRef50_UPI00035DB73B: serine O-acetyltransferase	38.9926
UniRef50_UPI00035DB73B: serine O-acetyltransferase|unclassified	38.9926
UniRef50_UPI000466282F: MULTISPECIES: nitric oxide synthase	38.7733
UniRef50_UPI000466282F: MULTISPECIES: nitric oxide synthase|unclassified	38.7733
UniRef50_UPI00047A15F3: hypothetical protein	38.6497
UniRef50_UPI00047A15F3: hypothetical protein|unclassified	38.6497
UniRef50_T0ZTB1: Cysteine synthase A (Fragment)	38.5617
UniRef50_T0ZTB1: Cysteine synthase A (Fragment)|unclassified	38.5617
UniRef50_UPI0001C4F400: sulfate ABC transporter permease	38.5273
UniRef50_UPI0001C4F400: sulfate ABC transporter permease|unclassified	38.5273
UniRef50_Y8C042	38.4768
UniRef50_Y8C042|unclassified	38.4768
UniRef50_UPI0001BF5AD3: hypothetical protein SMAC_10644	38.3488
UniRef50_UPI0001BF5AD3: hypothetical protein SMAC_10644|unclassified	38.3488
UniRef50_UPI0004729754: hypothetical protein, partial	38.1313
UniRef50_UPI0004729754: hypothetical protein, partial|unclassified	38.1313
UniRef50_UPI0003772102: cysteine synthase, partial	38.0918
UniRef50_UPI0003772102: cysteine synthase, partial|unclassified	38.0918
UniRef50_P56859: Phosphoadenosine phosphosulfate reductase	37.8744
UniRef50_P56859: Phosphoadenosine phosphosulfate reductase|unclassified	37.8744
UniRef50_Z5X8G6: Spermidine/putrescine ABC transporter ATP-binding protein	37.8104
UniRef50_Z5X8G6: Spermidine/putrescine ABC transporter ATP-binding protein|unclassified	37.8104
UniRef50_Q2PYL3: Sulfate transport protein CysZ	37.5127
UniRef50_Q2PYL3: Sulfate transport protein CysZ|unclassified	37.5127
UniRef50_UPI0004736CB0: hypothetical protein, partial	37.4871
UniRef50_UPI0004736CB0: hypothetical protein, partial|unclassified	37.4871
UniRef50_R5EHA0: Putative sulfate transport protein CysZ	37.4492
UniRef50_R5EHA0: Putative sulfate transport protein CysZ|unclassified	37.4492
UniRef50_UPI0003A5FFC3: sulfate ABC transporter ATP-binding protein	37.4028
UniRef50_UPI0003A5FFC3: sulfate ABC transporter ATP-binding protein|unclassified	37.4028
UniRef50_Q6D4E2: Spermidine/putrescine import ATP-binding protein PotA	37.4005
UniRef50_Q6D4E2: Spermidine/putrescine import ATP-binding protein PotA|unclassified	37.4005
UniRef50_J6CSR0: Putative transporter (Fragment)	37.299
UniRef50_J6CSR0: Putative transporter (Fragment)|unclassified	37.299
UniRef50_UPI000473436E: sulfite reductase, partial	37.1598
UniRef50_UPI000473436E: sulfite reductase, partial|unclassified	37.1598
UniRef50_UPI0003740193: hypothetical protein	37.1352
UniRef50_UPI0003740193: hypothetical protein|unclassified	37.1352
UniRef50_UPI00035C23CC: spermidine/putrescine ABC transporter ATP-binding protein	36.568
UniRef50_UPI00035C23CC: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	36.568
UniRef50_R5U3L9	36.4208
UniRef50_R5U3L9|unclassified	36.4208
UniRef50_UPI00031A28E2: hypothetical protein	36.2726
UniRef50_UPI00031A28E2: hypothetical protein|unclassified	36.2726
UniRef50_W0DZ08	36.1481
UniRef50_W0DZ08|unclassified	36.1481
UniRef50_D2R1Z3	35.6267
UniRef50_D2R1Z3|unclassified	35.6267
UniRef50_G9ZDX0	35.502
UniRef50_G9ZDX0|unclassified	35.502
UniRef50_J9DMF9	35.3417
UniRef50_J9DMF9|unclassified	35.3417
UniRef50_P87131: Cysteine synthase 2	35.2475
UniRef50_P87131: Cysteine synthase 2|unclassified	35.2475
UniRef50_O31631: Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase	35.0336
UniRef50_O31631: Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase|unclassified	35.0336
UniRef50_R5C112	35.0248
UniRef50_R5C112|unclassified	35.0248
UniRef50_B0D259: Predicted protein (Fragment)	34.6283
UniRef50_B0D259: Predicted protein (Fragment)|unclassified	34.6283
UniRef50_P74241: Sulfate adenylyltransferase	34.6036
UniRef50_P74241: Sulfate adenylyltransferase|unclassified	34.6036
UniRef50_Q19QT7: Cystathionine gamma-lyase	34.3353
UniRef50_Q19QT7: Cystathionine gamma-lyase|unclassified	34.3353
UniRef50_UPI0002DC5D20: hypothetical protein	34.306
UniRef50_UPI0002DC5D20: hypothetical protein|unclassified	34.306
UniRef50_T4E716: Pyridoxal-phosphate dependent enzyme family protein	34.1021
UniRef50_T4E716: Pyridoxal-phosphate dependent enzyme family protein|unclassified	34.1021
UniRef50_O31632: Cystathionine beta-lyase MetC	33.808
UniRef50_O31632: Cystathionine beta-lyase MetC|unclassified	33.808
UniRef50_G2LLP6	33.6415
UniRef50_G2LLP6|unclassified	33.6415
UniRef50_F2D4W2: Predicted protein	33.1357
UniRef50_F2D4W2: Predicted protein|unclassified	33.1357
UniRef50_X1QYH8: Marine sediment metagenome DNA, contig: S12H4_C00120	32.9987
UniRef50_X1QYH8: Marine sediment metagenome DNA, contig: S12H4_C00120|unclassified	32.9987
UniRef50_Q6D734: Fe(3+) ions import ATP-binding protein FbpC 1	32.3901
UniRef50_Q6D734: Fe(3+) ions import ATP-binding protein FbpC 1|unclassified	32.3901
UniRef50_Q42588: Serine acetyltransferase 1, chloroplastic	32.3487
UniRef50_Q42588: Serine acetyltransferase 1, chloroplastic|unclassified	32.3487
UniRef50_UPI000361D3EA: hypothetical protein	32.2129
UniRef50_UPI000361D3EA: hypothetical protein|unclassified	32.2129
UniRef50_H8GX67: ABC transporter, ATPase component	32.2078
UniRef50_H8GX67: ABC transporter, ATPase component|unclassified	32.2078
UniRef50_UPI00026521D9: PREDICTED: bifunctional 3''''-phosphoadenosine 5''''-phosphosulfate synthase-like	31.9935
UniRef50_UPI00026521D9: PREDICTED: bifunctional 3''''-phosphoadenosine 5''''-phosphosulfate synthase-like|unclassified	31.9935
UniRef50_UPI0003FA6EF1: serine acetyltransferase	31.9782
UniRef50_UPI0003FA6EF1: serine acetyltransferase|unclassified	31.9782
UniRef50_UPI00035F3F95: hypothetical protein	31.878
UniRef50_UPI00035F3F95: hypothetical protein|unclassified	31.878
UniRef50_H1USW8: Phosphoadenosine phosphosulfate reductase	31.8283
UniRef50_H1USW8: Phosphoadenosine phosphosulfate reductase|unclassified	31.8283
UniRef50_J1I4G9: Cysteine synthase	31.7526
UniRef50_J1I4G9: Cysteine synthase|unclassified	31.7526
UniRef50_W5X7J1: Ferrochelatase	31.653
UniRef50_W5X7J1: Ferrochelatase|unclassified	31.653
UniRef50_UPI000360BB74: hypothetical protein	31.6415
UniRef50_UPI000360BB74: hypothetical protein|unclassified	31.6415
UniRef50_A0A023CUC6: Cystathionine beta-synthase	31.3755
UniRef50_A0A023CUC6: Cystathionine beta-synthase|unclassified	31.3755
UniRef50_A9FU78	31.0624
UniRef50_A9FU78|unclassified	31.0624
UniRef50_K9Q4A6	31.0167
UniRef50_K9Q4A6|unclassified	31.0167
UniRef50_UPI000423105B: cystathionine beta-synthase	30.9893
UniRef50_UPI000423105B: cystathionine beta-synthase|unclassified	30.9893
UniRef50_UPI0003AD71E5: hypothetical protein	30.8915
UniRef50_UPI0003AD71E5: hypothetical protein|unclassified	30.8915
UniRef50_K2BVS2	30.7573
UniRef50_K2BVS2|unclassified	30.7573
UniRef50_R6GLA4	30.5603
UniRef50_R6GLA4|unclassified	30.5603
UniRef50_UPI00034BD43C: cystathionine beta-lyase	30.5083
UniRef50_UPI00034BD43C: cystathionine beta-lyase|unclassified	30.5083
UniRef50_Q98G43: Fe(3+) ions import ATP-binding protein FbpC	30.3932
UniRef50_Q98G43: Fe(3+) ions import ATP-binding protein FbpC|unclassified	30.3932
UniRef50_X1SM23: Marine sediment metagenome DNA, contig: S12H4_L02110	30.3712
UniRef50_X1SM23: Marine sediment metagenome DNA, contig: S12H4_L02110|unclassified	30.3712
UniRef50_UPI0003F89770: hypothetical protein	30.3217
UniRef50_UPI0003F89770: hypothetical protein|unclassified	30.3217
UniRef50_J8RUH8: Cysteine synthase A	30.1701
UniRef50_J8RUH8: Cysteine synthase A|unclassified	30.1701
UniRef50_M2Q9J0: Cysteine synthase (O-acetylserine sulfhydylase)	30.1213
UniRef50_M2Q9J0: Cysteine synthase (O-acetylserine sulfhydylase)|unclassified	30.1213
UniRef50_Q4KC87: Fe(3+) ions import ATP-binding protein FbpC	30.1101
UniRef50_Q4KC87: Fe(3+) ions import ATP-binding protein FbpC|unclassified	30.1101
UniRef50_UPI00036B640A: hypothetical protein	29.9689
UniRef50_UPI00036B640A: hypothetical protein|unclassified	29.9689
UniRef50_Q7X1A3: Lfe192p1 (Fragment)	29.7836
UniRef50_Q7X1A3: Lfe192p1 (Fragment)|unclassified	29.7836
UniRef50_C0QM78	29.7525
UniRef50_C0QM78|unclassified	29.7525
UniRef50_UPI00036790CF: hypothetical protein	29.7278
UniRef50_UPI00036790CF: hypothetical protein|unclassified	29.7278
UniRef50_UPI0003C14327: PREDICTED: sulfate/thiosulfate import ATP-binding protein cysA-like	29.7192
UniRef50_UPI0003C14327: PREDICTED: sulfate/thiosulfate import ATP-binding protein cysA-like|unclassified	29.7192
UniRef50_Q59967: Serine acetyltransferase, plasmid	29.6151
UniRef50_Q59967: Serine acetyltransferase, plasmid|unclassified	29.6151
UniRef50_X1LDR4: Marine sediment metagenome DNA, contig: S06H3_C02462	29.5158
UniRef50_X1LDR4: Marine sediment metagenome DNA, contig: S06H3_C02462|unclassified	29.5158
UniRef50_UPI0002E4364A: hypothetical protein	29.3852
UniRef50_UPI0002E4364A: hypothetical protein|unclassified	29.3852
UniRef50_UPI000287FFE2: serine O-acetyltransferase	29.3836
UniRef50_UPI000287FFE2: serine O-acetyltransferase|unclassified	29.3836
UniRef50_UPI0002629EF0: ABC transporter ATP-binding protein	28.8074
UniRef50_UPI0002629EF0: ABC transporter ATP-binding protein|unclassified	28.8074
UniRef50_Q8S895: Serine acetyltransferase 2	28.7745
UniRef50_Q8S895: Serine acetyltransferase 2|unclassified	28.7745
UniRef50_B9Y1B2	28.7422
UniRef50_B9Y1B2|unclassified	28.7422
UniRef50_P32929: Cystathionine gamma-lyase	28.6525
UniRef50_P32929: Cystathionine gamma-lyase|unclassified	28.6525
UniRef50_J8VB53	28.5863
UniRef50_J8VB53|unclassified	28.5863
UniRef50_X1H343: Marine sediment metagenome DNA, contig: S03H2_L10339 (Fragment)	28.5471
UniRef50_X1H343: Marine sediment metagenome DNA, contig: S03H2_L10339 (Fragment)|unclassified	28.5471
UniRef50_UPI00036BB0DB: MULTISPECIES: hypothetical protein	28.5102
UniRef50_UPI00036BB0DB: MULTISPECIES: hypothetical protein|unclassified	28.5102
UniRef50_U6FE08: Cysteine synthase	28.4226
UniRef50_U6FE08: Cysteine synthase|unclassified	28.4226
UniRef50_UPI0003B53E65: cysteine synthase	28.1503
UniRef50_UPI0003B53E65: cysteine synthase|unclassified	28.1503
UniRef50_H3NYB6	28.0332
UniRef50_H3NYB6|unclassified	28.0332
UniRef50_UPI000237AE14: spermidine/putrescine ABC transporter ATPase subunit	27.9344
UniRef50_UPI000237AE14: spermidine/putrescine ABC transporter ATPase subunit|unclassified	27.9344
UniRef50_L9PIV3: Phosphoadenosine phosphosulfate reductase family protein	27.8918
UniRef50_L9PIV3: Phosphoadenosine phosphosulfate reductase family protein|unclassified	27.8918
UniRef50_E1VCD2: K06203 CysZ protein	27.809
UniRef50_E1VCD2: K06203 CysZ protein|unclassified	27.809
UniRef50_UPI00016A829B: hypothetical protein	27.7714
UniRef50_UPI00016A829B: hypothetical protein|unclassified	27.7714
UniRef50_UPI000376ED73: hypothetical protein	27.7669
UniRef50_UPI000376ED73: hypothetical protein|unclassified	27.7669
UniRef50_T0HPL2	27.6904
UniRef50_T0HPL2|unclassified	27.6904
UniRef50_S7IY25: STAS domain protein (Fragment)	27.6215
UniRef50_S7IY25: STAS domain protein (Fragment)|unclassified	27.6215
UniRef50_UPI00037DF3FF: hypothetical protein	27.1229
UniRef50_UPI00037DF3FF: hypothetical protein|unclassified	27.1229
UniRef50_C5Z4A0	27.0281
UniRef50_C5Z4A0|unclassified	27.0281
UniRef50_UPI00047197C2: hypothetical protein	26.8155
UniRef50_UPI00047197C2: hypothetical protein|unclassified	26.8155
UniRef50_A0A058ZCP2	26.7531
UniRef50_A0A058ZCP2|unclassified	26.7531
UniRef50_I1HYU6	26.6056
UniRef50_I1HYU6|unclassified	26.6056
UniRef50_UPI00047A74F7: cystathionine gamma-synthase	26.5802
UniRef50_UPI00047A74F7: cystathionine gamma-synthase|unclassified	26.5802
UniRef50_T0P942: Cysteine synthase	26.5254
UniRef50_T0P942: Cysteine synthase|unclassified	26.5254
UniRef50_UPI00029A0E8F: pyridoxal-5''''-phosphate-dependent protein subunit beta, partial	26.4857
UniRef50_UPI00029A0E8F: pyridoxal-5''''-phosphate-dependent protein subunit beta, partial|unclassified	26.4857
UniRef50_UPI0003694DEF: hypothetical protein	26.4608
UniRef50_UPI0003694DEF: hypothetical protein|unclassified	26.4608
UniRef50_O30144: Molybdate/tungstate import ATP-binding protein WtpC	26.1702
UniRef50_O30144: Molybdate/tungstate import ATP-binding protein WtpC|unclassified	26.1702
UniRef50_UPI00047C2F6D: hypothetical protein	26.1581
UniRef50_UPI00047C2F6D: hypothetical protein|unclassified	26.1581
UniRef50_UPI00040BA279: hypothetical protein	26.0519
UniRef50_UPI00040BA279: hypothetical protein|unclassified	26.0519
UniRef50_UPI000368CA1A: hypothetical protein	25.9814
UniRef50_UPI000368CA1A: hypothetical protein|unclassified	25.9814
UniRef50_UPI0004733AC1: hypothetical protein, partial	25.979
UniRef50_UPI0004733AC1: hypothetical protein, partial|unclassified	25.979
UniRef50_UPI000476574E: hypothetical protein	25.7879
UniRef50_UPI000476574E: hypothetical protein|unclassified	25.7879
UniRef50_E9F991: Cysteine synthase A	25.6928
UniRef50_E9F991: Cysteine synthase A|unclassified	25.6928
UniRef50_P31373: Cystathionine gamma-lyase	25.652
UniRef50_P31373: Cystathionine gamma-lyase|unclassified	25.652
UniRef50_R7J679: Cysteine synthase	25.6186
UniRef50_R7J679: Cysteine synthase|unclassified	25.6186
UniRef50_UPI00047044F9: hypothetical protein, partial	25.6039
UniRef50_UPI00047044F9: hypothetical protein, partial|unclassified	25.6039
UniRef50_A0A038FL84	25.5522
UniRef50_A0A038FL84|unclassified	25.5522
UniRef50_G8RMA1: Cysteine synthase	25.4701
UniRef50_G8RMA1: Cysteine synthase|unclassified	25.4701
UniRef50_UPI0003B55D9D: nitric oxide synthase	25.3865
UniRef50_UPI0003B55D9D: nitric oxide synthase|unclassified	25.3865
UniRef50_W5X5B2: Lipoate-protein ligase B	25.3824
UniRef50_W5X5B2: Lipoate-protein ligase B|unclassified	25.3824
UniRef50_UPI00037E4A77: hypothetical protein	25.2443
UniRef50_UPI00037E4A77: hypothetical protein|unclassified	25.2443
UniRef50_UPI000427BA69: serine acetyltransferase	25.2193
UniRef50_UPI000427BA69: serine acetyltransferase|unclassified	25.2193
UniRef50_K2BHG7	25.0865
UniRef50_K2BHG7|unclassified	25.0865
UniRef50_Q9X196: Spermidine/putrescine import ATP-binding protein PotA	25.0862
UniRef50_Q9X196: Spermidine/putrescine import ATP-binding protein PotA|unclassified	25.0862
UniRef50_UPI0004746364: ABC transporter ATP-binding protein	24.9606
UniRef50_UPI0004746364: ABC transporter ATP-binding protein|unclassified	24.9606
UniRef50_S4XY27	24.8358
UniRef50_S4XY27|unclassified	24.8358
UniRef50_W8A164: Cystathionine beta-synthase	24.8269
UniRef50_W8A164: Cystathionine beta-synthase|unclassified	24.8269
UniRef50_UPI0003647621: hypothetical protein	24.79
UniRef50_UPI0003647621: hypothetical protein|unclassified	24.79
UniRef50_T0XWN0: Cysteine synthase	24.7397
UniRef50_T0XWN0: Cysteine synthase|unclassified	24.7397
UniRef50_D4Z1D7	24.704
UniRef50_D4Z1D7|unclassified	24.704
UniRef50_UPI00039F3B60: hypothetical protein	24.6226
UniRef50_UPI00039F3B60: hypothetical protein|unclassified	24.6226
UniRef50_Q117N3	24.6221
UniRef50_Q117N3|unclassified	24.6221
UniRef50_O59076	24.3875
UniRef50_O59076|unclassified	24.3875
UniRef50_UPI0002000C5D: lyase	24.3566
UniRef50_UPI0002000C5D: lyase|unclassified	24.3566
UniRef50_UPI000364A85B: hypothetical protein	24.1621
UniRef50_UPI000364A85B: hypothetical protein|unclassified	24.1621
UniRef50_Q1EQD6: Putative cysteine synthase	24.0076
UniRef50_Q1EQD6: Putative cysteine synthase|unclassified	24.0076
UniRef50_J0LJG3: Cysteine synthase A	23.9619
UniRef50_J0LJG3: Cysteine synthase A|unclassified	23.9619
UniRef50_K5W1M2: Protein CysZ (Fragment)	23.9403
UniRef50_K5W1M2: Protein CysZ (Fragment)|unclassified	23.9403
UniRef50_X1F3Z0: Marine sediment metagenome DNA, contig: S03H2_C02093 (Fragment)	23.4315
UniRef50_X1F3Z0: Marine sediment metagenome DNA, contig: S03H2_C02093 (Fragment)|unclassified	23.4315
UniRef50_Q8VCN5: Cystathionine gamma-lyase	23.3026
UniRef50_Q8VCN5: Cystathionine gamma-lyase|unclassified	23.3026
UniRef50_UPI00036C882B: cystathionine beta-lyase, partial	23.2369
UniRef50_UPI00036C882B: cystathionine beta-lyase, partial|unclassified	23.2369
UniRef50_G9ZHR4	23.1852
UniRef50_G9ZHR4|unclassified	23.1852
UniRef50_UPI0002192570: cystathionine beta-lyase MetC, partial	23.144
UniRef50_UPI0002192570: cystathionine beta-lyase MetC, partial|unclassified	23.144
UniRef50_UPI00046E7E87: cystathionine gamma-synthase	23.0864
UniRef50_UPI00046E7E87: cystathionine gamma-synthase|unclassified	23.0864
UniRef50_UPI00040BD6B1: spermidine/putrescine import ATP-binding protein PotA	23.0781
UniRef50_UPI00040BD6B1: spermidine/putrescine import ATP-binding protein PotA|unclassified	23.0781
UniRef50_UPI0004785717: hypothetical protein	23.0627
UniRef50_UPI0004785717: hypothetical protein|unclassified	23.0627
UniRef50_UPI00031D9627: hypothetical protein	23.0456
UniRef50_UPI00031D9627: hypothetical protein|unclassified	23.0456
UniRef50_UPI00046407E4: cysteine synthase	22.9314
UniRef50_UPI00046407E4: cysteine synthase|unclassified	22.9314
UniRef50_UPI0003B65087: sugar ABC transporter	22.8999
UniRef50_UPI0003B65087: sugar ABC transporter|unclassified	22.8999
UniRef50_O22682: Probable S-sulfocysteine synthase, chloroplastic	22.8819
UniRef50_O22682: Probable S-sulfocysteine synthase, chloroplastic|unclassified	22.8819
UniRef50_H1VT72: Cysteine synthase	22.7614
UniRef50_H1VT72: Cysteine synthase|unclassified	22.7614
UniRef50_UPI00036174AE: hypothetical protein, partial	22.6174
UniRef50_UPI00036174AE: hypothetical protein, partial|unclassified	22.6174
UniRef50_UPI0004658BA2: ABC transporter ATP-binding protein	22.6095
UniRef50_UPI0004658BA2: ABC transporter ATP-binding protein|unclassified	22.6095
UniRef50_UPI00035C236C: hypothetical protein	22.5857
UniRef50_UPI00035C236C: hypothetical protein|unclassified	22.5857
UniRef50_G6C262	22.5545
UniRef50_G6C262|unclassified	22.5545
UniRef50_K9VGN6	22.4576
UniRef50_K9VGN6|unclassified	22.4576
UniRef50_C1DNN8	22.2472
UniRef50_C1DNN8|unclassified	22.2472
UniRef50_UPI000471C4F0: hypothetical protein	22.2044
UniRef50_UPI000471C4F0: hypothetical protein|unclassified	22.2044
UniRef50_X0XB02: Marine sediment metagenome DNA, contig: S01H1_S27440 (Fragment)	22.1256
UniRef50_X0XB02: Marine sediment metagenome DNA, contig: S01H1_S27440 (Fragment)|unclassified	22.1256
UniRef50_A0ZLM1	22.1008
UniRef50_A0ZLM1|unclassified	22.1008
UniRef50_K2AWS6	22.0958
UniRef50_K2AWS6|unclassified	22.0958
UniRef50_UPI000375389F: hypothetical protein, partial	21.9479
UniRef50_UPI000375389F: hypothetical protein, partial|unclassified	21.9479
UniRef50_UPI000360F4C1: hypothetical protein	21.8714
UniRef50_UPI000360F4C1: hypothetical protein|unclassified	21.8714
UniRef50_UPI00016AC268: sulfate/thiosulfate ABC transporter, ATP-binding protein, partial	21.6453
UniRef50_UPI00016AC268: sulfate/thiosulfate ABC transporter, ATP-binding protein, partial|unclassified	21.6453
UniRef50_UPI0003EC523B: PREDICTED: cystathionine gamma-lyase	21.6232
UniRef50_UPI0003EC523B: PREDICTED: cystathionine gamma-lyase|unclassified	21.6232
UniRef50_UPI00040F0A65: hypothetical protein	21.4578
UniRef50_UPI00040F0A65: hypothetical protein|unclassified	21.4578
UniRef50_UPI000463F794: hypothetical protein	21.351
UniRef50_UPI000463F794: hypothetical protein|unclassified	21.351
UniRef50_UPI000379EB8A: hypothetical protein, partial	21.3039
UniRef50_UPI000379EB8A: hypothetical protein, partial|unclassified	21.3039
UniRef50_UPI000374E6FF: hypothetical protein	21.2115
UniRef50_UPI000374E6FF: hypothetical protein|unclassified	21.2115
UniRef50_UPI00034DCACE: hypothetical protein	21.1782
UniRef50_UPI00034DCACE: hypothetical protein|unclassified	21.1782
UniRef50_P44502: Cystathionine gamma-synthase	21.1603
UniRef50_P44502: Cystathionine gamma-synthase|unclassified	21.1603
UniRef50_G7XLJ7: Cysteine synthase	21.1289
UniRef50_G7XLJ7: Cysteine synthase|unclassified	21.1289
UniRef50_UPI000361C411: hypothetical protein	21.0909
UniRef50_UPI000361C411: hypothetical protein|unclassified	21.0909
UniRef50_UPI0001744EBE: organic solvent ABC transporter ATP-binding protein	21.0586
UniRef50_UPI0001744EBE: organic solvent ABC transporter ATP-binding protein|unclassified	21.0586
UniRef50_Q1QE80: Spermidine/putrescine import ATP-binding protein PotA	21.0311
UniRef50_Q1QE80: Spermidine/putrescine import ATP-binding protein PotA|unclassified	21.0311
UniRef50_I3BYZ5	21.0187
UniRef50_I3BYZ5|unclassified	21.0187
UniRef50_M8C8R3: Cysteine synthase	20.9319
UniRef50_M8C8R3: Cysteine synthase|unclassified	20.9319
UniRef50_F3GD18: Putative sulfate transport protein CysZ (Fragment)	20.7441
UniRef50_F3GD18: Putative sulfate transport protein CysZ (Fragment)|unclassified	20.7441
UniRef50_I1Q339	20.5038
UniRef50_I1Q339|unclassified	20.5038
UniRef50_W6FJE5: VCBS repeat domain protein	20.4322
UniRef50_W6FJE5: VCBS repeat domain protein|unclassified	20.4322
UniRef50_UPI00035F08CC: hypothetical protein	20.3472
UniRef50_UPI00035F08CC: hypothetical protein|unclassified	20.3472
UniRef50_UPI0003B74E51: cystathionine beta-lyase	20.2944
UniRef50_UPI0003B74E51: cystathionine beta-lyase|unclassified	20.2944
UniRef50_UPI0003D6E8B5: PREDICTED: cystathionine gamma-lyase isoform X1	20.2325
UniRef50_UPI0003D6E8B5: PREDICTED: cystathionine gamma-lyase isoform X1|unclassified	20.2325
UniRef50_Q8W2B8: Serine acetyltransferase 4	20.1297
UniRef50_Q8W2B8: Serine acetyltransferase 4|unclassified	20.1297
UniRef50_I2FC05: Cysteine synthase	20.1034
UniRef50_I2FC05: Cysteine synthase|unclassified	20.1034
UniRef50_UPI0003F6AAF8: hypothetical protein	19.9776
UniRef50_UPI0003F6AAF8: hypothetical protein|unclassified	19.9776
UniRef50_W5X8Y0: Peptidase M48	19.959
UniRef50_W5X8Y0: Peptidase M48|unclassified	19.959
UniRef50_A0ZJH9	19.5918
UniRef50_A0ZJH9|unclassified	19.5918
UniRef50_Q9S757: Bifunctional L-3-cyanoalanine synthase/cysteine synthase C1, mitochondrial	19.5193
UniRef50_Q9S757: Bifunctional L-3-cyanoalanine synthase/cysteine synthase C1, mitochondrial|unclassified	19.5193
UniRef50_A0A011N090	19.4951
UniRef50_A0A011N090|unclassified	19.4951
UniRef50_Q2CH57: Cysteine synthase A	19.4414
UniRef50_Q2CH57: Cysteine synthase A|unclassified	19.4414
UniRef50_K2APZ6	19.2406
UniRef50_K2APZ6|unclassified	19.2406
UniRef50_UPI0004252FC4: cystathionine gamma-synthase	19.2285
UniRef50_UPI0004252FC4: cystathionine gamma-synthase|unclassified	19.2285
UniRef50_R7ADH8: Cysteine synthase	19.224
UniRef50_R7ADH8: Cysteine synthase|unclassified	19.224
UniRef50_UPI0003F8F40A: hypothetical protein	19.0547
UniRef50_UPI0003F8F40A: hypothetical protein|unclassified	19.0547
UniRef50_UPI00040E9710: cystathionine gamma-synthase	19.0468
UniRef50_UPI00040E9710: cystathionine gamma-synthase|unclassified	19.0468
UniRef50_B9I1J9	19.0164
UniRef50_B9I1J9|unclassified	19.0164
UniRef50_UPI000382D9B0: hypothetical protein	18.992
UniRef50_UPI000382D9B0: hypothetical protein|unclassified	18.992
UniRef50_W2PDV0	18.9292
UniRef50_W2PDV0|unclassified	18.9292
UniRef50_UPI00033184A4: PREDICTED: LOW QUALITY PROTEIN: putative cystathionine gamma-lyase 2-like, partial	18.9219
UniRef50_UPI00033184A4: PREDICTED: LOW QUALITY PROTEIN: putative cystathionine gamma-lyase 2-like, partial|unclassified	18.9219
UniRef50_S2X9M1	18.792
UniRef50_S2X9M1|unclassified	18.792
UniRef50_G2KRJ1: Pyridoxal-phosphate dependent enzyme family protein	18.6216
UniRef50_G2KRJ1: Pyridoxal-phosphate dependent enzyme family protein|unclassified	18.6216
UniRef50_UPI0002E002F0: ABC transporter ATP-binding protein	18.5041
UniRef50_UPI0002E002F0: ABC transporter ATP-binding protein|unclassified	18.5041
UniRef50_UPI0004720F86: hypothetical protein	18.4274
UniRef50_UPI0004720F86: hypothetical protein|unclassified	18.4274
UniRef50_UPI000366E609: hypothetical protein	18.3228
UniRef50_UPI000366E609: hypothetical protein|unclassified	18.3228
UniRef50_UPI00026CAB3B: serine acetyltransferase	18.2678
UniRef50_UPI00026CAB3B: serine acetyltransferase|unclassified	18.2678
UniRef50_UPI0003620071: hypothetical protein	18.2639
UniRef50_UPI0003620071: hypothetical protein|unclassified	18.2639
UniRef50_UPI0003805241: hypothetical protein	18.2424
UniRef50_UPI0003805241: hypothetical protein|unclassified	18.2424
UniRef50_UPI0003728CBA: hypothetical protein, partial	18.1896
UniRef50_UPI0003728CBA: hypothetical protein, partial|unclassified	18.1896
UniRef50_B5VXY6	18.1476
UniRef50_B5VXY6|unclassified	18.1476
UniRef50_Q3JSR5	18.1238
UniRef50_Q3JSR5|unclassified	18.1238
UniRef50_W0CM28: Cysteine synthase	18.0574
UniRef50_W0CM28: Cysteine synthase|unclassified	18.0574
UniRef50_B1VPT9	18.0049
UniRef50_B1VPT9|unclassified	18.0049
UniRef50_UPI000289988C: serine O-acetyltransferase	17.8946
UniRef50_UPI000289988C: serine O-acetyltransferase|unclassified	17.8946
UniRef50_B9JQJ8: Cysteine synthase	17.8724
UniRef50_B9JQJ8: Cysteine synthase|unclassified	17.8724
UniRef50_O83658: Spermidine/putrescine import ATP-binding protein PotA	17.7146
UniRef50_O83658: Spermidine/putrescine import ATP-binding protein PotA|unclassified	17.7146
UniRef50_UPI00036D7686: hypothetical protein	17.6515
UniRef50_UPI00036D7686: hypothetical protein|unclassified	17.6515
UniRef50_R9NKM8: Cysteine synthase/cystathionine beta-synthase	17.5553
UniRef50_R9NKM8: Cysteine synthase/cystathionine beta-synthase|unclassified	17.5553
UniRef50_UPI0004669E93: hypothetical protein, partial	17.3938
UniRef50_UPI0004669E93: hypothetical protein, partial|unclassified	17.3938
UniRef50_P55604	17.3816
UniRef50_P55604|unclassified	17.3816
UniRef50_L7KET6: Putative transporter	17.1529
UniRef50_L7KET6: Putative transporter|unclassified	17.1529
UniRef50_UPI00035F8340: hypothetical protein	17.1434
