# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-RPKs
UniRef50_UPI00046D4863: pyrazinamidase	217.6635834461
UniRef50_UPI00046D4863: pyrazinamidase|unclassified	217.6635834461
UniRef50_UPI0004667A51: hypothetical protein	217.3328827810
UniRef50_UPI0004667A51: hypothetical protein|unclassified	217.3328827810
UniRef50_UPI00035D561C: hypothetical protein, partial	216.3851849193
UniRef50_UPI00035D561C: hypothetical protein, partial|unclassified	216.3851849193
UniRef50_UPI0003B2EA19: adenylate cyclase, partial	215.2430016170
UniRef50_UPI0003B2EA19: adenylate cyclase, partial|unclassified	215.2430016170
UniRef50_UPI000363A5CA: hypothetical protein	213.7465636994
UniRef50_UPI000363A5CA: hypothetical protein|unclassified	213.7465636994
UniRef50_R5WA28	211.4424723774
UniRef50_R5WA28|unclassified	211.4424723774
UniRef50_I2VNB6	210.8742581631
UniRef50_I2VNB6|unclassified	210.8742581631
UniRef50_X8E621: Putative adenylate cyclase	210.6816004920
UniRef50_X8E621: Putative adenylate cyclase|unclassified	210.6816004920
UniRef50_UPI00046D3D48: hypothetical protein	209.7059745670
UniRef50_UPI00046D3D48: hypothetical protein|unclassified	209.7059745670
UniRef50_UPI000474D03A: hypothetical protein, partial	208.2145508265
UniRef50_UPI000474D03A: hypothetical protein, partial|unclassified	208.2145508265
UniRef50_UPI00016A803C: transcriptional regulator, ArsR family protein	206.1242007116
UniRef50_UPI00016A803C: transcriptional regulator, ArsR family protein|unclassified	206.1242007116
UniRef50_UPI0003B60EAE: transcriptional regulator	205.7651421472
UniRef50_UPI0003B60EAE: transcriptional regulator|unclassified	205.7651421472
UniRef50_UPI0003639026: hypothetical protein	204.2734750621
UniRef50_UPI0003639026: hypothetical protein|unclassified	204.2734750621
UniRef50_UPI0004705503: hypothetical protein	203.9666659322
UniRef50_UPI0004705503: hypothetical protein|unclassified	203.9666659322
UniRef50_UPI000478310E: ArsR family transcriptional regulator	203.7921308026
UniRef50_UPI000478310E: ArsR family transcriptional regulator|unclassified	203.7921308026
UniRef50_UPI0004657F69: hypothetical protein	202.6532868580
UniRef50_UPI0004657F69: hypothetical protein|unclassified	202.6532868580
UniRef50_A0A053HIU7	202.6346264578
UniRef50_A0A053HIU7|unclassified	202.6346264578
UniRef50_UPI0004148019: hypothetical protein	201.1833232704
UniRef50_UPI0004148019: hypothetical protein|unclassified	201.1833232704
UniRef50_UPI0002556482: adenylate cyclase	200.2098094929
UniRef50_UPI0002556482: adenylate cyclase|unclassified	200.2098094929
UniRef50_R4MAB3: Transcriptional regulator, arsR-family protein	200.0271547622
UniRef50_R4MAB3: Transcriptional regulator, arsR-family protein|unclassified	200.0271547622
UniRef50_F8QRD7: Arsenic resistance transcriptional regulator	200.0270383786
UniRef50_F8QRD7: Arsenic resistance transcriptional regulator|unclassified	200.0270383786
UniRef50_UPI0003B69023: transcriptional regulator	199.8188654595
UniRef50_UPI0003B69023: transcriptional regulator|unclassified	199.8188654595
UniRef50_V8HT94: ArsR family transcriptional regulator (Fragment)	199.3133731691
UniRef50_V8HT94: ArsR family transcriptional regulator (Fragment)|unclassified	199.3133731691
UniRef50_UPI0003B60FAF: adenylate cyclase, partial	198.0506766273
UniRef50_UPI0003B60FAF: adenylate cyclase, partial|unclassified	198.0506766273
UniRef50_UPI00036DECC6: hypothetical protein, partial	197.2940645633
UniRef50_UPI00036DECC6: hypothetical protein, partial|unclassified	197.2940645633
UniRef50_UPI00016ACEBF: CHAD domain protein, partial	196.7281887467
UniRef50_UPI00016ACEBF: CHAD domain protein, partial|unclassified	196.7281887467
UniRef50_UPI0004679187: hypothetical protein	196.1727349025
UniRef50_UPI0004679187: hypothetical protein|unclassified	196.1727349025
UniRef50_Q3JK73: CHAD domain family	195.9560798429
UniRef50_Q3JK73: CHAD domain family|unclassified	195.9560798429
UniRef50_Q6NDI4: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	194.3499525388
UniRef50_Q6NDI4: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	194.3499525388
UniRef50_UPI0002BB84C7: hypothetical protein	194.2847742627
UniRef50_UPI0002BB84C7: hypothetical protein|unclassified	194.2847742627
UniRef50_S5U913: Adenylate cyclase	193.9577853965
UniRef50_S5U913: Adenylate cyclase|unclassified	193.9577853965
UniRef50_UPI000467B4C5: membrane protein	192.7261786973
UniRef50_UPI000467B4C5: membrane protein|unclassified	192.7261786973
UniRef50_UPI0003717CFD: hypothetical protein	192.5803565874
UniRef50_UPI0003717CFD: hypothetical protein|unclassified	192.5803565874
UniRef50_UPI00028972CF: ATPase	191.0631282665
UniRef50_UPI00028972CF: ATPase|unclassified	191.0631282665
UniRef50_UPI0002191A6B: ArsR family transcriptional regulator	190.2123003891
UniRef50_UPI0002191A6B: ArsR family transcriptional regulator|unclassified	190.2123003891
UniRef50_UPI00046FAA6D: TrmB family transcriptional regulator, partial	189.8889266139
UniRef50_UPI00046FAA6D: TrmB family transcriptional regulator, partial|unclassified	189.8889266139
UniRef50_UPI0003783856: hypothetical protein	189.7448782867
UniRef50_UPI0003783856: hypothetical protein|unclassified	189.7448782867
UniRef50_UPI0001E2831B: insecticidal toxin protein, putative, partial	189.4892049836
UniRef50_UPI0001E2831B: insecticidal toxin protein, putative, partial|unclassified	189.4892049836
UniRef50_F0GAD6: ArsR family transcriptional regulator (Fragment)	188.6701024362
UniRef50_F0GAD6: ArsR family transcriptional regulator (Fragment)|unclassified	188.6701024362
UniRef50_W1XMU7: Adenylate cyclase (Fragment)	188.3829300791
UniRef50_W1XMU7: Adenylate cyclase (Fragment)|unclassified	188.3829300791
UniRef50_K4RE25: Transcriptional regulator	188.2659289992
UniRef50_K4RE25: Transcriptional regulator|unclassified	188.2659289992
UniRef50_UPI0004766886: ArsR family transcriptional regulator	187.4305204951
UniRef50_UPI0004766886: ArsR family transcriptional regulator|unclassified	187.4305204951
UniRef50_K0VH54: Adenylate/guanylate cyclase (Fragment)	187.3245307314
UniRef50_K0VH54: Adenylate/guanylate cyclase (Fragment)|unclassified	187.3245307314
UniRef50_UPI0003644625: hypothetical protein	187.2282841720
UniRef50_UPI0003644625: hypothetical protein|unclassified	187.2282841720
UniRef50_Q839Z9: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	186.8697587972
UniRef50_Q839Z9: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	186.8697587972
UniRef50_UPI000304BC38: hypothetical protein	186.6384500726
UniRef50_UPI000304BC38: hypothetical protein|unclassified	186.6384500726
UniRef50_D4ZFQ5	185.6893220399
UniRef50_D4ZFQ5|unclassified	185.6893220399
UniRef50_A0A023Y846: Membrane protein	184.7321745630
UniRef50_A0A023Y846: Membrane protein|unclassified	184.7321745630
UniRef50_UPI00037C5BB3: hypothetical protein	184.2632848173
UniRef50_UPI00037C5BB3: hypothetical protein|unclassified	184.2632848173
UniRef50_G8M8B0: Adenylate cyclase	183.3598942037
UniRef50_G8M8B0: Adenylate cyclase|unclassified	183.3598942037
UniRef50_UPI0003B6D4A7: 3'''',5''''-cyclic-nucleotide phosphodiesterase, partial	183.0594029587
UniRef50_UPI0003B6D4A7: 3'''',5''''-cyclic-nucleotide phosphodiesterase, partial|unclassified	183.0594029587
UniRef50_UPI00035DBA9F: hypothetical protein	182.7339299093
UniRef50_UPI00035DBA9F: hypothetical protein|unclassified	182.7339299093
UniRef50_A4JLQ9: CHAD domain containing protein	180.5839829317
UniRef50_A4JLQ9: CHAD domain containing protein|unclassified	180.5839829317
UniRef50_UPI00029AA7C8: adenylate/guanylate cyclase with integral membrane sensor	179.7853282287
UniRef50_UPI00029AA7C8: adenylate/guanylate cyclase with integral membrane sensor|unclassified	179.7853282287
UniRef50_UPI00037BAE9F: hypothetical protein	179.5270845484
UniRef50_UPI00037BAE9F: hypothetical protein|unclassified	179.5270845484
UniRef50_Q93GX3: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	178.6733697816
UniRef50_Q93GX3: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	178.6733697816
UniRef50_UPI00047886B0: hypothetical protein	178.2141641526
UniRef50_UPI00047886B0: hypothetical protein|unclassified	178.2141641526
UniRef50_UPI00016AFBD1: metal-binding protein	177.9568987490
UniRef50_UPI00016AFBD1: metal-binding protein|unclassified	177.9568987490
UniRef50_UPI00035F83AA: hypothetical protein	177.9313334840
UniRef50_UPI00035F83AA: hypothetical protein|unclassified	177.9313334840
UniRef50_UPI00046FF79E: ArsR family transcriptional regulator	177.4892247546
UniRef50_UPI00046FF79E: ArsR family transcriptional regulator|unclassified	177.4892247546
UniRef50_X8BJW9: Putative 3',5'-cyclic-nucleotide phosphodiesterase	177.4117801246
UniRef50_X8BJW9: Putative 3',5'-cyclic-nucleotide phosphodiesterase|unclassified	177.4117801246
UniRef50_UPI00036CD635: MULTISPECIES: hypothetical protein	177.1523866201
UniRef50_UPI00036CD635: MULTISPECIES: hypothetical protein|unclassified	177.1523866201
UniRef50_UPI000466DEE9: toxin, partial	176.9187291702
UniRef50_UPI000466DEE9: toxin, partial|unclassified	176.9187291702
UniRef50_F6FQ90: FHA domain containing protein	176.2283548526
UniRef50_F6FQ90: FHA domain containing protein|unclassified	176.2283548526
UniRef50_O85226: Hydrogen cyanide synthase subunit HcnA	175.6600053299
UniRef50_O85226: Hydrogen cyanide synthase subunit HcnA|unclassified	175.6600053299
UniRef50_UPI000400C30F: ArsR family transcriptional regulator	175.1493217979
UniRef50_UPI000400C30F: ArsR family transcriptional regulator|unclassified	175.1493217979
UniRef50_UPI00047970DC: peptidase	173.7157522902
UniRef50_UPI00047970DC: peptidase|unclassified	173.7157522902
UniRef50_UPI00046C8E65: hypothetical protein	172.8701721953
UniRef50_UPI00046C8E65: hypothetical protein|unclassified	172.8701721953
UniRef50_UPI00036F4E36: hypothetical protein	172.7273006246
UniRef50_UPI00036F4E36: hypothetical protein|unclassified	172.7273006246
UniRef50_A7HPZ6: Rhodanese domain protein	172.2233769023
UniRef50_A7HPZ6: Rhodanese domain protein|unclassified	172.2233769023
UniRef50_J7TG54	171.6735772177
UniRef50_J7TG54|unclassified	171.6735772177
UniRef50_UPI000471056D: ArsR family transcriptional regulator	170.9846921260
UniRef50_UPI000471056D: ArsR family transcriptional regulator|unclassified	170.9846921260
UniRef50_C0B0R9	170.5474183050
UniRef50_C0B0R9|unclassified	170.5474183050
UniRef50_P44693	168.2558335981
UniRef50_P44693|unclassified	168.2558335981
UniRef50_Z5X388: ArsR family transcriptional regulator	167.4338477296
UniRef50_Z5X388: ArsR family transcriptional regulator|unclassified	167.4338477296
UniRef50_UPI00036C9E2A: hypothetical protein	167.2734156603
UniRef50_UPI00036C9E2A: hypothetical protein|unclassified	167.2734156603
UniRef50_UPI0003B6D7E6: 3'''',5''''-cyclic-nucleotide phosphodiesterase	167.2661543307
UniRef50_UPI0003B6D7E6: 3'''',5''''-cyclic-nucleotide phosphodiesterase|unclassified	167.2661543307
UniRef50_UPI0003F6BFF7: hypothetical protein	167.1666368846
UniRef50_UPI0003F6BFF7: hypothetical protein|unclassified	167.1666368846
UniRef50_A4MY38	166.6388761739
UniRef50_A4MY38|unclassified	166.6388761739
UniRef50_W1JHP1	166.3130963969
UniRef50_W1JHP1|unclassified	166.3130963969
UniRef50_UPI00047EE0AC: TrmB family transcriptional regulator	166.1506956587
UniRef50_UPI00047EE0AC: TrmB family transcriptional regulator|unclassified	166.1506956587
UniRef50_B4EW48: Adenylate cyclase-like protein	165.4982310001
UniRef50_B4EW48: Adenylate cyclase-like protein|unclassified	165.4982310001
UniRef50_K6DKW7: Guanylate cyclase (Fragment)	165.4566946092
UniRef50_K6DKW7: Guanylate cyclase (Fragment)|unclassified	165.4566946092
UniRef50_UPI0001913E4F: adenylate cyclase, partial	165.0226303414
UniRef50_UPI0001913E4F: adenylate cyclase, partial|unclassified	165.0226303414
UniRef50_O85227: Hydrogen cyanide synthase subunit HcnB	164.5283422490
UniRef50_O85227: Hydrogen cyanide synthase subunit HcnB|unclassified	164.5283422490
UniRef50_D5RH07	164.1036678134
UniRef50_D5RH07|unclassified	164.1036678134
UniRef50_C0ATU4: YD repeat protein (3 repeats)	163.8803743253
UniRef50_C0ATU4: YD repeat protein (3 repeats)|unclassified	163.8803743253
UniRef50_UPI00047D9A05: hypothetical protein	163.7299667560
UniRef50_UPI00047D9A05: hypothetical protein|unclassified	163.7299667560
UniRef50_W1HWZ5: Transcriptional regulator, ArsR family	163.4010460508
UniRef50_W1HWZ5: Transcriptional regulator, ArsR family|unclassified	163.4010460508
UniRef50_UPI00037DC513: hypothetical protein	163.3643091896
UniRef50_UPI00037DC513: hypothetical protein|unclassified	163.3643091896
UniRef50_A0A059ILQ6: ArsR family transcriptional regulator	162.2643914647
UniRef50_A0A059ILQ6: ArsR family transcriptional regulator|unclassified	162.2643914647
UniRef50_UPI000378E9F3: hypothetical protein, partial	162.2062091969
UniRef50_UPI000378E9F3: hypothetical protein, partial|unclassified	162.2062091969
UniRef50_UPI00037995F4: hypothetical protein	161.9150322428
UniRef50_UPI00037995F4: hypothetical protein|unclassified	161.9150322428
UniRef50_G4I2T1: Adenylate and guanylate cyclase catalytic domain-containing protein	161.8995467824
UniRef50_G4I2T1: Adenylate and guanylate cyclase catalytic domain-containing protein|unclassified	161.8995467824
UniRef50_Q8YLG0: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	160.8082196374
UniRef50_Q8YLG0: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	160.8082196374
UniRef50_UPI000377B6F5: hypothetical protein	160.2959151449
UniRef50_UPI000377B6F5: hypothetical protein|unclassified	160.2959151449
UniRef50_A9NCM2: Intracellular signalling domain protein	160.1203203229
UniRef50_A9NCM2: Intracellular signalling domain protein|unclassified	160.1203203229
UniRef50_D3VCS6	159.4971838241
UniRef50_D3VCS6|unclassified	159.4971838241
UniRef50_UPI0004711150: hypothetical protein	159.4361693050
UniRef50_UPI0004711150: hypothetical protein|unclassified	159.4361693050
UniRef50_K0VYQ1: Adenylate cyclase (Fragment)	159.1504595211
UniRef50_K0VYQ1: Adenylate cyclase (Fragment)|unclassified	159.1504595211
UniRef50_UPI00016AB704: CHAD domain protein, partial	158.5743391494
UniRef50_UPI00016AB704: CHAD domain protein, partial|unclassified	158.5743391494
UniRef50_C4HVD7	158.3740093694
UniRef50_C4HVD7|unclassified	158.3740093694
UniRef50_P40135: Adenylate cyclase	156.8316643329
UniRef50_P40135: Adenylate cyclase|unclassified	156.8316643329
UniRef50_UPI00047E2A62: ArsR family transcriptional regulator	156.8006195008
UniRef50_UPI00047E2A62: ArsR family transcriptional regulator|unclassified	156.8006195008
UniRef50_UPI0002FC3D63: adenylate cyclase	156.6520664277
UniRef50_UPI0002FC3D63: adenylate cyclase|unclassified	156.6520664277
UniRef50_V5BNW5	156.6397984062
UniRef50_V5BNW5|unclassified	156.6397984062
UniRef50_UPI00035EEEDE: hypothetical protein	156.0497721765
UniRef50_UPI00035EEEDE: hypothetical protein|unclassified	156.0497721765
UniRef50_Q7U7W2: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	155.7311541674
UniRef50_Q7U7W2: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	155.7311541674
UniRef50_R4ME93	155.7148599139
UniRef50_R4ME93|unclassified	155.7148599139
UniRef50_Y1I2N8	155.4575089644
UniRef50_Y1I2N8|unclassified	155.4575089644
UniRef50_UPI00046EB331: polyketide cyclase	154.2540054450
UniRef50_UPI00046EB331: polyketide cyclase|unclassified	154.2540054450
UniRef50_Q9PF16	154.0858662892
UniRef50_Q9PF16|unclassified	154.0858662892
UniRef50_UPI000262CA75: ArsR family transcriptional regulator	153.4594108437
UniRef50_UPI000262CA75: ArsR family transcriptional regulator|unclassified	153.4594108437
UniRef50_Z2DH21: Peptidase M23	152.5968618509
UniRef50_Z2DH21: Peptidase M23|unclassified	152.5968618509
UniRef50_UPI00034CB81E: metallophosphatase	152.4952634189
UniRef50_UPI00034CB81E: metallophosphatase|unclassified	152.4952634189
UniRef50_A4JM49: Peptidase M23B	152.4817010348
UniRef50_A4JM49: Peptidase M23B|unclassified	152.4817010348
UniRef50_UPI00036D3E4C: hypothetical protein	151.9924989864
UniRef50_UPI00036D3E4C: hypothetical protein|unclassified	151.9924989864
UniRef50_UPI000262ADD1: ArsR family transcriptional regulator	151.2876594527
UniRef50_UPI000262ADD1: ArsR family transcriptional regulator|unclassified	151.2876594527
UniRef50_C2YC05: ArsR family transcriptional regulator	150.7414850314
UniRef50_C2YC05: ArsR family transcriptional regulator|unclassified	150.7414850314
UniRef50_K3HFK2: Diguanylate cyclase/phosphodiesterase with PAS/PAC and GAF sensor	150.3677188049
UniRef50_K3HFK2: Diguanylate cyclase/phosphodiesterase with PAS/PAC and GAF sensor|unclassified	150.3677188049
UniRef50_UPI00016A5C41: protein kinase domain protein, partial	150.2877922821
UniRef50_UPI00016A5C41: protein kinase domain protein, partial|unclassified	150.2877922821
UniRef50_Q3Z3P2	149.9336674019
UniRef50_Q3Z3P2|unclassified	149.9336674019
UniRef50_W7QL31	149.5953358945
UniRef50_W7QL31|unclassified	149.5953358945
UniRef50_T5HAV9	149.0823446459
UniRef50_T5HAV9|unclassified	149.0823446459
UniRef50_UPI000476AE15: hypothetical protein	149.0370008221
UniRef50_UPI000476AE15: hypothetical protein|unclassified	149.0370008221
UniRef50_UPI000381883D: ArsR family transcriptional regulator	148.8476869579
UniRef50_UPI000381883D: ArsR family transcriptional regulator|unclassified	148.8476869579
UniRef50_Q3JS36	148.7799982952
UniRef50_Q3JS36|unclassified	148.7799982952
UniRef50_UPI0002BAB2A0: protease, partial	148.5018670672
UniRef50_UPI0002BAB2A0: protease, partial|unclassified	148.5018670672
UniRef50_UPI0004784160: hypothetical protein	147.8964397512
UniRef50_UPI0004784160: hypothetical protein|unclassified	147.8964397512
UniRef50_UPI000362D8D7: hypothetical protein	146.7072506315
UniRef50_UPI000362D8D7: hypothetical protein|unclassified	146.7072506315
UniRef50_G0Z8W1: HcnB (Fragment)	146.4664922394
UniRef50_G0Z8W1: HcnB (Fragment)|unclassified	146.4664922394
UniRef50_UPI000429EEC6: 3'',5''-cyclic-nucleotide phosphodiesterase	145.7116915694
UniRef50_UPI000429EEC6: 3'',5''-cyclic-nucleotide phosphodiesterase|unclassified	145.7116915694
UniRef50_UPI00047E9A63: ArsR family transcriptional regulator	145.1460875081
UniRef50_UPI00047E9A63: ArsR family transcriptional regulator|unclassified	145.1460875081
UniRef50_B2HW22	144.9534876685
