# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-CPM
UniRef50_UPI0004148019: hypothetical protein	700.172
UniRef50_UPI0004148019: hypothetical protein|unclassified	700.172
UniRef50_UPI0002556482: adenylate cyclase	696.784
UniRef50_UPI0002556482: adenylate cyclase|unclassified	696.784
UniRef50_R4MAB3: Transcriptional regulator, arsR-family protein	696.148
UniRef50_R4MAB3: Transcriptional regulator, arsR-family protein|unclassified	696.148
UniRef50_F8QRD7: Arsenic resistance transcriptional regulator	696.148
UniRef50_F8QRD7: Arsenic resistance transcriptional regulator|unclassified	696.148
UniRef50_UPI0003B69023: transcriptional regulator	695.423
UniRef50_UPI0003B69023: transcriptional regulator|unclassified	695.423
UniRef50_V8HT94: ArsR family transcriptional regulator (Fragment)	693.664
UniRef50_V8HT94: ArsR family transcriptional regulator (Fragment)|unclassified	693.664
UniRef50_UPI0003B60FAF: adenylate cyclase, partial	689.269
UniRef50_UPI0003B60FAF: adenylate cyclase, partial|unclassified	689.269
UniRef50_UPI00036DECC6: hypothetical protein, partial	686.636
UniRef50_UPI00036DECC6: hypothetical protein, partial|unclassified	686.636
UniRef50_UPI00016ACEBF: CHAD domain protein, partial	684.667
UniRef50_UPI00016ACEBF: CHAD domain protein, partial|unclassified	684.667
UniRef50_UPI0004679187: hypothetical protein	682.734
UniRef50_UPI0004679187: hypothetical protein|unclassified	682.734
UniRef50_Q3JK73: CHAD domain family	681.979
UniRef50_Q3JK73: CHAD domain family|unclassified	681.979
UniRef50_Q6NDI4: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	676.39
UniRef50_Q6NDI4: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	676.39
UniRef50_UPI0002BB84C7: hypothetical protein	676.163
UniRef50_UPI0002BB84C7: hypothetical protein|unclassified	676.163
UniRef50_S5U913: Adenylate cyclase	675.025
UniRef50_S5U913: Adenylate cyclase|unclassified	675.025
UniRef50_UPI000467B4C5: membrane protein	670.739
UniRef50_UPI000467B4C5: membrane protein|unclassified	670.739
UniRef50_UPI0003717CFD: hypothetical protein	670.231
UniRef50_UPI0003717CFD: hypothetical protein|unclassified	670.231
UniRef50_UPI00028972CF: ATPase	664.951
UniRef50_UPI00028972CF: ATPase|unclassified	664.951
UniRef50_UPI0002191A6B: ArsR family transcriptional regulator	661.99
UniRef50_UPI0002191A6B: ArsR family transcriptional regulator|unclassified	661.99
UniRef50_UPI00046FAA6D: TrmB family transcriptional regulator, partial	660.864
UniRef50_UPI00046FAA6D: TrmB family transcriptional regulator, partial|unclassified	660.864
UniRef50_UPI0003783856: hypothetical protein	660.363
UniRef50_UPI0003783856: hypothetical protein|unclassified	660.363
UniRef50_UPI0001E2831B: insecticidal toxin protein, putative, partial	659.473
UniRef50_UPI0001E2831B: insecticidal toxin protein, putative, partial|unclassified	659.473
UniRef50_F0GAD6: ArsR family transcriptional regulator (Fragment)	656.622
UniRef50_F0GAD6: ArsR family transcriptional regulator (Fragment)|unclassified	656.622
UniRef50_W1XMU7: Adenylate cyclase (Fragment)	655.623
UniRef50_W1XMU7: Adenylate cyclase (Fragment)|unclassified	655.623
UniRef50_K4RE25: Transcriptional regulator	655.216
UniRef50_K4RE25: Transcriptional regulator|unclassified	655.216
UniRef50_UPI0004766886: ArsR family transcriptional regulator	652.308
UniRef50_UPI0004766886: ArsR family transcriptional regulator|unclassified	652.308
UniRef50_K0VH54: Adenylate/guanylate cyclase (Fragment)	651.939
UniRef50_K0VH54: Adenylate/guanylate cyclase (Fragment)|unclassified	651.939
UniRef50_UPI0003644625: hypothetical protein	651.604
UniRef50_UPI0003644625: hypothetical protein|unclassified	651.604
UniRef50_Q839Z9: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	650.357
UniRef50_Q839Z9: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	650.357
UniRef50_UPI000304BC38: hypothetical protein	649.552
UniRef50_UPI000304BC38: hypothetical protein|unclassified	649.552
UniRef50_D4ZFQ5	646.248
UniRef50_D4ZFQ5|unclassified	646.248
UniRef50_A0A023Y846: Membrane protein	642.917
UniRef50_A0A023Y846: Membrane protein|unclassified	642.917
UniRef50_UPI00037C5BB3: hypothetical protein	641.285
UniRef50_UPI00037C5BB3: hypothetical protein|unclassified	641.285
UniRef50_G8M8B0: Adenylate cyclase	638.141
UniRef50_G8M8B0: Adenylate cyclase|unclassified	638.141
UniRef50_UPI0003B6D4A7: 3'''',5''''-cyclic-nucleotide phosphodiesterase, partial	637.096
UniRef50_UPI0003B6D4A7: 3'''',5''''-cyclic-nucleotide phosphodiesterase, partial|unclassified	637.096
UniRef50_UPI00035DBA9F: hypothetical protein	635.963
UniRef50_UPI00035DBA9F: hypothetical protein|unclassified	635.963
UniRef50_A4JLQ9: CHAD domain containing protein	628.48
UniRef50_A4JLQ9: CHAD domain containing protein|unclassified	628.48
UniRef50_UPI00029AA7C8: adenylate/guanylate cyclase with integral membrane sensor	625.701
UniRef50_UPI00029AA7C8: adenylate/guanylate cyclase with integral membrane sensor|unclassified	625.701
UniRef50_UPI00037BAE9F: hypothetical protein	624.802
UniRef50_UPI00037BAE9F: hypothetical protein|unclassified	624.802
UniRef50_Q93GX3: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	621.831
UniRef50_Q93GX3: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	621.831
UniRef50_UPI00047886B0: hypothetical protein	620.233
UniRef50_UPI00047886B0: hypothetical protein|unclassified	620.233
UniRef50_UPI00016AFBD1: metal-binding protein	619.338
UniRef50_UPI00016AFBD1: metal-binding protein|unclassified	619.338
UniRef50_UPI00035F83AA: hypothetical protein	619.249
UniRef50_UPI00035F83AA: hypothetical protein|unclassified	619.249
UniRef50_UPI00046FF79E: ArsR family transcriptional regulator	617.71
UniRef50_UPI00046FF79E: ArsR family transcriptional regulator|unclassified	617.71
UniRef50_X8BJW9: Putative 3',5'-cyclic-nucleotide phosphodiesterase	617.44
UniRef50_X8BJW9: Putative 3',5'-cyclic-nucleotide phosphodiesterase|unclassified	617.44
UniRef50_UPI00036CD635: MULTISPECIES: hypothetical protein	616.538
UniRef50_UPI00036CD635: MULTISPECIES: hypothetical protein|unclassified	616.538
UniRef50_UPI000466DEE9: toxin, partial	615.724
UniRef50_UPI000466DEE9: toxin, partial|unclassified	615.724
UniRef50_F6FQ90: FHA domain containing protein	613.322
UniRef50_F6FQ90: FHA domain containing protein|unclassified	613.322
UniRef50_O85226: Hydrogen cyanide synthase subunit HcnA	611.344
UniRef50_O85226: Hydrogen cyanide synthase subunit HcnA|unclassified	611.344
UniRef50_UPI000400C30F: ArsR family transcriptional regulator	609.566
UniRef50_UPI000400C30F: ArsR family transcriptional regulator|unclassified	609.566
UniRef50_UPI00047970DC: peptidase	604.577
UniRef50_UPI00047970DC: peptidase|unclassified	604.577
UniRef50_UPI00046C8E65: hypothetical protein	601.634
UniRef50_UPI00046C8E65: hypothetical protein|unclassified	601.634
UniRef50_UPI00036F4E36: hypothetical protein	601.137
UniRef50_UPI00036F4E36: hypothetical protein|unclassified	601.137
UniRef50_A7HPZ6: Rhodanese domain protein	599.383
UniRef50_A7HPZ6: Rhodanese domain protein|unclassified	599.383
UniRef50_J7TG54	597.47
UniRef50_J7TG54|unclassified	597.47
UniRef50_UPI000471056D: ArsR family transcriptional regulator	595.072
UniRef50_UPI000471056D: ArsR family transcriptional regulator|unclassified	595.072
UniRef50_C0B0R9	593.551
UniRef50_C0B0R9|unclassified	593.551
UniRef50_P44693	585.575
UniRef50_P44693|unclassified	585.575
UniRef50_Z5X388: ArsR family transcriptional regulator	582.715
UniRef50_Z5X388: ArsR family transcriptional regulator|unclassified	582.715
UniRef50_UPI00036C9E2A: hypothetical protein	582.156
UniRef50_UPI00036C9E2A: hypothetical protein|unclassified	582.156
UniRef50_UPI0003B6D7E6: 3'''',5''''-cyclic-nucleotide phosphodiesterase	582.131
UniRef50_UPI0003B6D7E6: 3'''',5''''-cyclic-nucleotide phosphodiesterase|unclassified	582.131
UniRef50_UPI0003F6BFF7: hypothetical protein	581.785
UniRef50_UPI0003F6BFF7: hypothetical protein|unclassified	581.785
UniRef50_A4MY38	579.948
UniRef50_A4MY38|unclassified	579.948
UniRef50_W1JHP1	578.814
UniRef50_W1JHP1|unclassified	578.814
UniRef50_UPI00047EE0AC: TrmB family transcriptional regulator	578.249
UniRef50_UPI00047EE0AC: TrmB family transcriptional regulator|unclassified	578.249
UniRef50_B4EW48: Adenylate cyclase-like protein	575.978
UniRef50_B4EW48: Adenylate cyclase-like protein|unclassified	575.978
UniRef50_K6DKW7: Guanylate cyclase (Fragment)	575.833
UniRef50_K6DKW7: Guanylate cyclase (Fragment)|unclassified	575.833
UniRef50_UPI0001913E4F: adenylate cyclase, partial	574.323
UniRef50_UPI0001913E4F: adenylate cyclase, partial|unclassified	574.323
UniRef50_O85227: Hydrogen cyanide synthase subunit HcnB	572.603
UniRef50_O85227: Hydrogen cyanide synthase subunit HcnB|unclassified	572.603
UniRef50_D5RH07	571.125
UniRef50_D5RH07|unclassified	571.125
UniRef50_C0ATU4: YD repeat protein (3 repeats)	570.347
UniRef50_C0ATU4: YD repeat protein (3 repeats)|unclassified	570.347
UniRef50_UPI00047D9A05: hypothetical protein	569.824
UniRef50_UPI00047D9A05: hypothetical protein|unclassified	569.824
UniRef50_W1HWZ5: Transcriptional regulator, ArsR family	568.679
UniRef50_W1HWZ5: Transcriptional regulator, ArsR family|unclassified	568.679
UniRef50_UPI00037DC513: hypothetical protein	568.551
UniRef50_UPI00037DC513: hypothetical protein|unclassified	568.551
UniRef50_A0A059ILQ6: ArsR family transcriptional regulator	564.723
UniRef50_A0A059ILQ6: ArsR family transcriptional regulator|unclassified	564.723
UniRef50_UPI000378E9F3: hypothetical protein, partial	564.521
UniRef50_UPI000378E9F3: hypothetical protein, partial|unclassified	564.521
UniRef50_UPI00037995F4: hypothetical protein	563.508
UniRef50_UPI00037995F4: hypothetical protein|unclassified	563.508
UniRef50_G4I2T1: Adenylate and guanylate cyclase catalytic domain-containing protein	563.454
UniRef50_G4I2T1: Adenylate and guanylate cyclase catalytic domain-containing protein|unclassified	563.454
UniRef50_Q8YLG0: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	559.656
UniRef50_Q8YLG0: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	559.656
UniRef50_UPI000377B6F5: hypothetical protein	557.873
UniRef50_UPI000377B6F5: hypothetical protein|unclassified	557.873
UniRef50_A9NCM2: Intracellular signalling domain protein	557.261
UniRef50_A9NCM2: Intracellular signalling domain protein|unclassified	557.261
UniRef50_D3VCS6	555.093
UniRef50_D3VCS6|unclassified	555.093
UniRef50_UPI0004711150: hypothetical protein	554.88
UniRef50_UPI0004711150: hypothetical protein|unclassified	554.88
UniRef50_K0VYQ1: Adenylate cyclase (Fragment)	553.886
UniRef50_K0VYQ1: Adenylate cyclase (Fragment)|unclassified	553.886
UniRef50_UPI00016AB704: CHAD domain protein, partial	551.881
UniRef50_UPI00016AB704: CHAD domain protein, partial|unclassified	551.881
UniRef50_C4HVD7	551.184
UniRef50_C4HVD7|unclassified	551.184
UniRef50_P40135: Adenylate cyclase	545.816
UniRef50_P40135: Adenylate cyclase|unclassified	545.816
UniRef50_UPI00047E2A62: ArsR family transcriptional regulator	545.708
UniRef50_UPI00047E2A62: ArsR family transcriptional regulator|unclassified	545.708
UniRef50_UPI0002FC3D63: adenylate cyclase	545.191
UniRef50_UPI0002FC3D63: adenylate cyclase|unclassified	545.191
UniRef50_V5BNW5	545.148
UniRef50_V5BNW5|unclassified	545.148
UniRef50_UPI00035EEEDE: hypothetical protein	543.095
UniRef50_UPI00035EEEDE: hypothetical protein|unclassified	543.095
UniRef50_Q7U7W2: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	541.986
UniRef50_Q7U7W2: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	541.986
UniRef50_R4ME93	541.929
UniRef50_R4ME93|unclassified	541.929
UniRef50_Y1I2N8	541.034
UniRef50_Y1I2N8|unclassified	541.034
UniRef50_UPI00046EB331: polyketide cyclase	536.845
UniRef50_UPI00046EB331: polyketide cyclase|unclassified	536.845
UniRef50_Q9PF16	536.26
UniRef50_Q9PF16|unclassified	536.26
UniRef50_UPI000262CA75: ArsR family transcriptional regulator	534.08
UniRef50_UPI000262CA75: ArsR family transcriptional regulator|unclassified	534.08
UniRef50_Z2DH21: Peptidase M23	531.078
UniRef50_Z2DH21: Peptidase M23|unclassified	531.078
UniRef50_UPI00034CB81E: metallophosphatase	530.724
UniRef50_UPI00034CB81E: metallophosphatase|unclassified	530.724
UniRef50_A4JM49: Peptidase M23B	530.677
UniRef50_A4JM49: Peptidase M23B|unclassified	530.677
UniRef50_UPI00036D3E4C: hypothetical protein	528.974
UniRef50_UPI00036D3E4C: hypothetical protein|unclassified	528.974
UniRef50_UPI000262ADD1: ArsR family transcriptional regulator	526.521
UniRef50_UPI000262ADD1: ArsR family transcriptional regulator|unclassified	526.521
UniRef50_C2YC05: ArsR family transcriptional regulator	524.621
UniRef50_C2YC05: ArsR family transcriptional regulator|unclassified	524.621
UniRef50_K3HFK2: Diguanylate cyclase/phosphodiesterase with PAS/PAC and GAF sensor	523.32
UniRef50_K3HFK2: Diguanylate cyclase/phosphodiesterase with PAS/PAC and GAF sensor|unclassified	523.32
UniRef50_UPI00016A5C41: protein kinase domain protein, partial	523.042
UniRef50_UPI00016A5C41: protein kinase domain protein, partial|unclassified	523.042
UniRef50_Q3Z3P2	521.809
UniRef50_Q3Z3P2|unclassified	521.809
UniRef50_W7QL31	520.632
UniRef50_W7QL31|unclassified	520.632
UniRef50_T5HAV9	518.846
UniRef50_T5HAV9|unclassified	518.846
UniRef50_UPI000476AE15: hypothetical protein	518.689
UniRef50_UPI000476AE15: hypothetical protein|unclassified	518.689
UniRef50_UPI000381883D: ArsR family transcriptional regulator	518.03
UniRef50_UPI000381883D: ArsR family transcriptional regulator|unclassified	518.03
UniRef50_Q3JS36	517.794
UniRef50_Q3JS36|unclassified	517.794
UniRef50_UPI0002BAB2A0: protease, partial	516.826
UniRef50_UPI0002BAB2A0: protease, partial|unclassified	516.826
UniRef50_UPI0004784160: hypothetical protein	514.719
UniRef50_UPI0004784160: hypothetical protein|unclassified	514.719
UniRef50_UPI000362D8D7: hypothetical protein	510.58
UniRef50_UPI000362D8D7: hypothetical protein|unclassified	510.58
UniRef50_G0Z8W1: HcnB (Fragment)	509.743
UniRef50_G0Z8W1: HcnB (Fragment)|unclassified	509.743
UniRef50_UPI000429EEC6: 3'',5''-cyclic-nucleotide phosphodiesterase	507.116
UniRef50_UPI000429EEC6: 3'',5''-cyclic-nucleotide phosphodiesterase|unclassified	507.116
UniRef50_UPI00047E9A63: ArsR family transcriptional regulator	505.147
UniRef50_UPI00047E9A63: ArsR family transcriptional regulator|unclassified	505.147
UniRef50_B2HW22	504.477
UniRef50_B2HW22|unclassified	504.477
UniRef50_UPI000468BD7F: ArsR family transcriptional regulator	503.358
UniRef50_UPI000468BD7F: ArsR family transcriptional regulator|unclassified	503.358
UniRef50_UPI000465FE1C: ArsR family transcriptional regulator	501.445
UniRef50_UPI000465FE1C: ArsR family transcriptional regulator|unclassified	501.445
UniRef50_UPI000050FDBC: transcriptional regulator, ArsR family protein	500.885
UniRef50_UPI000050FDBC: transcriptional regulator, ArsR family protein|unclassified	500.885
UniRef50_X8ACZ7: Peptidase M23 family protein	499.422
UniRef50_X8ACZ7: Peptidase M23 family protein|unclassified	499.422
UniRef50_UPI00035CE066: hypothetical protein	498.715
UniRef50_UPI00035CE066: hypothetical protein|unclassified	498.715
UniRef50_UPI00035C8D09: hypothetical protein	495.662
UniRef50_UPI00035C8D09: hypothetical protein|unclassified	495.662
UniRef50_UPI00029A4444: nicotinamidase	494.472
UniRef50_UPI00029A4444: nicotinamidase|unclassified	494.472
UniRef50_UPI00036A2EAB: hypothetical protein	490.107
UniRef50_UPI00036A2EAB: hypothetical protein|unclassified	490.107
UniRef50_UPI00016AD206: putative serine/threonine protein kinase, partial	489.743
UniRef50_UPI00016AD206: putative serine/threonine protein kinase, partial|unclassified	489.743
UniRef50_X8F3S4: Membrane-anchored adenylyl cyclase domain protein	488.645
UniRef50_X8F3S4: Membrane-anchored adenylyl cyclase domain protein|unclassified	488.645
UniRef50_Q1GJ94	487.089
UniRef50_Q1GJ94|unclassified	487.089
UniRef50_F4N4K0	486.216
UniRef50_F4N4K0|unclassified	486.216
UniRef50_UPI00047B3990: cytochrome C	486.042
UniRef50_UPI00047B3990: cytochrome C|unclassified	486.042
UniRef50_UPI0004711EA1: 3'',5''-cyclic-nucleotide phosphodiesterase	484.953
UniRef50_UPI0004711EA1: 3'',5''-cyclic-nucleotide phosphodiesterase|unclassified	484.953
UniRef50_UPI00016ADF86: CHAD domain protein, partial	482.925
UniRef50_UPI00016ADF86: CHAD domain protein, partial|unclassified	482.925
UniRef50_E1W572	482.241
UniRef50_E1W572|unclassified	482.241
UniRef50_UPI0004755074: hypothetical protein	480.571
UniRef50_UPI0004755074: hypothetical protein|unclassified	480.571
UniRef50_J4YH43: ArsR family transcriptional regulator	480.551
UniRef50_J4YH43: ArsR family transcriptional regulator|unclassified	480.551
UniRef50_UPI000379A0FF: hypothetical protein	478.657
UniRef50_UPI000379A0FF: hypothetical protein|unclassified	478.657
UniRef50_UPI00016AD7A1: protein kinase domain protein, partial	477.311
UniRef50_UPI00016AD7A1: protein kinase domain protein, partial|unclassified	477.311
UniRef50_S7R395: Adenylate cyclase	475.755
UniRef50_S7R395: Adenylate cyclase|unclassified	475.755
UniRef50_P27580: Adenylate cyclase	475.562
UniRef50_P27580: Adenylate cyclase|unclassified	475.562
UniRef50_V5AB45: Adenylate cyclase	475.459
UniRef50_V5AB45: Adenylate cyclase|unclassified	475.459
UniRef50_I8JZI7: Insecticidal toxin (Fragment)	473.005
UniRef50_I8JZI7: Insecticidal toxin (Fragment)|unclassified	473.005
UniRef50_A3N0M5	471.59
UniRef50_A3N0M5|unclassified	471.59
UniRef50_A6E4I6	469.636
UniRef50_A6E4I6|unclassified	469.636
UniRef50_F2ZJC9: Ser/Thr protein phosphatase family protein	468.262
UniRef50_F2ZJC9: Ser/Thr protein phosphatase family protein|unclassified	468.262
UniRef50_Q46366: Putative arsenical pump-driving ATPase	468.143
UniRef50_Q46366: Putative arsenical pump-driving ATPase|unclassified	468.143
UniRef50_M1SS39: Adenylate cyclase	467.309
UniRef50_M1SS39: Adenylate cyclase|unclassified	467.309
UniRef50_R4UT14	466.667
UniRef50_R4UT14|unclassified	466.667
UniRef50_UPI0001A42913: transcription regulator ArsR	461.981
UniRef50_UPI0001A42913: transcription regulator ArsR|unclassified	461.981
UniRef50_UPI0002DE6F6B: hypothetical protein	459.88
UniRef50_UPI0002DE6F6B: hypothetical protein|unclassified	459.88
UniRef50_F0GFV8: Lipoprotein (Fragment)	459.86
UniRef50_F0GFV8: Lipoprotein (Fragment)|unclassified	459.86
UniRef50_K0VJY0: Adenylate/guanylate cyclase (Fragment)	453.509
UniRef50_K0VJY0: Adenylate/guanylate cyclase (Fragment)|unclassified	453.509
UniRef50_Q8R849	452.085
UniRef50_Q8R849|unclassified	452.085
UniRef50_A9AK02: CHAD domain containing protein	451.544
UniRef50_A9AK02: CHAD domain containing protein|unclassified	451.544
UniRef50_M3V7K2: Ser/Thr phosphatase family domain protein	450.972
UniRef50_M3V7K2: Ser/Thr phosphatase family domain protein|unclassified	450.972
UniRef50_M3UDA8	450.251
UniRef50_M3UDA8|unclassified	450.251
UniRef50_E8YU69: CHAD domain containing protein	449.753
UniRef50_E8YU69: CHAD domain containing protein|unclassified	449.753
UniRef50_UPI00047AED26: TrmB family transcriptional regulator	448.7
UniRef50_UPI00047AED26: TrmB family transcriptional regulator|unclassified	448.7
UniRef50_S6V224: Adenylate cyclase (Fragment)	447.246
UniRef50_S6V224: Adenylate cyclase (Fragment)|unclassified	447.246
UniRef50_UPI00016A35DB: peptidase M23B, partial	443.293
