# Gene Family	SampleDNA_repair._bacterial_Abundance-CPM
UniRef50_UPI0003FAFD5D: DNA repair exonuclease|unclassified	778.84
UniRef50_E5Z9J8: DNA repair protein RecN	774.72
UniRef50_E5Z9J8: DNA repair protein RecN|unclassified	774.72
UniRef50_A0A011MBA1: DNA repair protein RecN	772.979
UniRef50_A0A011MBA1: DNA repair protein RecN|unclassified	772.979
UniRef50_Q82AG6: Probable endonuclease 4	772.159
UniRef50_Q82AG6: Probable endonuclease 4|unclassified	772.159
UniRef50_A7Z9I5: Endonuclease V	769.74
UniRef50_A7Z9I5: Endonuclease V|unclassified	769.74
UniRef50_UPI00036DEB6E: hypothetical protein	767.179
UniRef50_UPI00036DEB6E: hypothetical protein|unclassified	767.179
UniRef50_Q085S6: Exodeoxyribonuclease 7 large subunit	764.71
UniRef50_Q085S6: Exodeoxyribonuclease 7 large subunit|unclassified	764.71
UniRef50_Q87CZ0: Endonuclease V	763.076
UniRef50_Q87CZ0: Endonuclease V|unclassified	763.076
UniRef50_UPI0003B3103D: exodeoxyribonuclease III	758.185
UniRef50_UPI0003B3103D: exodeoxyribonuclease III|unclassified	758.185
UniRef50_UPI00047AEF86: hypothetical protein	757.706
UniRef50_UPI00047AEF86: hypothetical protein|unclassified	757.706
UniRef50_UPI00046650D5: DNA recombination protein RecN	757.305
UniRef50_UPI00046650D5: DNA recombination protein RecN|unclassified	757.305
UniRef50_A3GU64: Nuclease sbcCD subunit C (Fragment)	756.717
UniRef50_A3GU64: Nuclease sbcCD subunit C (Fragment)|unclassified	756.717
UniRef50_Q475F5: Exodeoxyribonuclease 7 large subunit	750.352
UniRef50_Q475F5: Exodeoxyribonuclease 7 large subunit|unclassified	750.352
UniRef50_I3UDG2: SbcD	748.923
UniRef50_I3UDG2: SbcD|unclassified	748.923
UniRef50_UPI00036DEA69: hypothetical protein	747.135
UniRef50_UPI00036DEA69: hypothetical protein|unclassified	747.135
UniRef50_UPI000362B991: hypothetical protein, partial	744.345
UniRef50_UPI000362B991: hypothetical protein, partial|unclassified	744.345
UniRef50_UPI00030BA290: hypothetical protein	742.941
UniRef50_UPI00030BA290: hypothetical protein|unclassified	742.941
UniRef50_B7K379: Endonuclease V	740.356
UniRef50_B7K379: Endonuclease V|unclassified	740.356
UniRef50_UPI0002492E62: exodeoxyribonuclease VII large subunit	733.433
UniRef50_UPI0002492E62: exodeoxyribonuclease VII large subunit|unclassified	733.433
UniRef50_UPI00036A96B9: DNA recombinase	731.595
UniRef50_UPI00036A96B9: DNA recombinase|unclassified	731.595
UniRef50_A7MQ95: UPF0758 protein ESA_04094	731.37
UniRef50_A7MQ95: UPF0758 protein ESA_04094|unclassified	731.37
UniRef50_UPI00046F6FED: hypothetical protein	730.406
UniRef50_UPI00046F6FED: hypothetical protein|unclassified	730.406
UniRef50_UPI000471EB99: hypothetical protein	729.982
UniRef50_UPI000471EB99: hypothetical protein|unclassified	729.982
UniRef50_UPI0004722AF5: hypothetical protein, partial	729.701
UniRef50_UPI0004722AF5: hypothetical protein, partial|unclassified	729.701
UniRef50_W9AFQ1: DNA repair protein RadC	726.202
UniRef50_W9AFQ1: DNA repair protein RadC|unclassified	726.202
UniRef50_UPI000368CAF7: hypothetical protein	725.221
UniRef50_UPI000368CAF7: hypothetical protein|unclassified	725.221
UniRef50_U3BVW2: DNA repair protein RadC	722.841
UniRef50_U3BVW2: DNA repair protein RadC|unclassified	722.841
UniRef50_UPI0002897145: methylated-DNA--protein-cysteine methyltransferase	719.629
UniRef50_UPI0002897145: methylated-DNA--protein-cysteine methyltransferase|unclassified	719.629
UniRef50_A1WY69: DNA polymerase IV	716.972
UniRef50_A1WY69: DNA polymerase IV|unclassified	716.972
UniRef50_UPI0002377A64: DNA repair protein RecN, partial	715.319
UniRef50_UPI0002377A64: DNA repair protein RecN, partial|unclassified	715.319
UniRef50_P54521: Exodeoxyribonuclease 7 large subunit	713.964
UniRef50_P54521: Exodeoxyribonuclease 7 large subunit|unclassified	713.964
UniRef50_X3XBF1	707.464
UniRef50_X3XBF1|unclassified	707.464
UniRef50_UPI0003671825: hypothetical protein	705.947
UniRef50_UPI0003671825: hypothetical protein|unclassified	705.947
UniRef50_UPI00039ADE12: hypothetical protein	704.42
UniRef50_UPI00039ADE12: hypothetical protein|unclassified	704.42
UniRef50_UPI000237816C: DNA-directed DNA polymerase, partial	703.642
UniRef50_UPI000237816C: DNA-directed DNA polymerase, partial|unclassified	703.642
UniRef50_UPI00037D94C9: hypothetical protein, partial	702.552
UniRef50_UPI00037D94C9: hypothetical protein, partial|unclassified	702.552
UniRef50_Q8DND7	701.026
UniRef50_Q8DND7|unclassified	701.026
UniRef50_C5AD70: RmuC domain-containing protein	696.313
UniRef50_C5AD70: RmuC domain-containing protein|unclassified	696.313
UniRef50_Q6F1D3: Probable endonuclease 4	695.95
UniRef50_Q6F1D3: Probable endonuclease 4|unclassified	695.95
UniRef50_UPI0003B5B76A: methylated-DNA--protein-cysteine methyltransferase	694.957
UniRef50_UPI0003B5B76A: methylated-DNA--protein-cysteine methyltransferase|unclassified	694.957
UniRef50_B4RM65: UPF0758 protein NGK_1225	690.39
UniRef50_B4RM65: UPF0758 protein NGK_1225|unclassified	690.39
UniRef50_W4L143	688.997
UniRef50_W4L143|unclassified	688.997
UniRef50_UPI0003B531A9: iron-sulfur binding protein	686.427
UniRef50_UPI0003B531A9: iron-sulfur binding protein|unclassified	686.427
UniRef50_UPI00046F4BA7: hypothetical protein, partial	683.407
UniRef50_UPI00046F4BA7: hypothetical protein, partial|unclassified	683.407
UniRef50_S3E1F3: RmuC	683.337
UniRef50_S3E1F3: RmuC|unclassified	683.337
UniRef50_G8LFQ8: UPF0758 protein EcWSU1_00102	682.435
UniRef50_G8LFQ8: UPF0758 protein EcWSU1_00102|unclassified	682.435
UniRef50_UPI00037E7CCD: hypothetical protein	682.29
UniRef50_UPI00037E7CCD: hypothetical protein|unclassified	682.29
UniRef50_Q9AK82: DNA polymerase IV	681.819
UniRef50_Q9AK82: DNA polymerase IV|unclassified	681.819
UniRef50_UPI00046E5527: DNA polymerase IV	678.259
UniRef50_UPI00046E5527: DNA polymerase IV|unclassified	678.259
UniRef50_Q6AL48: DNA polymerase IV	676.559
UniRef50_Q6AL48: DNA polymerase IV|unclassified	676.559
UniRef50_UPI0003B3A8DB: methylated-DNA-protein-cysteine methyltransferase	675.841
UniRef50_UPI0003B3A8DB: methylated-DNA-protein-cysteine methyltransferase|unclassified	675.841
UniRef50_E2PIP4	675.211
UniRef50_E2PIP4|unclassified	675.211
UniRef50_UPI0003B30167: chromosome segregation protein SMC	674.98
UniRef50_UPI0003B30167: chromosome segregation protein SMC|unclassified	674.98
UniRef50_R0M927: DNA recombination protein RmuC	674.736
UniRef50_R0M927: DNA recombination protein RmuC|unclassified	674.736
UniRef50_UPI000475FB2D: AraC family transcriptional regulator	673.844
UniRef50_UPI000475FB2D: AraC family transcriptional regulator|unclassified	673.844
UniRef50_UPI0003662FA1: hypothetical protein	668.046
UniRef50_UPI0003662FA1: hypothetical protein|unclassified	668.046
UniRef50_UPI0004628605: Fe-S cluster assembly protein HesB, partial	665.7
UniRef50_UPI0004628605: Fe-S cluster assembly protein HesB, partial|unclassified	665.7
UniRef50_L0VLD7: DNA recombination protein RmuC	659.513
UniRef50_L0VLD7: DNA recombination protein RmuC|unclassified	659.513
UniRef50_UPI0003496779: hypothetical protein	659.486
UniRef50_UPI0003496779: hypothetical protein|unclassified	659.486
UniRef50_UPI0003B5D3C8: hypothetical protein	657.782
UniRef50_UPI0003B5D3C8: hypothetical protein|unclassified	657.782
UniRef50_B1W2D9: Exodeoxyribonuclease 7 large subunit	651.051
UniRef50_B1W2D9: Exodeoxyribonuclease 7 large subunit|unclassified	651.051
UniRef50_UPI0001850EE2: nuclease SbcCD, D subunit	647.87
UniRef50_UPI0001850EE2: nuclease SbcCD, D subunit|unclassified	647.87
UniRef50_C1L2R7: Exodeoxyribonuclease 7 large subunit	644.289
UniRef50_C1L2R7: Exodeoxyribonuclease 7 large subunit|unclassified	644.289
UniRef50_UPI0004673090: DNA mismatch repair protein Vsr	638.571
UniRef50_UPI0004673090: DNA mismatch repair protein Vsr|unclassified	638.571
UniRef50_E3ZIZ0: Ser/Thr protein phosphatase family protein (Fragment)	637.025
UniRef50_E3ZIZ0: Ser/Thr protein phosphatase family protein (Fragment)|unclassified	637.025
UniRef50_Q60CT7: Endonuclease V	636.14
UniRef50_Q60CT7: Endonuclease V|unclassified	636.14
UniRef50_B8G418: Probable endonuclease 4	635.8
UniRef50_B8G418: Probable endonuclease 4|unclassified	635.8
UniRef50_Q3ABL2: DNA polymerase IV	634.112
UniRef50_Q3ABL2: DNA polymerase IV|unclassified	634.112
UniRef50_UPI0002BC0EF5: hypothetical protein, partial	633.652
UniRef50_UPI0002BC0EF5: hypothetical protein, partial|unclassified	633.652
UniRef50_UPI0003698849: DNA glycosylase	633.167
UniRef50_UPI0003698849: DNA glycosylase|unclassified	633.167
UniRef50_UPI000470124A: hypothetical protein, partial	624.826
UniRef50_UPI000470124A: hypothetical protein, partial|unclassified	624.826
UniRef50_W4UVI3: DNA repair protein RadC	622.142
UniRef50_W4UVI3: DNA repair protein RadC|unclassified	622.142
UniRef50_UPI000400E0A6: DNA repair protein RecN	621.742
UniRef50_UPI000400E0A6: DNA repair protein RecN|unclassified	621.742
UniRef50_L8DU48: Nuclease sbcCD subunit C	614.417
UniRef50_L8DU48: Nuclease sbcCD subunit C|unclassified	614.417
UniRef50_UPI00046D95B3: exodeoxyribonuclease III, partial	613.619
UniRef50_UPI00046D95B3: exodeoxyribonuclease III, partial|unclassified	613.619
UniRef50_UPI0003752126: hypothetical protein	613.275
UniRef50_UPI0003752126: hypothetical protein|unclassified	613.275
UniRef50_Q4UMV4: Exodeoxyribonuclease 7 large subunit	612.874
UniRef50_Q4UMV4: Exodeoxyribonuclease 7 large subunit|unclassified	612.874
UniRef50_UPI00020034ED: exodeoxyribonuclease III Xth, partial	612.373
UniRef50_UPI00020034ED: exodeoxyribonuclease III Xth, partial|unclassified	612.373
UniRef50_Q0I748: Exodeoxyribonuclease 7 large subunit	611.944
UniRef50_Q0I748: Exodeoxyribonuclease 7 large subunit|unclassified	611.944
UniRef50_A8HSP7: DNA repair protein	611.876
UniRef50_A8HSP7: DNA repair protein|unclassified	611.876
UniRef50_B0TD39: Probable endonuclease 4	608.489
UniRef50_B0TD39: Probable endonuclease 4|unclassified	608.489
UniRef50_UPI00037DDC0E: DNA methyltransferase, partial	603.524
UniRef50_UPI00037DDC0E: DNA methyltransferase, partial|unclassified	603.524
UniRef50_W1F0X0: DNA repair protein RadC	603.388
UniRef50_W1F0X0: DNA repair protein RadC|unclassified	603.388
UniRef50_Q67QM6: DNA polymerase IV	600.432
UniRef50_Q67QM6: DNA polymerase IV|unclassified	600.432
UniRef50_UPI0002554F72: Fis family transcriptional regulator	600.348
UniRef50_UPI0002554F72: Fis family transcriptional regulator|unclassified	600.348
UniRef50_B1YK83: DNA polymerase IV	597.26
UniRef50_B1YK83: DNA polymerase IV|unclassified	597.26
UniRef50_P72255: UPF0758 protein	591.9
UniRef50_P72255: UPF0758 protein|unclassified	591.9
UniRef50_Q4QLV5: UPF0758 protein NTHI1125	591.468
UniRef50_Q4QLV5: UPF0758 protein NTHI1125|unclassified	591.468
UniRef50_UPI00031960AE: hypothetical protein	589.366
UniRef50_UPI00031960AE: hypothetical protein|unclassified	589.366
UniRef50_Q5GZ80: Exodeoxyribonuclease 7 large subunit	588.405
UniRef50_Q5GZ80: Exodeoxyribonuclease 7 large subunit|unclassified	588.405
UniRef50_UPI00037AC869: DNA polymerase IV	587.865
UniRef50_UPI00037AC869: DNA polymerase IV|unclassified	587.865
UniRef50_UPI0000E0E5D5: exonuclease subunit SbcD	587.593
UniRef50_UPI0000E0E5D5: exonuclease subunit SbcD|unclassified	587.593
UniRef50_UPI0001BF5F9C: hypothetical protein SMAC_10519, partial	587.447
UniRef50_UPI0001BF5F9C: hypothetical protein SMAC_10519, partial|unclassified	587.447
UniRef50_UPI0004745CBB: hypothetical protein	586.037
UniRef50_UPI0004745CBB: hypothetical protein|unclassified	586.037
UniRef50_Q74FS7: Probable endonuclease 4	575.836
UniRef50_Q74FS7: Probable endonuclease 4|unclassified	575.836
UniRef50_R5PPK2	575.09
UniRef50_R5PPK2|unclassified	575.09
UniRef50_X2JTS0: Not yet annotated	573.973
UniRef50_X2JTS0: Not yet annotated|unclassified	573.973
UniRef50_Q9K967: Exodeoxyribonuclease 7 large subunit	571.883
UniRef50_Q9K967: Exodeoxyribonuclease 7 large subunit|unclassified	571.883
UniRef50_B1HRX7: Exodeoxyribonuclease 7 large subunit	570.635
UniRef50_B1HRX7: Exodeoxyribonuclease 7 large subunit|unclassified	570.635
UniRef50_I6SVC2	570.463
UniRef50_I6SVC2|unclassified	570.463
UniRef50_A4VV98: DNA repair protein	570.399
UniRef50_A4VV98: DNA repair protein|unclassified	570.399
UniRef50_B8D2H9: Exodeoxyribonuclease 7 large subunit	568.016
UniRef50_B8D2H9: Exodeoxyribonuclease 7 large subunit|unclassified	568.016
UniRef50_W0Z4C1: DNA repair protein RadC	567.082
UniRef50_W0Z4C1: DNA repair protein RadC|unclassified	567.082
UniRef50_UPI0003673ECB: hypothetical protein, partial	566.656
UniRef50_UPI0003673ECB: hypothetical protein, partial|unclassified	566.656
UniRef50_UPI00036490D2: hypothetical protein	566.06
UniRef50_UPI00036490D2: hypothetical protein|unclassified	566.06
UniRef50_UPI00037704B5: hypothetical protein, partial	565.716
UniRef50_UPI00037704B5: hypothetical protein, partial|unclassified	565.716
UniRef50_UPI0002193A93: methylated-DNA--protein-cysteine methyltransferase	564.782
UniRef50_UPI0002193A93: methylated-DNA--protein-cysteine methyltransferase|unclassified	564.782
UniRef50_Q89DD2: Exodeoxyribonuclease 7 large subunit	564.469
UniRef50_Q89DD2: Exodeoxyribonuclease 7 large subunit|unclassified	564.469
UniRef50_Q15R61: Exodeoxyribonuclease 7 large subunit	563.961
UniRef50_Q15R61: Exodeoxyribonuclease 7 large subunit|unclassified	563.961
UniRef50_UPI000472E202: hypothetical protein	561.251
UniRef50_UPI000472E202: hypothetical protein|unclassified	561.251
UniRef50_UPI00035D5F90: hypothetical protein	560.556
UniRef50_UPI00035D5F90: hypothetical protein|unclassified	560.556
UniRef50_W8FYJ4: DNA repair protein RadC	560.138
UniRef50_W8FYJ4: DNA repair protein RadC|unclassified	560.138
UniRef50_Q5HWE6: Exodeoxyribonuclease 7 large subunit	559.232
UniRef50_Q5HWE6: Exodeoxyribonuclease 7 large subunit|unclassified	559.232
UniRef50_UPI000373EA8D: methylated-DNA--protein-cysteine methyltransferase, partial	556.224
UniRef50_UPI000373EA8D: methylated-DNA--protein-cysteine methyltransferase, partial|unclassified	556.224
UniRef50_UPI00047AD2DD: hypothetical protein	556.142
UniRef50_UPI00047AD2DD: hypothetical protein|unclassified	556.142
UniRef50_S5JE30	554.649
UniRef50_S5JE30|unclassified	554.649
UniRef50_E6ENP9: Maltose 6'-phosphate phosphatase	554.525
UniRef50_E6ENP9: Maltose 6'-phosphate phosphatase|unclassified	554.525
UniRef50_X8QBQ4: Nuclease sbcCD subunit C	550.73
UniRef50_X8QBQ4: Nuclease sbcCD subunit C|unclassified	550.73
UniRef50_UPI000361194B: hypothetical protein	546.131
UniRef50_UPI000361194B: hypothetical protein|unclassified	546.131
UniRef50_Q1GF88: Exodeoxyribonuclease 7 large subunit	543.703
UniRef50_Q1GF88: Exodeoxyribonuclease 7 large subunit|unclassified	543.703
UniRef50_T0BRQ5: RadC-like JAB domain protein	542.179
UniRef50_T0BRQ5: RadC-like JAB domain protein|unclassified	542.179
UniRef50_E1SND4	542.008
UniRef50_E1SND4|unclassified	542.008
UniRef50_UPI00036F9EC8: hypothetical protein	541.935
UniRef50_UPI00036F9EC8: hypothetical protein|unclassified	541.935
UniRef50_F4BP38: DNA repair protein RadC	541.892
UniRef50_F4BP38: DNA repair protein RadC|unclassified	541.892
UniRef50_UPI0002EE5CF7: Fis family transcriptional regulator	541.118
UniRef50_UPI0002EE5CF7: Fis family transcriptional regulator|unclassified	541.118
UniRef50_A0A013HLE6: Type 5 capsule repressor C-terminal domain protein	540.94
UniRef50_A0A013HLE6: Type 5 capsule repressor C-terminal domain protein|unclassified	540.94
UniRef50_UPI0003B61C1D: DNA polymerase IV	540.696
UniRef50_UPI0003B61C1D: DNA polymerase IV|unclassified	540.696
UniRef50_UPI0003809B1C: hypothetical protein	539.752
UniRef50_UPI0003809B1C: hypothetical protein|unclassified	539.752
UniRef50_UPI000364BB36: hypothetical protein, partial	538.357
UniRef50_UPI000364BB36: hypothetical protein, partial|unclassified	538.357
UniRef50_UPI000377FEE7: methylated-DNA--protein-cysteine methyltransferase	534.812
UniRef50_UPI000377FEE7: methylated-DNA--protein-cysteine methyltransferase|unclassified	534.812
UniRef50_H2G1A9: DNA recombination protein RmuC	533.32
UniRef50_H2G1A9: DNA recombination protein RmuC|unclassified	533.32
UniRef50_M4RP00	531.932
UniRef50_M4RP00|unclassified	531.932
UniRef50_UPI00046CFA01: hypothetical protein	531.651
UniRef50_UPI00046CFA01: hypothetical protein|unclassified	531.651
UniRef50_UPI00047B65BA: DNA repair protein RecN	531.154
UniRef50_UPI00047B65BA: DNA repair protein RecN|unclassified	531.154
UniRef50_UPI00041207ED: cysteine methyltransferase	529.158
UniRef50_UPI00041207ED: cysteine methyltransferase|unclassified	529.158
UniRef50_UPI00029A2339: adenine glycosylase	527.336
UniRef50_UPI00029A2339: adenine glycosylase|unclassified	527.336
UniRef50_Q47SR1: Exodeoxyribonuclease 7 large subunit	527.091
UniRef50_Q47SR1: Exodeoxyribonuclease 7 large subunit|unclassified	527.091
UniRef50_UPI0002491111: DNA polymerase IV	523.641
UniRef50_UPI0002491111: DNA polymerase IV|unclassified	523.641
UniRef50_UPI00021942A1: DNA repair ATPase, partial	523.562
UniRef50_UPI00021942A1: DNA repair ATPase, partial|unclassified	523.562
UniRef50_X8ALI9: Putative exodeoxyribonuclease VII large subunit xseA	518.057
UniRef50_X8ALI9: Putative exodeoxyribonuclease VII large subunit xseA|unclassified	518.057
UniRef50_UPI00035EED6B: hypothetical protein, partial	517.07
UniRef50_UPI00035EED6B: hypothetical protein, partial|unclassified	517.07
UniRef50_UPI0004786251: hypothetical protein	516.913
UniRef50_UPI0004786251: hypothetical protein|unclassified	516.913
UniRef50_UPI0002D28F87: hypothetical protein	514.941
UniRef50_UPI0002D28F87: hypothetical protein|unclassified	514.941
UniRef50_Q3JV53	514.685
UniRef50_Q3JV53|unclassified	514.685
UniRef50_L0MWF2: DNA recombination protein rmuC	510.507
UniRef50_L0MWF2: DNA recombination protein rmuC|unclassified	510.507
UniRef50_UPI00036905F1: hypothetical protein	509.51
UniRef50_UPI00036905F1: hypothetical protein|unclassified	509.51
UniRef50_J1NSN0	509.083
UniRef50_J1NSN0|unclassified	509.083
UniRef50_Q8P456: UPF0758 protein XCC3860	507.36
UniRef50_Q8P456: UPF0758 protein XCC3860|unclassified	507.36
UniRef50_UPI00036A6318: hypothetical protein	505.366
UniRef50_UPI00036A6318: hypothetical protein|unclassified	505.366
UniRef50_UPI00016C50EC: Transcriptional regulator, AraC family with methyltransferase activity	504.325
UniRef50_UPI00016C50EC: Transcriptional regulator, AraC family with methyltransferase activity|unclassified	504.325
UniRef50_X7XTV4: Putative a/G-specific adenine glycosylase	503.39
UniRef50_X7XTV4: Putative a/G-specific adenine glycosylase|unclassified	503.39
UniRef50_T1H9Z1	501.008
UniRef50_T1H9Z1|unclassified	501.008
UniRef50_D6XC23: Alkylated DNA repair protein (Fragment)	500.885
UniRef50_D6XC23: Alkylated DNA repair protein (Fragment)|unclassified	500.885
UniRef50_UPI00036189B5: DNA glycosylase	500.629
UniRef50_UPI00036189B5: DNA glycosylase|unclassified	500.629
UniRef50_UPI0003729E07: hypothetical protein	499.904
UniRef50_UPI0003729E07: hypothetical protein|unclassified	499.904
UniRef50_D9PL23: Nuclease SbcCD, D subunit	499.802
UniRef50_D9PL23: Nuclease SbcCD, D subunit|unclassified	499.802
UniRef50_A1SFK7: Exodeoxyribonuclease 7 large subunit	498.333
UniRef50_A1SFK7: Exodeoxyribonuclease 7 large subunit|unclassified	498.333
UniRef50_S5V8Z8: DNA repair protein RadC	494.725
UniRef50_S5V8Z8: DNA repair protein RadC|unclassified	494.725
UniRef50_UPI0004721335: hypothetical protein, partial	494.247
UniRef50_UPI0004721335: hypothetical protein, partial|unclassified	494.247
UniRef50_UPI000363A4C3: hypothetical protein, partial	493.576
UniRef50_UPI000363A4C3: hypothetical protein, partial|unclassified	493.576
UniRef50_UPI0003B3E1D3: exonuclease	493.016
UniRef50_UPI0003B3E1D3: exonuclease|unclassified	493.016
UniRef50_UPI0003B2E694: exodeoxyribonuclease	492.122
UniRef50_UPI0003B2E694: exodeoxyribonuclease|unclassified	492.122
UniRef50_A1B4F1: UPF0758 protein Pden_2304	491.877
UniRef50_A1B4F1: UPF0758 protein Pden_2304|unclassified	491.877
UniRef50_UPI0003A6958B: DNA polymerase IV	490.884
UniRef50_UPI0003A6958B: DNA polymerase IV|unclassified	490.884
UniRef50_A3DH61: DNA polymerase IV	490.834
