# Gene Family	SampleDNA-replication_Abundance-CPM
UniRef50_UPI00029B1F1E: primosomal protein N''''	962.757
UniRef50_UPI00029B1F1E: primosomal protein N''''|unclassified	962.757
UniRef50_UPI0004720DC2: hypothetical protein	961.563
UniRef50_UPI0004720DC2: hypothetical protein|unclassified	961.563
UniRef50_Q7MHG3	957.509
UniRef50_Q7MHG3|unclassified	957.509
UniRef50_A1K314: Holliday junction ATP-dependent DNA helicase RuvA	957.445
UniRef50_A1K314: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	957.445
UniRef50_UPI00046447BB: primosome assembly protein PriA	955.504
UniRef50_UPI00046447BB: primosome assembly protein PriA|unclassified	955.504
UniRef50_UPI000366511D: hypothetical protein	954.293
UniRef50_UPI000366511D: hypothetical protein|unclassified	954.293
UniRef50_B1HVA4: Holliday junction ATP-dependent DNA helicase RuvA	953.62
UniRef50_B1HVA4: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	953.62
UniRef50_UPI000190A78D: DNA polymerase III subunit epsilon	951.513
UniRef50_UPI000190A78D: DNA polymerase III subunit epsilon|unclassified	951.513
UniRef50_X1NQP7: Marine sediment metagenome DNA, contig: S06H3_S09911 (Fragment)	950.734
UniRef50_X1NQP7: Marine sediment metagenome DNA, contig: S06H3_S09911 (Fragment)|unclassified	950.734
UniRef50_H7PSZ2	948.963
UniRef50_H7PSZ2|unclassified	948.963
UniRef50_A5M5Z6: Primosome assembly protein PriA	945.864
UniRef50_A5M5Z6: Primosome assembly protein PriA|unclassified	945.864
UniRef50_UPI00030109FD: hypothetical protein	939.874
UniRef50_UPI00030109FD: hypothetical protein|unclassified	939.874
UniRef50_Q04GA2: Holliday junction ATP-dependent DNA helicase RuvA	935.456
UniRef50_Q04GA2: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	935.456
UniRef50_E1NY10	934.681
UniRef50_E1NY10|unclassified	934.681
UniRef50_UPI0002885DCB: DNA polymerase III subunit alpha	932.782
UniRef50_UPI0002885DCB: DNA polymerase III subunit alpha|unclassified	932.782
UniRef50_UPI0003A78DEE: DNA helicase	932.074
UniRef50_UPI0003A78DEE: DNA helicase|unclassified	932.074
UniRef50_W7JAP5	930.06
UniRef50_W7JAP5|unclassified	930.06
UniRef50_Q8A6A7: Holliday junction ATP-dependent DNA helicase RuvA	926.129
UniRef50_Q8A6A7: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	926.129
UniRef50_UPI00036A43A5: DNA replication protein DnaC, partial	920.512
UniRef50_UPI00036A43A5: DNA replication protein DnaC, partial|unclassified	920.512
UniRef50_UPI000470F200: ATP-dependent DNA helicase RuvA	918.936
UniRef50_UPI000470F200: ATP-dependent DNA helicase RuvA|unclassified	918.936
UniRef50_C0ZAN3: Holliday junction ATP-dependent DNA helicase RuvA	914.232
UniRef50_C0ZAN3: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	914.232
UniRef50_UPI000474870F: hypothetical protein	912.125
UniRef50_UPI000474870F: hypothetical protein|unclassified	912.125
UniRef50_UPI0003B37F37: Holliday junction DNA helicase RuvA	908.41
UniRef50_UPI0003B37F37: Holliday junction DNA helicase RuvA|unclassified	908.41
UniRef50_L8E2D6: Primosomal protein DnaI	898.247
UniRef50_L8E2D6: Primosomal protein DnaI|unclassified	898.247
UniRef50_UPI000380CEA3: hypothetical protein	896.135
UniRef50_UPI000380CEA3: hypothetical protein|unclassified	896.135
UniRef50_UPI0004701982: DNA polymerase III subunit alpha, partial	895.749
UniRef50_UPI0004701982: DNA polymerase III subunit alpha, partial|unclassified	895.749
UniRef50_UPI00037B48F0: DNA helicase	890.679
UniRef50_UPI00037B48F0: DNA helicase|unclassified	890.679
UniRef50_P52024: DNA polymerase III subunit delta'	889.021
UniRef50_P52024: DNA polymerase III subunit delta'|unclassified	889.021
UniRef50_UPI00016AE55A: inner membrane protein, partial	886.105
UniRef50_UPI00016AE55A: inner membrane protein, partial|unclassified	886.105
UniRef50_X2MRY8	884.579
UniRef50_X2MRY8|unclassified	884.579
UniRef50_Q6F992: Holliday junction ATP-dependent DNA helicase RuvA	881.98
UniRef50_Q6F992: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	881.98
UniRef50_UPI0003B53D80: primosomal protein N''''	879.712
UniRef50_UPI0003B53D80: primosomal protein N''''|unclassified	879.712
UniRef50_UPI000379F717: DNA helicase	876.312
UniRef50_UPI000379F717: DNA helicase|unclassified	876.312
UniRef50_UPI00035E6A34: hypothetical protein	874.753
UniRef50_UPI00035E6A34: hypothetical protein|unclassified	874.753
UniRef50_UPI000287E8E2: DNA polymerase III subunit alpha	870.106
UniRef50_UPI000287E8E2: DNA polymerase III subunit alpha|unclassified	870.106
UniRef50_Q9ZJF9: DNA polymerase III subunit alpha	867.552
UniRef50_Q9ZJF9: DNA polymerase III subunit alpha|unclassified	867.552
UniRef50_UPI000363615D: hypothetical protein	867.095
UniRef50_UPI000363615D: hypothetical protein|unclassified	867.095
UniRef50_UPI00037B4F64: hypothetical protein	864.292
UniRef50_UPI00037B4F64: hypothetical protein|unclassified	864.292
UniRef50_UPI0003B70E0F: DNA helicase	861.725
UniRef50_UPI0003B70E0F: DNA helicase|unclassified	861.725
UniRef50_UPI000475FB40: hypothetical protein, partial	859.646
UniRef50_UPI000475FB40: hypothetical protein, partial|unclassified	859.646
UniRef50_UPI0003781EBA: DNA polymerase III subunit delta	859.055
UniRef50_UPI0003781EBA: DNA polymerase III subunit delta|unclassified	859.055
UniRef50_R6XSQ0: Primosomal protein N	857.748
UniRef50_R6XSQ0: Primosomal protein N|unclassified	857.748
UniRef50_UPI0004012EC5: hypothetical protein	850.519
UniRef50_UPI0004012EC5: hypothetical protein|unclassified	850.519
UniRef50_J9G8S3: Primosomal protein N (Fragment)	849.198
UniRef50_J9G8S3: Primosomal protein N (Fragment)|unclassified	849.198
UniRef50_Q0A5Q3: Holliday junction ATP-dependent DNA helicase RuvA	847.059
UniRef50_Q0A5Q3: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	847.059
UniRef50_X1KE19: Marine sediment metagenome DNA, contig: S06H3_L05453 (Fragment)	844.376
UniRef50_X1KE19: Marine sediment metagenome DNA, contig: S06H3_L05453 (Fragment)|unclassified	844.376
UniRef50_Q3CY94: DNA polymerase III, alpha subunit, Gram-positive type	843.716
UniRef50_Q3CY94: DNA polymerase III, alpha subunit, Gram-positive type|unclassified	843.716
UniRef50_UPI00035E8AA8: hypothetical protein	843.024
UniRef50_UPI00035E8AA8: hypothetical protein|unclassified	843.024
UniRef50_UPI0003669420: hypothetical protein	842.986
UniRef50_UPI0003669420: hypothetical protein|unclassified	842.986
UniRef50_UPI000360C32E: hypothetical protein	841.901
UniRef50_UPI000360C32E: hypothetical protein|unclassified	841.901
UniRef50_Q9CDT7: DNA polymerase III PolC-type	841.291
UniRef50_Q9CDT7: DNA polymerase III PolC-type|unclassified	841.291
UniRef50_O51526: DNA polymerase III subunit alpha	839.855
UniRef50_O51526: DNA polymerase III subunit alpha|unclassified	839.855
UniRef50_X2LWU0: Primosomal replication protein N	835.674
UniRef50_X2LWU0: Primosomal replication protein N|unclassified	835.674
UniRef50_UPI0003A42227: primosomal protein N''	832.029
UniRef50_UPI0003A42227: primosomal protein N''|unclassified	832.029
UniRef50_V8ANG8	830.983
UniRef50_V8ANG8|unclassified	830.983
UniRef50_UPI00047CACD6: hypothetical protein, partial	827.476
UniRef50_UPI00047CACD6: hypothetical protein, partial|unclassified	827.476
UniRef50_A0L4W0: Crossover junction endodeoxyribonuclease RuvC	826.891
UniRef50_A0L4W0: Crossover junction endodeoxyribonuclease RuvC|unclassified	826.891
UniRef50_W4UZC8: DNA polymerase III	826.468
UniRef50_W4UZC8: DNA polymerase III|unclassified	826.468
UniRef50_UPI0003680382: hypothetical protein	820.285
UniRef50_UPI0003680382: hypothetical protein|unclassified	820.285
UniRef50_V6VK89	817.106
UniRef50_V6VK89|unclassified	817.106
UniRef50_C0EPT3: DNA polymerase III, delta' subunit domain protein	815.876
UniRef50_C0EPT3: DNA polymerase III, delta' subunit domain protein|unclassified	815.876
UniRef50_A1WZ64: Holliday junction ATP-dependent DNA helicase RuvA	813.888
UniRef50_A1WZ64: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	813.888
UniRef50_B2IS16	812.244
UniRef50_B2IS16|unclassified	812.244
UniRef50_Q5LNT6: Crossover junction endodeoxyribonuclease RuvC	805.779
UniRef50_Q5LNT6: Crossover junction endodeoxyribonuclease RuvC|unclassified	805.779
UniRef50_UPI0002EB97A3: hypothetical protein	803.215
UniRef50_UPI0002EB97A3: hypothetical protein|unclassified	803.215
UniRef50_UPI0002D3D7BD: hypothetical protein	802.472
UniRef50_UPI0002D3D7BD: hypothetical protein|unclassified	802.472
UniRef50_R5PCN0	801.43
UniRef50_R5PCN0|unclassified	801.43
UniRef50_UPI00035CE1F9: hypothetical protein, partial	799.973
UniRef50_UPI00035CE1F9: hypothetical protein, partial|unclassified	799.973
UniRef50_S6WYT4: Primosome assembly protein PriA (Fragment)	799.076
UniRef50_S6WYT4: Primosome assembly protein PriA (Fragment)|unclassified	799.076
UniRef50_UPI0000E0E458: primosome assembly protein PriA	795.944
UniRef50_UPI0000E0E458: primosome assembly protein PriA|unclassified	795.944
UniRef50_W1DRM0: Primosomal protein I	787.227
UniRef50_W1DRM0: Primosomal protein I|unclassified	787.227
UniRef50_UPI00029AD825: DNA polymerase III subunit alpha, partial	786.74
UniRef50_UPI00029AD825: DNA polymerase III subunit alpha, partial|unclassified	786.74
UniRef50_L7A9X9	786.361
UniRef50_L7A9X9|unclassified	786.361
UniRef50_Q5NH17: Holliday junction ATP-dependent DNA helicase RuvA	786.281
UniRef50_Q5NH17: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	786.281
UniRef50_Q8XJR3: DNA polymerase III PolC-type	785.853
UniRef50_Q8XJR3: DNA polymerase III PolC-type|unclassified	785.853
UniRef50_UPI0004795999: DNA helicase	785.545
UniRef50_UPI0004795999: DNA helicase|unclassified	785.545
UniRef50_A9BB56: Crossover junction endodeoxyribonuclease RuvC	781.496
UniRef50_A9BB56: Crossover junction endodeoxyribonuclease RuvC|unclassified	781.496
UniRef50_A5F750: Primosomal replication protein N	780.103
UniRef50_A5F750: Primosomal replication protein N|unclassified	780.103
UniRef50_UPI000473FB58: helicase DnaB, partial	778.865
UniRef50_UPI000473FB58: helicase DnaB, partial|unclassified	778.865
UniRef50_Q6NAT0: Holliday junction ATP-dependent DNA helicase RuvA	777.967
UniRef50_Q6NAT0: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	777.967
UniRef50_Q9PQ74: DNA polymerase III subunit alpha	777.501
UniRef50_Q9PQ74: DNA polymerase III subunit alpha|unclassified	777.501
UniRef50_UPI0003479AB4: hypothetical protein	777.465
UniRef50_UPI0003479AB4: hypothetical protein|unclassified	777.465
UniRef50_UPI0002BB8FF0: hypothetical protein	776.929
UniRef50_UPI0002BB8FF0: hypothetical protein|unclassified	776.929
UniRef50_B9J9J2: Crossover junction endodeoxyribonuclease RuvC	775.01
UniRef50_B9J9J2: Crossover junction endodeoxyribonuclease RuvC|unclassified	775.01
UniRef50_UPI00037639CD: primosome assembly protein PriA	772.257
UniRef50_UPI00037639CD: primosome assembly protein PriA|unclassified	772.257
UniRef50_UPI0003FE862D: DNA polymerase III subunit delta	771.104
UniRef50_UPI0003FE862D: DNA polymerase III subunit delta|unclassified	771.104
UniRef50_UPI000479A81A: DNA polymerase III subunit delta	769.105
UniRef50_UPI000479A81A: DNA polymerase III subunit delta|unclassified	769.105
UniRef50_UPI000367858B: hypothetical protein	759.564
UniRef50_UPI000367858B: hypothetical protein|unclassified	759.564
UniRef50_A9WWI1: Crossover junction endodeoxyribonuclease RuvC	753.221
UniRef50_A9WWI1: Crossover junction endodeoxyribonuclease RuvC|unclassified	753.221
UniRef50_C6M5C0: Primosomal protein N	751.241
UniRef50_C6M5C0: Primosomal protein N|unclassified	751.241
UniRef50_UPI00041EBB81: primosome assembly protein PriA	749.104
UniRef50_UPI00041EBB81: primosome assembly protein PriA|unclassified	749.104
UniRef50_X5NVI0: Primosomal protein N	748.798
UniRef50_X5NVI0: Primosomal protein N|unclassified	748.798
UniRef50_A8F0M4: Crossover junction endodeoxyribonuclease RuvC	747.415
UniRef50_A8F0M4: Crossover junction endodeoxyribonuclease RuvC|unclassified	747.415
UniRef50_R6PA50: DNA polymerase III alpha subunit	744.83
UniRef50_R6PA50: DNA polymerase III alpha subunit|unclassified	744.83
UniRef50_A0A010P910: Putative primosome assembly protein PriA	742.883
UniRef50_A0A010P910: Putative primosome assembly protein PriA|unclassified	742.883
UniRef50_Q4UK40: DNA polymerase III subunit alpha	742.401
UniRef50_Q4UK40: DNA polymerase III subunit alpha|unclassified	742.401
UniRef50_UPI00037066BE: hypothetical protein, partial	741.796
UniRef50_UPI00037066BE: hypothetical protein, partial|unclassified	741.796
UniRef50_J6CTR0: Primosome assembly protein PriA (Fragment)	737.208
UniRef50_J6CTR0: Primosome assembly protein PriA (Fragment)|unclassified	737.208
UniRef50_UPI000477F029: primosomal protein DnaI	731.128
UniRef50_UPI000477F029: primosomal protein DnaI|unclassified	731.128
UniRef50_O51653: DNA primase	729.554
UniRef50_O51653: DNA primase|unclassified	729.554
UniRef50_UPI0003B5F6EB: hypothetical protein, partial	727.815
UniRef50_UPI0003B5F6EB: hypothetical protein, partial|unclassified	727.815
UniRef50_P63978: DNA polymerase III subunit alpha	726.445
UniRef50_P63978: DNA polymerase III subunit alpha|unclassified	726.445
UniRef50_UPI0003B6CBC5: hypothetical protein	724.558
UniRef50_UPI0003B6CBC5: hypothetical protein|unclassified	724.558
UniRef50_P70827: Holliday junction ATP-dependent DNA helicase RuvA	721.221
UniRef50_P70827: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	721.221
UniRef50_UPI000366B562: hypothetical protein	717.812
UniRef50_UPI000366B562: hypothetical protein|unclassified	717.812
UniRef50_E0WRR4: Primosomal replication protein N''	717.04
UniRef50_E0WRR4: Primosomal replication protein N''|unclassified	717.04
UniRef50_UPI000369D1FF: hypothetical protein	714.99
UniRef50_UPI000369D1FF: hypothetical protein|unclassified	714.99
UniRef50_L5WQR4: Primosomal replication protein N	713.195
UniRef50_L5WQR4: Primosomal replication protein N|unclassified	713.195
UniRef50_UPI0002492BF1: DNA polymerase III subunit delta, partial	712.955
UniRef50_UPI0002492BF1: DNA polymerase III subunit delta, partial|unclassified	712.955
UniRef50_UPI00035C4E7E: hypothetical protein	707.253
UniRef50_UPI00035C4E7E: hypothetical protein|unclassified	707.253
UniRef50_UPI00046C9331: DNA polymerase III subunit alpha	704.735
UniRef50_UPI00046C9331: DNA polymerase III subunit alpha|unclassified	704.735
UniRef50_W9F2E2	704.542
UniRef50_W9F2E2|unclassified	704.542
UniRef50_UPI0003789602: hypothetical protein	696.837
UniRef50_UPI0003789602: hypothetical protein|unclassified	696.837
UniRef50_D1YG35: Putative primosomal protein N	695.978
UniRef50_D1YG35: Putative primosomal protein N|unclassified	695.978
UniRef50_Q9I5W0: DNA primase	694.831
UniRef50_Q9I5W0: DNA primase|unclassified	694.831
UniRef50_Q820S3: Holliday junction ATP-dependent DNA helicase RuvA	692.023
UniRef50_Q820S3: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	692.023
UniRef50_UPI000169A42A: Holliday junction DNA helicase RuvA	690.523
UniRef50_UPI000169A42A: Holliday junction DNA helicase RuvA|unclassified	690.523
UniRef50_Q9A3G6: Crossover junction endodeoxyribonuclease RuvC	675.792
UniRef50_Q9A3G6: Crossover junction endodeoxyribonuclease RuvC|unclassified	675.792
UniRef50_UPI00025562E8: Holliday junction DNA helicase RuvA	675.651
UniRef50_UPI00025562E8: Holliday junction DNA helicase RuvA|unclassified	675.651
UniRef50_H3UH23: DNA polymerase III PolC-type N-terminal domain protein	675.126
UniRef50_H3UH23: DNA polymerase III PolC-type N-terminal domain protein|unclassified	675.126
UniRef50_UPI0003B39979: DNA polymerase III subunit alpha	674.04
UniRef50_UPI0003B39979: DNA polymerase III subunit alpha|unclassified	674.04
UniRef50_E1JMV7: Primosomal protein DnaI	669.987
UniRef50_E1JMV7: Primosomal protein DnaI|unclassified	669.987
UniRef50_P30103: DNA primase	667.69
UniRef50_P30103: DNA primase|unclassified	667.69
UniRef50_UPI000369BDEC: hypothetical protein	667.433
UniRef50_UPI000369BDEC: hypothetical protein|unclassified	667.433
UniRef50_F9V6P5: DNA polymerase III delta' subunit	664.42
UniRef50_F9V6P5: DNA polymerase III delta' subunit|unclassified	664.42
UniRef50_R7GEA3: Primosomal protein N	663.741
UniRef50_R7GEA3: Primosomal protein N|unclassified	663.741
UniRef50_W4N4K0: DNA polymerase III subunit delta	660.158
UniRef50_W4N4K0: DNA polymerase III subunit delta|unclassified	660.158
UniRef50_UPI000366CD22: DNA helicase, partial	659.535
UniRef50_UPI000366CD22: DNA helicase, partial|unclassified	659.535
UniRef50_UPI000371929E: hypothetical protein	659.058
UniRef50_UPI000371929E: hypothetical protein|unclassified	659.058
UniRef50_A7ZDQ0: Holliday junction ATP-dependent DNA helicase RuvA	652.665
UniRef50_A7ZDQ0: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	652.665
UniRef50_UPI0002FB24DD: hypothetical protein	652.469
UniRef50_UPI0002FB24DD: hypothetical protein|unclassified	652.469
UniRef50_K8AP83: Ribonuclease H	650.3
UniRef50_K8AP83: Ribonuclease H|unclassified	650.3
UniRef50_UPI000364FE5F: DNA helicase, partial	647.916
UniRef50_UPI000364FE5F: DNA helicase, partial|unclassified	647.916
UniRef50_P21174: DNA polymerase III subunit beta (Fragment)	647.605
UniRef50_P21174: DNA polymerase III subunit beta (Fragment)|unclassified	647.605
UniRef50_UPI0002D5A00A: hypothetical protein	644.605
UniRef50_UPI0002D5A00A: hypothetical protein|unclassified	644.605
UniRef50_D6H8Q6: DNA polymerase III	638.975
UniRef50_D6H8Q6: DNA polymerase III|unclassified	638.975
UniRef50_UPI00041426B1: DNA polymerase III subunit delta	637.725
UniRef50_UPI00041426B1: DNA polymerase III subunit delta|unclassified	637.725
UniRef50_Q31H85: Crossover junction endodeoxyribonuclease RuvC	636.738
UniRef50_Q31H85: Crossover junction endodeoxyribonuclease RuvC|unclassified	636.738
UniRef50_UPI000469C0B6: hypothetical protein	636.476
UniRef50_UPI000469C0B6: hypothetical protein|unclassified	636.476
UniRef50_Q2GBA4: Crossover junction endodeoxyribonuclease RuvC	629.147
UniRef50_Q2GBA4: Crossover junction endodeoxyribonuclease RuvC|unclassified	629.147
UniRef50_UPI0003B70D01: primosome assembly protein PriA	628.937
UniRef50_UPI0003B70D01: primosome assembly protein PriA|unclassified	628.937
UniRef50_R6TT37	628.785
UniRef50_R6TT37|unclassified	628.785
UniRef50_Q11DH4: Crossover junction endodeoxyribonuclease RuvC	627.878
UniRef50_Q11DH4: Crossover junction endodeoxyribonuclease RuvC|unclassified	627.878
UniRef50_UPI00029B2A1F: Holliday junction DNA helicase RuvA	623.424
UniRef50_UPI00029B2A1F: Holliday junction DNA helicase RuvA|unclassified	623.424
UniRef50_UPI0003B50C9C: DNA polymerase III subunit alpha	622.646
UniRef50_UPI0003B50C9C: DNA polymerase III subunit alpha|unclassified	622.646
UniRef50_A0A011R344: DNA polymerase III subunit alpha	620.744
UniRef50_A0A011R344: DNA polymerase III subunit alpha|unclassified	620.744
UniRef50_E2NTN3	617.347
UniRef50_E2NTN3|unclassified	617.347
UniRef50_R8ALT1: Primosome assembly protein PriA	616.154
UniRef50_R8ALT1: Primosome assembly protein PriA|unclassified	616.154
UniRef50_UPI0004155660: hypothetical protein	614.791
UniRef50_UPI0004155660: hypothetical protein|unclassified	614.791
UniRef50_A0A028Y0M6: DNA polymerase III PolC-type N-terminal domain protein	613.075
UniRef50_A0A028Y0M6: DNA polymerase III PolC-type N-terminal domain protein|unclassified	613.075
UniRef50_Q9PC77: Holliday junction ATP-dependent DNA helicase RuvA	607.466
UniRef50_Q9PC77: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	607.466
UniRef50_A9NF61: Holliday junction ATP-dependent DNA helicase RuvA	607.167
