# Gene Family	SampleDNA-replication_Abundance-RPKs
UniRef50_UPI000463292C: DNA replication terminus site-binding protein|unclassified	266.2872921754
UniRef50_UPI00025561DD: DNA polymerase III subunit alpha	264.7889850906
UniRef50_UPI00025561DD: DNA polymerase III subunit alpha|unclassified	264.7889850906
UniRef50_Q8EPQ5: Holliday junction ATP-dependent DNA helicase RuvA	263.4543664438
UniRef50_Q8EPQ5: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	263.4543664438
UniRef50_Q88V02: Holliday junction ATP-dependent DNA helicase RuvA	261.7904507704
UniRef50_Q88V02: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	261.7904507704
UniRef50_A1WZ63: Crossover junction endodeoxyribonuclease RuvC	260.3638926308
UniRef50_A1WZ63: Crossover junction endodeoxyribonuclease RuvC|unclassified	260.3638926308
UniRef50_X1NQ55: Marine sediment metagenome DNA, contig: S06H3_S01190 (Fragment)	258.9954409573
UniRef50_X1NQ55: Marine sediment metagenome DNA, contig: S06H3_S01190 (Fragment)|unclassified	258.9954409573
UniRef50_UPI00035FBFFF: hypothetical protein	258.2966689566
UniRef50_UPI00035FBFFF: hypothetical protein|unclassified	258.2966689566
UniRef50_F0P9K4: DNA polymerase III delta prime subunit	258.0395469045
UniRef50_F0P9K4: DNA polymerase III delta prime subunit|unclassified	258.0395469045
UniRef50_P43748: DNA polymerase III subunit delta'	256.8293990500
UniRef50_P43748: DNA polymerase III subunit delta'|unclassified	256.8293990500
UniRef50_O34623: DNA polymerase III subunit alpha	256.3636258691
UniRef50_O34623: DNA polymerase III subunit alpha|unclassified	256.3636258691
UniRef50_Q11DH5: Holliday junction ATP-dependent DNA helicase RuvA	256.1938387037
UniRef50_Q11DH5: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	256.1938387037
UniRef50_UPI00029B1F1E: primosomal protein N''''	256.1747777675
UniRef50_UPI00029B1F1E: primosomal protein N''''|unclassified	256.1747777675
UniRef50_UPI0004720DC2: hypothetical protein	255.8571530319
UniRef50_UPI0004720DC2: hypothetical protein|unclassified	255.8571530319
UniRef50_Q7MHG3	254.7783565659
UniRef50_Q7MHG3|unclassified	254.7783565659
UniRef50_A1K314: Holliday junction ATP-dependent DNA helicase RuvA	254.7613234193
UniRef50_A1K314: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	254.7613234193
UniRef50_UPI00046447BB: primosome assembly protein PriA	254.2448289130
UniRef50_UPI00046447BB: primosome assembly protein PriA|unclassified	254.2448289130
UniRef50_UPI000366511D: hypothetical protein	253.9228186215
UniRef50_UPI000366511D: hypothetical protein|unclassified	253.9228186215
UniRef50_B1HVA4: Holliday junction ATP-dependent DNA helicase RuvA	253.7435981572
UniRef50_B1HVA4: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	253.7435981572
UniRef50_UPI000190A78D: DNA polymerase III subunit epsilon	253.1829453499
UniRef50_UPI000190A78D: DNA polymerase III subunit epsilon|unclassified	253.1829453499
UniRef50_X1NQP7: Marine sediment metagenome DNA, contig: S06H3_S09911 (Fragment)	252.9757944969
UniRef50_X1NQP7: Marine sediment metagenome DNA, contig: S06H3_S09911 (Fragment)|unclassified	252.9757944969
UniRef50_H7PSZ2	252.5045785857
UniRef50_H7PSZ2|unclassified	252.5045785857
UniRef50_A5M5Z6: Primosome assembly protein PriA	251.6800000078
UniRef50_A5M5Z6: Primosome assembly protein PriA|unclassified	251.6800000078
UniRef50_UPI00030109FD: hypothetical protein	250.0861567779
UniRef50_UPI00030109FD: hypothetical protein|unclassified	250.0861567779
UniRef50_Q04GA2: Holliday junction ATP-dependent DNA helicase RuvA	248.9104569717
UniRef50_Q04GA2: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	248.9104569717
UniRef50_E1NY10	248.7043250117
UniRef50_E1NY10|unclassified	248.7043250117
UniRef50_UPI0002885DCB: DNA polymerase III subunit alpha	248.1989792866
UniRef50_UPI0002885DCB: DNA polymerase III subunit alpha|unclassified	248.1989792866
UniRef50_UPI0003A78DEE: DNA helicase	248.0104927571
UniRef50_UPI0003A78DEE: DNA helicase|unclassified	248.0104927571
UniRef50_W7JAP5	247.4746557672
UniRef50_W7JAP5|unclassified	247.4746557672
UniRef50_Q8A6A7: Holliday junction ATP-dependent DNA helicase RuvA	246.4287879374
UniRef50_Q8A6A7: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	246.4287879374
UniRef50_UPI00036A43A5: DNA replication protein DnaC, partial	244.9340780645
UniRef50_UPI00036A43A5: DNA replication protein DnaC, partial|unclassified	244.9340780645
UniRef50_UPI000470F200: ATP-dependent DNA helicase RuvA	244.5148933838
UniRef50_UPI000470F200: ATP-dependent DNA helicase RuvA|unclassified	244.5148933838
UniRef50_C0ZAN3: Holliday junction ATP-dependent DNA helicase RuvA	243.2632109719
UniRef50_C0ZAN3: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	243.2632109719
UniRef50_UPI000474870F: hypothetical protein	242.7023817044
UniRef50_UPI000474870F: hypothetical protein|unclassified	242.7023817044
UniRef50_UPI0003B37F37: Holliday junction DNA helicase RuvA	241.7139156438
UniRef50_UPI0003B37F37: Holliday junction DNA helicase RuvA|unclassified	241.7139156438
UniRef50_L8E2D6: Primosomal protein DnaI	239.0096503738
UniRef50_L8E2D6: Primosomal protein DnaI|unclassified	239.0096503738
UniRef50_UPI000380CEA3: hypothetical protein	238.4476459489
UniRef50_UPI000380CEA3: hypothetical protein|unclassified	238.4476459489
UniRef50_UPI0004701982: DNA polymerase III subunit alpha, partial	238.3450536762
UniRef50_UPI0004701982: DNA polymerase III subunit alpha, partial|unclassified	238.3450536762
UniRef50_UPI00037B48F0: DNA helicase	236.9959116304
UniRef50_UPI00037B48F0: DNA helicase|unclassified	236.9959116304
UniRef50_P52024: DNA polymerase III subunit delta'	236.5548277814
UniRef50_P52024: DNA polymerase III subunit delta'|unclassified	236.5548277814
UniRef50_UPI00016AE55A: inner membrane protein, partial	235.7788167793
UniRef50_UPI00016AE55A: inner membrane protein, partial|unclassified	235.7788167793
UniRef50_X2MRY8	235.3728856618
UniRef50_X2MRY8|unclassified	235.3728856618
UniRef50_Q6F992: Holliday junction ATP-dependent DNA helicase RuvA	234.6814048592
UniRef50_Q6F992: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	234.6814048592
UniRef50_UPI0003B53D80: primosomal protein N''''	234.0778170019
UniRef50_UPI0003B53D80: primosomal protein N''''|unclassified	234.0778170019
UniRef50_UPI000379F717: DNA helicase	233.1732662098
UniRef50_UPI000379F717: DNA helicase|unclassified	233.1732662098
UniRef50_UPI00035E6A34: hypothetical protein	232.7583491644
UniRef50_UPI00035E6A34: hypothetical protein|unclassified	232.7583491644
UniRef50_UPI000287E8E2: DNA polymerase III subunit alpha	231.5218977010
UniRef50_UPI000287E8E2: DNA polymerase III subunit alpha|unclassified	231.5218977010
UniRef50_Q9ZJF9: DNA polymerase III subunit alpha	230.8423920799
UniRef50_Q9ZJF9: DNA polymerase III subunit alpha|unclassified	230.8423920799
UniRef50_UPI000363615D: hypothetical protein	230.7207734444
UniRef50_UPI000363615D: hypothetical protein|unclassified	230.7207734444
UniRef50_UPI00037B4F64: hypothetical protein	229.9749017141
UniRef50_UPI00037B4F64: hypothetical protein|unclassified	229.9749017141
UniRef50_UPI0003B70E0F: DNA helicase	229.2916639875
UniRef50_UPI0003B70E0F: DNA helicase|unclassified	229.2916639875
UniRef50_UPI000475FB40: hypothetical protein, partial	228.7387192183
UniRef50_UPI000475FB40: hypothetical protein, partial|unclassified	228.7387192183
UniRef50_UPI0003781EBA: DNA polymerase III subunit delta	228.5813023312
UniRef50_UPI0003781EBA: DNA polymerase III subunit delta|unclassified	228.5813023312
UniRef50_R6XSQ0: Primosomal protein N	228.2336057427
UniRef50_R6XSQ0: Primosomal protein N|unclassified	228.2336057427
UniRef50_UPI0004012EC5: hypothetical protein	226.3099445574
UniRef50_UPI0004012EC5: hypothetical protein|unclassified	226.3099445574
UniRef50_J9G8S3: Primosomal protein N (Fragment)	225.9586209160
UniRef50_J9G8S3: Primosomal protein N (Fragment)|unclassified	225.9586209160
UniRef50_Q0A5Q3: Holliday junction ATP-dependent DNA helicase RuvA	225.3894020403
UniRef50_Q0A5Q3: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	225.3894020403
UniRef50_X1KE19: Marine sediment metagenome DNA, contig: S06H3_L05453 (Fragment)	224.6755631091
UniRef50_X1KE19: Marine sediment metagenome DNA, contig: S06H3_L05453 (Fragment)|unclassified	224.6755631091
UniRef50_Q3CY94: DNA polymerase III, alpha subunit, Gram-positive type	224.4999531006
UniRef50_Q3CY94: DNA polymerase III, alpha subunit, Gram-positive type|unclassified	224.4999531006
UniRef50_UPI00035E8AA8: hypothetical protein	224.3158707406
UniRef50_UPI00035E8AA8: hypothetical protein|unclassified	224.3158707406
UniRef50_UPI0003669420: hypothetical protein	224.3055684020
UniRef50_UPI0003669420: hypothetical protein|unclassified	224.3055684020
UniRef50_UPI000360C32E: hypothetical protein	224.0169626572
UniRef50_UPI000360C32E: hypothetical protein|unclassified	224.0169626572
UniRef50_Q9CDT7: DNA polymerase III PolC-type	223.8545093261
UniRef50_Q9CDT7: DNA polymerase III PolC-type|unclassified	223.8545093261
UniRef50_O51526: DNA polymerase III subunit alpha	223.4724664697
UniRef50_O51526: DNA polymerase III subunit alpha|unclassified	223.4724664697
UniRef50_X2LWU0: Primosomal replication protein N	222.3601095296
UniRef50_X2LWU0: Primosomal replication protein N|unclassified	222.3601095296
UniRef50_UPI0003A42227: primosomal protein N''	221.3900345636
UniRef50_UPI0003A42227: primosomal protein N''|unclassified	221.3900345636
UniRef50_V8ANG8	221.1117176774
UniRef50_V8ANG8|unclassified	221.1117176774
UniRef50_UPI00047CACD6: hypothetical protein, partial	220.1785604233
UniRef50_UPI00047CACD6: hypothetical protein, partial|unclassified	220.1785604233
UniRef50_A0L4W0: Crossover junction endodeoxyribonuclease RuvC	220.0230912357
UniRef50_A0L4W0: Crossover junction endodeoxyribonuclease RuvC|unclassified	220.0230912357
UniRef50_W4UZC8: DNA polymerase III	219.9103228291
UniRef50_W4UZC8: DNA polymerase III|unclassified	219.9103228291
UniRef50_UPI0003680382: hypothetical protein	218.2651412991
UniRef50_UPI0003680382: hypothetical protein|unclassified	218.2651412991
UniRef50_V6VK89	217.4192868697
UniRef50_V6VK89|unclassified	217.4192868697
UniRef50_C0EPT3: DNA polymerase III, delta' subunit domain protein	217.0921472609
UniRef50_C0EPT3: DNA polymerase III, delta' subunit domain protein|unclassified	217.0921472609
UniRef50_A1WZ64: Holliday junction ATP-dependent DNA helicase RuvA	216.5630182601
UniRef50_A1WZ64: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	216.5630182601
UniRef50_B2IS16	216.1256785212
UniRef50_B2IS16|unclassified	216.1256785212
UniRef50_Q5LNT6: Crossover junction endodeoxyribonuclease RuvC	214.4054083742
UniRef50_Q5LNT6: Crossover junction endodeoxyribonuclease RuvC|unclassified	214.4054083742
UniRef50_UPI0002EB97A3: hypothetical protein	213.7231356778
UniRef50_UPI0002EB97A3: hypothetical protein|unclassified	213.7231356778
UniRef50_UPI0002D3D7BD: hypothetical protein	213.5255516659
UniRef50_UPI0002D3D7BD: hypothetical protein|unclassified	213.5255516659
UniRef50_R5PCN0	213.2483136993
UniRef50_R5PCN0|unclassified	213.2483136993
UniRef50_UPI00035CE1F9: hypothetical protein, partial	212.8606410206
UniRef50_UPI00035CE1F9: hypothetical protein, partial|unclassified	212.8606410206
UniRef50_S6WYT4: Primosome assembly protein PriA (Fragment)	212.6218350485
UniRef50_S6WYT4: Primosome assembly protein PriA (Fragment)|unclassified	212.6218350485
UniRef50_UPI0000E0E458: primosome assembly protein PriA	211.7884242957
UniRef50_UPI0000E0E458: primosome assembly protein PriA|unclassified	211.7884242957
UniRef50_W1DRM0: Primosomal protein I	209.4691076182
UniRef50_W1DRM0: Primosomal protein I|unclassified	209.4691076182
UniRef50_UPI00029AD825: DNA polymerase III subunit alpha, partial	209.3394842150
UniRef50_UPI00029AD825: DNA polymerase III subunit alpha, partial|unclassified	209.3394842150
UniRef50_L7A9X9	209.2384844259
UniRef50_L7A9X9|unclassified	209.2384844259
UniRef50_Q5NH17: Holliday junction ATP-dependent DNA helicase RuvA	209.2171920582
UniRef50_Q5NH17: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	209.2171920582
UniRef50_Q8XJR3: DNA polymerase III PolC-type	209.1034513130
UniRef50_Q8XJR3: DNA polymerase III PolC-type|unclassified	209.1034513130
UniRef50_UPI0004795999: DNA helicase	209.0213783706
UniRef50_UPI0004795999: DNA helicase|unclassified	209.0213783706
UniRef50_A9BB56: Crossover junction endodeoxyribonuclease RuvC	207.9441264846
UniRef50_A9BB56: Crossover junction endodeoxyribonuclease RuvC|unclassified	207.9441264846
UniRef50_A5F750: Primosomal replication protein N	207.5733517779
UniRef50_A5F750: Primosomal replication protein N|unclassified	207.5733517779
UniRef50_UPI000473FB58: helicase DnaB, partial	207.2440585505
UniRef50_UPI000473FB58: helicase DnaB, partial|unclassified	207.2440585505
UniRef50_Q6NAT0: Holliday junction ATP-dependent DNA helicase RuvA	207.0050394039
UniRef50_Q6NAT0: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	207.0050394039
UniRef50_Q9PQ74: DNA polymerase III subunit alpha	206.8811189001
UniRef50_Q9PQ74: DNA polymerase III subunit alpha|unclassified	206.8811189001
UniRef50_UPI0003479AB4: hypothetical protein	206.8713967611
UniRef50_UPI0003479AB4: hypothetical protein|unclassified	206.8713967611
UniRef50_UPI0002BB8FF0: hypothetical protein	206.7289983658
UniRef50_UPI0002BB8FF0: hypothetical protein|unclassified	206.7289983658
UniRef50_B9J9J2: Crossover junction endodeoxyribonuclease RuvC	206.2181412208
UniRef50_B9J9J2: Crossover junction endodeoxyribonuclease RuvC|unclassified	206.2181412208
UniRef50_UPI00037639CD: primosome assembly protein PriA	205.4856652834
UniRef50_UPI00037639CD: primosome assembly protein PriA|unclassified	205.4856652834
UniRef50_UPI0003FE862D: DNA polymerase III subunit delta	205.1789141061
UniRef50_UPI0003FE862D: DNA polymerase III subunit delta|unclassified	205.1789141061
UniRef50_UPI000479A81A: DNA polymerase III subunit delta	204.6470557443
UniRef50_UPI000479A81A: DNA polymerase III subunit delta|unclassified	204.6470557443
UniRef50_UPI000367858B: hypothetical protein	202.1083761740
UniRef50_UPI000367858B: hypothetical protein|unclassified	202.1083761740
UniRef50_A9WWI1: Crossover junction endodeoxyribonuclease RuvC	200.4205332050
UniRef50_A9WWI1: Crossover junction endodeoxyribonuclease RuvC|unclassified	200.4205332050
UniRef50_C6M5C0: Primosomal protein N	199.8935912003
UniRef50_C6M5C0: Primosomal protein N|unclassified	199.8935912003
UniRef50_UPI00041EBB81: primosome assembly protein PriA	199.3249862821
UniRef50_UPI00041EBB81: primosome assembly protein PriA|unclassified	199.3249862821
UniRef50_X5NVI0: Primosomal protein N	199.2435614391
UniRef50_X5NVI0: Primosomal protein N|unclassified	199.2435614391
UniRef50_A8F0M4: Crossover junction endodeoxyribonuclease RuvC	198.8756087419
UniRef50_A8F0M4: Crossover junction endodeoxyribonuclease RuvC|unclassified	198.8756087419
UniRef50_R6PA50: DNA polymerase III alpha subunit	198.1877357638
UniRef50_R6PA50: DNA polymerase III alpha subunit|unclassified	198.1877357638
UniRef50_A0A010P910: Putative primosome assembly protein PriA	197.6697936509
UniRef50_A0A010P910: Putative primosome assembly protein PriA|unclassified	197.6697936509
UniRef50_Q4UK40: DNA polymerase III subunit alpha	197.5413779338
UniRef50_Q4UK40: DNA polymerase III subunit alpha|unclassified	197.5413779338
UniRef50_UPI00037066BE: hypothetical protein, partial	197.3805408580
UniRef50_UPI00037066BE: hypothetical protein, partial|unclassified	197.3805408580
UniRef50_J6CTR0: Primosome assembly protein PriA (Fragment)	196.1597517220
UniRef50_J6CTR0: Primosome assembly protein PriA (Fragment)|unclassified	196.1597517220
UniRef50_UPI000477F029: primosomal protein DnaI	194.5420529373
UniRef50_UPI000477F029: primosomal protein DnaI|unclassified	194.5420529373
UniRef50_O51653: DNA primase	194.1232126633
UniRef50_O51653: DNA primase|unclassified	194.1232126633
UniRef50_UPI0003B5F6EB: hypothetical protein, partial	193.6603325102
UniRef50_UPI0003B5F6EB: hypothetical protein, partial|unclassified	193.6603325102
UniRef50_P63978: DNA polymerase III subunit alpha	193.2959071565
UniRef50_P63978: DNA polymerase III subunit alpha|unclassified	193.2959071565
UniRef50_UPI0003B6CBC5: hypothetical protein	192.7937108093
UniRef50_UPI0003B6CBC5: hypothetical protein|unclassified	192.7937108093
UniRef50_P70827: Holliday junction ATP-dependent DNA helicase RuvA	191.9057766779
UniRef50_P70827: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	191.9057766779
UniRef50_UPI000366B562: hypothetical protein	190.9987501841
UniRef50_UPI000366B562: hypothetical protein|unclassified	190.9987501841
UniRef50_E0WRR4: Primosomal replication protein N''	190.7932271912
UniRef50_E0WRR4: Primosomal replication protein N''|unclassified	190.7932271912
UniRef50_UPI000369D1FF: hypothetical protein	190.2478843352
UniRef50_UPI000369D1FF: hypothetical protein|unclassified	190.2478843352
UniRef50_L5WQR4: Primosomal replication protein N	189.7703723099
UniRef50_L5WQR4: Primosomal replication protein N|unclassified	189.7703723099
UniRef50_UPI0002492BF1: DNA polymerase III subunit delta, partial	189.7063024917
UniRef50_UPI0002492BF1: DNA polymerase III subunit delta, partial|unclassified	189.7063024917
UniRef50_UPI00035C4E7E: hypothetical protein	188.1892430335
UniRef50_UPI00035C4E7E: hypothetical protein|unclassified	188.1892430335
UniRef50_UPI00046C9331: DNA polymerase III subunit alpha	187.5191905500
UniRef50_UPI00046C9331: DNA polymerase III subunit alpha|unclassified	187.5191905500
UniRef50_W9F2E2	187.4679010260
UniRef50_W9F2E2|unclassified	187.4679010260
UniRef50_UPI0003789602: hypothetical protein	185.4175006901
UniRef50_UPI0003789602: hypothetical protein|unclassified	185.4175006901
UniRef50_D1YG35: Putative primosomal protein N	185.1891704891
UniRef50_D1YG35: Putative primosomal protein N|unclassified	185.1891704891
UniRef50_Q9I5W0: DNA primase	184.8837454205
UniRef50_Q9I5W0: DNA primase|unclassified	184.8837454205
UniRef50_Q820S3: Holliday junction ATP-dependent DNA helicase RuvA	184.1366169995
UniRef50_Q820S3: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	184.1366169995
UniRef50_UPI000169A42A: Holliday junction DNA helicase RuvA	183.7375247792
