# Gene Family	SampleAmmonia_assimilation_Abundance-RPKs
UniRef50_UPI00029A755A: Fis family transcriptionel regulator|unclassified	13.3044821986
UniRef50_UPI00046F93AF: hypothetical protein, partial	13.2225454405
UniRef50_UPI00046F93AF: hypothetical protein, partial|unclassified	13.2225454405
UniRef50_UPI000366AE32: hypothetical protein	13.2169471344
UniRef50_UPI000366AE32: hypothetical protein|unclassified	13.2169471344
UniRef50_X1D465: Marine sediment metagenome DNA, contig: S01H4_S04956 (Fragment)	13.1677835670
UniRef50_X1D465: Marine sediment metagenome DNA, contig: S01H4_S04956 (Fragment)|unclassified	13.1677835670
UniRef50_A0A058SSX3	13.0909106742
UniRef50_A0A058SSX3|unclassified	13.0909106742
UniRef50_C5KK20: Glutamate synthase, putative (Fragment)	12.8936696737
UniRef50_C5KK20: Glutamate synthase, putative (Fragment)|unclassified	12.8936696737
UniRef50_D7C9C0	12.8865232346
UniRef50_D7C9C0|unclassified	12.8865232346
UniRef50_UPI0003FCDF2A: Fis family transcriptional regulator	12.8677338715
UniRef50_UPI0003FCDF2A: Fis family transcriptional regulator|unclassified	12.8677338715
UniRef50_W4TFQ5: Glutamate synthase	12.8128320332
UniRef50_W4TFQ5: Glutamate synthase|unclassified	12.8128320332
UniRef50_W4VNX5: Diguanylate cyclase/phosphodiesterase	12.8116298165
UniRef50_W4VNX5: Diguanylate cyclase/phosphodiesterase|unclassified	12.8116298165
UniRef50_A0A011MUD9	12.7408542611
UniRef50_A0A011MUD9|unclassified	12.7408542611
UniRef50_C6LDY1	12.7097170891
UniRef50_C6LDY1|unclassified	12.7097170891
UniRef50_F0G677: Fis family GAF modulated sigma54 specific transcriptional regulator (Fragment)	12.6277236187
UniRef50_F0G677: Fis family GAF modulated sigma54 specific transcriptional regulator (Fragment)|unclassified	12.6277236187
UniRef50_UPI0003755572: hypothetical protein	12.5552150270
UniRef50_UPI0003755572: hypothetical protein|unclassified	12.5552150270
UniRef50_UPI0003706700: hypothetical protein	12.3572424906
UniRef50_UPI0003706700: hypothetical protein|unclassified	12.3572424906
UniRef50_C9YY70	12.3143527240
UniRef50_C9YY70|unclassified	12.3143527240
UniRef50_UPI000365DEB1: hypothetical protein	12.2702796320
UniRef50_UPI000365DEB1: hypothetical protein|unclassified	12.2702796320
UniRef50_UPI0003B716A5: Fis family transcriptional regulator, partial	12.2406922658
UniRef50_UPI0003B716A5: Fis family transcriptional regulator, partial|unclassified	12.2406922658
UniRef50_UPI0002379717: LuxR family transcriptional regulator	12.2083442068
UniRef50_UPI0002379717: LuxR family transcriptional regulator|unclassified	12.2083442068
UniRef50_T1B3U4: Glutamate synthase beta subunit (Fragment)	12.2055446999
UniRef50_T1B3U4: Glutamate synthase beta subunit (Fragment)|unclassified	12.2055446999
UniRef50_UPI0003B56582: protein-P-II uridylyltransferase	12.1910921489
UniRef50_UPI0003B56582: protein-P-II uridylyltransferase|unclassified	12.1910921489
UniRef50_R6BIC0	11.8756831020
UniRef50_R6BIC0|unclassified	11.8756831020
UniRef50_UPI000371A3D0: hypothetical protein, partial	11.8297772171
UniRef50_UPI000371A3D0: hypothetical protein, partial|unclassified	11.8297772171
UniRef50_I7ZMA5	11.6382946880
UniRef50_I7ZMA5|unclassified	11.6382946880
UniRef50_UPI000364274C: Fis family transcriptional regulator, partial	11.5180701880
UniRef50_UPI000364274C: Fis family transcriptional regulator, partial|unclassified	11.5180701880
UniRef50_UPI0003662042: hypothetical protein	11.4946325351
UniRef50_UPI0003662042: hypothetical protein|unclassified	11.4946325351
UniRef50_UPI0004764A3B: hypothetical protein, partial	11.3342646579
UniRef50_UPI0004764A3B: hypothetical protein, partial|unclassified	11.3342646579
UniRef50_A6FCJ0	11.2416043176
UniRef50_A6FCJ0|unclassified	11.2416043176
UniRef50_UPI0003B2F2DC: hypothetical protein, partial	11.2387893148
UniRef50_UPI0003B2F2DC: hypothetical protein, partial|unclassified	11.2387893148
UniRef50_W9T9V5	11.2359550562
UniRef50_W9T9V5|unclassified	11.2359550562
UniRef50_UPI000382C5DD: hypothetical protein	11.0215829189
UniRef50_UPI000382C5DD: hypothetical protein|unclassified	11.0215829189
UniRef50_X1GHL2: Marine sediment metagenome DNA, contig: S03H2_L07962 (Fragment)	10.8859358307
UniRef50_X1GHL2: Marine sediment metagenome DNA, contig: S03H2_L07962 (Fragment)|unclassified	10.8859358307
UniRef50_R6EIF6	10.8710261128
UniRef50_R6EIF6|unclassified	10.8710261128
UniRef50_UPI0003690C3F: hypothetical protein	10.7343060949
UniRef50_UPI0003690C3F: hypothetical protein|unclassified	10.7343060949
UniRef50_B7G026: Predicted protein (Fragment)	10.6913194359
UniRef50_B7G026: Predicted protein (Fragment)|unclassified	10.6913194359
UniRef50_UPI0003061DC9: hypothetical protein	10.6767975675
UniRef50_UPI0003061DC9: hypothetical protein|unclassified	10.6767975675
UniRef50_X5NVN5: Oxidoreductase (Glutamate synthase related)	10.6720963400
UniRef50_X5NVN5: Oxidoreductase (Glutamate synthase related)|unclassified	10.6720963400
UniRef50_E9F687	10.6249388561
UniRef50_E9F687|unclassified	10.6249388561
UniRef50_UPI000174444A: protein-P-II uridylyltransferase, putative	10.5837664069
UniRef50_UPI000174444A: protein-P-II uridylyltransferase, putative|unclassified	10.5837664069
UniRef50_UPI00016C3F33: nitrogen assimilation regulatory protein	10.5187061239
UniRef50_UPI00016C3F33: nitrogen assimilation regulatory protein|unclassified	10.5187061239
UniRef50_X7VI41: FAD-NAD(P)-binding family protein	10.4760764963
UniRef50_X7VI41: FAD-NAD(P)-binding family protein|unclassified	10.4760764963
UniRef50_UPI0003629AC1: hypothetical protein	10.4499508535
UniRef50_UPI0003629AC1: hypothetical protein|unclassified	10.4499508535
UniRef50_UPI00035DFCB1: hypothetical protein	10.4269247707
UniRef50_UPI00035DFCB1: hypothetical protein|unclassified	10.4269247707
UniRef50_UPI000376AE80: hypothetical protein	10.3835432438
UniRef50_UPI000376AE80: hypothetical protein|unclassified	10.3835432438
UniRef50_UPI0002882077: UTP-GlnB uridylyltransferase, GlnD, partial	10.3645861308
UniRef50_UPI0002882077: UTP-GlnB uridylyltransferase, GlnD, partial|unclassified	10.3645861308
UniRef50_UPI00037752EC: hypothetical protein	10.2604778416
UniRef50_UPI00037752EC: hypothetical protein|unclassified	10.2604778416
UniRef50_UPI00046789E3: ATPase AAA, partial	10.2572163590
UniRef50_UPI00046789E3: ATPase AAA, partial|unclassified	10.2572163590
UniRef50_UPI000364CA98: hypothetical protein	10.2240774392
UniRef50_UPI000364CA98: hypothetical protein|unclassified	10.2240774392
UniRef50_UPI0004760548: hypothetical protein	10.0885684832
UniRef50_UPI0004760548: hypothetical protein|unclassified	10.0885684832
UniRef50_UPI00041630B3: hypothetical protein	10.0681942053
UniRef50_UPI00041630B3: hypothetical protein|unclassified	10.0681942053
UniRef50_UPI0002E22152: hypothetical protein	10.0583592694
UniRef50_UPI0002E22152: hypothetical protein|unclassified	10.0583592694
UniRef50_UPI00037587E1: hypothetical protein	9.9427311487
UniRef50_UPI00037587E1: hypothetical protein|unclassified	9.9427311487
UniRef50_UPI000475368E: Fis family transcriptional regulator	9.8069058751
UniRef50_UPI000475368E: Fis family transcriptional regulator|unclassified	9.8069058751
UniRef50_S7YVP0: Glutamate synthase	9.7021387072
UniRef50_S7YVP0: Glutamate synthase|unclassified	9.7021387072
UniRef50_K2T9E1	9.6153846154
UniRef50_K2T9E1|unclassified	9.6153846154
UniRef50_UPI00046D3094: Fis family transcriptional regulator	9.6096003574
UniRef50_UPI00046D3094: Fis family transcriptional regulator|unclassified	9.6096003574
UniRef50_C5C8V8	9.5300585178
UniRef50_C5C8V8|unclassified	9.5300585178
UniRef50_UPI00046FCF54: hypothetical protein	9.5287054453
UniRef50_UPI00046FCF54: hypothetical protein|unclassified	9.5287054453
UniRef50_F0GL47: Fis family GAF modulated sigma54 specific transcriptional regulator (Fragment)	9.5106567875
UniRef50_F0GL47: Fis family GAF modulated sigma54 specific transcriptional regulator (Fragment)|unclassified	9.5106567875
UniRef50_X1MHD1: Marine sediment metagenome DNA, contig: S06H3_S02287 (Fragment)	9.4704521572
UniRef50_X1MHD1: Marine sediment metagenome DNA, contig: S06H3_S02287 (Fragment)|unclassified	9.4704521572
UniRef50_UPI0004791A06: pyridine nucleotide-disulfide oxidoreductase	9.4612032890
UniRef50_UPI0004791A06: pyridine nucleotide-disulfide oxidoreductase|unclassified	9.4612032890
UniRef50_B1FPT3	9.4162019919
UniRef50_B1FPT3|unclassified	9.4162019919
UniRef50_Z2DXU5	9.3457943925
UniRef50_Z2DXU5|unclassified	9.3457943925
UniRef50_X0ZPV9: Marine sediment metagenome DNA, contig: S01H4_L01154 (Fragment)	9.3273387605
UniRef50_X0ZPV9: Marine sediment metagenome DNA, contig: S01H4_L01154 (Fragment)|unclassified	9.3273387605
UniRef50_O58607	9.3090806906
UniRef50_O58607|unclassified	9.3090806906
UniRef50_UPI0001BF5FAB: hypothetical protein SMAC_10465, partial	9.2239470769
UniRef50_UPI0001BF5FAB: hypothetical protein SMAC_10465, partial|unclassified	9.2239470769
UniRef50_W7WW56	9.1743119266
UniRef50_W7WW56|unclassified	9.1743119266
UniRef50_UPI00046D7FA7: hypothetical protein	9.1438173994
UniRef50_UPI00046D7FA7: hypothetical protein|unclassified	9.1438173994
UniRef50_UPI0003B56116: 4Fe-4S ferredoxin	9.1059974769
UniRef50_UPI0003B56116: 4Fe-4S ferredoxin|unclassified	9.1059974769
UniRef50_D3DCP8	9.0330736919
UniRef50_D3DCP8|unclassified	9.0330736919
UniRef50_Q9UX71	8.9742840357
UniRef50_Q9UX71|unclassified	8.9742840357
UniRef50_UPI00036B2D56: hypothetical protein	8.9541614677
UniRef50_UPI00036B2D56: hypothetical protein|unclassified	8.9541614677
UniRef50_UPI00039BDF61: Fis family transcriptional regulator	8.9357107730
UniRef50_UPI00039BDF61: Fis family transcriptional regulator|unclassified	8.9357107730
UniRef50_UPI000364F7B9: hypothetical protein	8.8734245619
UniRef50_UPI000364F7B9: hypothetical protein|unclassified	8.8734245619
UniRef50_UPI0003629EBB: hypothetical protein	8.7884485728
UniRef50_UPI0003629EBB: hypothetical protein|unclassified	8.7884485728
UniRef50_UPI0003B51E20: chemotaxis protein CheY, partial	8.7164260474
UniRef50_UPI0003B51E20: chemotaxis protein CheY, partial|unclassified	8.7164260474
UniRef50_K4R7V8	8.6844919765
UniRef50_K4R7V8|unclassified	8.6844919765
UniRef50_UPI0001CBF617: sigma-54-dependent transcriptional regulator	8.6479685550
UniRef50_UPI0001CBF617: sigma-54-dependent transcriptional regulator|unclassified	8.6479685550
UniRef50_UPI00036FD780: hypothetical protein	8.6381456955
UniRef50_UPI00036FD780: hypothetical protein|unclassified	8.6381456955
UniRef50_UPI000050FB22: hypothetical protein	8.4999686545
UniRef50_UPI000050FB22: hypothetical protein|unclassified	8.4999686545
UniRef50_K2BW38: Pyridine nucleotide-disulfide oxidoreductase family	8.4696323805
UniRef50_K2BW38: Pyridine nucleotide-disulfide oxidoreductase family|unclassified	8.4696323805
UniRef50_UPI00046A4497: ammonium transporter	8.4370615747
UniRef50_UPI00046A4497: ammonium transporter|unclassified	8.4370615747
UniRef50_T0Y686: Oxidoreductase (Fragment)	8.4183565842
UniRef50_T0Y686: Oxidoreductase (Fragment)|unclassified	8.4183565842
UniRef50_UPI0002484D7D: PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase, partial	8.3667847304
UniRef50_UPI0002484D7D: PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase, partial|unclassified	8.3667847304
UniRef50_X7VK40: FAD binding-containing domain protein	8.3214497989
UniRef50_X7VK40: FAD binding-containing domain protein|unclassified	8.3214497989
UniRef50_R5ZLR0	8.3207015291
UniRef50_R5ZLR0|unclassified	8.3207015291
UniRef50_X0WG40: Marine sediment metagenome DNA, contig: S01H1_S21098 (Fragment)	8.2174699497
UniRef50_X0WG40: Marine sediment metagenome DNA, contig: S01H1_S21098 (Fragment)|unclassified	8.2174699497
UniRef50_UPI00026276D3: Fis family transcriptional regulator	8.1620223149
UniRef50_UPI00026276D3: Fis family transcriptional regulator|unclassified	8.1620223149
UniRef50_UPI000379C628: dihydropyrimidine dehydrogenase subunit A	8.1130403353
UniRef50_UPI000379C628: dihydropyrimidine dehydrogenase subunit A|unclassified	8.1130403353
UniRef50_L0SQG8	8.1006276367
UniRef50_L0SQG8|unclassified	8.1006276367
UniRef50_J0NAH5	8.0967331380
UniRef50_J0NAH5|unclassified	8.0967331380
UniRef50_D3HJD0	7.9799516395
UniRef50_D3HJD0|unclassified	7.9799516395
UniRef50_X1FFB7: Marine sediment metagenome DNA, contig: S03H2_L06246 (Fragment)	7.9796235558
UniRef50_X1FFB7: Marine sediment metagenome DNA, contig: S03H2_L06246 (Fragment)|unclassified	7.9796235558
UniRef50_Q58571: Tungsten-containing formylmethanofuran dehydrogenase 2 subunit C	7.9500873715
UniRef50_Q58571: Tungsten-containing formylmethanofuran dehydrogenase 2 subunit C|unclassified	7.9500873715
UniRef50_UPI0004629119: hypothetical protein	7.9109746214
UniRef50_UPI0004629119: hypothetical protein|unclassified	7.9109746214
UniRef50_UPI0004087987: Fis family transcriptional regulator	7.8386410818
UniRef50_UPI0004087987: Fis family transcriptional regulator|unclassified	7.8386410818
UniRef50_UPI000472FCAF: transcriptional regulator, partial	7.8192857569
UniRef50_UPI000472FCAF: transcriptional regulator, partial|unclassified	7.8192857569
UniRef50_UPI00046EBEB1: hypothetical protein	7.8161538096
UniRef50_UPI00046EBEB1: hypothetical protein|unclassified	7.8161538096
UniRef50_Z2EG45: Nitrogen assimilation regulatory protein (Fragment)	7.7931777628
UniRef50_Z2EG45: Nitrogen assimilation regulatory protein (Fragment)|unclassified	7.7931777628
UniRef50_UPI0004743A3C: hypothetical protein, partial	7.7875051327
UniRef50_UPI0004743A3C: hypothetical protein, partial|unclassified	7.7875051327
UniRef50_A0A022P3D2	7.7641127931
UniRef50_A0A022P3D2|unclassified	7.7641127931
UniRef50_R5KVI0	7.7482302145
UniRef50_R5KVI0|unclassified	7.7482302145
UniRef50_W6ED09: GlnB-like protein	7.6738067348
UniRef50_W6ED09: GlnB-like protein|unclassified	7.6738067348
UniRef50_U5YMA1: Nitrogen regulatory protein	7.6582276495
UniRef50_U5YMA1: Nitrogen regulatory protein|unclassified	7.6582276495
UniRef50_A0A011PJY0: Transcriptional regulatory protein FixJ	7.6341263132
UniRef50_A0A011PJY0: Transcriptional regulatory protein FixJ|unclassified	7.6341263132
UniRef50_UPI00047D7869: hypothetical protein	7.6289476730
UniRef50_UPI00047D7869: hypothetical protein|unclassified	7.6289476730
UniRef50_UPI00035D7BB8: hypothetical protein	7.6273360193
UniRef50_UPI00035D7BB8: hypothetical protein|unclassified	7.6273360193
UniRef50_X1Q9N2: Marine sediment metagenome DNA, contig: S06H3_S23904 (Fragment)	7.5717031667
UniRef50_X1Q9N2: Marine sediment metagenome DNA, contig: S06H3_S23904 (Fragment)|unclassified	7.5717031667
UniRef50_B9C0V2: Sigma54 specific transcriptional regulator with GAF sensor, Fis family (Fragment)	7.3985694822
UniRef50_B9C0V2: Sigma54 specific transcriptional regulator with GAF sensor, Fis family (Fragment)|unclassified	7.3985694822
UniRef50_UPI0003037665: hypothetical protein	7.3975150022
UniRef50_UPI0003037665: hypothetical protein|unclassified	7.3975150022
UniRef50_UPI0003B32201: Fis family transcriptional regulator	7.3951477821
UniRef50_UPI0003B32201: Fis family transcriptional regulator|unclassified	7.3951477821
UniRef50_W1Y3M8	7.3618310357
UniRef50_W1Y3M8|unclassified	7.3618310357
UniRef50_R6GGR9	7.3267905269
UniRef50_R6GGR9|unclassified	7.3267905269
UniRef50_UPI000375C46E: hypothetical protein	7.2794499934
UniRef50_UPI000375C46E: hypothetical protein|unclassified	7.2794499934
UniRef50_J8UX27	7.2751322751
UniRef50_J8UX27|unclassified	7.2751322751
UniRef50_W7VSU8	7.2620583216
UniRef50_W7VSU8|unclassified	7.2620583216
UniRef50_UPI000465CE8D: hypothetical protein	7.2407485044
UniRef50_UPI000465CE8D: hypothetical protein|unclassified	7.2407485044
UniRef50_UPI00038159A6: hypothetical protein	7.2243649403
UniRef50_UPI00038159A6: hypothetical protein|unclassified	7.2243649403
UniRef50_UPI0003622A96: hypothetical protein, partial	7.2089593050
UniRef50_UPI0003622A96: hypothetical protein, partial|unclassified	7.2089593050
UniRef50_UPI0004074EC8: hypothetical protein	7.2011329428
UniRef50_UPI0004074EC8: hypothetical protein|unclassified	7.2011329428
UniRef50_UPI000368E234: ATPase AAA	7.1962235260
UniRef50_UPI000368E234: ATPase AAA|unclassified	7.1962235260
UniRef50_UPI000419959C: hypothetical protein	7.1643665389
UniRef50_UPI000419959C: hypothetical protein|unclassified	7.1643665389
UniRef50_B8NN65	7.1367919915
UniRef50_B8NN65|unclassified	7.1367919915
UniRef50_M1W0I7	7.1011863989
UniRef50_M1W0I7|unclassified	7.1011863989
UniRef50_X1UJJ9: Marine sediment metagenome DNA, contig: S12H4_S26010 (Fragment)	7.0047950927
UniRef50_X1UJJ9: Marine sediment metagenome DNA, contig: S12H4_S26010 (Fragment)|unclassified	7.0047950927
UniRef50_G4BFG4	6.9712852066
UniRef50_G4BFG4|unclassified	6.9712852066
UniRef50_G2DHF0: Glutamate synthase beta chain-related oxidoreductase, containing 2Fe-2S and 4Fe-4S clusters	6.9492529733
UniRef50_G2DHF0: Glutamate synthase beta chain-related oxidoreductase, containing 2Fe-2S and 4Fe-4S clusters|unclassified	6.9492529733
UniRef50_W1VW36: Selenate reductase subunit YgfK	6.9285410376
UniRef50_W1VW36: Selenate reductase subunit YgfK|unclassified	6.9285410376
UniRef50_UPI0003811C25: hypothetical protein	6.8065559639
UniRef50_UPI0003811C25: hypothetical protein|unclassified	6.8065559639
UniRef50_UPI000474191D: hypothetical protein, partial	6.7357115777
UniRef50_UPI000474191D: hypothetical protein, partial|unclassified	6.7357115777
UniRef50_UPI0003B43FC7: DNA-binding protein	6.7352056180
UniRef50_UPI0003B43FC7: DNA-binding protein|unclassified	6.7352056180
UniRef50_U5YM97: Nitrogen regulatory protein	6.7281004314
UniRef50_U5YM97: Nitrogen regulatory protein|unclassified	6.7281004314
UniRef50_UPI00037DE92F: hypothetical protein	6.7196736740
UniRef50_UPI00037DE92F: hypothetical protein|unclassified	6.7196736740
UniRef50_H1FXK8	6.7001863033
UniRef50_H1FXK8|unclassified	6.7001863033
UniRef50_E0UH74: GUN4 domain protein	6.6597975911
UniRef50_E0UH74: GUN4 domain protein|unclassified	6.6597975911
UniRef50_UPI0003B338FC: ATPase AAA	6.6316077663
UniRef50_UPI0003B338FC: ATPase AAA|unclassified	6.6316077663
UniRef50_UPI0003B4E3A4: acetoacetate metabolism regulatory protein AtoC	6.6285402137
UniRef50_UPI0003B4E3A4: acetoacetate metabolism regulatory protein AtoC|unclassified	6.6285402137
UniRef50_UPI000469E7AC: chemotaxis protein CheY	6.5743410830
UniRef50_UPI000469E7AC: chemotaxis protein CheY|unclassified	6.5743410830
UniRef50_UPI00047D214C: chemotaxis protein CheY	6.4813868705
UniRef50_UPI00047D214C: chemotaxis protein CheY|unclassified	6.4813868705
UniRef50_UPI0003B73A0C: ATPase	6.3855397467
UniRef50_UPI0003B73A0C: ATPase|unclassified	6.3855397467
UniRef50_UPI0003EB1A74: hypothetical protein	6.3825574885
UniRef50_UPI0003EB1A74: hypothetical protein|unclassified	6.3825574885
UniRef50_UPI00037C3AE7: hypothetical protein	6.3441697660
UniRef50_UPI00037C3AE7: hypothetical protein|unclassified	6.3441697660
UniRef50_UPI00036483B1: hypothetical protein	6.2497529815
UniRef50_UPI00036483B1: hypothetical protein|unclassified	6.2497529815
UniRef50_UPI00036BEBA7: hypothetical protein	6.2419414215
UniRef50_UPI00036BEBA7: hypothetical protein|unclassified	6.2419414215
UniRef50_U6SUJ8	6.1349693252
UniRef50_U6SUJ8|unclassified	6.1349693252
UniRef50_UPI000368528C: hypothetical protein	6.1131271057
UniRef50_UPI000368528C: hypothetical protein|unclassified	6.1131271057
UniRef50_UPI0003B4D14A: acetoacetate metabolism regulatory protein AtoC	6.0904977021
UniRef50_UPI0003B4D14A: acetoacetate metabolism regulatory protein AtoC|unclassified	6.0904977021
UniRef50_UPI0000167300: COG0174: Glutamine synthetase	6.0872545513
UniRef50_UPI0000167300: COG0174: Glutamine synthetase|unclassified	6.0872545513
UniRef50_UPI0003A0A3EF: Fis family transcriptional regulator	6.0699506712
UniRef50_UPI0003A0A3EF: Fis family transcriptional regulator|unclassified	6.0699506712
UniRef50_X0XVF6: Marine sediment metagenome DNA, contig: S01H1_S40837 (Fragment)	6.0553965922
UniRef50_X0XVF6: Marine sediment metagenome DNA, contig: S01H1_S40837 (Fragment)|unclassified	6.0553965922
UniRef50_UPI0004755442: hypothetical protein, partial	6.0366246323
UniRef50_UPI0004755442: hypothetical protein, partial|unclassified	6.0366246323
UniRef50_Q9ZBH0: Putative S-adenosyl-L-methionine-dependent methyltransferase SCO6443	5.9298526866
UniRef50_Q9ZBH0: Putative S-adenosyl-L-methionine-dependent methyltransferase SCO6443|unclassified	5.9298526866
UniRef50_UPI0004733E7F: hypothetical protein, partial	5.8479532164
UniRef50_UPI0004733E7F: hypothetical protein, partial|unclassified	5.8479532164
UniRef50_X1EXD2: Marine sediment metagenome DNA, contig: S01H4_S24239 (Fragment)	5.7652277193
UniRef50_X1EXD2: Marine sediment metagenome DNA, contig: S01H4_S24239 (Fragment)|unclassified	5.7652277193
UniRef50_R5XF92	5.6465523072
UniRef50_R5XF92|unclassified	5.6465523072
UniRef50_UPI00037311EB: hypothetical protein	5.5147178872
UniRef50_UPI00037311EB: hypothetical protein|unclassified	5.5147178872
UniRef50_UPI00037ABC1F: hypothetical protein	5.4573875185
UniRef50_UPI00037ABC1F: hypothetical protein|unclassified	5.4573875185
UniRef50_X1QND3: Marine sediment metagenome DNA, contig: S06H3_S26159 (Fragment)	5.4555134001
UniRef50_X1QND3: Marine sediment metagenome DNA, contig: S06H3_S26159 (Fragment)|unclassified	5.4555134001
UniRef50_UPI0002F5721F: chemotaxis protein CheY	5.4144605267
UniRef50_UPI0002F5721F: chemotaxis protein CheY|unclassified	5.4144605267
UniRef50_W1UZ15: FAD-dependent pyridine nucleotide-disulfide oxidoreductase (Fragment)	5.3763440860
UniRef50_W1UZ15: FAD-dependent pyridine nucleotide-disulfide oxidoreductase (Fragment)|unclassified	5.3763440860
UniRef50_UPI00037E7972: hypothetical protein	5.3214392619
UniRef50_UPI00037E7972: hypothetical protein|unclassified	5.3214392619
UniRef50_R5TGV0: Hydrogenase Fe-only	5.2083333333
UniRef50_R5TGV0: Hydrogenase Fe-only|unclassified	5.2083333333
UniRef50_UPI00036D062D: hypothetical protein	5.2026599804
UniRef50_UPI00036D062D: hypothetical protein|unclassified	5.2026599804
UniRef50_A6W6H8	5.1873992397
UniRef50_A6W6H8|unclassified	5.1873992397
UniRef50_W0B9S0	5.1777108538
UniRef50_W0B9S0|unclassified	5.1777108538
UniRef50_UPI000472AE95: Fis family transcriptional regulator	5.1709226097
UniRef50_UPI000472AE95: Fis family transcriptional regulator|unclassified	5.1709226097
UniRef50_UPI0003A7508D: hypothetical protein	5.1502157790
UniRef50_UPI0003A7508D: hypothetical protein|unclassified	5.1502157790
UniRef50_V6USM5	5.1404474087
UniRef50_V6USM5|unclassified	5.1404474087
UniRef50_F1VY05: GAF modulated sigma54 specific transcriptional regulator, Fis family	5.1379177842
UniRef50_F1VY05: GAF modulated sigma54 specific transcriptional regulator, Fis family|unclassified	5.1379177842
UniRef50_G8RVA9	5.1018186916
UniRef50_G8RVA9|unclassified	5.1018186916
UniRef50_UPI0003722299: hypothetical protein	5.0869376561
UniRef50_UPI0003722299: hypothetical protein|unclassified	5.0869376561
UniRef50_W1UEF7	5.0057994660
UniRef50_W1UEF7|unclassified	5.0057994660
UniRef50_UPI00026C7A7E: two-component response regulator	4.9817101393
UniRef50_UPI00026C7A7E: two-component response regulator|unclassified	4.9817101393
UniRef50_Q83CY8: Putative peroxiredoxin bcp	4.9634192260
UniRef50_Q83CY8: Putative peroxiredoxin bcp|unclassified	4.9634192260
UniRef50_UPI0003683665: hypothetical protein	4.9601880212
UniRef50_UPI0003683665: hypothetical protein|unclassified	4.9601880212
UniRef50_K1ZRL2	4.9504950495
UniRef50_K1ZRL2|unclassified	4.9504950495
UniRef50_X1V3A1: Marine sediment metagenome DNA, contig: S12H4_S06687 (Fragment)	4.9468935944
UniRef50_X1V3A1: Marine sediment metagenome DNA, contig: S12H4_S06687 (Fragment)|unclassified	4.9468935944
UniRef50_UPI000379DB15: hypothetical protein	4.8281203419
UniRef50_UPI000379DB15: hypothetical protein|unclassified	4.8281203419
UniRef50_F3KFV0	4.7856750321
UniRef50_F3KFV0|unclassified	4.7856750321
UniRef50_UPI0003B33A4C: Fis family transcriptional regulator	4.7117011246
UniRef50_UPI0003B33A4C: Fis family transcriptional regulator|unclassified	4.7117011246
UniRef50_X1MNM1: Marine sediment metagenome DNA, contig: S06H3_S16454	4.7086744843
UniRef50_X1MNM1: Marine sediment metagenome DNA, contig: S06H3_S16454|unclassified	4.7086744843
UniRef50_R6WCK6	4.6511627907
UniRef50_R6WCK6|unclassified	4.6511627907
UniRef50_A4EAE0	4.6346024630
UniRef50_A4EAE0|unclassified	4.6346024630
UniRef50_W1WB65: FAD-dependent pyridine nucleotide-disulfide oxidoreductase	4.6296296296
UniRef50_W1WB65: FAD-dependent pyridine nucleotide-disulfide oxidoreductase|unclassified	4.6296296296
UniRef50_UPI000365EFFF: hypothetical protein	4.4983655770
UniRef50_UPI000365EFFF: hypothetical protein|unclassified	4.4983655770
UniRef50_UPI000360C59F: hypothetical protein	4.4913868336
UniRef50_UPI000360C59F: hypothetical protein|unclassified	4.4913868336
UniRef50_UPI00047C5B32: hypothetical protein, partial	4.4648418619
UniRef50_UPI00047C5B32: hypothetical protein, partial|unclassified	4.4648418619
UniRef50_C7GDJ8: PII family protein (Fragment)	4.4644859115
UniRef50_C7GDJ8: PII family protein (Fragment)|unclassified	4.4644859115
UniRef50_UPI00037A0D3C: hypothetical protein	4.4342874101
UniRef50_UPI00037A0D3C: hypothetical protein|unclassified	4.4342874101
UniRef50_X1KC46: Marine sediment metagenome DNA, contig: S03H2_S30099 (Fragment)	4.3943797477
UniRef50_X1KC46: Marine sediment metagenome DNA, contig: S03H2_S30099 (Fragment)|unclassified	4.3943797477
UniRef50_K7ZRB2: [FeFe]-hydrogenase (Fragment)	4.3470407180
UniRef50_K7ZRB2: [FeFe]-hydrogenase (Fragment)|unclassified	4.3470407180
UniRef50_M4MCY5: Putative NADH-dependent glutamate synthase (Fragment)	4.2938363694
UniRef50_M4MCY5: Putative NADH-dependent glutamate synthase (Fragment)|unclassified	4.2938363694
UniRef50_X1ETX3: Marine sediment metagenome DNA, contig: S01H4_S26041 (Fragment)	4.2780759493
UniRef50_X1ETX3: Marine sediment metagenome DNA, contig: S01H4_S26041 (Fragment)|unclassified	4.2780759493
UniRef50_C0EQV6	4.2553191489
UniRef50_C0EQV6|unclassified	4.2553191489
UniRef50_UPI00046F1C42: nitrogen regulatory protein P-II 1	4.2486381468
UniRef50_UPI00046F1C42: nitrogen regulatory protein P-II 1|unclassified	4.2486381468
UniRef50_UPI00037FB6BA: hypothetical protein	4.1826060249
UniRef50_UPI00037FB6BA: hypothetical protein|unclassified	4.1826060249
UniRef50_J3UQ66	4.1744225499
UniRef50_J3UQ66|unclassified	4.1744225499
UniRef50_UPI00047E7561: hypothetical protein, partial	4.1493775934
UniRef50_UPI00047E7561: hypothetical protein, partial|unclassified	4.1493775934
