# Gene Family	SampleDNA_Repair_Base_Excision_Abundance-CPM
UniRef50_UPI0003692DA9: hypothetical protein|unclassified	1032.63
UniRef50_B2J5G0: Formamidopyrimidine-DNA glycosylase	1027.78
UniRef50_B2J5G0: Formamidopyrimidine-DNA glycosylase|unclassified	1027.78
UniRef50_UPI0003B2EAF3: DNA polymerase I	1027.32
UniRef50_UPI0003B2EAF3: DNA polymerase I|unclassified	1027.32
UniRef50_A4ZYZ3: Putative RecJ (Fragment)	1024.62
UniRef50_A4ZYZ3: Putative RecJ (Fragment)|unclassified	1024.62
UniRef50_UPI0002E27C9E: hypothetical protein	1019.15
UniRef50_UPI0002E27C9E: hypothetical protein|unclassified	1019.15
UniRef50_P52028: DNA polymerase I, thermostable	1018.26
UniRef50_P52028: DNA polymerase I, thermostable|unclassified	1018.26
UniRef50_X7ZJM7: DNA polymerase LigD family protein	1017.8
UniRef50_X7ZJM7: DNA polymerase LigD family protein|unclassified	1017.8
UniRef50_Q92GB7: DNA polymerase I	1017.34
UniRef50_Q92GB7: DNA polymerase I|unclassified	1017.34
UniRef50_UPI00047D2C54: DNA-3-methyladenine glycosylase	1013.43
UniRef50_UPI00047D2C54: DNA-3-methyladenine glycosylase|unclassified	1013.43
UniRef50_Q6ML45: Formamidopyrimidine-DNA glycosylase	1008.6
UniRef50_Q6ML45: Formamidopyrimidine-DNA glycosylase|unclassified	1008.6
UniRef50_A0QUP1: DNA ligase B	1008.31
UniRef50_A0QUP1: DNA ligase B|unclassified	1008.31
UniRef50_K1YFQ6	1005.83
UniRef50_K1YFQ6|unclassified	1005.83
UniRef50_UPI000412341D: exonuclease I	1003.66
UniRef50_UPI000412341D: exonuclease I|unclassified	1003.66
UniRef50_Q7NR81: DNA ligase	1002.63
UniRef50_Q7NR81: DNA ligase|unclassified	1002.63
UniRef50_UPI00003937D2: DNA polymerase I	997.871
UniRef50_UPI00003937D2: DNA polymerase I|unclassified	997.871
UniRef50_Q9RAA9: DNA polymerase I	991.496
UniRef50_Q9RAA9: DNA polymerase I|unclassified	991.496
UniRef50_UPI000472F72C: DNA polymerase I, partial	990.991
UniRef50_UPI000472F72C: DNA polymerase I, partial|unclassified	990.991
UniRef50_A5VG06: Formamidopyrimidine-DNA glycosylase	990.806
UniRef50_A5VG06: Formamidopyrimidine-DNA glycosylase|unclassified	990.806
UniRef50_UPI000375E10C: hypothetical protein, partial	988.272
UniRef50_UPI000375E10C: hypothetical protein, partial|unclassified	988.272
UniRef50_UPI000376F2DA: hypothetical protein	985.336
UniRef50_UPI000376F2DA: hypothetical protein|unclassified	985.336
UniRef50_Z7MAQ1: DHH family protein	985.294
UniRef50_Z7MAQ1: DHH family protein|unclassified	985.294
UniRef50_Q38Y85: Putative 3-methyladenine DNA glycosylase	981.169
UniRef50_Q38Y85: Putative 3-methyladenine DNA glycosylase|unclassified	981.169
UniRef50_A8F2H0: Formamidopyrimidine-DNA glycosylase	980.552
UniRef50_A8F2H0: Formamidopyrimidine-DNA glycosylase|unclassified	980.552
UniRef50_A1WY80: DNA ligase	967.271
UniRef50_A1WY80: DNA ligase|unclassified	967.271
UniRef50_Q92D89: Putative 3-methyladenine DNA glycosylase	960.721
UniRef50_Q92D89: Putative 3-methyladenine DNA glycosylase|unclassified	960.721
UniRef50_UPI00016A478D: AlkA domain protein	956.195
UniRef50_UPI00016A478D: AlkA domain protein|unclassified	956.195
UniRef50_UPI000370F20A: DNA polymerase I, partial	953.785
UniRef50_UPI000370F20A: DNA polymerase I, partial|unclassified	953.785
UniRef50_Q02SH7: Putative 3-methyladenine DNA glycosylase	946.093
UniRef50_Q02SH7: Putative 3-methyladenine DNA glycosylase|unclassified	946.093
UniRef50_A0A011P3X2	945.204
UniRef50_A0A011P3X2|unclassified	945.204
UniRef50_B9M5V2: Formamidopyrimidine-DNA glycosylase	944.702
UniRef50_B9M5V2: Formamidopyrimidine-DNA glycosylase|unclassified	944.702
UniRef50_UPI000379FF9C: hypothetical protein	943.47
UniRef50_UPI000379FF9C: hypothetical protein|unclassified	943.47
UniRef50_Q8XHA9: Putative 3-methyladenine DNA glycosylase	940.686
UniRef50_Q8XHA9: Putative 3-methyladenine DNA glycosylase|unclassified	940.686
UniRef50_Q67R59: Formamidopyrimidine-DNA glycosylase	936.634
UniRef50_Q67R59: Formamidopyrimidine-DNA glycosylase|unclassified	936.634
UniRef50_A7NBW2: Putative 3-methyladenine DNA glycosylase	934.351
UniRef50_A7NBW2: Putative 3-methyladenine DNA glycosylase|unclassified	934.351
UniRef50_UPI00035E2630: hypothetical protein, partial	934.31
UniRef50_UPI00035E2630: hypothetical protein, partial|unclassified	934.31
UniRef50_UPI0004786CD4: DNA repair protein	933.05
UniRef50_UPI0004786CD4: DNA repair protein|unclassified	933.05
UniRef50_Q55971: DNA polymerase I	928.066
UniRef50_Q55971: DNA polymerase I|unclassified	928.066
UniRef50_UPI0004766702: hypothetical protein	918.447
UniRef50_UPI0004766702: hypothetical protein|unclassified	918.447
UniRef50_Q211V0: DNA ligase	915.557
UniRef50_Q211V0: DNA ligase|unclassified	915.557
UniRef50_Q8K923: Exodeoxyribonuclease I	911.243
UniRef50_Q8K923: Exodeoxyribonuclease I|unclassified	911.243
UniRef50_G4AFE4	910.899
UniRef50_G4AFE4|unclassified	910.899
UniRef50_A1B9F5: DNA ligase	908.818
UniRef50_A1B9F5: DNA ligase|unclassified	908.818
UniRef50_Z5XG98: DNA ligase	901.176
UniRef50_Z5XG98: DNA ligase|unclassified	901.176
UniRef50_UPI00035CEC96: hypothetical protein	897.357
UniRef50_UPI00035CEC96: hypothetical protein|unclassified	897.357
UniRef50_UPI000255C1EB: DNA-3-methyladenine glycosylase I	896.464
UniRef50_UPI000255C1EB: DNA-3-methyladenine glycosylase I|unclassified	896.464
UniRef50_B2TIZ7: DNA ligase	895.751
UniRef50_B2TIZ7: DNA ligase|unclassified	895.751
UniRef50_Q73G10: Formamidopyrimidine-DNA glycosylase	891.633
UniRef50_Q73G10: Formamidopyrimidine-DNA glycosylase|unclassified	891.633
UniRef50_X7ZI54: DNA polymerase LigD, polymerase domain protein	886.627
UniRef50_X7ZI54: DNA polymerase LigD, polymerase domain protein|unclassified	886.627
UniRef50_Q4UN15: DNA ligase	885.095
UniRef50_Q4UN15: DNA ligase|unclassified	885.095
UniRef50_Q97FQ5: DNA ligase 2	882.499
UniRef50_Q97FQ5: DNA ligase 2|unclassified	882.499
UniRef50_B8I3I1: DNA ligase	881.674
UniRef50_B8I3I1: DNA ligase|unclassified	881.674
UniRef50_UPI0004736E8F: DNA polymerase I, partial	871.801
UniRef50_UPI0004736E8F: DNA polymerase I, partial|unclassified	871.801
UniRef50_D1YFV1	869.519
UniRef50_D1YFV1|unclassified	869.519
UniRef50_Q47SC6: DNA ligase	868.001
UniRef50_Q47SC6: DNA ligase|unclassified	868.001
UniRef50_UPI000472B278: hypothetical protein	867.888
UniRef50_UPI000472B278: hypothetical protein|unclassified	867.888
UniRef50_A5EXK6: Formamidopyrimidine-DNA glycosylase	866.716
UniRef50_A5EXK6: Formamidopyrimidine-DNA glycosylase|unclassified	866.716
UniRef50_C6NRI5: Single-stranded-DNA-specific exonuclease recJ	865.863
UniRef50_C6NRI5: Single-stranded-DNA-specific exonuclease recJ|unclassified	865.863
UniRef50_A4ZZ25	864.501
UniRef50_A4ZZ25|unclassified	864.501
UniRef50_UPI0004768B16: DNA polymerase I	862.745
UniRef50_UPI0004768B16: DNA polymerase I|unclassified	862.745
UniRef50_A5VJA2: Phosphoesterase, RecJ domain protein	860.437
UniRef50_A5VJA2: Phosphoesterase, RecJ domain protein|unclassified	860.437
UniRef50_UPI0003B40AA3: endonuclease III	857.385
UniRef50_UPI0003B40AA3: endonuclease III|unclassified	857.385
UniRef50_O84148: DNA ligase	855.058
UniRef50_O84148: DNA ligase|unclassified	855.058
UniRef50_UPI00046A82C0: 3-methyladenine DNA glycosylase	851.476
UniRef50_UPI00046A82C0: 3-methyladenine DNA glycosylase|unclassified	851.476
UniRef50_Q7V8Y5: Formamidopyrimidine-DNA glycosylase	851.246
UniRef50_Q7V8Y5: Formamidopyrimidine-DNA glycosylase|unclassified	851.246
UniRef50_Q9I1X7: Multifunctional non-homologous end joining protein LigD	850.447
UniRef50_Q9I1X7: Multifunctional non-homologous end joining protein LigD|unclassified	850.447
UniRef50_A9H0L6: DNA ligase	849.269
UniRef50_A9H0L6: DNA ligase|unclassified	849.269
UniRef50_UPI000469220A: DNA-3-methyladenine glycosylase	845.397
UniRef50_UPI000469220A: DNA-3-methyladenine glycosylase|unclassified	845.397
UniRef50_X1CHN6: Marine sediment metagenome DNA, contig: S01H4_S13860 (Fragment)	844.136
UniRef50_X1CHN6: Marine sediment metagenome DNA, contig: S01H4_S13860 (Fragment)|unclassified	844.136
UniRef50_UPI0004079D53: DNA helicase	842.747
UniRef50_UPI0004079D53: DNA helicase|unclassified	842.747
UniRef50_UPI0002377A66: DNA ligase, partial	841.455
UniRef50_UPI0002377A66: DNA ligase, partial|unclassified	841.455
UniRef50_UPI0003621573: hypothetical protein, partial	840.876
UniRef50_UPI0003621573: hypothetical protein, partial|unclassified	840.876
UniRef50_Q1LU20: DNA ligase	839.359
UniRef50_Q1LU20: DNA ligase|unclassified	839.359
UniRef50_UPI00036B67A6: hypothetical protein	838.883
UniRef50_UPI00036B67A6: hypothetical protein|unclassified	838.883
UniRef50_B8ICE5: DNA ligase	833.401
UniRef50_B8ICE5: DNA ligase|unclassified	833.401
UniRef50_UPI0002E14B95: hypothetical protein	831.862
UniRef50_UPI0002E14B95: hypothetical protein|unclassified	831.862
UniRef50_UPI0003B34C62: DNA polymerase I	830.891
UniRef50_UPI0003B34C62: DNA polymerase I|unclassified	830.891
UniRef50_UPI0004628A54: ATP-dependent DNA ligase, partial	828.732
UniRef50_UPI0004628A54: ATP-dependent DNA ligase, partial|unclassified	828.732
UniRef50_UPI0003772A69: hypothetical protein, partial	824.397
UniRef50_UPI0003772A69: hypothetical protein, partial|unclassified	824.397
UniRef50_K6E3W4: DNA polymerase I (Fragment)	823.987
UniRef50_K6E3W4: DNA polymerase I (Fragment)|unclassified	823.987
UniRef50_UPI0004639322: DNA polymerase I	818.274
UniRef50_UPI0004639322: DNA polymerase I|unclassified	818.274
UniRef50_X5RL75	816.166
UniRef50_X5RL75|unclassified	816.166
UniRef50_T1U9K2: DHH family protein	814.723
UniRef50_T1U9K2: DHH family protein|unclassified	814.723
UniRef50_UPI00016B20B3: ATP-dependent DNA ligase, partial	812.206
UniRef50_UPI00016B20B3: ATP-dependent DNA ligase, partial|unclassified	812.206
UniRef50_UPI0001FFDE89: DNA glycosylase	804.818
UniRef50_UPI0001FFDE89: DNA glycosylase|unclassified	804.818
UniRef50_A5EVZ5: DNA ligase	804.664
UniRef50_A5EVZ5: DNA ligase|unclassified	804.664
UniRef50_S6R4Z0: KU domain protein	800.715
UniRef50_S6R4Z0: KU domain protein|unclassified	800.715
UniRef50_W5Z3M6	799.448
UniRef50_W5Z3M6|unclassified	799.448
UniRef50_A5GPI9: DNA ligase	798.065
UniRef50_A5GPI9: DNA ligase|unclassified	798.065
UniRef50_Q6MRL9: DNA ligase	796.856
UniRef50_Q6MRL9: DNA ligase|unclassified	796.856
UniRef50_B0T1N5: DNA ligase	795.624
UniRef50_B0T1N5: DNA ligase|unclassified	795.624
UniRef50_UPI00047EDDB1: hypothetical protein	788.237
UniRef50_UPI00047EDDB1: hypothetical protein|unclassified	788.237
UniRef50_UPI00046FC8FA: 5-hydroxymethyluracil DNA glycosylase	785.253
UniRef50_UPI00046FC8FA: 5-hydroxymethyluracil DNA glycosylase|unclassified	785.253
UniRef50_UPI000289D1C0: DNA polymerase I	785.244
UniRef50_UPI000289D1C0: DNA polymerase I|unclassified	785.244
UniRef50_UPI00036B826D: hypothetical protein, partial	782.345
UniRef50_UPI00036B826D: hypothetical protein, partial|unclassified	782.345
UniRef50_UPI00031ED78D: hypothetical protein	780.176
UniRef50_UPI00031ED78D: hypothetical protein|unclassified	780.176
UniRef50_UPI00047E8BEA: endonuclease	778.013
UniRef50_UPI00047E8BEA: endonuclease|unclassified	778.013
UniRef50_G8AL99	771.92
UniRef50_G8AL99|unclassified	771.92
UniRef50_Q89AD1: 5'-3' exonuclease	768.798
UniRef50_Q89AD1: 5'-3' exonuclease|unclassified	768.798
UniRef50_UPI00037177AA: hypothetical protein	768.414
UniRef50_UPI00037177AA: hypothetical protein|unclassified	768.414
UniRef50_UPI00024926A7: DNA-3-methyladenine glycosylase	767.458
UniRef50_UPI00024926A7: DNA-3-methyladenine glycosylase|unclassified	767.458
UniRef50_X2MWH7	766.146
UniRef50_X2MWH7|unclassified	766.146
UniRef50_UPI0002377A50: DNA ligase, partial	764.985
UniRef50_UPI0002377A50: DNA ligase, partial|unclassified	764.985
UniRef50_Q6A7A2: DNA ligase	760.959
UniRef50_Q6A7A2: DNA ligase|unclassified	760.959
UniRef50_UPI0003B71EF9: DNA lyase	759.306
UniRef50_UPI0003B71EF9: DNA lyase|unclassified	759.306
UniRef50_B5Z6Y6: DNA ligase	757.589
UniRef50_B5Z6Y6: DNA ligase|unclassified	757.589
UniRef50_Q117D2: Formamidopyrimidine-DNA glycosylase	753.926
UniRef50_Q117D2: Formamidopyrimidine-DNA glycosylase|unclassified	753.926
UniRef50_UPI00023764D8: single-stranded-DNA-specific exonuclease RecJ, partial	751.121
UniRef50_UPI00023764D8: single-stranded-DNA-specific exonuclease RecJ, partial|unclassified	751.121
UniRef50_UPI0004715D31: hypothetical protein, partial	749.076
UniRef50_UPI0004715D31: hypothetical protein, partial|unclassified	749.076
UniRef50_UPI0003766F6D: MULTISPECIES: hypothetical protein	747.84
UniRef50_UPI0003766F6D: MULTISPECIES: hypothetical protein|unclassified	747.84
UniRef50_D2ZSX7	745.73
UniRef50_D2ZSX7|unclassified	745.73
UniRef50_Q11VI1: DNA ligase	745.196
UniRef50_Q11VI1: DNA ligase|unclassified	745.196
UniRef50_Q4FUW9: DNA ligase	744.11
UniRef50_Q4FUW9: DNA ligase|unclassified	744.11
UniRef50_UPI00047C1280: 3-methyladenine DNA glycosylase	737.429
UniRef50_UPI00047C1280: 3-methyladenine DNA glycosylase|unclassified	737.429
UniRef50_B8HV17: DNA ligase	736.221
UniRef50_B8HV17: DNA ligase|unclassified	736.221
UniRef50_UPI00046F9FD0: hypothetical protein	728.778
UniRef50_UPI00046F9FD0: hypothetical protein|unclassified	728.778
UniRef50_UPI00047A3BA1: hypothetical protein	728.229
UniRef50_UPI00047A3BA1: hypothetical protein|unclassified	728.229
UniRef50_UPI00030F0951: hypothetical protein	726.789
UniRef50_UPI00030F0951: hypothetical protein|unclassified	726.789
UniRef50_A0KHE3: Flap endonuclease Xni	726.211
UniRef50_A0KHE3: Flap endonuclease Xni|unclassified	726.211
UniRef50_Q6N6M8: Putative 3-methyladenine DNA glycosylase	725.555
UniRef50_Q6N6M8: Putative 3-methyladenine DNA glycosylase|unclassified	725.555
UniRef50_B9E5Q0	722.55
UniRef50_B9E5Q0|unclassified	722.55
UniRef50_Q1IHJ4: DNA ligase	720.996
UniRef50_Q1IHJ4: DNA ligase|unclassified	720.996
UniRef50_Q9ZJE9: DNA polymerase I	720.678
UniRef50_Q9ZJE9: DNA polymerase I|unclassified	720.678
UniRef50_X1MAC9: Marine sediment metagenome DNA, contig: S06H3_L01324 (Fragment)	720.54
UniRef50_X1MAC9: Marine sediment metagenome DNA, contig: S06H3_L01324 (Fragment)|unclassified	720.54
UniRef50_Q18C13: Putative 3-methyladenine DNA glycosylase	714.391
UniRef50_Q18C13: Putative 3-methyladenine DNA glycosylase|unclassified	714.391
UniRef50_UPI00037AC4B1: hypothetical protein, partial	714.165
UniRef50_UPI00037AC4B1: hypothetical protein, partial|unclassified	714.165
UniRef50_UPI0002880575: 5''''-3'''' exonuclease	713.95
UniRef50_UPI0002880575: 5''''-3'''' exonuclease|unclassified	713.95
UniRef50_UPI000463BDE2: NAD-dependent DNA ligase LigA	712.791
UniRef50_UPI000463BDE2: NAD-dependent DNA ligase LigA|unclassified	712.791
UniRef50_A0R5T2: DNA ligase C1	712.453
UniRef50_A0R5T2: DNA ligase C1|unclassified	712.453
UniRef50_UPI0003B69838: DNA polymerase I, partial	708.516
UniRef50_UPI0003B69838: DNA polymerase I, partial|unclassified	708.516
UniRef50_F7U0I4: Single-stranded-DNA-specific exonuclease RecJ	707.82
UniRef50_F7U0I4: Single-stranded-DNA-specific exonuclease RecJ|unclassified	707.82
UniRef50_Q72JN8: DNA ligase	707.529
UniRef50_Q72JN8: DNA ligase|unclassified	707.529
UniRef50_UPI0003124421: hypothetical protein	706.709
UniRef50_UPI0003124421: hypothetical protein|unclassified	706.709
UniRef50_UPI00046A7EEB: single-stranded DNA exonuclease	706.279
UniRef50_UPI00046A7EEB: single-stranded DNA exonuclease|unclassified	706.279
UniRef50_UPI0004677D66: DNA-3-methyladenine glycosylase	699.177
UniRef50_UPI0004677D66: DNA-3-methyladenine glycosylase|unclassified	699.177
UniRef50_B2RKL2: DNA ligase	697.201
UniRef50_B2RKL2: DNA ligase|unclassified	697.201
UniRef50_Q112N5: DNA ligase	697.161
UniRef50_Q112N5: DNA ligase|unclassified	697.161
UniRef50_B3DWU2: DNA ligase	694.774
UniRef50_B3DWU2: DNA ligase|unclassified	694.774
UniRef50_Q8RI94: DNA ligase	692.216
UniRef50_Q8RI94: DNA ligase|unclassified	692.216
UniRef50_UPI00036F0981: hypothetical protein, partial	688.5
UniRef50_UPI00036F0981: hypothetical protein, partial|unclassified	688.5
UniRef50_UPI00019B35C1: DNA ligase NAD-dependent	686.749
UniRef50_UPI00019B35C1: DNA ligase NAD-dependent|unclassified	686.749
UniRef50_UPI00016BFC66: DNA polymerase I	686.059
UniRef50_UPI00016BFC66: DNA polymerase I|unclassified	686.059
UniRef50_Q58030: Endonuclease III	685.292
UniRef50_Q58030: Endonuclease III|unclassified	685.292
UniRef50_Q0RDH8: DNA ligase	685.123
UniRef50_Q0RDH8: DNA ligase|unclassified	685.123
UniRef50_UPI0003B2F63F: ATP-dependent DNA ligase, partial	684.2
UniRef50_UPI0003B2F63F: ATP-dependent DNA ligase, partial|unclassified	684.2
UniRef50_O67550: 5'-3' exonuclease	683.748
UniRef50_O67550: 5'-3' exonuclease|unclassified	683.748
UniRef50_UPI00036BCA0F: hypothetical protein	679.466
UniRef50_UPI00036BCA0F: hypothetical protein|unclassified	679.466
UniRef50_UPI000472A755: hypothetical protein, partial	671.474
UniRef50_UPI000472A755: hypothetical protein, partial|unclassified	671.474
UniRef50_B8GAC1: DNA ligase	671.275
UniRef50_B8GAC1: DNA ligase|unclassified	671.275
UniRef50_UPI000366F3A5: hypothetical protein	668.593
UniRef50_UPI000366F3A5: hypothetical protein|unclassified	668.593
UniRef50_Q5GS47: Formamidopyrimidine-DNA glycosylase	666.82
UniRef50_Q5GS47: Formamidopyrimidine-DNA glycosylase|unclassified	666.82
UniRef50_B9L8R4: DNA ligase	663.568
UniRef50_B9L8R4: DNA ligase|unclassified	663.568
UniRef50_Q98KC4: DNA ligase	663.136
UniRef50_Q98KC4: DNA ligase|unclassified	663.136
UniRef50_T3PRD9: DHH family protein	660.836
UniRef50_T3PRD9: DHH family protein|unclassified	660.836
UniRef50_A0LDY1: DNA ligase	659.75
UniRef50_A0LDY1: DNA ligase|unclassified	659.75
UniRef50_A0JUH2: DNA ligase	658.132
UniRef50_A0JUH2: DNA ligase|unclassified	658.132
UniRef50_T2WDB8: DHH family protein	657.998
UniRef50_T2WDB8: DHH family protein|unclassified	657.998
UniRef50_UPI0003B3B05F: DNA polymerase I	657.807
UniRef50_UPI0003B3B05F: DNA polymerase I|unclassified	657.807
UniRef50_UPI00029B4937: DNA polymerase I	657.743
UniRef50_UPI00029B4937: DNA polymerase I|unclassified	657.743
UniRef50_W4JBX4	657.53
UniRef50_W4JBX4|unclassified	657.53
UniRef50_UPI00047D45C5: hypothetical protein, partial	656.768
UniRef50_UPI00047D45C5: hypothetical protein, partial|unclassified	656.768
UniRef50_Q2N9V6: DNA ligase	655.294
UniRef50_Q2N9V6: DNA ligase|unclassified	655.294
UniRef50_UPI00046E7B17: hypothetical protein	654.102
UniRef50_UPI00046E7B17: hypothetical protein|unclassified	654.102
UniRef50_UPI0002D7B27F: hypothetical protein	650.848
UniRef50_UPI0002D7B27F: hypothetical protein|unclassified	650.848
UniRef50_Q6AFJ3: Formamidopyrimidine-DNA glycosylase	645.13
UniRef50_Q6AFJ3: Formamidopyrimidine-DNA glycosylase|unclassified	645.13
UniRef50_UPI000369C6F6: hypothetical protein	641.791
UniRef50_UPI000369C6F6: hypothetical protein|unclassified	641.791
UniRef50_X9H0Y6	641.218
UniRef50_X9H0Y6|unclassified	641.218
UniRef50_UPI00031393C6: ATP-dependent DNA ligase	640.709
UniRef50_UPI00031393C6: ATP-dependent DNA ligase|unclassified	640.709
UniRef50_UPI0004768634: hypothetical protein	637.645
UniRef50_UPI0004768634: hypothetical protein|unclassified	637.645
UniRef50_A5V1U3: DNA ligase	637.534
UniRef50_A5V1U3: DNA ligase|unclassified	637.534
UniRef50_UPI000407B29F: 5''-3'' exonuclease	636.587
UniRef50_UPI000407B29F: 5''-3'' exonuclease|unclassified	636.587
UniRef50_UPI0003C104A0	633.733
UniRef50_UPI0003C104A0|unclassified	633.733
UniRef50_A6Q433: DNA ligase	633.469
UniRef50_A6Q433: DNA ligase|unclassified	633.469
UniRef50_UPI000347C768: DNA ligase	630.099
UniRef50_UPI000347C768: DNA ligase|unclassified	630.099
UniRef50_X1ICS1: Marine sediment metagenome DNA, contig: S03H2_S01910 (Fragment)	627.994
UniRef50_X1ICS1: Marine sediment metagenome DNA, contig: S03H2_S01910 (Fragment)|unclassified	627.994
UniRef50_C1FL61: BRCT domain protein	627.79
UniRef50_C1FL61: BRCT domain protein|unclassified	627.79
UniRef50_A1A200: DNA ligase	626.282
UniRef50_A1A200: DNA ligase|unclassified	626.282
UniRef50_Q8FPZ7: DNA ligase	623.759
UniRef50_Q8FPZ7: DNA ligase|unclassified	623.759
UniRef50_X8CHU6	622.603
UniRef50_X8CHU6|unclassified	622.603
UniRef50_X1UDE5: Marine sediment metagenome DNA, contig: S12H4_S14361 (Fragment)	619.171
UniRef50_X1UDE5: Marine sediment metagenome DNA, contig: S12H4_S14361 (Fragment)|unclassified	619.171
UniRef50_C3PNJ9	618.293
UniRef50_C3PNJ9|unclassified	618.293
UniRef50_Q4FUU7: Formamidopyrimidine-DNA glycosylase	618.196
UniRef50_Q4FUU7: Formamidopyrimidine-DNA glycosylase|unclassified	618.196
UniRef50_UPI00035C3D80: hypothetical protein	617.687
UniRef50_UPI00035C3D80: hypothetical protein|unclassified	617.687
UniRef50_B6YRR9: DNA ligase	616.857
UniRef50_B6YRR9: DNA ligase|unclassified	616.857
UniRef50_UPI00036179A8: hypothetical protein, partial	615.609
