# Gene Family	SampleDNA_Repair_Base_Excision_Abundance-RPKs
UniRef50_Q0ID97: Putative 3-methyladenine DNA glycosylase	251.2674507123
UniRef50_Q0ID97: Putative 3-methyladenine DNA glycosylase|unclassified	251.2674507123
UniRef50_UPI000378ACC2: hypothetical protein	250.6158602629
UniRef50_UPI000378ACC2: hypothetical protein|unclassified	250.6158602629
UniRef50_B5ZAV3: DNA ligase	250.0191560002
UniRef50_B5ZAV3: DNA ligase|unclassified	250.0191560002
UniRef50_Q14GL3: DNA ligase	248.9912273703
UniRef50_Q14GL3: DNA ligase|unclassified	248.9912273703
UniRef50_UPI0002D67C37: hypothetical protein	248.9554277043
UniRef50_UPI0002D67C37: hypothetical protein|unclassified	248.9554277043
UniRef50_UPI0003B30C4D: exonuclease I	247.7336869849
UniRef50_UPI0003B30C4D: exonuclease I|unclassified	247.7336869849
UniRef50_F7TG67	247.3163462563
UniRef50_F7TG67|unclassified	247.3163462563
UniRef50_A5EPJ2: DNA ligase	246.9301798323
UniRef50_A5EPJ2: DNA ligase|unclassified	246.9301798323
UniRef50_A5FE87: DNA ligase	246.1266461999
UniRef50_A5FE87: DNA ligase|unclassified	246.1266461999
UniRef50_B3E8F8: DNA ligase	242.5873667045
UniRef50_B3E8F8: DNA ligase|unclassified	242.5873667045
UniRef50_UPI0003656F47: hypothetical protein	241.8096817148
UniRef50_UPI0003656F47: hypothetical protein|unclassified	241.8096817148
UniRef50_UPI0002E66111: DNA repair protein	240.9047745975
UniRef50_UPI0002E66111: DNA repair protein|unclassified	240.9047745975
UniRef50_UPI0003B5A2EF: hypothetical protein	239.5425730675
UniRef50_UPI0003B5A2EF: hypothetical protein|unclassified	239.5425730675
UniRef50_V6ZAF7	239.1870912810
UniRef50_V6ZAF7|unclassified	239.1870912810
UniRef50_UPI0003692DA9: hypothetical protein	238.9682552166
UniRef50_UPI0003692DA9: hypothetical protein|unclassified	238.9682552166
UniRef50_B2J5G0: Formamidopyrimidine-DNA glycosylase	237.8452805079
UniRef50_B2J5G0: Formamidopyrimidine-DNA glycosylase|unclassified	237.8452805079
UniRef50_UPI0003B2EAF3: DNA polymerase I	237.7390350889
UniRef50_UPI0003B2EAF3: DNA polymerase I|unclassified	237.7390350889
UniRef50_A4ZYZ3: Putative RecJ (Fragment)	237.1126469042
UniRef50_A4ZYZ3: Putative RecJ (Fragment)|unclassified	237.1126469042
UniRef50_UPI0002E27C9E: hypothetical protein	235.8475905054
UniRef50_UPI0002E27C9E: hypothetical protein|unclassified	235.8475905054
UniRef50_P52028: DNA polymerase I, thermostable	235.6416408327
UniRef50_P52028: DNA polymerase I, thermostable|unclassified	235.6416408327
UniRef50_X7ZJM7: DNA polymerase LigD family protein	235.5352592598
UniRef50_X7ZJM7: DNA polymerase LigD family protein|unclassified	235.5352592598
UniRef50_Q92GB7: DNA polymerase I	235.4287150241
UniRef50_Q92GB7: DNA polymerase I|unclassified	235.4287150241
UniRef50_UPI00047D2C54: DNA-3-methyladenine glycosylase	234.5235027726
UniRef50_UPI00047D2C54: DNA-3-methyladenine glycosylase|unclassified	234.5235027726
UniRef50_Q6ML45: Formamidopyrimidine-DNA glycosylase	233.4068122009
UniRef50_Q6ML45: Formamidopyrimidine-DNA glycosylase|unclassified	233.4068122009
UniRef50_A0QUP1: DNA ligase B	233.3391103435
UniRef50_A0QUP1: DNA ligase B|unclassified	233.3391103435
UniRef50_K1YFQ6	232.7655337923
UniRef50_K1YFQ6|unclassified	232.7655337923
UniRef50_UPI000412341D: exonuclease I	232.2637792686
UniRef50_UPI000412341D: exonuclease I|unclassified	232.2637792686
UniRef50_Q7NR81: DNA ligase	232.0249123716
UniRef50_Q7NR81: DNA ligase|unclassified	232.0249123716
UniRef50_UPI00003937D2: DNA polymerase I	230.9234012803
UniRef50_UPI00003937D2: DNA polymerase I|unclassified	230.9234012803
UniRef50_Q9RAA9: DNA polymerase I	229.4482530217
UniRef50_Q9RAA9: DNA polymerase I|unclassified	229.4482530217
UniRef50_UPI000472F72C: DNA polymerase I, partial	229.3312099105
UniRef50_UPI000472F72C: DNA polymerase I, partial|unclassified	229.3312099105
UniRef50_A5VG06: Formamidopyrimidine-DNA glycosylase	229.2884671484
UniRef50_A5VG06: Formamidopyrimidine-DNA glycosylase|unclassified	229.2884671484
UniRef50_UPI000375E10C: hypothetical protein, partial	228.7021565418
UniRef50_UPI000375E10C: hypothetical protein, partial|unclassified	228.7021565418
UniRef50_UPI000376F2DA: hypothetical protein	228.0225578790
UniRef50_UPI000376F2DA: hypothetical protein|unclassified	228.0225578790
UniRef50_Z7MAQ1: DHH family protein	228.0128583770
UniRef50_Z7MAQ1: DHH family protein|unclassified	228.0128583770
UniRef50_Q38Y85: Putative 3-methyladenine DNA glycosylase	227.0583987950
UniRef50_Q38Y85: Putative 3-methyladenine DNA glycosylase|unclassified	227.0583987950
UniRef50_A8F2H0: Formamidopyrimidine-DNA glycosylase	226.9154857713
UniRef50_A8F2H0: Formamidopyrimidine-DNA glycosylase|unclassified	226.9154857713
UniRef50_A1WY80: DNA ligase	223.8420530308
UniRef50_A1WY80: DNA ligase|unclassified	223.8420530308
UniRef50_Q92D89: Putative 3-methyladenine DNA glycosylase	222.3263094968
UniRef50_Q92D89: Putative 3-methyladenine DNA glycosylase|unclassified	222.3263094968
UniRef50_UPI00016A478D: AlkA domain protein	221.2789249743
UniRef50_UPI00016A478D: AlkA domain protein|unclassified	221.2789249743
UniRef50_UPI000370F20A: DNA polymerase I, partial	220.7211433809
UniRef50_UPI000370F20A: DNA polymerase I, partial|unclassified	220.7211433809
UniRef50_Q02SH7: Putative 3-methyladenine DNA glycosylase	218.9411989283
UniRef50_Q02SH7: Putative 3-methyladenine DNA glycosylase|unclassified	218.9411989283
UniRef50_A0A011P3X2	218.7353633002
UniRef50_A0A011P3X2|unclassified	218.7353633002
UniRef50_B9M5V2: Formamidopyrimidine-DNA glycosylase	218.6193050478
UniRef50_B9M5V2: Formamidopyrimidine-DNA glycosylase|unclassified	218.6193050478
UniRef50_UPI000379FF9C: hypothetical protein	218.3341520295
UniRef50_UPI000379FF9C: hypothetical protein|unclassified	218.3341520295
UniRef50_Q8XHA9: Putative 3-methyladenine DNA glycosylase	217.6898626925
UniRef50_Q8XHA9: Putative 3-methyladenine DNA glycosylase|unclassified	217.6898626925
UniRef50_Q67R59: Formamidopyrimidine-DNA glycosylase	216.7522851937
UniRef50_Q67R59: Formamidopyrimidine-DNA glycosylase|unclassified	216.7522851937
UniRef50_A7NBW2: Putative 3-methyladenine DNA glycosylase	216.2239424253
UniRef50_A7NBW2: Putative 3-methyladenine DNA glycosylase|unclassified	216.2239424253
UniRef50_UPI00035E2630: hypothetical protein, partial	216.2144562698
UniRef50_UPI00035E2630: hypothetical protein, partial|unclassified	216.2144562698
UniRef50_UPI0004786CD4: DNA repair protein	215.9228784677
UniRef50_UPI0004786CD4: DNA repair protein|unclassified	215.9228784677
UniRef50_Q55971: DNA polymerase I	214.7694745970
UniRef50_Q55971: DNA polymerase I|unclassified	214.7694745970
UniRef50_UPI0004766702: hypothetical protein	212.5433691718
UniRef50_UPI0004766702: hypothetical protein|unclassified	212.5433691718
UniRef50_Q211V0: DNA ligase	211.8745698662
UniRef50_Q211V0: DNA ligase|unclassified	211.8745698662
UniRef50_Q8K923: Exodeoxyribonuclease I	210.8763957355
UniRef50_Q8K923: Exodeoxyribonuclease I|unclassified	210.8763957355
UniRef50_G4AFE4	210.7967941365
UniRef50_G4AFE4|unclassified	210.7967941365
UniRef50_A1B9F5: DNA ligase	210.3152327087
UniRef50_A1B9F5: DNA ligase|unclassified	210.3152327087
UniRef50_Z5XG98: DNA ligase	208.5465883751
UniRef50_Z5XG98: DNA ligase|unclassified	208.5465883751
UniRef50_UPI00035CEC96: hypothetical protein	207.6629151850
UniRef50_UPI00035CEC96: hypothetical protein|unclassified	207.6629151850
UniRef50_UPI000255C1EB: DNA-3-methyladenine glycosylase I	207.4563066268
UniRef50_UPI000255C1EB: DNA-3-methyladenine glycosylase I|unclassified	207.4563066268
UniRef50_B2TIZ7: DNA ligase	207.2913292049
UniRef50_B2TIZ7: DNA ligase|unclassified	207.2913292049
UniRef50_Q73G10: Formamidopyrimidine-DNA glycosylase	206.3382381020
UniRef50_Q73G10: Formamidopyrimidine-DNA glycosylase|unclassified	206.3382381020
UniRef50_X7ZI54: DNA polymerase LigD, polymerase domain protein	205.1798553550
UniRef50_X7ZI54: DNA polymerase LigD, polymerase domain protein|unclassified	205.1798553550
UniRef50_Q4UN15: DNA ligase	204.8253174216
UniRef50_Q4UN15: DNA ligase|unclassified	204.8253174216
UniRef50_Q97FQ5: DNA ligase 2	204.2245555120
UniRef50_Q97FQ5: DNA ligase 2|unclassified	204.2245555120
UniRef50_B8I3I1: DNA ligase	204.0335652749
UniRef50_B8I3I1: DNA ligase|unclassified	204.0335652749
UniRef50_UPI0004736E8F: DNA polymerase I, partial	201.7488349677
UniRef50_UPI0004736E8F: DNA polymerase I, partial|unclassified	201.7488349677
UniRef50_D1YFV1	201.2206606669
UniRef50_D1YFV1|unclassified	201.2206606669
UniRef50_Q47SC6: DNA ligase	200.8693038735
UniRef50_Q47SC6: DNA ligase|unclassified	200.8693038735
UniRef50_UPI000472B278: hypothetical protein	200.8432055092
UniRef50_UPI000472B278: hypothetical protein|unclassified	200.8432055092
UniRef50_A5EXK6: Formamidopyrimidine-DNA glycosylase	200.5719764125
UniRef50_A5EXK6: Formamidopyrimidine-DNA glycosylase|unclassified	200.5719764125
UniRef50_C6NRI5: Single-stranded-DNA-specific exonuclease recJ	200.3746979763
UniRef50_C6NRI5: Single-stranded-DNA-specific exonuclease recJ|unclassified	200.3746979763
UniRef50_A4ZZ25	200.0593589671
UniRef50_A4ZZ25|unclassified	200.0593589671
UniRef50_UPI0004768B16: DNA polymerase I	199.6530260683
UniRef50_UPI0004768B16: DNA polymerase I|unclassified	199.6530260683
UniRef50_A5VJA2: Phosphoesterase, RecJ domain protein	199.1189059545
UniRef50_A5VJA2: Phosphoesterase, RecJ domain protein|unclassified	199.1189059545
UniRef50_UPI0003B40AA3: endonuclease III	198.4126897113
UniRef50_UPI0003B40AA3: endonuclease III|unclassified	198.4126897113
UniRef50_O84148: DNA ligase	197.8741984100
UniRef50_O84148: DNA ligase|unclassified	197.8741984100
UniRef50_UPI00046A82C0: 3-methyladenine DNA glycosylase	197.0453674002
UniRef50_UPI00046A82C0: 3-methyladenine DNA glycosylase|unclassified	197.0453674002
UniRef50_Q7V8Y5: Formamidopyrimidine-DNA glycosylase	196.9920719871
UniRef50_Q7V8Y5: Formamidopyrimidine-DNA glycosylase|unclassified	196.9920719871
UniRef50_Q9I1X7: Multifunctional non-homologous end joining protein LigD	196.8070661609
UniRef50_Q9I1X7: Multifunctional non-homologous end joining protein LigD|unclassified	196.8070661609
UniRef50_A9H0L6: DNA ligase	196.5345657981
UniRef50_A9H0L6: DNA ligase|unclassified	196.5345657981
UniRef50_UPI000469220A: DNA-3-methyladenine glycosylase	195.6384384233
UniRef50_UPI000469220A: DNA-3-methyladenine glycosylase|unclassified	195.6384384233
UniRef50_X1CHN6: Marine sediment metagenome DNA, contig: S01H4_S13860 (Fragment)	195.3466744159
UniRef50_X1CHN6: Marine sediment metagenome DNA, contig: S01H4_S13860 (Fragment)|unclassified	195.3466744159
UniRef50_UPI0004079D53: DNA helicase	195.0252639768
UniRef50_UPI0004079D53: DNA helicase|unclassified	195.0252639768
UniRef50_UPI0002377A66: DNA ligase, partial	194.7263531482
UniRef50_UPI0002377A66: DNA ligase, partial|unclassified	194.7263531482
UniRef50_UPI0003621573: hypothetical protein, partial	194.5921476884
UniRef50_UPI0003621573: hypothetical protein, partial|unclassified	194.5921476884
UniRef50_Q1LU20: DNA ligase	194.2411980839
UniRef50_Q1LU20: DNA ligase|unclassified	194.2411980839
UniRef50_UPI00036B67A6: hypothetical protein	194.1310973445
UniRef50_UPI00036B67A6: hypothetical protein|unclassified	194.1310973445
UniRef50_B8ICE5: DNA ligase	192.8624437256
UniRef50_B8ICE5: DNA ligase|unclassified	192.8624437256
UniRef50_UPI0002E14B95: hypothetical protein	192.5063070991
UniRef50_UPI0002E14B95: hypothetical protein|unclassified	192.5063070991
UniRef50_UPI0003B34C62: DNA polymerase I	192.2815008349
UniRef50_UPI0003B34C62: DNA polymerase I|unclassified	192.2815008349
UniRef50_UPI0004628A54: ATP-dependent DNA ligase, partial	191.7818590553
UniRef50_UPI0004628A54: ATP-dependent DNA ligase, partial|unclassified	191.7818590553
UniRef50_UPI0003772A69: hypothetical protein, partial	190.7788378828
UniRef50_UPI0003772A69: hypothetical protein, partial|unclassified	190.7788378828
UniRef50_K6E3W4: DNA polymerase I (Fragment)	190.6838064753
UniRef50_K6E3W4: DNA polymerase I (Fragment)|unclassified	190.6838064753
UniRef50_UPI0004639322: DNA polymerase I	189.3618530693
UniRef50_UPI0004639322: DNA polymerase I|unclassified	189.3618530693
UniRef50_X5RL75	188.8740772309
UniRef50_X5RL75|unclassified	188.8740772309
UniRef50_T1U9K2: DHH family protein	188.5400180084
UniRef50_T1U9K2: DHH family protein|unclassified	188.5400180084
UniRef50_UPI00016B20B3: ATP-dependent DNA ligase, partial	187.9575192749
UniRef50_UPI00016B20B3: ATP-dependent DNA ligase, partial|unclassified	187.9575192749
UniRef50_UPI0001FFDE89: DNA glycosylase	186.2478850595
UniRef50_UPI0001FFDE89: DNA glycosylase|unclassified	186.2478850595
UniRef50_A5EVZ5: DNA ligase	186.2122985289
UniRef50_A5EVZ5: DNA ligase|unclassified	186.2122985289
UniRef50_S6R4Z0: KU domain protein	185.2983319818
UniRef50_S6R4Z0: KU domain protein|unclassified	185.2983319818
UniRef50_W5Z3M6	185.0050970279
UniRef50_W5Z3M6|unclassified	185.0050970279
UniRef50_A5GPI9: DNA ligase	184.6850626568
UniRef50_A5GPI9: DNA ligase|unclassified	184.6850626568
UniRef50_Q6MRL9: DNA ligase	184.4052331143
UniRef50_Q6MRL9: DNA ligase|unclassified	184.4052331143
UniRef50_B0T1N5: DNA ligase	184.1201709917
UniRef50_B0T1N5: DNA ligase|unclassified	184.1201709917
UniRef50_UPI00047EDDB1: hypothetical protein	182.4106476169
UniRef50_UPI00047EDDB1: hypothetical protein|unclassified	182.4106476169
UniRef50_UPI00046FC8FA: 5-hydroxymethyluracil DNA glycosylase	181.7201487092
UniRef50_UPI00046FC8FA: 5-hydroxymethyluracil DNA glycosylase|unclassified	181.7201487092
UniRef50_UPI000289D1C0: DNA polymerase I	181.7180421476
UniRef50_UPI000289D1C0: DNA polymerase I|unclassified	181.7180421476
UniRef50_UPI00036B826D: hypothetical protein, partial	181.0473321633
UniRef50_UPI00036B826D: hypothetical protein, partial|unclassified	181.0473321633
UniRef50_UPI00031ED78D: hypothetical protein	180.5452738996
UniRef50_UPI00031ED78D: hypothetical protein|unclassified	180.5452738996
UniRef50_UPI00047E8BEA: endonuclease	180.0447749690
UniRef50_UPI00047E8BEA: endonuclease|unclassified	180.0447749690
UniRef50_G8AL99	178.6347840554
UniRef50_G8AL99|unclassified	178.6347840554
UniRef50_Q89AD1: 5'-3' exonuclease	177.9121799692
UniRef50_Q89AD1: 5'-3' exonuclease|unclassified	177.9121799692
UniRef50_UPI00037177AA: hypothetical protein	177.8232997930
UniRef50_UPI00037177AA: hypothetical protein|unclassified	177.8232997930
UniRef50_UPI00024926A7: DNA-3-methyladenine glycosylase	177.6020627722
UniRef50_UPI00024926A7: DNA-3-methyladenine glycosylase|unclassified	177.6020627722
UniRef50_X2MWH7	177.2984472001
UniRef50_X2MWH7|unclassified	177.2984472001
UniRef50_UPI0002377A50: DNA ligase, partial	177.0299001605
UniRef50_UPI0002377A50: DNA ligase, partial|unclassified	177.0299001605
UniRef50_Q6A7A2: DNA ligase	176.0981241672
UniRef50_Q6A7A2: DNA ligase|unclassified	176.0981241672
UniRef50_UPI0003B71EF9: DNA lyase	175.7156644015
UniRef50_UPI0003B71EF9: DNA lyase|unclassified	175.7156644015
UniRef50_B5Z6Y6: DNA ligase	175.3183558610
UniRef50_B5Z6Y6: DNA ligase|unclassified	175.3183558610
UniRef50_Q117D2: Formamidopyrimidine-DNA glycosylase	174.4706785191
UniRef50_Q117D2: Formamidopyrimidine-DNA glycosylase|unclassified	174.4706785191
UniRef50_UPI00023764D8: single-stranded-DNA-specific exonuclease RecJ, partial	173.8214054886
UniRef50_UPI00023764D8: single-stranded-DNA-specific exonuclease RecJ, partial|unclassified	173.8214054886
UniRef50_UPI0004715D31: hypothetical protein, partial	173.3483469892
UniRef50_UPI0004715D31: hypothetical protein, partial|unclassified	173.3483469892
UniRef50_UPI0003766F6D: MULTISPECIES: hypothetical protein	173.0622623845
UniRef50_UPI0003766F6D: MULTISPECIES: hypothetical protein|unclassified	173.0622623845
UniRef50_D2ZSX7	172.5739359767
UniRef50_D2ZSX7|unclassified	172.5739359767
UniRef50_Q11VI1: DNA ligase	172.4504622951
UniRef50_Q11VI1: DNA ligase|unclassified	172.4504622951
UniRef50_Q4FUW9: DNA ligase	172.1989319828
UniRef50_Q4FUW9: DNA ligase|unclassified	172.1989319828
UniRef50_UPI00047C1280: 3-methyladenine DNA glycosylase	170.6528688529
UniRef50_UPI00047C1280: 3-methyladenine DNA glycosylase|unclassified	170.6528688529
UniRef50_B8HV17: DNA ligase	170.3734003831
UniRef50_B8HV17: DNA ligase|unclassified	170.3734003831
UniRef50_UPI00046F9FD0: hypothetical protein	168.6509132892
UniRef50_UPI00046F9FD0: hypothetical protein|unclassified	168.6509132892
UniRef50_UPI00047A3BA1: hypothetical protein	168.5239385362
UniRef50_UPI00047A3BA1: hypothetical protein|unclassified	168.5239385362
UniRef50_UPI00030F0951: hypothetical protein	168.1906096823
UniRef50_UPI00030F0951: hypothetical protein|unclassified	168.1906096823
UniRef50_A0KHE3: Flap endonuclease Xni	168.0568878242
UniRef50_A0KHE3: Flap endonuclease Xni|unclassified	168.0568878242
UniRef50_Q6N6M8: Putative 3-methyladenine DNA glycosylase	167.9051913399
UniRef50_Q6N6M8: Putative 3-methyladenine DNA glycosylase|unclassified	167.9051913399
UniRef50_B9E5Q0	167.2096436609
UniRef50_B9E5Q0|unclassified	167.2096436609
UniRef50_Q1IHJ4: DNA ligase	166.8500486259
UniRef50_Q1IHJ4: DNA ligase|unclassified	166.8500486259
UniRef50_Q9ZJE9: DNA polymerase I	166.7763960590
UniRef50_Q9ZJE9: DNA polymerase I|unclassified	166.7763960590
UniRef50_X1MAC9: Marine sediment metagenome DNA, contig: S06H3_L01324 (Fragment)	166.7445090805
UniRef50_X1MAC9: Marine sediment metagenome DNA, contig: S06H3_L01324 (Fragment)|unclassified	166.7445090805
UniRef50_Q18C13: Putative 3-methyladenine DNA glycosylase	165.3215274674
UniRef50_Q18C13: Putative 3-methyladenine DNA glycosylase|unclassified	165.3215274674
UniRef50_UPI00037AC4B1: hypothetical protein, partial	165.2692775468
UniRef50_UPI00037AC4B1: hypothetical protein, partial|unclassified	165.2692775468
UniRef50_UPI0002880575: 5''''-3'''' exonuclease	165.2196064714
UniRef50_UPI0002880575: 5''''-3'''' exonuclease|unclassified	165.2196064714
UniRef50_UPI000463BDE2: NAD-dependent DNA ligase LigA	164.9513575565
UniRef50_UPI000463BDE2: NAD-dependent DNA ligase LigA|unclassified	164.9513575565
UniRef50_A0R5T2: DNA ligase C1	164.8730564495
UniRef50_A0R5T2: DNA ligase C1|unclassified	164.8730564495
UniRef50_UPI0003B69838: DNA polymerase I, partial	163.9620697887
UniRef50_UPI0003B69838: DNA polymerase I, partial|unclassified	163.9620697887
UniRef50_F7U0I4: Single-stranded-DNA-specific exonuclease RecJ	163.8009643924
UniRef50_F7U0I4: Single-stranded-DNA-specific exonuclease RecJ|unclassified	163.8009643924
UniRef50_Q72JN8: DNA ligase	163.7335932485
UniRef50_Q72JN8: DNA ligase|unclassified	163.7335932485
UniRef50_UPI0003124421: hypothetical protein	163.5438589528
UniRef50_UPI0003124421: hypothetical protein|unclassified	163.5438589528
UniRef50_UPI00046A7EEB: single-stranded DNA exonuclease	163.4443786033
UniRef50_UPI00046A7EEB: single-stranded DNA exonuclease|unclassified	163.4443786033
UniRef50_UPI0004677D66: DNA-3-methyladenine glycosylase	161.8007303828
UniRef50_UPI0004677D66: DNA-3-methyladenine glycosylase|unclassified	161.8007303828
UniRef50_B2RKL2: DNA ligase	161.3435477485
UniRef50_B2RKL2: DNA ligase|unclassified	161.3435477485
UniRef50_Q112N5: DNA ligase	161.3341927645
UniRef50_Q112N5: DNA ligase|unclassified	161.3341927645
