# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-CPM
UniRef50_K8C5B5|unclassified	1257.9
UniRef50_UPI00035DEA78: hypothetical protein, partial	1257.8
UniRef50_UPI00035DEA78: hypothetical protein, partial|unclassified	1257.8
UniRef50_UPI000371362E: hypothetical protein	1256.91
UniRef50_UPI000371362E: hypothetical protein|unclassified	1256.91
UniRef50_A3MAG7: Gluconolactonase	1251.79
UniRef50_A3MAG7: Gluconolactonase|unclassified	1251.79
UniRef50_Q8TQ79: Enolase	1243.83
UniRef50_Q8TQ79: Enolase|unclassified	1243.83
UniRef50_UPI0003667AFE: hypothetical protein	1241.28
UniRef50_UPI0003667AFE: hypothetical protein|unclassified	1241.28
UniRef50_UPI0001912DAD: hypothetical protein, partial	1227.68
UniRef50_UPI0001912DAD: hypothetical protein, partial|unclassified	1227.68
UniRef50_P22513: Glyceraldehyde-3-phosphate dehydrogenase, glycosomal	1224.43
UniRef50_P22513: Glyceraldehyde-3-phosphate dehydrogenase, glycosomal|unclassified	1224.43
UniRef50_UPI0003C11333: PREDICTED: pyruvate kinase-like	1223.86
UniRef50_UPI0003C11333: PREDICTED: pyruvate kinase-like|unclassified	1223.86
UniRef50_Q2S026: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	1220.6
UniRef50_Q2S026: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	1220.6
UniRef50_UPI0003B76468: galactose-1-epimerase	1210.61
UniRef50_UPI0003B76468: galactose-1-epimerase|unclassified	1210.61
UniRef50_Q64467: Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	1209.89
UniRef50_Q64467: Glyceraldehyde-3-phosphate dehydrogenase, testis-specific|unclassified	1209.89
UniRef50_Q143F8: Bifunctional protein glk	1207.26
UniRef50_Q143F8: Bifunctional protein glk|unclassified	1207.26
UniRef50_B9DSL9: Uronate isomerase	1189.79
UniRef50_B9DSL9: Uronate isomerase|unclassified	1189.79
UniRef50_UPI0003B3FB93: phosphoglyceromutase, partial	1188.06
UniRef50_UPI0003B3FB93: phosphoglyceromutase, partial|unclassified	1188.06
UniRef50_Q24YW4: Enolase 1	1183.26
UniRef50_Q24YW4: Enolase 1|unclassified	1183.26
UniRef50_Q7U8U2: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	1177.63
UniRef50_Q7U8U2: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	1177.63
UniRef50_UPI0003942956: galactose-1-epimerase	1162.5
UniRef50_UPI0003942956: galactose-1-epimerase|unclassified	1162.5
UniRef50_UPI0001BC8F51: aldehyde dehydrogenase family protein, partial	1161.64
UniRef50_UPI0001BC8F51: aldehyde dehydrogenase family protein, partial|unclassified	1161.64
UniRef50_UPI0002FE793C: betaine-aldehyde dehydrogenase	1151.7
UniRef50_UPI0002FE793C: betaine-aldehyde dehydrogenase|unclassified	1151.7
UniRef50_Q8UA46: Mannonate dehydratase 2	1149.54
UniRef50_Q8UA46: Mannonate dehydratase 2|unclassified	1149.54
UniRef50_UPI00037CAB93: hypothetical protein	1142.43
UniRef50_UPI00037CAB93: hypothetical protein|unclassified	1142.43
UniRef50_UPI0001BF5B02: hypothetical protein SMAC_09853	1140.05
UniRef50_UPI0001BF5B02: hypothetical protein SMAC_09853|unclassified	1140.05
UniRef50_UPI0003B3E5C8: hypothetical protein	1133.33
UniRef50_UPI0003B3E5C8: hypothetical protein|unclassified	1133.33
UniRef50_UPI0004743C71: hypothetical protein, partial	1128.6
UniRef50_UPI0004743C71: hypothetical protein, partial|unclassified	1128.6
UniRef50_UPI00047224F7: hypothetical protein	1128.08
UniRef50_UPI00047224F7: hypothetical protein|unclassified	1128.08
UniRef50_UPI000289B7A2: glucuronate isomerase	1123.57
UniRef50_UPI000289B7A2: glucuronate isomerase|unclassified	1123.57
UniRef50_UPI00047E2807: mannonate dehydratase	1122.59
UniRef50_UPI00047E2807: mannonate dehydratase|unclassified	1122.59
UniRef50_UPI0001BC8F52: aldehyde dehydrogenase family protein, partial	1117.99
UniRef50_UPI0001BC8F52: aldehyde dehydrogenase family protein, partial|unclassified	1117.99
UniRef50_Q9PEG5: 6-phosphogluconolactonase	1116.53
UniRef50_Q9PEG5: 6-phosphogluconolactonase|unclassified	1116.53
UniRef50_UPI0004660381: altronate hydrolase	1102.93
UniRef50_UPI0004660381: altronate hydrolase|unclassified	1102.93
UniRef50_C4JB45	1098.09
UniRef50_C4JB45|unclassified	1098.09
UniRef50_V4QLQ7	1097.95
UniRef50_V4QLQ7|unclassified	1097.95
UniRef50_Q48335: Glyceraldehyde-3-phosphate dehydrogenase	1095.6
UniRef50_Q48335: Glyceraldehyde-3-phosphate dehydrogenase|unclassified	1095.6
UniRef50_UPI00025582F7: aldehyde dehydrogenase	1091.02
UniRef50_UPI00025582F7: aldehyde dehydrogenase|unclassified	1091.02
UniRef50_UPI0003EE035B: PREDICTED: phosphoglycerate mutase 1-like	1088.93
UniRef50_UPI0003EE035B: PREDICTED: phosphoglycerate mutase 1-like|unclassified	1088.93
UniRef50_UPI0004711FFE: hypothetical protein, partial	1081.5
UniRef50_UPI0004711FFE: hypothetical protein, partial|unclassified	1081.5
UniRef50_P96121: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	1073.1
UniRef50_P96121: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase|unclassified	1073.1
UniRef50_UPI0003665FEC: hypothetical protein	1071.64
UniRef50_UPI0003665FEC: hypothetical protein|unclassified	1071.64
UniRef50_Q5HF86: Glyceraldehyde-3-phosphate dehydrogenase 2	1067.61
UniRef50_Q5HF86: Glyceraldehyde-3-phosphate dehydrogenase 2|unclassified	1067.61
UniRef50_B2UUK7: Glucokinase	1061.12
UniRef50_B2UUK7: Glucokinase|unclassified	1061.12
UniRef50_P13929: Beta-enolase	1057.61
UniRef50_P13929: Beta-enolase|unclassified	1057.61
UniRef50_P0A5R7: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	1055.46
UniRef50_P0A5R7: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase|unclassified	1055.46
UniRef50_W9TL50: Hydroxypyruvate reductase	1044.19
UniRef50_W9TL50: Hydroxypyruvate reductase|unclassified	1044.19
UniRef50_UPI0002F2BA6C: phosphoglyceromutase	1043.27
UniRef50_UPI0002F2BA6C: phosphoglyceromutase|unclassified	1043.27
UniRef50_N6V8H7	1040.62
UniRef50_N6V8H7|unclassified	1040.62
UniRef50_UPI00028A08FB: pyruvate kinase (nonfunctional), partial	1027.37
UniRef50_UPI00028A08FB: pyruvate kinase (nonfunctional), partial|unclassified	1027.37
UniRef50_UPI000466CB60: hypothetical protein	1026.9
UniRef50_UPI000466CB60: hypothetical protein|unclassified	1026.9
UniRef50_Q02XT4: Uronate isomerase	1016.57
UniRef50_Q02XT4: Uronate isomerase|unclassified	1016.57
UniRef50_B7Z697: cDNA FLJ61163	998.89
UniRef50_B7Z697: cDNA FLJ61163|unclassified	998.89
UniRef50_UPI000313F975: hypothetical protein	992.706
UniRef50_UPI000313F975: hypothetical protein|unclassified	992.706
UniRef50_UPI0002FA457F: hypothetical protein	991.362
UniRef50_UPI0002FA457F: hypothetical protein|unclassified	991.362
UniRef50_UPI0003656522: hypothetical protein, partial	985.274
UniRef50_UPI0003656522: hypothetical protein, partial|unclassified	985.274
UniRef50_C4Y882	982.89
UniRef50_C4Y882|unclassified	982.89
UniRef50_Q9LEJ0: Enolase 1	981.813
UniRef50_Q9LEJ0: Enolase 1|unclassified	981.813
UniRef50_K0UFN2	976.982
UniRef50_K0UFN2|unclassified	976.982
UniRef50_UPI0003C1568F: PREDICTED: putative aldehyde dehydrogenase-like protein C922.07c-like	976.753
UniRef50_UPI0003C1568F: PREDICTED: putative aldehyde dehydrogenase-like protein C922.07c-like|unclassified	976.753
UniRef50_X1E9Q3: Marine sediment metagenome DNA, contig: S01H4_S14946 (Fragment)	976.379
UniRef50_X1E9Q3: Marine sediment metagenome DNA, contig: S01H4_S14946 (Fragment)|unclassified	976.379
UniRef50_UPI00037E00D1: hypothetical protein	975.153
UniRef50_UPI00037E00D1: hypothetical protein|unclassified	975.153
UniRef50_F2AHS5	974.862
UniRef50_F2AHS5|unclassified	974.862
UniRef50_UPI0002EE11B8: hypothetical protein	973.251
UniRef50_UPI0002EE11B8: hypothetical protein|unclassified	973.251
UniRef50_UPI0002E0F098: hypothetical protein	969.391
UniRef50_UPI0002E0F098: hypothetical protein|unclassified	969.391
UniRef50_O34346: Mannonate dehydratase	968.287
UniRef50_O34346: Mannonate dehydratase|unclassified	968.287
UniRef50_UPI0003621689: hypothetical protein	949.342
UniRef50_UPI0003621689: hypothetical protein|unclassified	949.342
UniRef50_J9GI69: Glyceraldehyde-3-phosphate dehydrogenase	947.54
UniRef50_J9GI69: Glyceraldehyde-3-phosphate dehydrogenase|unclassified	947.54
UniRef50_A4VFK3	916.057
UniRef50_A4VFK3|unclassified	916.057
UniRef50_A6DUS0: CarR	915.349
UniRef50_A6DUS0: CarR|unclassified	915.349
UniRef50_UPI00036AF6AD: hypothetical protein	906.933
UniRef50_UPI00036AF6AD: hypothetical protein|unclassified	906.933
UniRef50_UPI0004738AE6: glyceraldehyde-3-phosphate dehydrogenase, partial	906.915
UniRef50_UPI0004738AE6: glyceraldehyde-3-phosphate dehydrogenase, partial|unclassified	906.915
UniRef50_Q7UEX1: Phosphoglycerate kinase	905.229
UniRef50_Q7UEX1: Phosphoglycerate kinase|unclassified	905.229
UniRef50_UPI00028A0C60: phosphoglyceromutase	905.223
UniRef50_UPI00028A0C60: phosphoglyceromutase|unclassified	905.223
UniRef50_UPI000463668B: glucuronate isomerase	904.593
UniRef50_UPI000463668B: glucuronate isomerase|unclassified	904.593
UniRef50_Q1ISS4: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	904.32
UniRef50_Q1ISS4: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	904.32
UniRef50_Q55F83: Enolase B	902.23
UniRef50_Q55F83: Enolase B|unclassified	902.23
UniRef50_C8CGI1	901.227
UniRef50_C8CGI1|unclassified	901.227
UniRef50_UPI00046CE1C4: hypothetical protein	899.861
UniRef50_UPI00046CE1C4: hypothetical protein|unclassified	899.861
UniRef50_A9AYE8: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	893.004
UniRef50_A9AYE8: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	893.004
UniRef50_A6FR36	890.179
UniRef50_A6FR36|unclassified	890.179
UniRef50_UPI0004637D11: mannonate dehydratase, partial	883.948
UniRef50_UPI0004637D11: mannonate dehydratase, partial|unclassified	883.948
UniRef50_UPI00047E6581: hypothetical protein	883.564
UniRef50_UPI00047E6581: hypothetical protein|unclassified	883.564
UniRef50_O14556: Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	882.714
UniRef50_O14556: Glyceraldehyde-3-phosphate dehydrogenase, testis-specific|unclassified	882.714
UniRef50_UPI000237730B: aldehyde dehydrogenase, partial	879.785
UniRef50_UPI000237730B: aldehyde dehydrogenase, partial|unclassified	879.785
UniRef50_UPI0003618DD0: hypothetical protein, partial	879.09
UniRef50_UPI0003618DD0: hypothetical protein, partial|unclassified	879.09
UniRef50_UPI0003C0FBBA: PREDICTED: aldehyde dehydrogenase-like	878.378
UniRef50_UPI0003C0FBBA: PREDICTED: aldehyde dehydrogenase-like|unclassified	878.378
UniRef50_G5SID6	873.503
UniRef50_G5SID6|unclassified	873.503
UniRef50_H8ZPX2: 3-succinoylsemialdehyde-pyridine dehydrogenase	868.338
UniRef50_H8ZPX2: 3-succinoylsemialdehyde-pyridine dehydrogenase|unclassified	868.338
UniRef50_Q0FHW8: Probable phosphopyruvate hydratase	865.447
UniRef50_Q0FHW8: Probable phosphopyruvate hydratase|unclassified	865.447
UniRef50_Q44473: Pyruvate kinase	863.423
UniRef50_Q44473: Pyruvate kinase|unclassified	863.423
UniRef50_UPI0003C87F4B: PREDICTED: phosphoglycerate mutase 2	858.555
UniRef50_UPI0003C87F4B: PREDICTED: phosphoglycerate mutase 2|unclassified	858.555
UniRef50_Q54RF5: Pyruvate kinase	855.138
UniRef50_Q54RF5: Pyruvate kinase|unclassified	855.138
UniRef50_UPI000370FBCF: hypothetical protein, partial	849.8
UniRef50_UPI000370FBCF: hypothetical protein, partial|unclassified	849.8
UniRef50_UPI0003A12434: hypothetical protein	846.556
UniRef50_UPI0003A12434: hypothetical protein|unclassified	846.556
UniRef50_UPI000478601F: pyruvate kinase	846.389
UniRef50_UPI000478601F: pyruvate kinase|unclassified	846.389
UniRef50_UPI00047479B2: hypothetical protein, partial	837.399
UniRef50_UPI00047479B2: hypothetical protein, partial|unclassified	837.399
UniRef50_UPI00047018BD: phosphoglyceromutase, partial	836.848
UniRef50_UPI00047018BD: phosphoglyceromutase, partial|unclassified	836.848
UniRef50_Q8VXQ7: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (Fragment)	834.267
UniRef50_Q8VXQ7: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (Fragment)|unclassified	834.267
UniRef50_UPI00047DAAEF: pyruvate kinase	833.387
UniRef50_UPI00047DAAEF: pyruvate kinase|unclassified	833.387
UniRef50_A0A011Q5H9	827.652
UniRef50_A0A011Q5H9|unclassified	827.652
UniRef50_Q7P1R6: Glucokinase	827.179
UniRef50_Q7P1R6: Glucokinase|unclassified	827.179
UniRef50_UPI0003750E13: hypothetical protein	826.647
UniRef50_UPI0003750E13: hypothetical protein|unclassified	826.647
UniRef50_A3TPX9	820.947
UniRef50_A3TPX9|unclassified	820.947
UniRef50_UPI0004739271: hypothetical protein, partial	820.023
UniRef50_UPI0004739271: hypothetical protein, partial|unclassified	820.023
UniRef50_UPI00046818D4: aldehyde dehydrogenase	818.404
UniRef50_UPI00046818D4: aldehyde dehydrogenase|unclassified	818.404
UniRef50_Q9ZKB1: 6-phosphogluconolactonase	818.393
UniRef50_Q9ZKB1: 6-phosphogluconolactonase|unclassified	818.393
UniRef50_UPI0003758CCA: hypothetical protein, partial	816.57
UniRef50_UPI0003758CCA: hypothetical protein, partial|unclassified	816.57
UniRef50_UPI0003639180: hypothetical protein	814.833
UniRef50_UPI0003639180: hypothetical protein|unclassified	814.833
UniRef50_UPI0002FF9546: hypothetical protein	814.51
UniRef50_UPI0002FF9546: hypothetical protein|unclassified	814.51
UniRef50_K2FIV7: CarR	808.476
UniRef50_K2FIV7: CarR|unclassified	808.476
UniRef50_Q4L320: Uronate isomerase	801.201
UniRef50_Q4L320: Uronate isomerase|unclassified	801.201
UniRef50_Q7UFG7: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	800.986
UniRef50_Q7UFG7: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	800.986
UniRef50_UPI00030AF7E8: hypothetical protein	790.51
UniRef50_UPI00030AF7E8: hypothetical protein|unclassified	790.51
UniRef50_UPI000441D732: PREDICTED: alpha-enolase	789.007
UniRef50_UPI000441D732: PREDICTED: alpha-enolase|unclassified	789.007
UniRef50_Q9KHA1: Uronate isomerase	786.993
UniRef50_Q9KHA1: Uronate isomerase|unclassified	786.993
UniRef50_UPI0004643DA1: D-mannonate oxidoreductase	786.12
UniRef50_UPI0004643DA1: D-mannonate oxidoreductase|unclassified	786.12
UniRef50_UPI00029A40C2: aldose 1-epimerase, partial	781.877
UniRef50_UPI00029A40C2: aldose 1-epimerase, partial|unclassified	781.877
UniRef50_Q9X2N2: 6-phosphogluconolactonase	774.355
UniRef50_Q9X2N2: 6-phosphogluconolactonase|unclassified	774.355
UniRef50_A6V2N1: Glucokinase	769.69
UniRef50_A6V2N1: Glucokinase|unclassified	769.69
UniRef50_P25696: Bifunctional enolase 2/transcriptional activator	769.668
UniRef50_P25696: Bifunctional enolase 2/transcriptional activator|unclassified	769.668
UniRef50_Q1JUP5: L-arabinolactonase	769.651
UniRef50_Q1JUP5: L-arabinolactonase|unclassified	769.651
UniRef50_UPI00040241F5: hypothetical protein	768.224
UniRef50_UPI00040241F5: hypothetical protein|unclassified	768.224
UniRef50_UPI00027F63CC: PREDICTED: glyceraldehyde-3-phosphate dehydrogenase, testis-specific, partial	765.17
UniRef50_UPI00027F63CC: PREDICTED: glyceraldehyde-3-phosphate dehydrogenase, testis-specific, partial|unclassified	765.17
UniRef50_P62417: Phosphoglycerate kinase	764.461
UniRef50_P62417: Phosphoglycerate kinase|unclassified	764.461
UniRef50_Q9Z3S1: 6-phosphogluconolactonase	763.676
UniRef50_Q9Z3S1: 6-phosphogluconolactonase|unclassified	763.676
UniRef50_Q9XAB7: 6-phosphogluconolactonase	756.562
UniRef50_Q9XAB7: 6-phosphogluconolactonase|unclassified	756.562
UniRef50_Q55863: Pyruvate kinase 1	753.428
UniRef50_Q55863: Pyruvate kinase 1|unclassified	753.428
UniRef50_UPI00024870DD: phosphoglyceromutase, partial	752.986
UniRef50_UPI00024870DD: phosphoglyceromutase, partial|unclassified	752.986
UniRef50_Q052H7: Phosphoglycerate kinase	752.582
UniRef50_Q052H7: Phosphoglycerate kinase|unclassified	752.582
UniRef50_P62421: Phosphoglycerate kinase	747.699
UniRef50_P62421: Phosphoglycerate kinase|unclassified	747.699
UniRef50_P39616: Probable aldehyde dehydrogenase YwdH	746.428
UniRef50_P39616: Probable aldehyde dehydrogenase YwdH|unclassified	746.428
UniRef50_UPI0002193B02: aldose 1-epimerase, partial	743.391
UniRef50_UPI0002193B02: aldose 1-epimerase, partial|unclassified	743.391
UniRef50_R5Y1U8	741.966
UniRef50_R5Y1U8|unclassified	741.966
UniRef50_Q8IJN7: Enolase	740.821
UniRef50_Q8IJN7: Enolase|unclassified	740.821
UniRef50_UPI0003599943: PREDICTED: probable phosphoglycerate mutase-like	738.466
UniRef50_UPI0003599943: PREDICTED: probable phosphoglycerate mutase-like|unclassified	738.466
UniRef50_UPI0003616F3B: hypothetical protein	735.911
UniRef50_UPI0003616F3B: hypothetical protein|unclassified	735.911
UniRef50_Z5X6Z6	731.595
UniRef50_Z5X6Z6|unclassified	731.595
UniRef50_UPI00035CEA0F: hypothetical protein	731.035
UniRef50_UPI00035CEA0F: hypothetical protein|unclassified	731.035
UniRef50_X0V290: Marine sediment metagenome DNA, contig: S01H1_S12700 (Fragment)	730.995
UniRef50_X0V290: Marine sediment metagenome DNA, contig: S01H1_S12700 (Fragment)|unclassified	730.995
UniRef50_UPI00046BD9BF	729.375
UniRef50_UPI00046BD9BF|unclassified	729.375
UniRef50_P54495: Glucokinase	728.633
UniRef50_P54495: Glucokinase|unclassified	728.633
UniRef50_Q1WIQ6: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	727.073
UniRef50_Q1WIQ6: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase|unclassified	727.073
UniRef50_UPI00047875CB: hypothetical protein	726.706
UniRef50_UPI00047875CB: hypothetical protein|unclassified	726.706
UniRef50_B2KC44: Phosphoglycerate kinase	724.324
UniRef50_B2KC44: Phosphoglycerate kinase|unclassified	724.324
UniRef50_UPI0002626755: dioxygenase	723.1
UniRef50_UPI0002626755: dioxygenase|unclassified	723.1
UniRef50_Q2S3A7: Phosphoglycerate kinase	722.448
UniRef50_Q2S3A7: Phosphoglycerate kinase|unclassified	722.448
UniRef50_C0QWA9: Uronate isomerase	721.726
UniRef50_C0QWA9: Uronate isomerase|unclassified	721.726
UniRef50_Q0IBF8: Possible glucose 6-phosphate dehydrogenase effector OpcA	718.927
UniRef50_Q0IBF8: Possible glucose 6-phosphate dehydrogenase effector OpcA|unclassified	718.927
UniRef50_UPI0003B55D8E: pyruvate kinase	718.71
UniRef50_UPI0003B55D8E: pyruvate kinase|unclassified	718.71
UniRef50_Q1QWP0: (2R)-sulfolactate sulfo-lyase subunit beta	714.179
UniRef50_Q1QWP0: (2R)-sulfolactate sulfo-lyase subunit beta|unclassified	714.179
UniRef50_Q98EA9: Gluconolactonase	709.19
UniRef50_Q98EA9: Gluconolactonase|unclassified	709.19
UniRef50_Q5UXB9: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	705.872
UniRef50_Q5UXB9: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	705.872
UniRef50_Q7VJB6: Phosphoglycerate kinase	704.781
UniRef50_Q7VJB6: Phosphoglycerate kinase|unclassified	704.781
UniRef50_UPI0004189A17: altronate hydrolase	700.66
UniRef50_UPI0004189A17: altronate hydrolase|unclassified	700.66
UniRef50_B7Z2X9: Gamma-enolase	696.891
UniRef50_B7Z2X9: Gamma-enolase|unclassified	696.891
UniRef50_UPI0002E70629: hypothetical protein	696.521
UniRef50_UPI0002E70629: hypothetical protein|unclassified	696.521
UniRef50_UPI00035E7781: hypothetical protein, partial	694.599
UniRef50_UPI00035E7781: hypothetical protein, partial|unclassified	694.599
UniRef50_UPI0004731C7C: hypothetical protein, partial	693.34
UniRef50_UPI0004731C7C: hypothetical protein, partial|unclassified	693.34
UniRef50_UPI0003C11B5B: PREDICTED: glycerate kinase-like	690.073
UniRef50_UPI0003C11B5B: PREDICTED: glycerate kinase-like|unclassified	690.073
UniRef50_UPI0004749716: phosphoglycerate kinase	685.903
UniRef50_UPI0004749716: phosphoglycerate kinase|unclassified	685.903
UniRef50_UPI0002DEF1C5: glucokinase	684.196
UniRef50_UPI0002DEF1C5: glucokinase|unclassified	684.196
UniRef50_O94788: Retinal dehydrogenase 2	682.167
UniRef50_O94788: Retinal dehydrogenase 2|unclassified	682.167
UniRef50_Q5PAE9: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	672.556
UniRef50_Q5PAE9: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	672.556
UniRef50_UPI0003EDF958: PREDICTED: aldehyde dehydrogenase family 1 member A3	671.148
UniRef50_UPI0003EDF958: PREDICTED: aldehyde dehydrogenase family 1 member A3|unclassified	671.148
UniRef50_UPI0003778BD3: hypothetical protein	665.341
UniRef50_UPI0003778BD3: hypothetical protein|unclassified	665.341
UniRef50_UPI0003B76F34: phosphoglycerate kinase	663.507
UniRef50_UPI0003B76F34: phosphoglycerate kinase|unclassified	663.507
UniRef50_UPI000288BAFE: oxidoreductase, partial	661.458
UniRef50_UPI000288BAFE: oxidoreductase, partial|unclassified	661.458
UniRef50_UPI0002DAA243: hypothetical protein	659.734
UniRef50_UPI0002DAA243: hypothetical protein|unclassified	659.734
UniRef50_Q47XU3: Glucokinase	658.568
UniRef50_Q47XU3: Glucokinase|unclassified	658.568
UniRef50_F5XY40: Candidate hydroxypyruvate reductase	653.229
UniRef50_F5XY40: Candidate hydroxypyruvate reductase|unclassified	653.229
UniRef50_E3ZAG0	647.695
UniRef50_E3ZAG0|unclassified	647.695
UniRef50_UPI000364D697: hypothetical protein, partial	642.505
UniRef50_UPI000364D697: hypothetical protein, partial|unclassified	642.505
UniRef50_H1SC25	639.958
UniRef50_H1SC25|unclassified	639.958
UniRef50_UPI0004739468: hypothetical protein, partial	639.829
