# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-RPKs
UniRef50_Q0ALQ9: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase|unclassified	385.7560180519
UniRef50_Q46078: Pyruvate kinase	382.4628143426
UniRef50_Q46078: Pyruvate kinase|unclassified	382.4628143426
UniRef50_Q1BYA7: Bifunctional protein glk	380.2151699706
UniRef50_Q1BYA7: Bifunctional protein glk|unclassified	380.2151699706
UniRef50_Q7MU77: Phosphoglycerate kinase	379.3747091239
UniRef50_Q7MU77: Phosphoglycerate kinase|unclassified	379.3747091239
UniRef50_UPI0004748B6D: hypothetical protein	376.5332808188
UniRef50_UPI0004748B6D: hypothetical protein|unclassified	376.5332808188
UniRef50_X1E6Z1: Marine sediment metagenome DNA, contig: S03H2_C01040 (Fragment)	374.4596169398
UniRef50_X1E6Z1: Marine sediment metagenome DNA, contig: S03H2_C01040 (Fragment)|unclassified	374.4596169398
UniRef50_UPI0004764B37: phosphoglyceromutase	373.0893661883
UniRef50_UPI0004764B37: phosphoglyceromutase|unclassified	373.0893661883
UniRef50_Q5FKM6: Enolase	372.0372650662
UniRef50_Q5FKM6: Enolase|unclassified	372.0372650662
UniRef50_UPI000377C454: hypothetical protein, partial	370.8344416070
UniRef50_UPI000377C454: hypothetical protein, partial|unclassified	370.8344416070
UniRef50_UPI0004696A5C: glyceraldehyde-3-phosphate dehydrogenase	369.9122354690
UniRef50_UPI0004696A5C: glyceraldehyde-3-phosphate dehydrogenase|unclassified	369.9122354690
UniRef50_Q52309: Glucose-1-phosphatase	369.3099806988
UniRef50_Q52309: Glucose-1-phosphatase|unclassified	369.3099806988
UniRef50_Q01VN6: Uronate isomerase	366.3753983543
UniRef50_Q01VN6: Uronate isomerase|unclassified	366.3753983543
UniRef50_K8C5B5	366.1717730343
UniRef50_K8C5B5|unclassified	366.1717730343
UniRef50_UPI00035DEA78: hypothetical protein, partial	366.1412779776
UniRef50_UPI00035DEA78: hypothetical protein, partial|unclassified	366.1412779776
UniRef50_UPI000371362E: hypothetical protein	365.8837054312
UniRef50_UPI000371362E: hypothetical protein|unclassified	365.8837054312
UniRef50_A3MAG7: Gluconolactonase	364.3933762799
UniRef50_A3MAG7: Gluconolactonase|unclassified	364.3933762799
UniRef50_Q8TQ79: Enolase	362.0756626832
UniRef50_Q8TQ79: Enolase|unclassified	362.0756626832
UniRef50_UPI0003667AFE: hypothetical protein	361.3319232156
UniRef50_UPI0003667AFE: hypothetical protein|unclassified	361.3319232156
UniRef50_UPI0001912DAD: hypothetical protein, partial	357.3731890929
UniRef50_UPI0001912DAD: hypothetical protein, partial|unclassified	357.3731890929
UniRef50_P22513: Glyceraldehyde-3-phosphate dehydrogenase, glycosomal	356.4291050280
UniRef50_P22513: Glyceraldehyde-3-phosphate dehydrogenase, glycosomal|unclassified	356.4291050280
UniRef50_UPI0003C11333: PREDICTED: pyruvate kinase-like	356.2632020229
UniRef50_UPI0003C11333: PREDICTED: pyruvate kinase-like|unclassified	356.2632020229
UniRef50_Q2S026: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	355.3130612327
UniRef50_Q2S026: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	355.3130612327
UniRef50_UPI0003B76468: galactose-1-epimerase	352.4051324750
UniRef50_UPI0003B76468: galactose-1-epimerase|unclassified	352.4051324750
UniRef50_Q64467: Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	352.1950079423
UniRef50_Q64467: Glyceraldehyde-3-phosphate dehydrogenase, testis-specific|unclassified	352.1950079423
UniRef50_Q143F8: Bifunctional protein glk	351.4310224435
UniRef50_Q143F8: Bifunctional protein glk|unclassified	351.4310224435
UniRef50_B9DSL9: Uronate isomerase	346.3448507936
UniRef50_B9DSL9: Uronate isomerase|unclassified	346.3448507936
UniRef50_UPI0003B3FB93: phosphoglyceromutase, partial	345.8422016791
UniRef50_UPI0003B3FB93: phosphoglyceromutase, partial|unclassified	345.8422016791
UniRef50_Q24YW4: Enolase 1	344.4445470324
UniRef50_Q24YW4: Enolase 1|unclassified	344.4445470324
UniRef50_Q7U8U2: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	342.8049261652
UniRef50_Q7U8U2: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	342.8049261652
UniRef50_UPI0003942956: galactose-1-epimerase	338.4006177406
UniRef50_UPI0003942956: galactose-1-epimerase|unclassified	338.4006177406
UniRef50_UPI0001BC8F51: aldehyde dehydrogenase family protein, partial	338.1512562244
UniRef50_UPI0001BC8F51: aldehyde dehydrogenase family protein, partial|unclassified	338.1512562244
UniRef50_UPI0002FE793C: betaine-aldehyde dehydrogenase	335.2556775876
UniRef50_UPI0002FE793C: betaine-aldehyde dehydrogenase|unclassified	335.2556775876
UniRef50_Q8UA46: Mannonate dehydratase 2	334.6272824944
UniRef50_Q8UA46: Mannonate dehydratase 2|unclassified	334.6272824944
UniRef50_UPI00037CAB93: hypothetical protein	332.5597353800
UniRef50_UPI00037CAB93: hypothetical protein|unclassified	332.5597353800
UniRef50_UPI0001BF5B02: hypothetical protein SMAC_09853	331.8643209450
UniRef50_UPI0001BF5B02: hypothetical protein SMAC_09853|unclassified	331.8643209450
UniRef50_UPI0003B3E5C8: hypothetical protein	329.9083719674
UniRef50_UPI0003B3E5C8: hypothetical protein|unclassified	329.9083719674
UniRef50_UPI0004743C71: hypothetical protein, partial	328.5320638780
UniRef50_UPI0004743C71: hypothetical protein, partial|unclassified	328.5320638780
UniRef50_UPI00047224F7: hypothetical protein	328.3798779841
UniRef50_UPI00047224F7: hypothetical protein|unclassified	328.3798779841
UniRef50_UPI000289B7A2: glucuronate isomerase	327.0670218110
UniRef50_UPI000289B7A2: glucuronate isomerase|unclassified	327.0670218110
UniRef50_UPI00047E2807: mannonate dehydratase	326.7817717019
UniRef50_UPI00047E2807: mannonate dehydratase|unclassified	326.7817717019
UniRef50_UPI0001BC8F52: aldehyde dehydrogenase family protein, partial	325.4428609654
UniRef50_UPI0001BC8F52: aldehyde dehydrogenase family protein, partial|unclassified	325.4428609654
UniRef50_Q9PEG5: 6-phosphogluconolactonase	325.0191795980
UniRef50_Q9PEG5: 6-phosphogluconolactonase|unclassified	325.0191795980
UniRef50_UPI0004660381: altronate hydrolase	321.0610862238
UniRef50_UPI0004660381: altronate hydrolase|unclassified	321.0610862238
UniRef50_C4JB45	319.6498750732
UniRef50_C4JB45|unclassified	319.6498750732
UniRef50_V4QLQ7	319.6090961955
UniRef50_V4QLQ7|unclassified	319.6090961955
UniRef50_Q48335: Glyceraldehyde-3-phosphate dehydrogenase	318.9250978020
UniRef50_Q48335: Glyceraldehyde-3-phosphate dehydrogenase|unclassified	318.9250978020
UniRef50_UPI00025582F7: aldehyde dehydrogenase	317.5939527656
UniRef50_UPI00025582F7: aldehyde dehydrogenase|unclassified	317.5939527656
UniRef50_UPI0003EE035B: PREDICTED: phosphoglycerate mutase 1-like	316.9858894757
UniRef50_UPI0003EE035B: PREDICTED: phosphoglycerate mutase 1-like|unclassified	316.9858894757
UniRef50_UPI0004711FFE: hypothetical protein, partial	314.8209944019
UniRef50_UPI0004711FFE: hypothetical protein, partial|unclassified	314.8209944019
UniRef50_P96121: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	312.3763475048
UniRef50_P96121: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase|unclassified	312.3763475048
UniRef50_UPI0003665FEC: hypothetical protein	311.9507487610
UniRef50_UPI0003665FEC: hypothetical protein|unclassified	311.9507487610
UniRef50_Q5HF86: Glyceraldehyde-3-phosphate dehydrogenase 2	310.7775316516
UniRef50_Q5HF86: Glyceraldehyde-3-phosphate dehydrogenase 2|unclassified	310.7775316516
UniRef50_B2UUK7: Glucokinase	308.8895372768
UniRef50_B2UUK7: Glucokinase|unclassified	308.8895372768
UniRef50_P13929: Beta-enolase	307.8669862324
UniRef50_P13929: Beta-enolase|unclassified	307.8669862324
UniRef50_P0A5R7: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	307.2409359894
UniRef50_P0A5R7: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase|unclassified	307.2409359894
UniRef50_W9TL50: Hydroxypyruvate reductase	303.9602104300
UniRef50_W9TL50: Hydroxypyruvate reductase|unclassified	303.9602104300
UniRef50_UPI0002F2BA6C: phosphoglyceromutase	303.6930133611
UniRef50_UPI0002F2BA6C: phosphoglyceromutase|unclassified	303.6930133611
UniRef50_N6V8H7	302.9212223723
UniRef50_N6V8H7|unclassified	302.9212223723
UniRef50_UPI00028A08FB: pyruvate kinase (nonfunctional), partial	299.0654710453
UniRef50_UPI00028A08FB: pyruvate kinase (nonfunctional), partial|unclassified	299.0654710453
UniRef50_UPI000466CB60: hypothetical protein	298.9271829486
UniRef50_UPI000466CB60: hypothetical protein|unclassified	298.9271829486
UniRef50_Q02XT4: Uronate isomerase	295.9206599994
UniRef50_Q02XT4: Uronate isomerase|unclassified	295.9206599994
UniRef50_B7Z697: cDNA FLJ61163	290.7742971066
UniRef50_B7Z697: cDNA FLJ61163|unclassified	290.7742971066
UniRef50_UPI000313F975: hypothetical protein	288.9739941896
UniRef50_UPI000313F975: hypothetical protein|unclassified	288.9739941896
UniRef50_UPI0002FA457F: hypothetical protein	288.5829377679
UniRef50_UPI0002FA457F: hypothetical protein|unclassified	288.5829377679
UniRef50_UPI0003656522: hypothetical protein, partial	286.8105297464
UniRef50_UPI0003656522: hypothetical protein, partial|unclassified	286.8105297464
UniRef50_C4Y882	286.1166202713
UniRef50_C4Y882|unclassified	286.1166202713
UniRef50_Q9LEJ0: Enolase 1	285.8030897122
UniRef50_Q9LEJ0: Enolase 1|unclassified	285.8030897122
UniRef50_K0UFN2	284.3967082407
UniRef50_K0UFN2|unclassified	284.3967082407
UniRef50_UPI0003C1568F: PREDICTED: putative aldehyde dehydrogenase-like protein C922.07c-like	284.3302781094
UniRef50_UPI0003C1568F: PREDICTED: putative aldehyde dehydrogenase-like protein C922.07c-like|unclassified	284.3302781094
UniRef50_X1E9Q3: Marine sediment metagenome DNA, contig: S01H4_S14946 (Fragment)	284.2212850723
UniRef50_X1E9Q3: Marine sediment metagenome DNA, contig: S01H4_S14946 (Fragment)|unclassified	284.2212850723
UniRef50_UPI00037E00D1: hypothetical protein	283.8645153260
UniRef50_UPI00037E00D1: hypothetical protein|unclassified	283.8645153260
UniRef50_F2AHS5	283.7797178950
UniRef50_F2AHS5|unclassified	283.7797178950
UniRef50_UPI0002EE11B8: hypothetical protein	283.3106367695
UniRef50_UPI0002EE11B8: hypothetical protein|unclassified	283.3106367695
UniRef50_UPI0002E0F098: hypothetical protein	282.1869958722
UniRef50_UPI0002E0F098: hypothetical protein|unclassified	282.1869958722
UniRef50_O34346: Mannonate dehydratase	281.8657029819
UniRef50_O34346: Mannonate dehydratase|unclassified	281.8657029819
UniRef50_UPI0003621689: hypothetical protein	276.3508314062
UniRef50_UPI0003621689: hypothetical protein|unclassified	276.3508314062
UniRef50_J9GI69: Glyceraldehyde-3-phosphate dehydrogenase	275.8263997603
UniRef50_J9GI69: Glyceraldehyde-3-phosphate dehydrogenase|unclassified	275.8263997603
UniRef50_A4VFK3	266.6616509817
UniRef50_A4VFK3|unclassified	266.6616509817
UniRef50_A6DUS0: CarR	266.4555822775
UniRef50_A6DUS0: CarR|unclassified	266.4555822775
UniRef50_UPI00036AF6AD: hypothetical protein	264.0058207179
UniRef50_UPI00036AF6AD: hypothetical protein|unclassified	264.0058207179
UniRef50_UPI0004738AE6: glyceraldehyde-3-phosphate dehydrogenase, partial	264.0005702140
UniRef50_UPI0004738AE6: glyceraldehyde-3-phosphate dehydrogenase, partial|unclassified	264.0005702140
UniRef50_Q7UEX1: Phosphoglycerate kinase	263.5098812234
UniRef50_Q7UEX1: Phosphoglycerate kinase|unclassified	263.5098812234
UniRef50_UPI00028A0C60: phosphoglyceromutase	263.5081354200
UniRef50_UPI00028A0C60: phosphoglyceromutase|unclassified	263.5081354200
UniRef50_UPI000463668B: glucuronate isomerase	263.3245731151
UniRef50_UPI000463668B: glucuronate isomerase|unclassified	263.3245731151
UniRef50_Q1ISS4: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	263.2451378010
UniRef50_Q1ISS4: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	263.2451378010
UniRef50_Q55F83: Enolase B	262.6366860965
UniRef50_Q55F83: Enolase B|unclassified	262.6366860965
UniRef50_C8CGI1	262.3448006969
UniRef50_C8CGI1|unclassified	262.3448006969
UniRef50_UPI00046CE1C4: hypothetical protein	261.9472540555
UniRef50_UPI00046CE1C4: hypothetical protein|unclassified	261.9472540555
UniRef50_A9AYE8: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	259.9509632006
UniRef50_A9AYE8: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	259.9509632006
UniRef50_A6FR36	259.1286937711
UniRef50_A6FR36|unclassified	259.1286937711
UniRef50_UPI0004637D11: mannonate dehydratase, partial	257.3149466101
UniRef50_UPI0004637D11: mannonate dehydratase, partial|unclassified	257.3149466101
UniRef50_UPI00047E6581: hypothetical protein	257.2032204418
UniRef50_UPI00047E6581: hypothetical protein|unclassified	257.2032204418
UniRef50_O14556: Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	256.9557967706
UniRef50_O14556: Glyceraldehyde-3-phosphate dehydrogenase, testis-specific|unclassified	256.9557967706
UniRef50_UPI000237730B: aldehyde dehydrogenase, partial	256.1032027680
UniRef50_UPI000237730B: aldehyde dehydrogenase, partial|unclassified	256.1032027680
UniRef50_UPI0003618DD0: hypothetical protein, partial	255.9006997326
UniRef50_UPI0003618DD0: hypothetical protein, partial|unclassified	255.9006997326
UniRef50_UPI0003C0FBBA: PREDICTED: aldehyde dehydrogenase-like	255.6935060055
UniRef50_UPI0003C0FBBA: PREDICTED: aldehyde dehydrogenase-like|unclassified	255.6935060055
UniRef50_G5SID6	254.2745179076
UniRef50_G5SID6|unclassified	254.2745179076
UniRef50_H8ZPX2: 3-succinoylsemialdehyde-pyridine dehydrogenase	252.7707676729
UniRef50_H8ZPX2: 3-succinoylsemialdehyde-pyridine dehydrogenase|unclassified	252.7707676729
UniRef50_Q0FHW8: Probable phosphopyruvate hydratase	251.9291859403
UniRef50_Q0FHW8: Probable phosphopyruvate hydratase|unclassified	251.9291859403
UniRef50_Q44473: Pyruvate kinase	251.3400426114
UniRef50_Q44473: Pyruvate kinase|unclassified	251.3400426114
UniRef50_UPI0003C87F4B: PREDICTED: phosphoglycerate mutase 2	249.9230470339
UniRef50_UPI0003C87F4B: PREDICTED: phosphoglycerate mutase 2|unclassified	249.9230470339
UniRef50_Q54RF5: Pyruvate kinase	248.9282833639
UniRef50_Q54RF5: Pyruvate kinase|unclassified	248.9282833639
UniRef50_UPI000370FBCF: hypothetical protein, partial	247.3744365616
UniRef50_UPI000370FBCF: hypothetical protein, partial|unclassified	247.3744365616
UniRef50_UPI0003A12434: hypothetical protein	246.4301293675
UniRef50_UPI0003A12434: hypothetical protein|unclassified	246.4301293675
UniRef50_UPI000478601F: pyruvate kinase	246.3815067817
UniRef50_UPI000478601F: pyruvate kinase|unclassified	246.3815067817
UniRef50_UPI00047479B2: hypothetical protein, partial	243.7645944291
UniRef50_UPI00047479B2: hypothetical protein, partial|unclassified	243.7645944291
UniRef50_UPI00047018BD: phosphoglyceromutase, partial	243.6043422617
UniRef50_UPI00047018BD: phosphoglyceromutase, partial|unclassified	243.6043422617
UniRef50_Q8VXQ7: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (Fragment)	242.8527748861
UniRef50_Q8VXQ7: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (Fragment)|unclassified	242.8527748861
UniRef50_UPI00047DAAEF: pyruvate kinase	242.5966530408
UniRef50_UPI00047DAAEF: pyruvate kinase|unclassified	242.5966530408
UniRef50_A0A011Q5H9	240.9272583853
UniRef50_A0A011Q5H9|unclassified	240.9272583853
UniRef50_Q7P1R6: Glucokinase	240.7895611868
UniRef50_Q7P1R6: Glucokinase|unclassified	240.7895611868
UniRef50_UPI0003750E13: hypothetical protein	240.6347934464
UniRef50_UPI0003750E13: hypothetical protein|unclassified	240.6347934464
UniRef50_A3TPX9	238.9754506250
UniRef50_A3TPX9|unclassified	238.9754506250
UniRef50_UPI0004739271: hypothetical protein, partial	238.7064114524
UniRef50_UPI0004739271: hypothetical protein, partial|unclassified	238.7064114524
UniRef50_UPI00046818D4: aldehyde dehydrogenase	238.2351655430
UniRef50_UPI00046818D4: aldehyde dehydrogenase|unclassified	238.2351655430
UniRef50_Q9ZKB1: 6-phosphogluconolactonase	238.2319462635
UniRef50_Q9ZKB1: 6-phosphogluconolactonase|unclassified	238.2319462635
UniRef50_UPI0003758CCA: hypothetical protein, partial	237.7013191967
UniRef50_UPI0003758CCA: hypothetical protein, partial|unclassified	237.7013191967
UniRef50_UPI0003639180: hypothetical protein	237.1956215062
UniRef50_UPI0003639180: hypothetical protein|unclassified	237.1956215062
UniRef50_UPI0002FF9546: hypothetical protein	237.1015753620
UniRef50_UPI0002FF9546: hypothetical protein|unclassified	237.1015753620
UniRef50_K2FIV7: CarR	235.3451558446
UniRef50_K2FIV7: CarR|unclassified	235.3451558446
UniRef50_Q4L320: Uronate isomerase	233.2273889581
UniRef50_Q4L320: Uronate isomerase|unclassified	233.2273889581
UniRef50_Q7UFG7: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	233.1648593274
UniRef50_Q7UFG7: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	233.1648593274
UniRef50_UPI00030AF7E8: hypothetical protein	230.1153191783
UniRef50_UPI00030AF7E8: hypothetical protein|unclassified	230.1153191783
UniRef50_UPI000441D732: PREDICTED: alpha-enolase	229.6778625501
UniRef50_UPI000441D732: PREDICTED: alpha-enolase|unclassified	229.6778625501
UniRef50_Q9KHA1: Uronate isomerase	229.0914136156
UniRef50_Q9KHA1: Uronate isomerase|unclassified	229.0914136156
UniRef50_UPI0004643DA1: D-mannonate oxidoreductase	228.8373958155
UniRef50_UPI0004643DA1: D-mannonate oxidoreductase|unclassified	228.8373958155
UniRef50_UPI00029A40C2: aldose 1-epimerase, partial	227.6022351045
UniRef50_UPI00029A40C2: aldose 1-epimerase, partial|unclassified	227.6022351045
UniRef50_Q9X2N2: 6-phosphogluconolactonase	225.4126264801
UniRef50_Q9X2N2: 6-phosphogluconolactonase|unclassified	225.4126264801
UniRef50_A6V2N1: Glucokinase	224.0547820392
UniRef50_A6V2N1: Glucokinase|unclassified	224.0547820392
UniRef50_P25696: Bifunctional enolase 2/transcriptional activator	224.0484412872
UniRef50_P25696: Bifunctional enolase 2/transcriptional activator|unclassified	224.0484412872
UniRef50_Q1JUP5: L-arabinolactonase	224.0433877857
UniRef50_Q1JUP5: L-arabinolactonase|unclassified	224.0433877857
UniRef50_UPI00040241F5: hypothetical protein	223.6280183219
UniRef50_UPI00040241F5: hypothetical protein|unclassified	223.6280183219
UniRef50_UPI00027F63CC: PREDICTED: glyceraldehyde-3-phosphate dehydrogenase, testis-specific, partial	222.7389463372
UniRef50_UPI00027F63CC: PREDICTED: glyceraldehyde-3-phosphate dehydrogenase, testis-specific, partial|unclassified	222.7389463372
UniRef50_P62417: Phosphoglycerate kinase	222.5325927715
UniRef50_P62417: Phosphoglycerate kinase|unclassified	222.5325927715
UniRef50_Q9Z3S1: 6-phosphogluconolactonase	222.3040659346
UniRef50_Q9Z3S1: 6-phosphogluconolactonase|unclassified	222.3040659346
UniRef50_Q9XAB7: 6-phosphogluconolactonase	220.2331814407
UniRef50_Q9XAB7: 6-phosphogluconolactonase|unclassified	220.2331814407
UniRef50_Q55863: Pyruvate kinase 1	219.3207844512
UniRef50_Q55863: Pyruvate kinase 1|unclassified	219.3207844512
UniRef50_UPI00024870DD: phosphoglyceromutase, partial	219.1922350017
UniRef50_UPI00024870DD: phosphoglyceromutase, partial|unclassified	219.1922350017
UniRef50_Q052H7: Phosphoglycerate kinase	219.0744962971
UniRef50_Q052H7: Phosphoglycerate kinase|unclassified	219.0744962971
UniRef50_P62421: Phosphoglycerate kinase	217.6532566656
UniRef50_P62421: Phosphoglycerate kinase|unclassified	217.6532566656
UniRef50_P39616: Probable aldehyde dehydrogenase YwdH	217.2831174053
UniRef50_P39616: Probable aldehyde dehydrogenase YwdH|unclassified	217.2831174053
UniRef50_UPI0002193B02: aldose 1-epimerase, partial	216.3992080429
UniRef50_UPI0002193B02: aldose 1-epimerase, partial|unclassified	216.3992080429
UniRef50_R5Y1U8	215.9843207385
UniRef50_R5Y1U8|unclassified	215.9843207385
UniRef50_Q8IJN7: Enolase	215.6510673749
UniRef50_Q8IJN7: Enolase|unclassified	215.6510673749
UniRef50_UPI0003599943: PREDICTED: probable phosphoglycerate mutase-like	214.9655400221
