# Gene Family	SampleBacterial_Cytoskeleton_Abundance-RPKs
UniRef50_UPI0003F75CDC: rod shape-determining protein MreC|unclassified	213.2560586261
UniRef50_UPI0004653410: cell division protein FtsQ	212.5828658006
UniRef50_UPI0004653410: cell division protein FtsQ|unclassified	212.5828658006
UniRef50_F9LF64: Conserved domain protein	211.6264007115
UniRef50_F9LF64: Conserved domain protein|unclassified	211.6264007115
UniRef50_UPI0003A0B379: MULTISPECIES: cell division protein FtsZ	211.5871728486
UniRef50_UPI0003A0B379: MULTISPECIES: cell division protein FtsZ|unclassified	211.5871728486
UniRef50_UPI000428058C: rod shape-determining protein MreD	211.3863523627
UniRef50_UPI000428058C: rod shape-determining protein MreD|unclassified	211.3863523627
UniRef50_UPI0004792E13: chromosomal partitioning protein ParB, partial	209.9051712117
UniRef50_UPI0004792E13: chromosomal partitioning protein ParB, partial|unclassified	209.9051712117
UniRef50_UPI0003B75659: septation inhibitor protein	208.2479584041
UniRef50_UPI0003B75659: septation inhibitor protein|unclassified	208.2479584041
UniRef50_X1P1A8: Marine sediment metagenome DNA, contig: S06H3_S17681 (Fragment)	205.9154933833
UniRef50_X1P1A8: Marine sediment metagenome DNA, contig: S06H3_S17681 (Fragment)|unclassified	205.9154933833
UniRef50_UPI0003734D42: hypothetical protein	205.8807304917
UniRef50_UPI0003734D42: hypothetical protein|unclassified	205.8807304917
UniRef50_UPI000400C575: cell division protein FtsW	205.6148639245
UniRef50_UPI000400C575: cell division protein FtsW|unclassified	205.6148639245
UniRef50_UPI0003660480: hypothetical protein	204.7789391204
UniRef50_UPI0003660480: hypothetical protein|unclassified	204.7789391204
UniRef50_UPI000409E1BE: hypothetical protein	204.3800397931
UniRef50_UPI000409E1BE: hypothetical protein|unclassified	204.3800397931
UniRef50_UPI00036711CE: hypothetical protein	203.6872192241
UniRef50_UPI00036711CE: hypothetical protein|unclassified	203.6872192241
UniRef50_UPI0003B72513: septum formation protein Maf	202.2367653035
UniRef50_UPI0003B72513: septum formation protein Maf|unclassified	202.2367653035
UniRef50_T2S9V1	201.8453889634
UniRef50_T2S9V1|unclassified	201.8453889634
UniRef50_UPI000255C00C: spore DNA translocase, partial	200.7556659506
UniRef50_UPI000255C00C: spore DNA translocase, partial|unclassified	200.7556659506
UniRef50_A6AJ41: DNA translocase FtsK (Fragment)	200.6219418432
UniRef50_A6AJ41: DNA translocase FtsK (Fragment)|unclassified	200.6219418432
UniRef50_H8HZQ6: Soj family protein	200.2640891202
UniRef50_H8HZQ6: Soj family protein|unclassified	200.2640891202
UniRef50_X8BP38: Ftsk gamma domain protein	196.6366197601
UniRef50_X8BP38: Ftsk gamma domain protein|unclassified	196.6366197601
UniRef50_UPI000305BE81: hypothetical protein	196.5142984129
UniRef50_UPI000305BE81: hypothetical protein|unclassified	196.5142984129
UniRef50_UPI0004759CA0: cell division protein FtsL	195.6762697826
UniRef50_UPI0004759CA0: cell division protein FtsL|unclassified	195.6762697826
UniRef50_UPI0003B41238: cell division protein FtsK	195.5716960971
UniRef50_UPI0003B41238: cell division protein FtsK|unclassified	195.5716960971
UniRef50_N6U547	194.7922919489
UniRef50_N6U547|unclassified	194.7922919489
UniRef50_UPI00041A2FAE: cell division protein FtsN	194.4360079576
UniRef50_UPI00041A2FAE: cell division protein FtsN|unclassified	194.4360079576
UniRef50_UPI000376E591: hypothetical protein	193.3842428054
UniRef50_UPI000376E591: hypothetical protein|unclassified	193.3842428054
UniRef50_X1PPZ2: Marine sediment metagenome DNA, contig: S06H3_S23694	193.2810040504
UniRef50_X1PPZ2: Marine sediment metagenome DNA, contig: S06H3_S23694|unclassified	193.2810040504
UniRef50_X1TVW4: Marine sediment metagenome DNA, contig: S12H4_S17693 (Fragment)	192.4738497874
UniRef50_X1TVW4: Marine sediment metagenome DNA, contig: S12H4_S17693 (Fragment)|unclassified	192.4738497874
UniRef50_UPI0001AF6733: septum formation inhibitor Maf	191.4117284161
UniRef50_UPI0001AF6733: septum formation inhibitor Maf|unclassified	191.4117284161
UniRef50_UPI000474BC2F: hypothetical protein	191.3628926692
UniRef50_UPI000474BC2F: hypothetical protein|unclassified	191.3628926692
UniRef50_UPI000255A1DC: rod shape-determining protein MreC	190.5211650505
UniRef50_UPI000255A1DC: rod shape-determining protein MreC|unclassified	190.5211650505
UniRef50_G6EQE9: FtsK	190.5116541590
UniRef50_G6EQE9: FtsK|unclassified	190.5116541590
UniRef50_UPI0003772A45: hypothetical protein	188.0546107017
UniRef50_UPI0003772A45: hypothetical protein|unclassified	188.0546107017
UniRef50_UPI00016A43D8: septum formation inhibitor, partial	186.9386289065
UniRef50_UPI00016A43D8: septum formation inhibitor, partial|unclassified	186.9386289065
UniRef50_UPI0003610B21: hypothetical protein	185.9912899940
UniRef50_UPI0003610B21: hypothetical protein|unclassified	185.9912899940
UniRef50_UPI0004728CB5: hypothetical protein, partial	184.4130936389
UniRef50_UPI0004728CB5: hypothetical protein, partial|unclassified	184.4130936389
UniRef50_V6EC61	183.8831751679
UniRef50_V6EC61|unclassified	183.8831751679
UniRef50_D4GDX9: FtsN	180.2700735890
UniRef50_D4GDX9: FtsN|unclassified	180.2700735890
UniRef50_UPI00047A57DD: hypothetical protein	180.0601126694
UniRef50_UPI00047A57DD: hypothetical protein|unclassified	180.0601126694
UniRef50_UPI00036FAD25: hypothetical protein	179.3306983484
UniRef50_UPI00036FAD25: hypothetical protein|unclassified	179.3306983484
UniRef50_UPI000185116C: septum formation inhibitor	179.1493970042
UniRef50_UPI000185116C: septum formation inhibitor|unclassified	179.1493970042
UniRef50_UPI00035F3F1B: hypothetical protein	179.0758343375
UniRef50_UPI00035F3F1B: hypothetical protein|unclassified	179.0758343375
UniRef50_T0WB77	177.6796714316
UniRef50_T0WB77|unclassified	177.6796714316
UniRef50_UPI0004719528: hypothetical protein	177.5047683751
UniRef50_UPI0004719528: hypothetical protein|unclassified	177.5047683751
UniRef50_B4AKC2: Sporulation initiation inhibitor protein soj	177.0002525235
UniRef50_B4AKC2: Sporulation initiation inhibitor protein soj|unclassified	177.0002525235
UniRef50_UPI00047ED9C4: cell division protein FtsL	176.9869834323
UniRef50_UPI00047ED9C4: cell division protein FtsL|unclassified	176.9869834323
UniRef50_J5LAI4	176.9523471556
UniRef50_J5LAI4|unclassified	176.9523471556
UniRef50_UPI0003B4D72D: cell division protein FtsK	176.1324020339
UniRef50_UPI0003B4D72D: cell division protein FtsK|unclassified	176.1324020339
UniRef50_UPI00031E4E13: hypothetical protein	176.1077217661
UniRef50_UPI00031E4E13: hypothetical protein|unclassified	176.1077217661
UniRef50_UPI00036CD047: hypothetical protein	175.8434128387
UniRef50_UPI00036CD047: hypothetical protein|unclassified	175.8434128387
UniRef50_UPI00030FF5E0: hypothetical protein	174.4461813982
UniRef50_UPI00030FF5E0: hypothetical protein|unclassified	174.4461813982
UniRef50_E5CYW2: Penicillin binding protein (Fragment)	173.7164204742
UniRef50_E5CYW2: Penicillin binding protein (Fragment)|unclassified	173.7164204742
UniRef50_N4B120: DNA translocase ftsK domain protein (Fragment)	173.6070931803
UniRef50_N4B120: DNA translocase ftsK domain protein (Fragment)|unclassified	173.6070931803
UniRef50_W4PM89: Septum site-determining protein MinD	173.6037432012
UniRef50_W4PM89: Septum site-determining protein MinD|unclassified	173.6037432012
UniRef50_UPI0001746836: Maf-like protein	173.5334092159
UniRef50_UPI0001746836: Maf-like protein|unclassified	173.5334092159
UniRef50_X8ATW9: CobQ/CobB/MinD/ParA nucleotide binding domain protein	173.1428786317
UniRef50_X8ATW9: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	173.1428786317
UniRef50_UPI0004201E7B: cell division protein FtsW	172.9422910230
UniRef50_UPI0004201E7B: cell division protein FtsW|unclassified	172.9422910230
UniRef50_UPI0000E105DD: rod shape-determining protein MreC	172.4441072646
UniRef50_UPI0000E105DD: rod shape-determining protein MreC|unclassified	172.4441072646
UniRef50_UPI0003139F8B: hypothetical protein	172.3466300726
UniRef50_UPI0003139F8B: hypothetical protein|unclassified	172.3466300726
UniRef50_I0TVW8	171.2447065785
UniRef50_I0TVW8|unclassified	171.2447065785
UniRef50_R0TS65	171.0423404390
UniRef50_R0TS65|unclassified	171.0423404390
UniRef50_R7DH89	170.3602153631
UniRef50_R7DH89|unclassified	170.3602153631
UniRef50_W9TM84: Rod shape-determining protein MreC	170.2112970336
UniRef50_W9TM84: Rod shape-determining protein MreC|unclassified	170.2112970336
UniRef50_E3ZID0: Division initiation protein	168.8104809595
UniRef50_E3ZID0: Division initiation protein|unclassified	168.8104809595
UniRef50_Q8CLU5	168.1237693984
UniRef50_Q8CLU5|unclassified	168.1237693984
UniRef50_G8RA96: Rod shape-determining protein MreC	167.8362730388
UniRef50_G8RA96: Rod shape-determining protein MreC|unclassified	167.8362730388
UniRef50_UPI0003B56EA4: rod shape-determining protein MreC	167.1047970347
UniRef50_UPI0003B56EA4: rod shape-determining protein MreC|unclassified	167.1047970347
UniRef50_Q46116: FtsA protein (Fragment)	166.9364922043
UniRef50_Q46116: FtsA protein (Fragment)|unclassified	166.9364922043
UniRef50_UPI0003B3CBEA: cell division protein ZipA	166.7514520940
UniRef50_UPI0003B3CBEA: cell division protein ZipA|unclassified	166.7514520940
UniRef50_UPI00046A7258: hypothetical protein	166.6469785391
UniRef50_UPI00046A7258: hypothetical protein|unclassified	166.6469785391
UniRef50_UPI00036C6D8F: hypothetical protein	164.4046942969
UniRef50_UPI00036C6D8F: hypothetical protein|unclassified	164.4046942969
UniRef50_UPI000470907E: hypothetical protein	164.2958687287
UniRef50_UPI000470907E: hypothetical protein|unclassified	164.2958687287
UniRef50_C2WW04: Chromosome segregation ATPase	163.8376076654
UniRef50_C2WW04: Chromosome segregation ATPase|unclassified	163.8376076654
UniRef50_UPI000420B1AE: hypothetical protein	163.4597313752
UniRef50_UPI000420B1AE: hypothetical protein|unclassified	163.4597313752
UniRef50_X1NN09: Marine sediment metagenome DNA, contig: S06H3_S09661	162.9897471089
UniRef50_X1NN09: Marine sediment metagenome DNA, contig: S06H3_S09661|unclassified	162.9897471089
UniRef50_UPI00046D1AA3: cell division protein MraZ	162.8984999223
UniRef50_UPI00046D1AA3: cell division protein MraZ|unclassified	162.8984999223
UniRef50_UPI0003785E28: hypothetical protein, partial	162.7183079860
UniRef50_UPI0003785E28: hypothetical protein, partial|unclassified	162.7183079860
UniRef50_UPI0003821B68: hypothetical protein	162.4584148367
UniRef50_UPI0003821B68: hypothetical protein|unclassified	162.4584148367
UniRef50_W1VPE9: FtsK/SpoIIIE family protein (Fragment)	162.0307604245
UniRef50_W1VPE9: FtsK/SpoIIIE family protein (Fragment)|unclassified	162.0307604245
UniRef50_W7Q9F8	160.4963837402
UniRef50_W7Q9F8|unclassified	160.4963837402
UniRef50_G8QEW1	160.3557133363
UniRef50_G8QEW1|unclassified	160.3557133363
UniRef50_UPI0003710C0B: hypothetical protein, partial	160.1371484695
UniRef50_UPI0003710C0B: hypothetical protein, partial|unclassified	160.1371484695
UniRef50_U3PGD7: Chromosome partitioning protein	159.5376197601
UniRef50_U3PGD7: Chromosome partitioning protein|unclassified	159.5376197601
UniRef50_X0PES8: Rod shape-determining protein MreC	158.1372037172
UniRef50_X0PES8: Rod shape-determining protein MreC|unclassified	158.1372037172
UniRef50_Q8CKV6	157.1836076656
UniRef50_Q8CKV6|unclassified	157.1836076656
UniRef50_UPI000367032B: hypothetical protein	156.8197515312
UniRef50_UPI000367032B: hypothetical protein|unclassified	156.8197515312
UniRef50_D9PJW3: MraZ protein	156.0510017260
UniRef50_D9PJW3: MraZ protein|unclassified	156.0510017260
UniRef50_X1FHQ4: Marine sediment metagenome DNA, contig: S03H2_C03080 (Fragment)	155.8220667253
UniRef50_X1FHQ4: Marine sediment metagenome DNA, contig: S03H2_C03080 (Fragment)|unclassified	155.8220667253
UniRef50_UPI000479855C: hypothetical protein	155.4851758614
UniRef50_UPI000479855C: hypothetical protein|unclassified	155.4851758614
UniRef50_C6PYL6: Septum formation inhibitor	155.3861600868
UniRef50_C6PYL6: Septum formation inhibitor|unclassified	155.3861600868
UniRef50_G2P0L3: Cobyrinic acid ac-diamide synthase	154.8825242413
UniRef50_G2P0L3: Cobyrinic acid ac-diamide synthase|unclassified	154.8825242413
UniRef50_UPI000255A5C7: septum formation inhibitor	154.7751459477
UniRef50_UPI000255A5C7: septum formation inhibitor|unclassified	154.7751459477
UniRef50_UPI00042819B9: chromosomal partitioning protein ParB	154.2788294902
UniRef50_UPI00042819B9: chromosomal partitioning protein ParB|unclassified	154.2788294902
UniRef50_F3MYT5: DNA translocase FtsK (Fragment)	153.2554822437
UniRef50_F3MYT5: DNA translocase FtsK (Fragment)|unclassified	153.2554822437
UniRef50_R7XX41: Cobyrinic acid a,c-diamide synthase	152.5879014151
UniRef50_R7XX41: Cobyrinic acid a,c-diamide synthase|unclassified	152.5879014151
UniRef50_UPI00035D6F2B: hypothetical protein	152.5599871600
UniRef50_UPI00035D6F2B: hypothetical protein|unclassified	152.5599871600
UniRef50_UPI0004630A51: hypothetical protein, partial	152.3293786865
UniRef50_UPI0004630A51: hypothetical protein, partial|unclassified	152.3293786865
UniRef50_UPI000470DD33: cell division protein FtsZ	152.3051107556
UniRef50_UPI000470DD33: cell division protein FtsZ|unclassified	152.3051107556
UniRef50_K8D257	151.8649380863
UniRef50_K8D257|unclassified	151.8649380863
UniRef50_X1NI15: Marine sediment metagenome DNA, contig: S06H3_S03483 (Fragment)	151.6687102596
UniRef50_X1NI15: Marine sediment metagenome DNA, contig: S06H3_S03483 (Fragment)|unclassified	151.6687102596
UniRef50_A3WMX3: DNA segregation ATPase FtsK	151.6363046379
UniRef50_A3WMX3: DNA segregation ATPase FtsK|unclassified	151.6363046379
UniRef50_UPI0003B31657: hypothetical protein	151.5613475260
UniRef50_UPI0003B31657: hypothetical protein|unclassified	151.5613475260
UniRef50_UPI00046FE3C6: hypothetical protein	151.4366591260
UniRef50_UPI00046FE3C6: hypothetical protein|unclassified	151.4366591260
UniRef50_H3ZT38	150.6354601047
UniRef50_H3ZT38|unclassified	150.6354601047
UniRef50_W1XEK2: DNA translocase FtsK (Fragment)	150.4783336997
UniRef50_W1XEK2: DNA translocase FtsK (Fragment)|unclassified	150.4783336997
UniRef50_W5DTE0	150.4717255688
UniRef50_W5DTE0|unclassified	150.4717255688
UniRef50_UPI000469261F: hypothetical protein	150.3704663711
UniRef50_UPI000469261F: hypothetical protein|unclassified	150.3704663711
UniRef50_UPI00016C0760: cell divisionFtsK/SpoIIIE	150.0918832722
UniRef50_UPI00016C0760: cell divisionFtsK/SpoIIIE|unclassified	150.0918832722
UniRef50_J1BB65	149.9162369718
UniRef50_J1BB65|unclassified	149.9162369718
UniRef50_UPI00047B1069: hypothetical protein	148.9893590884
UniRef50_UPI00047B1069: hypothetical protein|unclassified	148.9893590884
UniRef50_A0A022MDK8	148.7173174255
UniRef50_A0A022MDK8|unclassified	148.7173174255
UniRef50_UPI00036ADF80: hypothetical protein	148.6015728447
UniRef50_UPI00036ADF80: hypothetical protein|unclassified	148.6015728447
UniRef50_UPI00028A1296: cell division protein FtsW	148.5212208086
UniRef50_UPI00028A1296: cell division protein FtsW|unclassified	148.5212208086
UniRef50_UPI00036B5908: hypothetical protein	148.2666104911
UniRef50_UPI00036B5908: hypothetical protein|unclassified	148.2666104911
UniRef50_K1Z605	147.9364133201
UniRef50_K1Z605|unclassified	147.9364133201
UniRef50_D3Q524: Cobyrinic acid ac-diamide synthase	147.2813818203
UniRef50_D3Q524: Cobyrinic acid ac-diamide synthase|unclassified	147.2813818203
UniRef50_UPI000478E15B: hypothetical protein	147.1344323935
UniRef50_UPI000478E15B: hypothetical protein|unclassified	147.1344323935
UniRef50_UPI00040E3C84: cell division protein FtsK	146.8932155289
UniRef50_UPI00040E3C84: cell division protein FtsK|unclassified	146.8932155289
UniRef50_UPI00047DC2B6: septum formation inhibitor, partial	146.0193973890
UniRef50_UPI00047DC2B6: septum formation inhibitor, partial|unclassified	146.0193973890
UniRef50_UPI0003B79081: cell division protein FtsK	145.3650959307
UniRef50_UPI0003B79081: cell division protein FtsK|unclassified	145.3650959307
UniRef50_A0A011Q905	143.8299294810
UniRef50_A0A011Q905|unclassified	143.8299294810
UniRef50_X2MBY3	143.6512804106
UniRef50_X2MBY3|unclassified	143.6512804106
UniRef50_UPI00023761EF: septum site-determining protein MinC	143.3751652114
UniRef50_UPI00023761EF: septum site-determining protein MinC|unclassified	143.3751652114
UniRef50_UPI000476052B: cell division protein FtsK	143.2689394365
UniRef50_UPI000476052B: cell division protein FtsK|unclassified	143.2689394365
UniRef50_V5D3T9	142.4126909896
UniRef50_V5D3T9|unclassified	142.4126909896
UniRef50_UPI00047CD626: hypothetical protein	142.3924370457
UniRef50_UPI00047CD626: hypothetical protein|unclassified	142.3924370457
UniRef50_UPI00046F99CE: hypothetical protein, partial	141.8609656299
UniRef50_UPI00046F99CE: hypothetical protein, partial|unclassified	141.8609656299
UniRef50_X2LRZ5	141.8193312619
UniRef50_X2LRZ5|unclassified	141.8193312619
UniRef50_S2L1Q8: Ftsk gamma domain protein	141.5206713711
UniRef50_S2L1Q8: Ftsk gamma domain protein|unclassified	141.5206713711
UniRef50_W1DE56	140.8921768198
