# Gene Family	SampleBacterial_Cytoskeleton_Abundance-CPM
UniRef50_UPI000255C00C: spore DNA translocase, partial|unclassified	711.357
UniRef50_A6AJ41: DNA translocase FtsK (Fragment)	710.883
UniRef50_A6AJ41: DNA translocase FtsK (Fragment)|unclassified	710.883
UniRef50_H8HZQ6: Soj family protein	709.615
UniRef50_H8HZQ6: Soj family protein|unclassified	709.615
UniRef50_X8BP38: Ftsk gamma domain protein	696.761
UniRef50_X8BP38: Ftsk gamma domain protein|unclassified	696.761
UniRef50_UPI000305BE81: hypothetical protein	696.328
UniRef50_UPI000305BE81: hypothetical protein|unclassified	696.328
UniRef50_UPI0004759CA0: cell division protein FtsL	693.358
UniRef50_UPI0004759CA0: cell division protein FtsL|unclassified	693.358
UniRef50_UPI0003B41238: cell division protein FtsK	692.988
UniRef50_UPI0003B41238: cell division protein FtsK|unclassified	692.988
UniRef50_N6U547	690.226
UniRef50_N6U547|unclassified	690.226
UniRef50_UPI00041A2FAE: cell division protein FtsN	688.964
UniRef50_UPI00041A2FAE: cell division protein FtsN|unclassified	688.964
UniRef50_UPI000376E591: hypothetical protein	685.237
UniRef50_UPI000376E591: hypothetical protein|unclassified	685.237
UniRef50_X1PPZ2: Marine sediment metagenome DNA, contig: S06H3_S23694	684.871
UniRef50_X1PPZ2: Marine sediment metagenome DNA, contig: S06H3_S23694|unclassified	684.871
UniRef50_X1TVW4: Marine sediment metagenome DNA, contig: S12H4_S17693 (Fragment)	682.011
UniRef50_X1TVW4: Marine sediment metagenome DNA, contig: S12H4_S17693 (Fragment)|unclassified	682.011
UniRef50_UPI0001AF6733: septum formation inhibitor Maf	678.247
UniRef50_UPI0001AF6733: septum formation inhibitor Maf|unclassified	678.247
UniRef50_UPI000474BC2F: hypothetical protein	678.074
UniRef50_UPI000474BC2F: hypothetical protein|unclassified	678.074
UniRef50_UPI000255A1DC: rod shape-determining protein MreC	675.092
UniRef50_UPI000255A1DC: rod shape-determining protein MreC|unclassified	675.092
UniRef50_G6EQE9: FtsK	675.058
UniRef50_G6EQE9: FtsK|unclassified	675.058
UniRef50_UPI0003772A45: hypothetical protein	666.352
UniRef50_UPI0003772A45: hypothetical protein|unclassified	666.352
UniRef50_UPI00016A43D8: septum formation inhibitor, partial	662.397
UniRef50_UPI00016A43D8: septum formation inhibitor, partial|unclassified	662.397
UniRef50_UPI0003610B21: hypothetical protein	659.041
UniRef50_UPI0003610B21: hypothetical protein|unclassified	659.041
UniRef50_UPI0004728CB5: hypothetical protein, partial	653.448
UniRef50_UPI0004728CB5: hypothetical protein, partial|unclassified	653.448
UniRef50_V6EC61	651.571
UniRef50_V6EC61|unclassified	651.571
UniRef50_D4GDX9: FtsN	638.768
UniRef50_D4GDX9: FtsN|unclassified	638.768
UniRef50_UPI00047A57DD: hypothetical protein	638.024
UniRef50_UPI00047A57DD: hypothetical protein|unclassified	638.024
UniRef50_UPI00036FAD25: hypothetical protein	635.44
UniRef50_UPI00036FAD25: hypothetical protein|unclassified	635.44
UniRef50_UPI000185116C: septum formation inhibitor	634.797
UniRef50_UPI000185116C: septum formation inhibitor|unclassified	634.797
UniRef50_UPI00035F3F1B: hypothetical protein	634.536
UniRef50_UPI00035F3F1B: hypothetical protein|unclassified	634.536
UniRef50_T0WB77	629.589
UniRef50_T0WB77|unclassified	629.589
UniRef50_UPI0004719528: hypothetical protein	628.97
UniRef50_UPI0004719528: hypothetical protein|unclassified	628.97
UniRef50_B4AKC2: Sporulation initiation inhibitor protein soj	627.182
UniRef50_B4AKC2: Sporulation initiation inhibitor protein soj|unclassified	627.182
UniRef50_UPI00047ED9C4: cell division protein FtsL	627.135
UniRef50_UPI00047ED9C4: cell division protein FtsL|unclassified	627.135
UniRef50_J5LAI4	627.012
UniRef50_J5LAI4|unclassified	627.012
UniRef50_UPI0003B4D72D: cell division protein FtsK	624.107
UniRef50_UPI0003B4D72D: cell division protein FtsK|unclassified	624.107
UniRef50_UPI00031E4E13: hypothetical protein	624.019
UniRef50_UPI00031E4E13: hypothetical protein|unclassified	624.019
UniRef50_UPI00036CD047: hypothetical protein	623.083
UniRef50_UPI00036CD047: hypothetical protein|unclassified	623.083
UniRef50_UPI00030FF5E0: hypothetical protein	618.132
UniRef50_UPI00030FF5E0: hypothetical protein|unclassified	618.132
UniRef50_E5CYW2: Penicillin binding protein (Fragment)	615.546
UniRef50_E5CYW2: Penicillin binding protein (Fragment)|unclassified	615.546
UniRef50_N4B120: DNA translocase ftsK domain protein (Fragment)	615.159
UniRef50_N4B120: DNA translocase ftsK domain protein (Fragment)|unclassified	615.159
UniRef50_W4PM89: Septum site-determining protein MinD	615.147
UniRef50_W4PM89: Septum site-determining protein MinD|unclassified	615.147
UniRef50_UPI0001746836: Maf-like protein	614.897
UniRef50_UPI0001746836: Maf-like protein|unclassified	614.897
UniRef50_X8ATW9: CobQ/CobB/MinD/ParA nucleotide binding domain protein	613.514
UniRef50_X8ATW9: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	613.514
UniRef50_UPI0004201E7B: cell division protein FtsW	612.803
UniRef50_UPI0004201E7B: cell division protein FtsW|unclassified	612.803
UniRef50_UPI0000E105DD: rod shape-determining protein MreC	611.038
UniRef50_UPI0000E105DD: rod shape-determining protein MreC|unclassified	611.038
UniRef50_UPI0003139F8B: hypothetical protein	610.692
UniRef50_UPI0003139F8B: hypothetical protein|unclassified	610.692
UniRef50_I0TVW8	606.788
UniRef50_I0TVW8|unclassified	606.788
UniRef50_R0TS65	606.071
UniRef50_R0TS65|unclassified	606.071
UniRef50_R7DH89	603.654
UniRef50_R7DH89|unclassified	603.654
UniRef50_W9TM84: Rod shape-determining protein MreC	603.126
UniRef50_W9TM84: Rod shape-determining protein MreC|unclassified	603.126
UniRef50_E3ZID0: Division initiation protein	598.162
UniRef50_E3ZID0: Division initiation protein|unclassified	598.162
UniRef50_Q8CLU5	595.729
UniRef50_Q8CLU5|unclassified	595.729
UniRef50_G8RA96: Rod shape-determining protein MreC	594.71
UniRef50_G8RA96: Rod shape-determining protein MreC|unclassified	594.71
UniRef50_UPI0003B56EA4: rod shape-determining protein MreC	592.118
UniRef50_UPI0003B56EA4: rod shape-determining protein MreC|unclassified	592.118
UniRef50_Q46116: FtsA protein (Fragment)	591.522
UniRef50_Q46116: FtsA protein (Fragment)|unclassified	591.522
UniRef50_UPI0003B3CBEA: cell division protein ZipA	590.866
UniRef50_UPI0003B3CBEA: cell division protein ZipA|unclassified	590.866
UniRef50_UPI00046A7258: hypothetical protein	590.496
UniRef50_UPI00046A7258: hypothetical protein|unclassified	590.496
UniRef50_UPI00036C6D8F: hypothetical protein	582.551
UniRef50_UPI00036C6D8F: hypothetical protein|unclassified	582.551
UniRef50_UPI000470907E: hypothetical protein	582.165
UniRef50_UPI000470907E: hypothetical protein|unclassified	582.165
UniRef50_C2WW04: Chromosome segregation ATPase	580.541
UniRef50_C2WW04: Chromosome segregation ATPase|unclassified	580.541
UniRef50_UPI000420B1AE: hypothetical protein	579.202
UniRef50_UPI000420B1AE: hypothetical protein|unclassified	579.202
UniRef50_X1NN09: Marine sediment metagenome DNA, contig: S06H3_S09661	577.537
UniRef50_X1NN09: Marine sediment metagenome DNA, contig: S06H3_S09661|unclassified	577.537
UniRef50_UPI00046D1AA3: cell division protein MraZ	577.214
UniRef50_UPI00046D1AA3: cell division protein MraZ|unclassified	577.214
UniRef50_UPI0003785E28: hypothetical protein, partial	576.575
UniRef50_UPI0003785E28: hypothetical protein, partial|unclassified	576.575
UniRef50_UPI0003821B68: hypothetical protein	575.654
UniRef50_UPI0003821B68: hypothetical protein|unclassified	575.654
UniRef50_W1VPE9: FtsK/SpoIIIE family protein (Fragment)	574.139
UniRef50_W1VPE9: FtsK/SpoIIIE family protein (Fragment)|unclassified	574.139
UniRef50_W7Q9F8	568.702
UniRef50_W7Q9F8|unclassified	568.702
UniRef50_G8QEW1	568.204
UniRef50_G8QEW1|unclassified	568.204
UniRef50_UPI0003710C0B: hypothetical protein, partial	567.429
UniRef50_UPI0003710C0B: hypothetical protein, partial|unclassified	567.429
UniRef50_U3PGD7: Chromosome partitioning protein	565.305
UniRef50_U3PGD7: Chromosome partitioning protein|unclassified	565.305
UniRef50_X0PES8: Rod shape-determining protein MreC	560.343
UniRef50_X0PES8: Rod shape-determining protein MreC|unclassified	560.343
UniRef50_Q8CKV6	556.964
UniRef50_Q8CKV6|unclassified	556.964
UniRef50_UPI000367032B: hypothetical protein	555.674
UniRef50_UPI000367032B: hypothetical protein|unclassified	555.674
UniRef50_D9PJW3: MraZ protein	552.95
UniRef50_D9PJW3: MraZ protein|unclassified	552.95
UniRef50_X1FHQ4: Marine sediment metagenome DNA, contig: S03H2_C03080 (Fragment)	552.139
UniRef50_X1FHQ4: Marine sediment metagenome DNA, contig: S03H2_C03080 (Fragment)|unclassified	552.139
UniRef50_UPI000479855C: hypothetical protein	550.945
UniRef50_UPI000479855C: hypothetical protein|unclassified	550.945
UniRef50_C6PYL6: Septum formation inhibitor	550.595
UniRef50_C6PYL6: Septum formation inhibitor|unclassified	550.595
UniRef50_G2P0L3: Cobyrinic acid ac-diamide synthase	548.81
UniRef50_G2P0L3: Cobyrinic acid ac-diamide synthase|unclassified	548.81
UniRef50_UPI000255A5C7: septum formation inhibitor	548.429
UniRef50_UPI000255A5C7: septum formation inhibitor|unclassified	548.429
UniRef50_UPI00042819B9: chromosomal partitioning protein ParB	546.671
UniRef50_UPI00042819B9: chromosomal partitioning protein ParB|unclassified	546.671
UniRef50_F3MYT5: DNA translocase FtsK (Fragment)	543.045
UniRef50_F3MYT5: DNA translocase FtsK (Fragment)|unclassified	543.045
UniRef50_R7XX41: Cobyrinic acid a,c-diamide synthase	540.679
UniRef50_R7XX41: Cobyrinic acid a,c-diamide synthase|unclassified	540.679
UniRef50_UPI00035D6F2B: hypothetical protein	540.58
UniRef50_UPI00035D6F2B: hypothetical protein|unclassified	540.58
UniRef50_UPI0004630A51: hypothetical protein, partial	539.763
UniRef50_UPI0004630A51: hypothetical protein, partial|unclassified	539.763
UniRef50_UPI000470DD33: cell division protein FtsZ	539.677
UniRef50_UPI000470DD33: cell division protein FtsZ|unclassified	539.677
UniRef50_K8D257	538.117
UniRef50_K8D257|unclassified	538.117
UniRef50_X1NI15: Marine sediment metagenome DNA, contig: S06H3_S03483 (Fragment)	537.422
UniRef50_X1NI15: Marine sediment metagenome DNA, contig: S06H3_S03483 (Fragment)|unclassified	537.422
UniRef50_A3WMX3: DNA segregation ATPase FtsK	537.307
UniRef50_A3WMX3: DNA segregation ATPase FtsK|unclassified	537.307
UniRef50_UPI0003B31657: hypothetical protein	537.042
UniRef50_UPI0003B31657: hypothetical protein|unclassified	537.042
UniRef50_UPI00046FE3C6: hypothetical protein	536.6
UniRef50_UPI00046FE3C6: hypothetical protein|unclassified	536.6
UniRef50_H3ZT38	533.761
UniRef50_H3ZT38|unclassified	533.761
UniRef50_W1XEK2: DNA translocase FtsK (Fragment)	533.204
UniRef50_W1XEK2: DNA translocase FtsK (Fragment)|unclassified	533.204
UniRef50_W5DTE0	533.181
UniRef50_W5DTE0|unclassified	533.181
UniRef50_UPI000469261F: hypothetical protein	532.822
UniRef50_UPI000469261F: hypothetical protein|unclassified	532.822
UniRef50_UPI00016C0760: cell divisionFtsK/SpoIIIE	531.835
UniRef50_UPI00016C0760: cell divisionFtsK/SpoIIIE|unclassified	531.835
UniRef50_J1BB65	531.212
UniRef50_J1BB65|unclassified	531.212
UniRef50_UPI00047B1069: hypothetical protein	527.928
UniRef50_UPI00047B1069: hypothetical protein|unclassified	527.928
UniRef50_A0A022MDK8	526.964
UniRef50_A0A022MDK8|unclassified	526.964
UniRef50_UPI00036ADF80: hypothetical protein	526.554
UniRef50_UPI00036ADF80: hypothetical protein|unclassified	526.554
UniRef50_UPI00028A1296: cell division protein FtsW	526.269
UniRef50_UPI00028A1296: cell division protein FtsW|unclassified	526.269
UniRef50_UPI00036B5908: hypothetical protein	525.367
UniRef50_UPI00036B5908: hypothetical protein|unclassified	525.367
UniRef50_K1Z605	524.197
UniRef50_K1Z605|unclassified	524.197
UniRef50_D3Q524: Cobyrinic acid ac-diamide synthase	521.876
UniRef50_D3Q524: Cobyrinic acid ac-diamide synthase|unclassified	521.876
UniRef50_UPI000478E15B: hypothetical protein	521.355
UniRef50_UPI000478E15B: hypothetical protein|unclassified	521.355
UniRef50_UPI00040E3C84: cell division protein FtsK	520.501
UniRef50_UPI00040E3C84: cell division protein FtsK|unclassified	520.501
UniRef50_UPI00047DC2B6: septum formation inhibitor, partial	517.404
UniRef50_UPI00047DC2B6: septum formation inhibitor, partial|unclassified	517.404
UniRef50_UPI0003B79081: cell division protein FtsK	515.086
UniRef50_UPI0003B79081: cell division protein FtsK|unclassified	515.086
UniRef50_A0A011Q905	509.646
UniRef50_A0A011Q905|unclassified	509.646
UniRef50_X2MBY3	509.013
UniRef50_X2MBY3|unclassified	509.013
UniRef50_UPI00023761EF: septum site-determining protein MinC	508.035
UniRef50_UPI00023761EF: septum site-determining protein MinC|unclassified	508.035
UniRef50_UPI000476052B: cell division protein FtsK	507.658
UniRef50_UPI000476052B: cell division protein FtsK|unclassified	507.658
UniRef50_V5D3T9	504.624
UniRef50_V5D3T9|unclassified	504.624
UniRef50_UPI00047CD626: hypothetical protein	504.553
UniRef50_UPI00047CD626: hypothetical protein|unclassified	504.553
UniRef50_UPI00046F99CE: hypothetical protein, partial	502.669
UniRef50_UPI00046F99CE: hypothetical protein, partial|unclassified	502.669
UniRef50_X2LRZ5	502.522
UniRef50_X2LRZ5|unclassified	502.522
UniRef50_S2L1Q8: Ftsk gamma domain protein	501.464
UniRef50_S2L1Q8: Ftsk gamma domain protein|unclassified	501.464
UniRef50_W1DE56	499.237
UniRef50_W1DE56|unclassified	499.237
UniRef50_N7N8V7	496.986
UniRef50_N7N8V7|unclassified	496.986
UniRef50_UPI00046CA3C0: hypothetical protein, partial	496.642
UniRef50_UPI00046CA3C0: hypothetical protein, partial|unclassified	496.642
UniRef50_UPI0003055BAC: hypothetical protein	495.004
UniRef50_UPI0003055BAC: hypothetical protein|unclassified	495.004
UniRef50_UPI0001A62B90: DNA translocase ftsk, partial	493.361
UniRef50_UPI0001A62B90: DNA translocase ftsk, partial|unclassified	493.361
UniRef50_R6SID4	493.058
UniRef50_R6SID4|unclassified	493.058
UniRef50_UPI0004749D00: hypothetical protein, partial	492.909
UniRef50_UPI0004749D00: hypothetical protein, partial|unclassified	492.909
UniRef50_UPI000423EB98: septum site-determining protein MinC	491.7
UniRef50_UPI000423EB98: septum site-determining protein MinC|unclassified	491.7
UniRef50_W8M2M6	491.582
UniRef50_W8M2M6|unclassified	491.582
UniRef50_E9FGB9: POTRA domain protein, FtsQ-type (Fragment)	491.514
UniRef50_E9FGB9: POTRA domain protein, FtsQ-type (Fragment)|unclassified	491.514
UniRef50_UPI0003B697DD: septum site-determining protein MinC	490.272
UniRef50_UPI0003B697DD: septum site-determining protein MinC|unclassified	490.272
UniRef50_X1KR11: Marine sediment metagenome DNA, contig: S06H3_L05826 (Fragment)	488.755
UniRef50_X1KR11: Marine sediment metagenome DNA, contig: S06H3_L05826 (Fragment)|unclassified	488.755
UniRef50_UPI00047D5C4D: hypothetical protein	488.734
UniRef50_UPI00047D5C4D: hypothetical protein|unclassified	488.734
UniRef50_UPI0004699397: cell division protein FtsK	486.499
UniRef50_UPI0004699397: cell division protein FtsK|unclassified	486.499
UniRef50_Q4MPQ2	485.244
UniRef50_Q4MPQ2|unclassified	485.244
UniRef50_UPI00036E880A: hypothetical protein	483.719
UniRef50_UPI00036E880A: hypothetical protein|unclassified	483.719
UniRef50_W8AEK0: Chromosome (Plasmid) partitioning protein ParA / sporulation initiation inhibitor protein Soj	481.701
UniRef50_W8AEK0: Chromosome (Plasmid) partitioning protein ParA / sporulation initiation inhibitor protein Soj|unclassified	481.701
UniRef50_E8ZZS9: DNA translocase ftsK	480.528
UniRef50_E8ZZS9: DNA translocase ftsK|unclassified	480.528
UniRef50_F7WGZ1: Soj family protein	480.349
UniRef50_F7WGZ1: Soj family protein|unclassified	480.349
UniRef50_X1PB13: Marine sediment metagenome DNA, contig: S06H3_S12820 (Fragment)	478.361
UniRef50_X1PB13: Marine sediment metagenome DNA, contig: S06H3_S12820 (Fragment)|unclassified	478.361
UniRef50_UPI0004735120: rod shape-determining protein MreC	478.125
UniRef50_UPI0004735120: rod shape-determining protein MreC|unclassified	478.125
UniRef50_UPI0001CC0648: cell division protein	477.782
UniRef50_UPI0001CC0648: cell division protein|unclassified	477.782
UniRef50_UPI000185116D: septum formation inhibitor	476.908
UniRef50_UPI000185116D: septum formation inhibitor|unclassified	476.908
UniRef50_UPI00042A5E4F: rod shape-determining protein MreC	476.899
UniRef50_UPI00042A5E4F: rod shape-determining protein MreC|unclassified	476.899
UniRef50_UPI000475906D: cell cycle protein	475.328
UniRef50_UPI000475906D: cell cycle protein|unclassified	475.328
UniRef50_UPI0003EF0964: hypothetical protein	474.085
UniRef50_UPI0003EF0964: hypothetical protein|unclassified	474.085
UniRef50_UPI000377B6DD: hypothetical protein	474.065
UniRef50_UPI000377B6DD: hypothetical protein|unclassified	474.065
UniRef50_UPI00031FD0CD: hypothetical protein	469.945
UniRef50_UPI00031FD0CD: hypothetical protein|unclassified	469.945
UniRef50_UPI000381B81E: hypothetical protein	469.55
UniRef50_UPI000381B81E: hypothetical protein|unclassified	469.55
UniRef50_T3DAY4: POTRA domain, FtsQ-type family protein	469.041
UniRef50_T3DAY4: POTRA domain, FtsQ-type family protein|unclassified	469.041
UniRef50_E5ZGX7: DNA translocase FtsK	468.552
UniRef50_E5ZGX7: DNA translocase FtsK|unclassified	468.552
UniRef50_A0A011Q3N1: Cell division protein FtsB	466.488
UniRef50_A0A011Q3N1: Cell division protein FtsB|unclassified	466.488
UniRef50_UPI00035EEF97: hypothetical protein	465.615
UniRef50_UPI00035EEF97: hypothetical protein|unclassified	465.615
UniRef50_UPI000371BB0D: hypothetical protein	463.051
UniRef50_UPI000371BB0D: hypothetical protein|unclassified	463.051
UniRef50_A4NZI5: DNA translocase FtsK	462.327
UniRef50_A4NZI5: DNA translocase FtsK|unclassified	462.327
UniRef50_UPI00037E9B3C: hypothetical protein	460.713
UniRef50_UPI00037E9B3C: hypothetical protein|unclassified	460.713
UniRef50_UPI0003EB31D4: hypothetical protein	460.054
UniRef50_UPI0003EB31D4: hypothetical protein|unclassified	460.054
UniRef50_UPI00035CCA3F: hypothetical protein	457.394
UniRef50_UPI00035CCA3F: hypothetical protein|unclassified	457.394
