# Gene Family	SampleDe_Novo_Pyrimidine_Synthesis_Abundance-RPKs
UniRef50_B2HNE5: Bifunctional protein PyrR|unclassified	467.4103384067
UniRef50_Q83H88: Orotate phosphoribosyltransferase	466.1559341447
UniRef50_Q83H88: Orotate phosphoribosyltransferase|unclassified	466.1559341447
UniRef50_P18185: Carbamoyl-phosphate synthase arginine-specific large chain	465.9495447979
UniRef50_P18185: Carbamoyl-phosphate synthase arginine-specific large chain|unclassified	465.9495447979
UniRef50_Q2RK39: Orotidine 5'-phosphate decarboxylase	465.1789782479
UniRef50_Q2RK39: Orotidine 5'-phosphate decarboxylase|unclassified	465.1789782479
UniRef50_Q6A910: Orotate phosphoribosyltransferase	464.7360799185
UniRef50_Q6A910: Orotate phosphoribosyltransferase|unclassified	464.7360799185
UniRef50_A5CVN5: Orotate phosphoribosyltransferase	464.2587528024
UniRef50_A5CVN5: Orotate phosphoribosyltransferase|unclassified	464.2587528024
UniRef50_UPI0003761928: hypothetical protein, partial	461.4215679621
UniRef50_UPI0003761928: hypothetical protein, partial|unclassified	461.4215679621
UniRef50_Q2P898: Orotate phosphoribosyltransferase	461.1208757149
UniRef50_Q2P898: Orotate phosphoribosyltransferase|unclassified	461.1208757149
UniRef50_A0A011Q619	458.7062146434
UniRef50_A0A011Q619|unclassified	458.7062146434
UniRef50_Q74J27: Orotate phosphoribosyltransferase	456.9681055454
UniRef50_Q74J27: Orotate phosphoribosyltransferase|unclassified	456.9681055454
UniRef50_A5WGK5: Aspartate carbamoyltransferase	456.5046947124
UniRef50_A5WGK5: Aspartate carbamoyltransferase|unclassified	456.5046947124
UniRef50_L8FTT7	454.5821920198
UniRef50_L8FTT7|unclassified	454.5821920198
UniRef50_Q043A9: Aspartate carbamoyltransferase	451.2569974727
UniRef50_Q043A9: Aspartate carbamoyltransferase|unclassified	451.2569974727
UniRef50_B6YXW4: Aspartate carbamoyltransferase	445.3023801232
UniRef50_B6YXW4: Aspartate carbamoyltransferase|unclassified	445.3023801232
UniRef50_X1HZ95: Marine sediment metagenome DNA, contig: S03H2_S04146 (Fragment)	442.7292694220
UniRef50_X1HZ95: Marine sediment metagenome DNA, contig: S03H2_S04146 (Fragment)|unclassified	442.7292694220
UniRef50_A5D1A4: Dihydroorotase	439.5281726727
UniRef50_A5D1A4: Dihydroorotase|unclassified	439.5281726727
UniRef50_A5EVP6: Aspartate carbamoyltransferase	436.9195867732
UniRef50_A5EVP6: Aspartate carbamoyltransferase|unclassified	436.9195867732
UniRef50_C4ZF78: Orotate phosphoribosyltransferase	435.9806215879
UniRef50_C4ZF78: Orotate phosphoribosyltransferase|unclassified	435.9806215879
UniRef50_UPI00037EB678: hypothetical protein, partial	433.9939766853
UniRef50_UPI00037EB678: hypothetical protein, partial|unclassified	433.9939766853
UniRef50_Q9RVC0: Aspartate carbamoyltransferase	431.9369248728
UniRef50_Q9RVC0: Aspartate carbamoyltransferase|unclassified	431.9369248728
UniRef50_Q8YWD2: Aspartate carbamoyltransferase	429.7994928965
UniRef50_Q8YWD2: Aspartate carbamoyltransferase|unclassified	429.7994928965
UniRef50_P59011: Bifunctional protein PyrR	428.0034697697
UniRef50_P59011: Bifunctional protein PyrR|unclassified	428.0034697697
UniRef50_A6WVY1: Dihydroorotate dehydrogenase (quinone)	426.6325788818
UniRef50_A6WVY1: Dihydroorotate dehydrogenase (quinone)|unclassified	426.6325788818
UniRef50_Q038Y9: Aspartate carbamoyltransferase	424.0469923034
UniRef50_Q038Y9: Aspartate carbamoyltransferase|unclassified	424.0469923034
UniRef50_Q7MUX4: Orotate phosphoribosyltransferase	422.7473003081
UniRef50_Q7MUX4: Orotate phosphoribosyltransferase|unclassified	422.7473003081
UniRef50_P65942: Bifunctional protein PyrR	420.7511608667
UniRef50_P65942: Bifunctional protein PyrR|unclassified	420.7511608667
UniRef50_Q3B5K1: Aspartate carbamoyltransferase	419.4320404010
UniRef50_Q3B5K1: Aspartate carbamoyltransferase|unclassified	419.4320404010
UniRef50_A4T0F4: Orotate phosphoribosyltransferase	418.8588942644
UniRef50_A4T0F4: Orotate phosphoribosyltransferase|unclassified	418.8588942644
UniRef50_R6CCX6	417.6534876470
UniRef50_R6CCX6|unclassified	417.6534876470
UniRef50_A1A1F7: Aspartate carbamoyltransferase	417.0136880903
UniRef50_A1A1F7: Aspartate carbamoyltransferase|unclassified	417.0136880903
UniRef50_W5X9P5: N-terminal methylation	415.4532547050
UniRef50_W5X9P5: N-terminal methylation|unclassified	415.4532547050
UniRef50_Q58976: Aspartate carbamoyltransferase	414.8333212591
UniRef50_Q58976: Aspartate carbamoyltransferase|unclassified	414.8333212591
UniRef50_W5XB05: Dehydrogenase-like protein	414.1173442009
UniRef50_W5XB05: Dehydrogenase-like protein|unclassified	414.1173442009
UniRef50_S3G9A5	413.9176941005
UniRef50_S3G9A5|unclassified	413.9176941005
UniRef50_UPI00037F27EC: hypothetical protein, partial	413.6435098812
UniRef50_UPI00037F27EC: hypothetical protein, partial|unclassified	413.6435098812
UniRef50_Q0TRB3: Orotate phosphoribosyltransferase	411.9152838913
UniRef50_Q0TRB3: Orotate phosphoribosyltransferase|unclassified	411.9152838913
UniRef50_P0DH76: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	411.6885613318
UniRef50_P0DH76: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	411.6885613318
UniRef50_UPI00037AF316: hypothetical protein	409.6003535696
UniRef50_UPI00037AF316: hypothetical protein|unclassified	409.6003535696
UniRef50_Q7Z895: Dihydroorotate dehydrogenase (fumarate)	407.0023932457
UniRef50_Q7Z895: Dihydroorotate dehydrogenase (fumarate)|unclassified	407.0023932457
UniRef50_Q1WTX2: Orotidine 5'-phosphate decarboxylase	406.6832160885
UniRef50_Q1WTX2: Orotidine 5'-phosphate decarboxylase|unclassified	406.6832160885
UniRef50_B8DRT6: Aspartate carbamoyltransferase	404.7850906252
UniRef50_B8DRT6: Aspartate carbamoyltransferase|unclassified	404.7850906252
UniRef50_T1B9H1: MGS-like domain protein	404.3118511017
UniRef50_T1B9H1: MGS-like domain protein|unclassified	404.3118511017
UniRef50_X1RPE8: Marine sediment metagenome DNA, contig: S06H3_S29119 (Fragment)	404.1269339554
UniRef50_X1RPE8: Marine sediment metagenome DNA, contig: S06H3_S29119 (Fragment)|unclassified	404.1269339554
UniRef50_K1Z0X2	403.7519629458
UniRef50_K1Z0X2|unclassified	403.7519629458
UniRef50_Q6AF87: Dihydroorotase	403.7241733606
UniRef50_Q6AF87: Dihydroorotase|unclassified	403.7241733606
UniRef50_Q6V3X0: Dihydroorotate dehydrogenase (fumarate)	402.6340547877
UniRef50_Q6V3X0: Dihydroorotate dehydrogenase (fumarate)|unclassified	402.6340547877
UniRef50_Q047M3: Dihydroorotate dehydrogenase A (fumarate)	402.5025996632
UniRef50_Q047M3: Dihydroorotate dehydrogenase A (fumarate)|unclassified	402.5025996632
UniRef50_UPI00046FF3BB: hypothetical protein, partial	402.0768094624
UniRef50_UPI00046FF3BB: hypothetical protein, partial|unclassified	402.0768094624
UniRef50_A1VIL5: Orotate phosphoribosyltransferase	401.0729807797
UniRef50_A1VIL5: Orotate phosphoribosyltransferase|unclassified	401.0729807797
UniRef50_Q3Z787: Aspartate carbamoyltransferase	400.3793343965
UniRef50_Q3Z787: Aspartate carbamoyltransferase|unclassified	400.3793343965
UniRef50_Q8YM41: Orotate phosphoribosyltransferase	399.2271450656
UniRef50_Q8YM41: Orotate phosphoribosyltransferase|unclassified	399.2271450656
UniRef50_R9J5Q8: Carbamoyl-phosphate synthase, small subunit	399.1380256997
UniRef50_R9J5Q8: Carbamoyl-phosphate synthase, small subunit|unclassified	399.1380256997
UniRef50_A5VHS3: Dihydroorotate dehydrogenase A (fumarate)	398.6852998384
UniRef50_A5VHS3: Dihydroorotate dehydrogenase A (fumarate)|unclassified	398.6852998384
UniRef50_A6TVR2: Aspartate carbamoyltransferase	396.7797936140
UniRef50_A6TVR2: Aspartate carbamoyltransferase|unclassified	396.7797936140
UniRef50_B0KA31: Orotate phosphoribosyltransferase	396.4850991097
UniRef50_B0KA31: Orotate phosphoribosyltransferase|unclassified	396.4850991097
UniRef50_R0V8P5	395.1711554100
UniRef50_R0V8P5|unclassified	395.1711554100
UniRef50_Q8EUY4: Orotate phosphoribosyltransferase	394.9084636568
UniRef50_Q8EUY4: Orotate phosphoribosyltransferase|unclassified	394.9084636568
UniRef50_Q5X496: Dihydroorotate dehydrogenase (quinone)	393.9244857130
UniRef50_Q5X496: Dihydroorotate dehydrogenase (quinone)|unclassified	393.9244857130
UniRef50_Q03KT7: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	393.7971948808
UniRef50_Q03KT7: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	393.7971948808
UniRef50_A1KKI2: Dihydroorotate dehydrogenase (quinone)	393.3918044367
UniRef50_A1KKI2: Dihydroorotate dehydrogenase (quinone)|unclassified	393.3918044367
UniRef50_UPI0004715D35: hypothetical protein, partial	393.0305910758
UniRef50_UPI0004715D35: hypothetical protein, partial|unclassified	393.0305910758
UniRef50_T3IFJ9: Carbamoyl-phosphate synthetase large chain, oligomerisation domain protein	391.9531832430
UniRef50_T3IFJ9: Carbamoyl-phosphate synthetase large chain, oligomerisation domain protein|unclassified	391.9531832430
UniRef50_UPI000255D14E: uracil-xanthine permease	388.7906938178
UniRef50_UPI000255D14E: uracil-xanthine permease|unclassified	388.7906938178
UniRef50_UPI0004743777: hypothetical protein, partial	386.8030647150
UniRef50_UPI0004743777: hypothetical protein, partial|unclassified	386.8030647150
UniRef50_UPI00046F315D: aspartate carbamoyltransferase catalytic subunit	386.1833210808
UniRef50_UPI00046F315D: aspartate carbamoyltransferase catalytic subunit|unclassified	386.1833210808
UniRef50_Q18CS5: Orotate phosphoribosyltransferase	385.8697230197
UniRef50_Q18CS5: Orotate phosphoribosyltransferase|unclassified	385.8697230197
UniRef50_Q8G816: Carbamoyl-phosphate synthase small chain	385.3957899604
UniRef50_Q8G816: Carbamoyl-phosphate synthase small chain|unclassified	385.3957899604
UniRef50_X7YRN6: Carbamoyl-phosphate synthetase large chain, oligomerization domain protein	385.3319148799
UniRef50_X7YRN6: Carbamoyl-phosphate synthetase large chain, oligomerization domain protein|unclassified	385.3319148799
UniRef50_Q9PBB8: Aspartate carbamoyltransferase	385.0746664427
UniRef50_Q9PBB8: Aspartate carbamoyltransferase|unclassified	385.0746664427
UniRef50_Q8NQ39: Dihydroorotase	384.6959190918
UniRef50_Q8NQ39: Dihydroorotase|unclassified	384.6959190918
UniRef50_Q9EYV3: Orotidine 5'-phosphate decarboxylase	382.7120206905
UniRef50_Q9EYV3: Orotidine 5'-phosphate decarboxylase|unclassified	382.7120206905
UniRef50_UPI000255D3C0: hypothetical protein	382.6110233888
UniRef50_UPI000255D3C0: hypothetical protein|unclassified	382.6110233888
UniRef50_Q28RK4: Orotate phosphoribosyltransferase	382.4445504560
UniRef50_Q28RK4: Orotate phosphoribosyltransferase|unclassified	382.4445504560
UniRef50_A0A037XRL3: Carbamoyl-phosphate synthase (Fragment)	381.3163174925
UniRef50_A0A037XRL3: Carbamoyl-phosphate synthase (Fragment)|unclassified	381.3163174925
UniRef50_X1G9S6: Marine sediment metagenome DNA, contig: S03H2_C00274	378.6121443120
UniRef50_X1G9S6: Marine sediment metagenome DNA, contig: S03H2_C00274|unclassified	378.6121443120
UniRef50_UPI00037EC3D3: hypothetical protein	375.2169487664
UniRef50_UPI00037EC3D3: hypothetical protein|unclassified	375.2169487664
UniRef50_V9G3Q7: Carbamoyl-phosphate synthase large chain	374.7180194422
UniRef50_V9G3Q7: Carbamoyl-phosphate synthase large chain|unclassified	374.7180194422
UniRef50_UPI00037EC6FF: hypothetical protein	371.8240479868
UniRef50_UPI00037EC6FF: hypothetical protein|unclassified	371.8240479868
UniRef50_Q6A917: Aspartate carbamoyltransferase	371.5649275443
UniRef50_Q6A917: Aspartate carbamoyltransferase|unclassified	371.5649275443
UniRef50_Q1G991: Orotidine 5'-phosphate decarboxylase	371.4452838072
UniRef50_Q1G991: Orotidine 5'-phosphate decarboxylase|unclassified	371.4452838072
UniRef50_A0RQX6: Aspartate carbamoyltransferase	371.0315166924
UniRef50_A0RQX6: Aspartate carbamoyltransferase|unclassified	371.0315166924
UniRef50_B8DVI9: Uracil phosphoribosyltransferase	370.8659419669
UniRef50_B8DVI9: Uracil phosphoribosyltransferase|unclassified	370.8659419669
UniRef50_P74587: Carbamoyl-phosphate synthase small chain	369.5289171470
UniRef50_P74587: Carbamoyl-phosphate synthase small chain|unclassified	369.5289171470
UniRef50_Q8FT41: Carbamoyl-phosphate synthase small chain	366.3793134200
UniRef50_Q8FT41: Carbamoyl-phosphate synthase small chain|unclassified	366.3793134200
UniRef50_B6J887: Orotidine 5'-phosphate decarboxylase	364.2081913212
UniRef50_B6J887: Orotidine 5'-phosphate decarboxylase|unclassified	364.2081913212
UniRef50_Q03HA9: Putative dihydroorotate dehydrogenase A (fumarate)	363.4800727149
UniRef50_Q03HA9: Putative dihydroorotate dehydrogenase A (fumarate)|unclassified	363.4800727149
UniRef50_Q820K1: Orotate phosphoribosyltransferase	363.2427197554
UniRef50_Q820K1: Orotate phosphoribosyltransferase|unclassified	363.2427197554
UniRef50_Q9PNJ6: Aspartate carbamoyltransferase	361.4510382840
UniRef50_Q9PNJ6: Aspartate carbamoyltransferase|unclassified	361.4510382840
UniRef50_UPI00036160E3: hypothetical protein, partial	360.7587058490
UniRef50_UPI00036160E3: hypothetical protein, partial|unclassified	360.7587058490
UniRef50_A0RR59: Uracil phosphoribosyltransferase	359.1563481670
UniRef50_A0RR59: Uracil phosphoribosyltransferase|unclassified	359.1563481670
UniRef50_I4VPJ4: Carbamoyl-phosphate synthase small subunit	358.5186920299
UniRef50_I4VPJ4: Carbamoyl-phosphate synthase small subunit|unclassified	358.5186920299
UniRef50_A0A037XS86	357.8802219293
UniRef50_A0A037XS86|unclassified	357.8802219293
UniRef50_UPI0004663716: hypothetical protein	356.2885078969
UniRef50_UPI0004663716: hypothetical protein|unclassified	356.2885078969
UniRef50_UPI0004622B14: dihydroorotase, partial	355.6625523553
UniRef50_UPI0004622B14: dihydroorotase, partial|unclassified	355.6625523553
UniRef50_B0UN77: Orotate phosphoribosyltransferase	355.5127939244
UniRef50_B0UN77: Orotate phosphoribosyltransferase|unclassified	355.5127939244
UniRef50_C0QYH6: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	353.0056905273
UniRef50_C0QYH6: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	353.0056905273
UniRef50_I1YU26	350.8782746649
UniRef50_I1YU26|unclassified	350.8782746649
UniRef50_B2UNA2: Dihydroorotate dehydrogenase (quinone)	350.2047770709
UniRef50_B2UNA2: Dihydroorotate dehydrogenase (quinone)|unclassified	350.2047770709
UniRef50_Q5HW86: Orotidine 5'-phosphate decarboxylase	349.6384412981
UniRef50_Q5HW86: Orotidine 5'-phosphate decarboxylase|unclassified	349.6384412981
UniRef50_P58642: Orotidine 5'-phosphate decarboxylase	348.8951767230
UniRef50_P58642: Orotidine 5'-phosphate decarboxylase|unclassified	348.8951767230
UniRef50_Q8YXQ7: Carbamoyl-phosphate synthase small chain	348.2282122581
UniRef50_Q8YXQ7: Carbamoyl-phosphate synthase small chain|unclassified	348.2282122581
UniRef50_Q8XXC7: Uracil phosphoribosyltransferase	347.7576489583
UniRef50_Q8XXC7: Uracil phosphoribosyltransferase|unclassified	347.7576489583
UniRef50_B3R6U7: Orotidine 5'-phosphate decarboxylase	347.6618468484
UniRef50_B3R6U7: Orotidine 5'-phosphate decarboxylase|unclassified	347.6618468484
UniRef50_Q2RNS7: Orotidine 5'-phosphate decarboxylase	347.2188894362
UniRef50_Q2RNS7: Orotidine 5'-phosphate decarboxylase|unclassified	347.2188894362
UniRef50_A9CK85: Dihydroorotate dehydrogenase (quinone)	347.1368384408
UniRef50_A9CK85: Dihydroorotate dehydrogenase (quinone)|unclassified	347.1368384408
UniRef50_Q9HP43: Carbamoyl-phosphate synthase large chain	343.7784357349
UniRef50_Q9HP43: Carbamoyl-phosphate synthase large chain|unclassified	343.7784357349
UniRef50_P77884: Dihydroorotase	343.5571620188
UniRef50_P77884: Dihydroorotase|unclassified	343.5571620188
UniRef50_UPI00037471F4: hypothetical protein	342.4397682240
UniRef50_UPI00037471F4: hypothetical protein|unclassified	342.4397682240
UniRef50_P42719: Orotate phosphoribosyltransferase	338.8837449055
UniRef50_P42719: Orotate phosphoribosyltransferase|unclassified	338.8837449055
UniRef50_Q7VIJ1: Dihydroorotase	337.8957704439
UniRef50_Q7VIJ1: Dihydroorotase|unclassified	337.8957704439
UniRef50_Q8RBK1: Carbamoyl-phosphate synthase small chain	336.7016261161
UniRef50_Q8RBK1: Carbamoyl-phosphate synthase small chain|unclassified	336.7016261161
UniRef50_B8DDR8: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	332.5123529293
UniRef50_B8DDR8: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	332.5123529293
UniRef50_S2PQW9: Dihydroorotase (Fragment)	328.5713942984
UniRef50_S2PQW9: Dihydroorotase (Fragment)|unclassified	328.5713942984
UniRef50_Q45918: Orotate phosphoribosyltransferase	328.3959155703
UniRef50_Q45918: Orotate phosphoribosyltransferase|unclassified	328.3959155703
UniRef50_B2UW91: Dihydroorotase	327.3014379377
UniRef50_B2UW91: Dihydroorotase|unclassified	327.3014379377
UniRef50_B8D9C1: Dihydroorotase	327.2139140325
UniRef50_B8D9C1: Dihydroorotase|unclassified	327.2139140325
UniRef50_P0A5M7: Orotidine 5'-phosphate decarboxylase	326.9927927777
UniRef50_P0A5M7: Orotidine 5'-phosphate decarboxylase|unclassified	326.9927927777
UniRef50_Q31LB7: Carbamoyl-phosphate synthase small chain	326.5190066382
UniRef50_Q31LB7: Carbamoyl-phosphate synthase small chain|unclassified	326.5190066382
UniRef50_UPI000421F0D6: orotate phosphoribosyltransferase	326.3129309893
UniRef50_UPI000421F0D6: orotate phosphoribosyltransferase|unclassified	326.3129309893
UniRef50_B1J356: Bifunctional protein PyrR	325.5001264833
UniRef50_B1J356: Bifunctional protein PyrR|unclassified	325.5001264833
UniRef50_UPI00037CFAA6: dihydroorotase	324.8102955497
UniRef50_UPI00037CFAA6: dihydroorotase|unclassified	324.8102955497
UniRef50_T0ZFW0: Carbamoyl-phosphate synthase, small subunit (Fragment)	323.5189531576
UniRef50_T0ZFW0: Carbamoyl-phosphate synthase, small subunit (Fragment)|unclassified	323.5189531576
UniRef50_P59576: Carbamoyl-phosphate synthase small chain	321.8766443636
UniRef50_P59576: Carbamoyl-phosphate synthase small chain|unclassified	321.8766443636
UniRef50_K0Y0Q7: Carbamoyl-phosphate synthase, small subunit	321.7853331855
UniRef50_K0Y0Q7: Carbamoyl-phosphate synthase, small subunit|unclassified	321.7853331855
UniRef50_L2N9W3	320.8510435693
UniRef50_L2N9W3|unclassified	320.8510435693
UniRef50_F3LIG6: Carbamoyl-phosphate synthase large chain	320.2558224115
UniRef50_F3LIG6: Carbamoyl-phosphate synthase large chain|unclassified	320.2558224115
UniRef50_UPI000380AFF0: hypothetical protein	320.2410463094
UniRef50_UPI000380AFF0: hypothetical protein|unclassified	320.2410463094
UniRef50_Q8FTC6: Dihydroorotate dehydrogenase (quinone)	319.6928596184
UniRef50_Q8FTC6: Dihydroorotate dehydrogenase (quinone)|unclassified	319.6928596184
UniRef50_R6K406	319.5948190140
UniRef50_R6K406|unclassified	319.5948190140
UniRef50_B2GD08: Dihydroorotase	319.2964808447
UniRef50_B2GD08: Dihydroorotase|unclassified	319.2964808447
UniRef50_UPI00036278A6: hypothetical protein	317.9960551263
UniRef50_UPI00036278A6: hypothetical protein|unclassified	317.9960551263
