# Gene Family	SampleDe_Novo_Pyrimidine_Synthesis_Abundance-CPM
UniRef50_Q043A9: Aspartate carbamoyltransferase|unclassified	1446.12
UniRef50_B6YXW4: Aspartate carbamoyltransferase	1427.03
UniRef50_B6YXW4: Aspartate carbamoyltransferase|unclassified	1427.03
UniRef50_X1HZ95: Marine sediment metagenome DNA, contig: S03H2_S04146 (Fragment)	1418.79
UniRef50_X1HZ95: Marine sediment metagenome DNA, contig: S03H2_S04146 (Fragment)|unclassified	1418.79
UniRef50_A5D1A4: Dihydroorotase	1408.53
UniRef50_A5D1A4: Dihydroorotase|unclassified	1408.53
UniRef50_A5EVP6: Aspartate carbamoyltransferase	1400.17
UniRef50_A5EVP6: Aspartate carbamoyltransferase|unclassified	1400.17
UniRef50_C4ZF78: Orotate phosphoribosyltransferase	1397.16
UniRef50_C4ZF78: Orotate phosphoribosyltransferase|unclassified	1397.16
UniRef50_UPI00037EB678: hypothetical protein, partial	1390.8
UniRef50_UPI00037EB678: hypothetical protein, partial|unclassified	1390.8
UniRef50_Q9RVC0: Aspartate carbamoyltransferase	1384.2
UniRef50_Q9RVC0: Aspartate carbamoyltransferase|unclassified	1384.2
UniRef50_Q8YWD2: Aspartate carbamoyltransferase	1377.35
UniRef50_Q8YWD2: Aspartate carbamoyltransferase|unclassified	1377.35
UniRef50_P59011: Bifunctional protein PyrR	1371.6
UniRef50_P59011: Bifunctional protein PyrR|unclassified	1371.6
UniRef50_A6WVY1: Dihydroorotate dehydrogenase (quinone)	1367.2
UniRef50_A6WVY1: Dihydroorotate dehydrogenase (quinone)|unclassified	1367.2
UniRef50_Q038Y9: Aspartate carbamoyltransferase	1358.92
UniRef50_Q038Y9: Aspartate carbamoyltransferase|unclassified	1358.92
UniRef50_Q7MUX4: Orotate phosphoribosyltransferase	1354.75
UniRef50_Q7MUX4: Orotate phosphoribosyltransferase|unclassified	1354.75
UniRef50_P65942: Bifunctional protein PyrR	1348.36
UniRef50_P65942: Bifunctional protein PyrR|unclassified	1348.36
UniRef50_Q3B5K1: Aspartate carbamoyltransferase	1344.13
UniRef50_Q3B5K1: Aspartate carbamoyltransferase|unclassified	1344.13
UniRef50_A4T0F4: Orotate phosphoribosyltransferase	1342.29
UniRef50_A4T0F4: Orotate phosphoribosyltransferase|unclassified	1342.29
UniRef50_R6CCX6	1338.43
UniRef50_R6CCX6|unclassified	1338.43
UniRef50_A1A1F7: Aspartate carbamoyltransferase	1336.38
UniRef50_A1A1F7: Aspartate carbamoyltransferase|unclassified	1336.38
UniRef50_W5X9P5: N-terminal methylation	1331.38
UniRef50_W5X9P5: N-terminal methylation|unclassified	1331.38
UniRef50_Q58976: Aspartate carbamoyltransferase	1329.39
UniRef50_Q58976: Aspartate carbamoyltransferase|unclassified	1329.39
UniRef50_W5XB05: Dehydrogenase-like protein	1327.1
UniRef50_W5XB05: Dehydrogenase-like protein|unclassified	1327.1
UniRef50_S3G9A5	1326.46
UniRef50_S3G9A5|unclassified	1326.46
UniRef50_UPI00037F27EC: hypothetical protein, partial	1325.58
UniRef50_UPI00037F27EC: hypothetical protein, partial|unclassified	1325.58
UniRef50_Q0TRB3: Orotate phosphoribosyltransferase	1320.04
UniRef50_Q0TRB3: Orotate phosphoribosyltransferase|unclassified	1320.04
UniRef50_P0DH76: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	1319.31
UniRef50_P0DH76: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	1319.31
UniRef50_UPI00037AF316: hypothetical protein	1312.62
UniRef50_UPI00037AF316: hypothetical protein|unclassified	1312.62
UniRef50_Q7Z895: Dihydroorotate dehydrogenase (fumarate)	1304.3
UniRef50_Q7Z895: Dihydroorotate dehydrogenase (fumarate)|unclassified	1304.3
UniRef50_Q1WTX2: Orotidine 5'-phosphate decarboxylase	1303.27
UniRef50_Q1WTX2: Orotidine 5'-phosphate decarboxylase|unclassified	1303.27
UniRef50_B8DRT6: Aspartate carbamoyltransferase	1297.19
UniRef50_B8DRT6: Aspartate carbamoyltransferase|unclassified	1297.19
UniRef50_T1B9H1: MGS-like domain protein	1295.67
UniRef50_T1B9H1: MGS-like domain protein|unclassified	1295.67
UniRef50_X1RPE8: Marine sediment metagenome DNA, contig: S06H3_S29119 (Fragment)	1295.08
UniRef50_X1RPE8: Marine sediment metagenome DNA, contig: S06H3_S29119 (Fragment)|unclassified	1295.08
UniRef50_K1Z0X2	1293.88
UniRef50_K1Z0X2|unclassified	1293.88
UniRef50_Q6AF87: Dihydroorotase	1293.79
UniRef50_Q6AF87: Dihydroorotase|unclassified	1293.79
UniRef50_Q6V3X0: Dihydroorotate dehydrogenase (fumarate)	1290.3
UniRef50_Q6V3X0: Dihydroorotate dehydrogenase (fumarate)|unclassified	1290.3
UniRef50_Q047M3: Dihydroorotate dehydrogenase A (fumarate)	1289.88
UniRef50_Q047M3: Dihydroorotate dehydrogenase A (fumarate)|unclassified	1289.88
UniRef50_UPI00046FF3BB: hypothetical protein, partial	1288.51
UniRef50_UPI00046FF3BB: hypothetical protein, partial|unclassified	1288.51
UniRef50_A1VIL5: Orotate phosphoribosyltransferase	1285.3
UniRef50_A1VIL5: Orotate phosphoribosyltransferase|unclassified	1285.3
UniRef50_Q3Z787: Aspartate carbamoyltransferase	1283.07
UniRef50_Q3Z787: Aspartate carbamoyltransferase|unclassified	1283.07
UniRef50_Q8YM41: Orotate phosphoribosyltransferase	1279.38
UniRef50_Q8YM41: Orotate phosphoribosyltransferase|unclassified	1279.38
UniRef50_R9J5Q8: Carbamoyl-phosphate synthase, small subunit	1279.09
UniRef50_R9J5Q8: Carbamoyl-phosphate synthase, small subunit|unclassified	1279.09
UniRef50_A5VHS3: Dihydroorotate dehydrogenase A (fumarate)	1277.64
UniRef50_A5VHS3: Dihydroorotate dehydrogenase A (fumarate)|unclassified	1277.64
UniRef50_A6TVR2: Aspartate carbamoyltransferase	1271.54
UniRef50_A6TVR2: Aspartate carbamoyltransferase|unclassified	1271.54
UniRef50_B0KA31: Orotate phosphoribosyltransferase	1270.59
UniRef50_B0KA31: Orotate phosphoribosyltransferase|unclassified	1270.59
UniRef50_R0V8P5	1266.38
UniRef50_R0V8P5|unclassified	1266.38
UniRef50_Q8EUY4: Orotate phosphoribosyltransferase	1265.54
UniRef50_Q8EUY4: Orotate phosphoribosyltransferase|unclassified	1265.54
UniRef50_Q5X496: Dihydroorotate dehydrogenase (quinone)	1262.39
UniRef50_Q5X496: Dihydroorotate dehydrogenase (quinone)|unclassified	1262.39
UniRef50_Q03KT7: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	1261.98
UniRef50_Q03KT7: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	1261.98
UniRef50_A1KKI2: Dihydroorotate dehydrogenase (quinone)	1260.68
UniRef50_A1KKI2: Dihydroorotate dehydrogenase (quinone)|unclassified	1260.68
UniRef50_UPI0004715D35: hypothetical protein, partial	1259.52
UniRef50_UPI0004715D35: hypothetical protein, partial|unclassified	1259.52
UniRef50_T3IFJ9: Carbamoyl-phosphate synthetase large chain, oligomerisation domain protein	1256.07
UniRef50_T3IFJ9: Carbamoyl-phosphate synthetase large chain, oligomerisation domain protein|unclassified	1256.07
UniRef50_UPI000255D14E: uracil-xanthine permease	1245.94
UniRef50_UPI000255D14E: uracil-xanthine permease|unclassified	1245.94
UniRef50_UPI0004743777: hypothetical protein, partial	1239.57
UniRef50_UPI0004743777: hypothetical protein, partial|unclassified	1239.57
UniRef50_UPI00046F315D: aspartate carbamoyltransferase catalytic subunit	1237.58
UniRef50_UPI00046F315D: aspartate carbamoyltransferase catalytic subunit|unclassified	1237.58
UniRef50_Q18CS5: Orotate phosphoribosyltransferase	1236.57
UniRef50_Q18CS5: Orotate phosphoribosyltransferase|unclassified	1236.57
UniRef50_Q8G816: Carbamoyl-phosphate synthase small chain	1235.06
UniRef50_Q8G816: Carbamoyl-phosphate synthase small chain|unclassified	1235.06
UniRef50_X7YRN6: Carbamoyl-phosphate synthetase large chain, oligomerization domain protein	1234.85
UniRef50_X7YRN6: Carbamoyl-phosphate synthetase large chain, oligomerization domain protein|unclassified	1234.85
UniRef50_Q9PBB8: Aspartate carbamoyltransferase	1234.03
UniRef50_Q9PBB8: Aspartate carbamoyltransferase|unclassified	1234.03
UniRef50_Q8NQ39: Dihydroorotase	1232.81
UniRef50_Q8NQ39: Dihydroorotase|unclassified	1232.81
UniRef50_Q9EYV3: Orotidine 5'-phosphate decarboxylase	1226.46
UniRef50_Q9EYV3: Orotidine 5'-phosphate decarboxylase|unclassified	1226.46
UniRef50_UPI000255D3C0: hypothetical protein	1226.13
UniRef50_UPI000255D3C0: hypothetical protein|unclassified	1226.13
UniRef50_Q28RK4: Orotate phosphoribosyltransferase	1225.6
UniRef50_Q28RK4: Orotate phosphoribosyltransferase|unclassified	1225.6
UniRef50_A0A037XRL3: Carbamoyl-phosphate synthase (Fragment)	1221.98
UniRef50_A0A037XRL3: Carbamoyl-phosphate synthase (Fragment)|unclassified	1221.98
UniRef50_X1G9S6: Marine sediment metagenome DNA, contig: S03H2_C00274	1213.32
UniRef50_X1G9S6: Marine sediment metagenome DNA, contig: S03H2_C00274|unclassified	1213.32
UniRef50_UPI00037EC3D3: hypothetical protein	1202.44
UniRef50_UPI00037EC3D3: hypothetical protein|unclassified	1202.44
UniRef50_V9G3Q7: Carbamoyl-phosphate synthase large chain	1200.84
UniRef50_V9G3Q7: Carbamoyl-phosphate synthase large chain|unclassified	1200.84
UniRef50_UPI00037EC6FF: hypothetical protein	1191.56
UniRef50_UPI00037EC6FF: hypothetical protein|unclassified	1191.56
UniRef50_Q6A917: Aspartate carbamoyltransferase	1190.73
UniRef50_Q6A917: Aspartate carbamoyltransferase|unclassified	1190.73
UniRef50_Q1G991: Orotidine 5'-phosphate decarboxylase	1190.35
UniRef50_Q1G991: Orotidine 5'-phosphate decarboxylase|unclassified	1190.35
UniRef50_A0RQX6: Aspartate carbamoyltransferase	1189.02
UniRef50_A0RQX6: Aspartate carbamoyltransferase|unclassified	1189.02
UniRef50_B8DVI9: Uracil phosphoribosyltransferase	1188.49
UniRef50_B8DVI9: Uracil phosphoribosyltransferase|unclassified	1188.49
UniRef50_P74587: Carbamoyl-phosphate synthase small chain	1184.21
UniRef50_P74587: Carbamoyl-phosphate synthase small chain|unclassified	1184.21
UniRef50_Q8FT41: Carbamoyl-phosphate synthase small chain	1174.11
UniRef50_Q8FT41: Carbamoyl-phosphate synthase small chain|unclassified	1174.11
UniRef50_B6J887: Orotidine 5'-phosphate decarboxylase	1167.16
UniRef50_B6J887: Orotidine 5'-phosphate decarboxylase|unclassified	1167.16
UniRef50_Q03HA9: Putative dihydroorotate dehydrogenase A (fumarate)	1164.82
UniRef50_Q03HA9: Putative dihydroorotate dehydrogenase A (fumarate)|unclassified	1164.82
UniRef50_Q820K1: Orotate phosphoribosyltransferase	1164.06
UniRef50_Q820K1: Orotate phosphoribosyltransferase|unclassified	1164.06
UniRef50_Q9PNJ6: Aspartate carbamoyltransferase	1158.32
UniRef50_Q9PNJ6: Aspartate carbamoyltransferase|unclassified	1158.32
UniRef50_UPI00036160E3: hypothetical protein, partial	1156.1
UniRef50_UPI00036160E3: hypothetical protein, partial|unclassified	1156.1
UniRef50_A0RR59: Uracil phosphoribosyltransferase	1150.97
UniRef50_A0RR59: Uracil phosphoribosyltransferase|unclassified	1150.97
UniRef50_I4VPJ4: Carbamoyl-phosphate synthase small subunit	1148.92
UniRef50_I4VPJ4: Carbamoyl-phosphate synthase small subunit|unclassified	1148.92
UniRef50_A0A037XS86	1146.88
UniRef50_A0A037XS86|unclassified	1146.88
UniRef50_UPI0004663716: hypothetical protein	1141.78
UniRef50_UPI0004663716: hypothetical protein|unclassified	1141.78
UniRef50_UPI0004622B14: dihydroorotase, partial	1139.77
UniRef50_UPI0004622B14: dihydroorotase, partial|unclassified	1139.77
UniRef50_B0UN77: Orotate phosphoribosyltransferase	1139.29
UniRef50_B0UN77: Orotate phosphoribosyltransferase|unclassified	1139.29
UniRef50_C0QYH6: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	1131.26
UniRef50_C0QYH6: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	1131.26
UniRef50_I1YU26	1124.44
UniRef50_I1YU26|unclassified	1124.44
UniRef50_B2UNA2: Dihydroorotate dehydrogenase (quinone)	1122.28
UniRef50_B2UNA2: Dihydroorotate dehydrogenase (quinone)|unclassified	1122.28
UniRef50_Q5HW86: Orotidine 5'-phosphate decarboxylase	1120.47
UniRef50_Q5HW86: Orotidine 5'-phosphate decarboxylase|unclassified	1120.47
UniRef50_P58642: Orotidine 5'-phosphate decarboxylase	1118.08
UniRef50_P58642: Orotidine 5'-phosphate decarboxylase|unclassified	1118.08
UniRef50_Q8YXQ7: Carbamoyl-phosphate synthase small chain	1115.95
UniRef50_Q8YXQ7: Carbamoyl-phosphate synthase small chain|unclassified	1115.95
UniRef50_Q8XXC7: Uracil phosphoribosyltransferase	1114.44
UniRef50_Q8XXC7: Uracil phosphoribosyltransferase|unclassified	1114.44
UniRef50_B3R6U7: Orotidine 5'-phosphate decarboxylase	1114.13
UniRef50_B3R6U7: Orotidine 5'-phosphate decarboxylase|unclassified	1114.13
UniRef50_Q2RNS7: Orotidine 5'-phosphate decarboxylase	1112.71
UniRef50_Q2RNS7: Orotidine 5'-phosphate decarboxylase|unclassified	1112.71
UniRef50_A9CK85: Dihydroorotate dehydrogenase (quinone)	1112.45
UniRef50_A9CK85: Dihydroorotate dehydrogenase (quinone)|unclassified	1112.45
UniRef50_Q9HP43: Carbamoyl-phosphate synthase large chain	1101.69
UniRef50_Q9HP43: Carbamoyl-phosphate synthase large chain|unclassified	1101.69
UniRef50_P77884: Dihydroorotase	1100.98
UniRef50_P77884: Dihydroorotase|unclassified	1100.98
UniRef50_UPI00037471F4: hypothetical protein	1097.4
UniRef50_UPI00037471F4: hypothetical protein|unclassified	1097.4
UniRef50_P42719: Orotate phosphoribosyltransferase	1086
UniRef50_P42719: Orotate phosphoribosyltransferase|unclassified	1086
UniRef50_Q7VIJ1: Dihydroorotase	1082.84
UniRef50_Q7VIJ1: Dihydroorotase|unclassified	1082.84
UniRef50_Q8RBK1: Carbamoyl-phosphate synthase small chain	1079.01
UniRef50_Q8RBK1: Carbamoyl-phosphate synthase small chain|unclassified	1079.01
UniRef50_B8DDR8: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	1065.58
UniRef50_B8DDR8: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	1065.58
UniRef50_S2PQW9: Dihydroorotase (Fragment)	1052.95
UniRef50_S2PQW9: Dihydroorotase (Fragment)|unclassified	1052.95
UniRef50_Q45918: Orotate phosphoribosyltransferase	1052.39
UniRef50_Q45918: Orotate phosphoribosyltransferase|unclassified	1052.39
UniRef50_B2UW91: Dihydroorotase	1048.88
UniRef50_B2UW91: Dihydroorotase|unclassified	1048.88
UniRef50_B8D9C1: Dihydroorotase	1048.6
UniRef50_B8D9C1: Dihydroorotase|unclassified	1048.6
UniRef50_P0A5M7: Orotidine 5'-phosphate decarboxylase	1047.9
UniRef50_P0A5M7: Orotidine 5'-phosphate decarboxylase|unclassified	1047.9
UniRef50_Q31LB7: Carbamoyl-phosphate synthase small chain	1046.38
UniRef50_Q31LB7: Carbamoyl-phosphate synthase small chain|unclassified	1046.38
UniRef50_UPI000421F0D6: orotate phosphoribosyltransferase	1045.72
UniRef50_UPI000421F0D6: orotate phosphoribosyltransferase|unclassified	1045.72
UniRef50_B1J356: Bifunctional protein PyrR	1043.11
UniRef50_B1J356: Bifunctional protein PyrR|unclassified	1043.11
UniRef50_UPI00037CFAA6: dihydroorotase	1040.9
UniRef50_UPI00037CFAA6: dihydroorotase|unclassified	1040.9
UniRef50_T0ZFW0: Carbamoyl-phosphate synthase, small subunit (Fragment)	1036.76
UniRef50_T0ZFW0: Carbamoyl-phosphate synthase, small subunit (Fragment)|unclassified	1036.76
UniRef50_P59576: Carbamoyl-phosphate synthase small chain	1031.5
UniRef50_P59576: Carbamoyl-phosphate synthase small chain|unclassified	1031.5
UniRef50_K0Y0Q7: Carbamoyl-phosphate synthase, small subunit	1031.21
UniRef50_K0Y0Q7: Carbamoyl-phosphate synthase, small subunit|unclassified	1031.21
UniRef50_L2N9W3	1028.21
UniRef50_L2N9W3|unclassified	1028.21
UniRef50_F3LIG6: Carbamoyl-phosphate synthase large chain	1026.31
UniRef50_F3LIG6: Carbamoyl-phosphate synthase large chain|unclassified	1026.31
UniRef50_UPI000380AFF0: hypothetical protein	1026.26
UniRef50_UPI000380AFF0: hypothetical protein|unclassified	1026.26
UniRef50_Q8FTC6: Dihydroorotate dehydrogenase (quinone)	1024.5
UniRef50_Q8FTC6: Dihydroorotate dehydrogenase (quinone)|unclassified	1024.5
UniRef50_R6K406	1024.19
UniRef50_R6K406|unclassified	1024.19
UniRef50_B2GD08: Dihydroorotase	1023.23
UniRef50_B2GD08: Dihydroorotase|unclassified	1023.23
UniRef50_UPI00036278A6: hypothetical protein	1019.06
UniRef50_UPI00036278A6: hypothetical protein|unclassified	1019.06
UniRef50_R7MSC7	1018.78
UniRef50_R7MSC7|unclassified	1018.78
UniRef50_W1TWE9	1013.32
UniRef50_W1TWE9|unclassified	1013.32
UniRef50_A6Q8G0: Dihydroorotate dehydrogenase (quinone)	1006.44
UniRef50_A6Q8G0: Dihydroorotate dehydrogenase (quinone)|unclassified	1006.44
UniRef50_B8D963: Orotidine 5'-phosphate decarboxylase	1006.42
UniRef50_B8D963: Orotidine 5'-phosphate decarboxylase|unclassified	1006.42
UniRef50_B8DUJ6: Orotate phosphoribosyltransferase	997.168
UniRef50_B8DUJ6: Orotate phosphoribosyltransferase|unclassified	997.168
UniRef50_A8MIU1: Aspartate carbamoyltransferase	996.927
UniRef50_A8MIU1: Aspartate carbamoyltransferase|unclassified	996.927
UniRef50_B2IWH8: Bifunctional protein PyrR	995.504
UniRef50_B2IWH8: Bifunctional protein PyrR|unclassified	995.504
UniRef50_UPI00046F4CAF: hypothetical protein	994.513
UniRef50_UPI00046F4CAF: hypothetical protein|unclassified	994.513
UniRef50_UPI0003810B4B: hypothetical protein, partial	990.303
UniRef50_UPI0003810B4B: hypothetical protein, partial|unclassified	990.303
UniRef50_Q5FNS8: Orotidine 5'-phosphate decarboxylase	989.069
UniRef50_Q5FNS8: Orotidine 5'-phosphate decarboxylase|unclassified	989.069
UniRef50_F5Y9E4: PyrI	988.368
UniRef50_F5Y9E4: PyrI|unclassified	988.368
UniRef50_A6F5T9: Carbamoylphosphate synthase large subunit (Fragment)	985.629
UniRef50_A6F5T9: Carbamoylphosphate synthase large subunit (Fragment)|unclassified	985.629
UniRef50_C0ELH9	983.897
UniRef50_C0ELH9|unclassified	983.897
UniRef50_UPI000409380C: orotidine 5''-phosphate decarboxylase	973.982
UniRef50_UPI000409380C: orotidine 5''-phosphate decarboxylase|unclassified	973.982
UniRef50_A7GXT8: Aspartate carbamoyltransferase	972.088
UniRef50_A7GXT8: Aspartate carbamoyltransferase|unclassified	972.088
UniRef50_Q891J1: Orotidine 5'-phosphate decarboxylase	970.361
UniRef50_Q891J1: Orotidine 5'-phosphate decarboxylase|unclassified	970.361
UniRef50_B1YU48: Uracil phosphoribosyltransferase	962.187
UniRef50_B1YU48: Uracil phosphoribosyltransferase|unclassified	962.187
UniRef50_Q2S2X3: Aspartate carbamoyltransferase	961.748
UniRef50_Q2S2X3: Aspartate carbamoyltransferase|unclassified	961.748
UniRef50_Q8CPJ9: Bifunctional protein PyrR	959.262
UniRef50_Q8CPJ9: Bifunctional protein PyrR|unclassified	959.262
UniRef50_UPI0003C19E0F: PREDICTED: carbamoyl-phosphate synthase small chain, chloroplastic-like	958.671
UniRef50_UPI0003C19E0F: PREDICTED: carbamoyl-phosphate synthase small chain, chloroplastic-like|unclassified	958.671
UniRef50_X0YDU4: Marine sediment metagenome DNA, contig: S01H1_S36821 (Fragment)	958.663
UniRef50_X0YDU4: Marine sediment metagenome DNA, contig: S01H1_S36821 (Fragment)|unclassified	958.663
UniRef50_B9Y010	954.024
UniRef50_B9Y010|unclassified	954.024
UniRef50_Q38X26: Dihydroorotase	953.135
UniRef50_Q38X26: Dihydroorotase|unclassified	953.135
UniRef50_B0JUG8: Bifunctional protein PyrR	951.402
UniRef50_B0JUG8: Bifunctional protein PyrR|unclassified	951.402
UniRef50_UPI0002E9960E: hypothetical protein	946.948
UniRef50_UPI0002E9960E: hypothetical protein|unclassified	946.948
UniRef50_UPI0002E98488: hypothetical protein	943.248
UniRef50_UPI0002E98488: hypothetical protein|unclassified	943.248
UniRef50_Q8YSY4: Bifunctional enzyme PyrF/PyrE	941.352
UniRef50_Q8YSY4: Bifunctional enzyme PyrF/PyrE|unclassified	941.352
UniRef50_UPI0003788275: hypothetical protein	940.77
UniRef50_UPI0003788275: hypothetical protein|unclassified	940.77
UniRef50_UPI000237C061: diguanylate cyclase	937.409
UniRef50_UPI000237C061: diguanylate cyclase|unclassified	937.409
UniRef50_X0W047: Marine sediment metagenome DNA, contig: S01H1_S20503 (Fragment)	935.094
UniRef50_X0W047: Marine sediment metagenome DNA, contig: S01H1_S20503 (Fragment)|unclassified	935.094
UniRef50_UPI0002191FEF: carbamoyl-phosphate synthase large subunit	933.835
UniRef50_UPI0002191FEF: carbamoyl-phosphate synthase large subunit|unclassified	933.835
UniRef50_UPI0003C7EB45: carbamoyl phosphate synthase small subunit	929.51
UniRef50_UPI0003C7EB45: carbamoyl phosphate synthase small subunit|unclassified	929.51
UniRef50_B0U1D6: Orotidine 5'-phosphate decarboxylase	922.414
UniRef50_B0U1D6: Orotidine 5'-phosphate decarboxylase|unclassified	922.414
UniRef50_A0LH56: Bifunctional protein PyrR	921.526
UniRef50_A0LH56: Bifunctional protein PyrR|unclassified	921.526
UniRef50_O67742: Orotate phosphoribosyltransferase	920.245
UniRef50_O67742: Orotate phosphoribosyltransferase|unclassified	920.245
UniRef50_A1WTJ3: Dihydroorotate dehydrogenase (quinone)	919.311
