# Gene Family	SampleBiotin_biosynthesis_Abundance-RPKs
UniRef50_Q3JWR9	271.5864773636
UniRef50_Q3JWR9|unclassified	271.5864773636
UniRef50_Q7CH67: Malonyl-[acyl-carrier protein] O-methyltransferase	271.0064584227
UniRef50_Q7CH67: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	271.0064584227
UniRef50_R8RUL9	266.9243060486
UniRef50_R8RUL9|unclassified	266.9243060486
UniRef50_Q9K625: Putative 8-amino-7-oxononanoate synthase	266.8193049850
UniRef50_Q9K625: Putative 8-amino-7-oxononanoate synthase|unclassified	266.8193049850
UniRef50_UPI000361E4D8: hypothetical protein	266.4464877866
UniRef50_UPI000361E4D8: hypothetical protein|unclassified	266.4464877866
UniRef50_UPI00047C5E04: hypothetical protein	266.0114177853
UniRef50_UPI00047C5E04: hypothetical protein|unclassified	266.0114177853
UniRef50_UPI00047EEF38: biotin--acetyl-CoA-carboxylase ligase	263.5160924836
UniRef50_UPI00047EEF38: biotin--acetyl-CoA-carboxylase ligase|unclassified	263.5160924836
UniRef50_UPI0003738976: hypothetical protein, partial	261.7055142637
UniRef50_UPI0003738976: hypothetical protein, partial|unclassified	261.7055142637
UniRef50_A8FK97: ATP-dependent dethiobiotin synthetase BioD	261.6991706790
UniRef50_A8FK97: ATP-dependent dethiobiotin synthetase BioD|unclassified	261.6991706790
UniRef50_A0RME8: Biotin synthase	261.2314049265
UniRef50_A0RME8: Biotin synthase|unclassified	261.2314049265
UniRef50_Q5F5C8: Bifunctional enzyme BirA/CoaX	259.5583471303
UniRef50_Q5F5C8: Bifunctional enzyme BirA/CoaX|unclassified	259.5583471303
UniRef50_X2YCF1	258.9724980180
UniRef50_X2YCF1|unclassified	258.9724980180
UniRef50_I3DID6	258.4148061339
UniRef50_I3DID6|unclassified	258.4148061339
UniRef50_UPI000373F2A8: long-chain fatty acid--CoA ligase, partial	255.1288143802
UniRef50_UPI000373F2A8: long-chain fatty acid--CoA ligase, partial|unclassified	255.1288143802
UniRef50_P36571: Malonyl-[acyl-carrier protein] O-methyltransferase	254.0844585668
UniRef50_P36571: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	254.0844585668
UniRef50_UPI000225AEF8: adenosylmethionine-8-amino-7-oxononanoate aminotransferase	253.8990251152
UniRef50_UPI000225AEF8: adenosylmethionine-8-amino-7-oxononanoate aminotransferase|unclassified	253.8990251152
UniRef50_UPI0002F2BD93: hypothetical protein	252.9680932567
UniRef50_UPI0002F2BD93: hypothetical protein|unclassified	252.9680932567
UniRef50_UPI00036FB7D3: hypothetical protein	252.5455942568
UniRef50_UPI00036FB7D3: hypothetical protein|unclassified	252.5455942568
UniRef50_UPI00036A4370: hypothetical protein	248.6748834773
UniRef50_UPI00036A4370: hypothetical protein|unclassified	248.6748834773
UniRef50_UPI00041ACF94: hypothetical protein	248.3857828682
UniRef50_UPI00041ACF94: hypothetical protein|unclassified	248.3857828682
UniRef50_B1TFZ9	247.9800059587
UniRef50_B1TFZ9|unclassified	247.9800059587
UniRef50_W4YWU0	247.7268658995
UniRef50_W4YWU0|unclassified	247.7268658995
UniRef50_O59778: Biotin synthase	247.0498750638
UniRef50_O59778: Biotin synthase|unclassified	247.0498750638
UniRef50_UPI0001850E15: aminotransferase	246.6204779658
UniRef50_UPI0001850E15: aminotransferase|unclassified	246.6204779658
UniRef50_UPI0004715948: hypothetical protein, partial	245.9810823012
UniRef50_UPI0004715948: hypothetical protein, partial|unclassified	245.9810823012
UniRef50_UPI0003B35D1F: 8-amino-7-oxononanoate synthase, partial	244.8634355274
UniRef50_UPI0003B35D1F: 8-amino-7-oxononanoate synthase, partial|unclassified	244.8634355274
UniRef50_UPI0001744A1D: biotin synthase	244.5946588451
UniRef50_UPI0001744A1D: biotin synthase|unclassified	244.5946588451
UniRef50_UPI00036C33B0: hypothetical protein	243.4435289036
UniRef50_UPI00036C33B0: hypothetical protein|unclassified	243.4435289036
UniRef50_UPI0002F9AC30: hypothetical protein	242.7832135560
UniRef50_UPI0002F9AC30: hypothetical protein|unclassified	242.7832135560
UniRef50_UPI0001BF6DA4: hypothetical protein SMAC_11489, partial	241.4930795952
UniRef50_UPI0001BF6DA4: hypothetical protein SMAC_11489, partial|unclassified	241.4930795952
UniRef50_UPI00046EA773: adenosylmethionine-8-amino-7-oxononanoate aminotransferase, partial	241.2334168421
UniRef50_UPI00046EA773: adenosylmethionine-8-amino-7-oxononanoate aminotransferase, partial|unclassified	241.2334168421
UniRef50_Q9CN08: ATP-dependent dethiobiotin synthetase BioD 1	239.5584743663
UniRef50_Q9CN08: ATP-dependent dethiobiotin synthetase BioD 1|unclassified	239.5584743663
UniRef50_UPI00016A7EF6: biotin--protein ligase, partial	235.9877062905
UniRef50_UPI00016A7EF6: biotin--protein ligase, partial|unclassified	235.9877062905
UniRef50_UPI0004771842: 8-amino-7-oxononanoate synthase, partial	230.4813229449
UniRef50_UPI0004771842: 8-amino-7-oxononanoate synthase, partial|unclassified	230.4813229449
UniRef50_Q5NZF8: ATP-dependent dethiobiotin synthetase BioD	229.4214195474
UniRef50_Q5NZF8: ATP-dependent dethiobiotin synthetase BioD|unclassified	229.4214195474
UniRef50_M8YLY0	228.9820448008
UniRef50_M8YLY0|unclassified	228.9820448008
UniRef50_UPI00047AB643: AMP-dependent synthetase	228.8109663014
UniRef50_UPI00047AB643: AMP-dependent synthetase|unclassified	228.8109663014
UniRef50_B1KM44: Pimeloyl-[acyl-carrier protein] methyl ester esterase	228.4647550896
UniRef50_B1KM44: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	228.4647550896
UniRef50_Q8KGC0: ATP-dependent dethiobiotin synthetase BioD	228.3308982740
UniRef50_Q8KGC0: ATP-dependent dethiobiotin synthetase BioD|unclassified	228.3308982740
UniRef50_W1XY56	228.0963395203
UniRef50_W1XY56|unclassified	228.0963395203
UniRef50_W0FS46: Dethiobiotin synthase	225.8406590840
UniRef50_W0FS46: Dethiobiotin synthase|unclassified	225.8406590840
UniRef50_A6UYW3: Malonyl-[acyl-carrier protein] O-methyltransferase	225.8050732802
UniRef50_A6UYW3: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	225.8050732802
UniRef50_UPI0002BA077A: hypothetical protein	225.7136566927
UniRef50_UPI0002BA077A: hypothetical protein|unclassified	225.7136566927
UniRef50_Q0HPU6: Pimeloyl-[acyl-carrier protein] methyl ester esterase	225.6448396597
UniRef50_Q0HPU6: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	225.6448396597
UniRef50_UPI000471A07E: hypothetical protein	225.5485593044
UniRef50_UPI000471A07E: hypothetical protein|unclassified	225.5485593044
UniRef50_D4DNN7	225.0123128826
UniRef50_D4DNN7|unclassified	225.0123128826
UniRef50_UPI0001D30B47: 8-amino-7-oxononanoate synthase, partial	224.2432622640
UniRef50_UPI0001D30B47: 8-amino-7-oxononanoate synthase, partial|unclassified	224.2432622640
UniRef50_B2HGV4: Long-chain-fatty-acid--CoA ligase FadD15	223.4481595698
UniRef50_B2HGV4: Long-chain-fatty-acid--CoA ligase FadD15|unclassified	223.4481595698
UniRef50_UPI000474162D: biotin synthase, partial	223.2904420986
UniRef50_UPI000474162D: biotin synthase, partial|unclassified	223.2904420986
UniRef50_UPI000377338C: hypothetical protein	222.9334590321
UniRef50_UPI000377338C: hypothetical protein|unclassified	222.9334590321
UniRef50_Z5XII1	222.3710519708
UniRef50_Z5XII1|unclassified	222.3710519708
UniRef50_Q6D3C1: Malonyl-[acyl-carrier protein] O-methyltransferase	222.3324069950
UniRef50_Q6D3C1: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	222.3324069950
UniRef50_P29906: Biotin--[acetyl-CoA-carboxylase] ligase	222.3194955867
UniRef50_P29906: Biotin--[acetyl-CoA-carboxylase] ligase|unclassified	222.3194955867
UniRef50_Q9JSN0: Pimeloyl-[acyl-carrier protein] methyl ester esterase	220.2557406558
UniRef50_Q9JSN0: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	220.2557406558
UniRef50_UPI00037BBA4F: hypothetical protein	218.5662224506
UniRef50_UPI00037BBA4F: hypothetical protein|unclassified	218.5662224506
UniRef50_V8SKU3	218.1971754578
UniRef50_V8SKU3|unclassified	218.1971754578
UniRef50_UPI0003B435EB: acetyl-CoA acetyltransferase, partial	216.4218595845
UniRef50_UPI0003B435EB: acetyl-CoA acetyltransferase, partial|unclassified	216.4218595845
UniRef50_Q2P7M5: ATP-dependent dethiobiotin synthetase BioD	216.1014751664
UniRef50_Q2P7M5: ATP-dependent dethiobiotin synthetase BioD|unclassified	216.1014751664
UniRef50_UPI00046EEB0D: hypothetical protein	215.8726358549
UniRef50_UPI00046EEB0D: hypothetical protein|unclassified	215.8726358549
UniRef50_UPI000237B489: acetyl-CoA acetyltransferase	215.3901358332
UniRef50_UPI000237B489: acetyl-CoA acetyltransferase|unclassified	215.3901358332
UniRef50_UPI0002E9751A: acetyl-CoA acetyltransferase	213.8939952879
UniRef50_UPI0002E9751A: acetyl-CoA acetyltransferase|unclassified	213.8939952879
UniRef50_UPI0003C12306: PREDICTED: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial-like	212.9392277956
UniRef50_UPI0003C12306: PREDICTED: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial-like|unclassified	212.9392277956
UniRef50_UPI0003C7A8CF: hypothetical protein, partial	211.8521350876
UniRef50_UPI0003C7A8CF: hypothetical protein, partial|unclassified	211.8521350876
UniRef50_UPI0003C1577F: PREDICTED: gamma-aminobutyrate transaminase POP2, mitochondrial-like	210.2202066439
UniRef50_UPI0003C1577F: PREDICTED: gamma-aminobutyrate transaminase POP2, mitochondrial-like|unclassified	210.2202066439
UniRef50_UPI00046298B2: hypothetical protein, partial	207.0388729239
UniRef50_UPI00046298B2: hypothetical protein, partial|unclassified	207.0388729239
UniRef50_UPI0003805070: hypothetical protein, partial	206.8158152668
UniRef50_UPI0003805070: hypothetical protein, partial|unclassified	206.8158152668
UniRef50_G4AHC0: Dethiobiotin synthase	206.5061188259
UniRef50_G4AHC0: Dethiobiotin synthase|unclassified	206.5061188259
UniRef50_UPI00047E2EB9: long-chain fatty acid--CoA ligase	205.6381402764
UniRef50_UPI00047E2EB9: long-chain fatty acid--CoA ligase|unclassified	205.6381402764
UniRef50_Q2J5A7: Biotin synthase 2	204.6917598657
UniRef50_Q2J5A7: Biotin synthase 2|unclassified	204.6917598657
UniRef50_D1NCZ5	202.8315198149
UniRef50_D1NCZ5|unclassified	202.8315198149
UniRef50_B2HI05: Long-chain-fatty-acid--CoA ligase FadD19	202.8059002596
UniRef50_B2HI05: Long-chain-fatty-acid--CoA ligase FadD19|unclassified	202.8059002596
UniRef50_Q39XE0: 8-amino-7-oxononanoate synthase	202.4186859136
UniRef50_Q39XE0: 8-amino-7-oxononanoate synthase|unclassified	202.4186859136
UniRef50_UPI00046514C5: hypothetical protein	202.3835723963
UniRef50_UPI00046514C5: hypothetical protein|unclassified	202.3835723963
UniRef50_B0U0S6: ATP-dependent dethiobiotin synthetase BioD	202.1960288721
UniRef50_B0U0S6: ATP-dependent dethiobiotin synthetase BioD|unclassified	202.1960288721
UniRef50_UPI00036F38B8: hypothetical protein	201.4901376459
UniRef50_UPI00036F38B8: hypothetical protein|unclassified	201.4901376459
UniRef50_UPI00025560B6: adenosylmethionine-8-amino-7-oxononanoate aminotransferase	201.1523170221
UniRef50_UPI00025560B6: adenosylmethionine-8-amino-7-oxononanoate aminotransferase|unclassified	201.1523170221
UniRef50_UPI00036788C5: hypothetical protein, partial	199.5675923245
UniRef50_UPI00036788C5: hypothetical protein, partial|unclassified	199.5675923245
UniRef50_UPI0000557760: COG0318: Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II	199.0744266635
UniRef50_UPI0000557760: COG0318: Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II|unclassified	199.0744266635
UniRef50_A7GFJ9: Biotin synthase	198.9417418626
UniRef50_A7GFJ9: Biotin synthase|unclassified	198.9417418626
UniRef50_Q7VFE6: Biotin synthase	198.7241704751
UniRef50_Q7VFE6: Biotin synthase|unclassified	198.7241704751
UniRef50_P45855: Acetyl-CoA acetyltransferase	198.5087531599
UniRef50_P45855: Acetyl-CoA acetyltransferase|unclassified	198.5087531599
UniRef50_B2SBF2: ATP-dependent dethiobiotin synthetase BioD	198.1930025070
UniRef50_B2SBF2: ATP-dependent dethiobiotin synthetase BioD|unclassified	198.1930025070
UniRef50_UPI0003B3AE6B: AMP-dependent synthetase	196.7056562180
UniRef50_UPI0003B3AE6B: AMP-dependent synthetase|unclassified	196.7056562180
UniRef50_UPI0004573294: PREDICTED: acetyl-CoA acetyltransferase, cytosolic-like	196.4399975378
UniRef50_UPI0004573294: PREDICTED: acetyl-CoA acetyltransferase, cytosolic-like|unclassified	196.4399975378
UniRef50_W1EJB4: Biotin synthesis protein BioH	194.6275718528
UniRef50_W1EJB4: Biotin synthesis protein BioH|unclassified	194.6275718528
UniRef50_UPI000362B3D5: hypothetical protein	193.3899946499
UniRef50_UPI000362B3D5: hypothetical protein|unclassified	193.3899946499
UniRef50_UPI0003B64188: long-chain fatty acid--CoA ligase, partial	192.1768785511
UniRef50_UPI0003B64188: long-chain fatty acid--CoA ligase, partial|unclassified	192.1768785511
UniRef50_B9M8U3: 8-amino-7-oxononanoate synthase	192.0688410812
UniRef50_B9M8U3: 8-amino-7-oxononanoate synthase|unclassified	192.0688410812
UniRef50_UPI00047D6932: adenosylmethionine-8-amino-7-oxononanoate aminotransferase	191.6144749138
UniRef50_UPI00047D6932: adenosylmethionine-8-amino-7-oxononanoate aminotransferase|unclassified	191.6144749138
UniRef50_UPI00016AB66B: acyl-CoA synthetase, partial	191.4332031219
UniRef50_UPI00016AB66B: acyl-CoA synthetase, partial|unclassified	191.4332031219
UniRef50_S2F5P7	190.9823392911
UniRef50_S2F5P7|unclassified	190.9823392911
UniRef50_UPI00016A397D: biotin--protein ligase, partial	190.9532093912
UniRef50_UPI00016A397D: biotin--protein ligase, partial|unclassified	190.9532093912
UniRef50_UPI00037CE6E8: hypothetical protein	188.8827767340
UniRef50_UPI00037CE6E8: hypothetical protein|unclassified	188.8827767340
UniRef50_P44251	188.4966998656
UniRef50_P44251|unclassified	188.4966998656
UniRef50_A9HJ57: 8-amino-7-oxononanoate synthase	188.0031094326
UniRef50_A9HJ57: 8-amino-7-oxononanoate synthase|unclassified	188.0031094326
UniRef50_UPI00047D0286: long-chain fatty acid--CoA ligase	187.9351085464
UniRef50_UPI00047D0286: long-chain fatty acid--CoA ligase|unclassified	187.9351085464
UniRef50_UPI0003F732DF: hypothetical protein	187.1238279421
UniRef50_UPI0003F732DF: hypothetical protein|unclassified	187.1238279421
UniRef50_UPI000463A95A: hypothetical protein	186.9578871258
UniRef50_UPI000463A95A: hypothetical protein|unclassified	186.9578871258
UniRef50_UPI0004090BEE: hypothetical protein	186.8720799836
UniRef50_UPI0004090BEE: hypothetical protein|unclassified	186.8720799836
UniRef50_P9WQ86: 8-amino-7-oxononanoate synthase 1	186.7704349484
UniRef50_P9WQ86: 8-amino-7-oxononanoate synthase 1|unclassified	186.7704349484
UniRef50_Q9ZLN3: 8-amino-7-oxononanoate synthase	186.5040648760
UniRef50_Q9ZLN3: 8-amino-7-oxononanoate synthase|unclassified	186.5040648760
UniRef50_P50277: Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	185.8915494635
UniRef50_P50277: Adenosylmethionine-8-amino-7-oxononanoate aminotransferase|unclassified	185.8915494635
UniRef50_Q6L8K7: Acetyl-CoA acetyltransferase	183.2290289205
UniRef50_Q6L8K7: Acetyl-CoA acetyltransferase|unclassified	183.2290289205
UniRef50_UPI00035E7E72: long-chain fatty acid--CoA ligase	182.9850890304
UniRef50_UPI00035E7E72: long-chain fatty acid--CoA ligase|unclassified	182.9850890304
UniRef50_E3DFS1: Putative dethiobiotin synthetase	182.7346908168
UniRef50_E3DFS1: Putative dethiobiotin synthetase|unclassified	182.7346908168
UniRef50_Q3JWD1	182.0066802514
UniRef50_Q3JWD1|unclassified	182.0066802514
UniRef50_UPI0001F85C49: biotin synthase-like protein	181.9680964773
UniRef50_UPI0001F85C49: biotin synthase-like protein|unclassified	181.9680964773
UniRef50_Q8S4Y1: Acetyl-CoA acetyltransferase, cytosolic 1	181.6662850959
UniRef50_Q8S4Y1: Acetyl-CoA acetyltransferase, cytosolic 1|unclassified	181.6662850959
UniRef50_Q07L51: ATP-dependent dethiobiotin synthetase BioD	180.9723076487
UniRef50_Q07L51: ATP-dependent dethiobiotin synthetase BioD|unclassified	180.9723076487
UniRef50_M6ZV80	180.6786932040
UniRef50_M6ZV80|unclassified	180.6786932040
UniRef50_UPI000373554C: hypothetical protein, partial	179.6847243294
UniRef50_UPI000373554C: hypothetical protein, partial|unclassified	179.6847243294
UniRef50_Q8FJQ4	179.3707212075
UniRef50_Q8FJQ4|unclassified	179.3707212075
UniRef50_A4T9L3: 8-amino-7-oxononanoate synthase	178.7004323868
UniRef50_A4T9L3: 8-amino-7-oxononanoate synthase|unclassified	178.7004323868
UniRef50_X5P9M3	178.2324303621
UniRef50_X5P9M3|unclassified	178.2324303621
UniRef50_A1SM80: Biotin synthase	177.0037455078
UniRef50_A1SM80: Biotin synthase|unclassified	177.0037455078
UniRef50_Q7VLG6: ATP-dependent dethiobiotin synthetase BioD 1	176.7747698549
UniRef50_Q7VLG6: ATP-dependent dethiobiotin synthetase BioD 1|unclassified	176.7747698549
UniRef50_UPI0003782E57: hypothetical protein	176.4463119106
UniRef50_UPI0003782E57: hypothetical protein|unclassified	176.4463119106
UniRef50_UPI000381F070: hypothetical protein	175.2117142887
UniRef50_UPI000381F070: hypothetical protein|unclassified	175.2117142887
UniRef50_UPI000372AD41: hypothetical protein	174.2747626951
UniRef50_UPI000372AD41: hypothetical protein|unclassified	174.2747626951
UniRef50_UPI000471A545: hypothetical protein	173.8982518661
UniRef50_UPI000471A545: hypothetical protein|unclassified	173.8982518661
UniRef50_UPI0004573A07: PREDICTED: LOW QUALITY PROTEIN: acetyl-CoA acetyltransferase, cytosolic-like	173.4909727647
UniRef50_UPI0004573A07: PREDICTED: LOW QUALITY PROTEIN: acetyl-CoA acetyltransferase, cytosolic-like|unclassified	173.4909727647
UniRef50_UPI00040958B8: hypothetical protein	171.9277604988
UniRef50_UPI00040958B8: hypothetical protein|unclassified	171.9277604988
UniRef50_UPI000369BBF2: hypothetical protein, partial	171.7139586704
UniRef50_UPI000369BBF2: hypothetical protein, partial|unclassified	171.7139586704
UniRef50_UPI000475E124: hypothetical protein	171.5870497193
UniRef50_UPI000475E124: hypothetical protein|unclassified	171.5870497193
UniRef50_UPI00034FFAB4: PREDICTED: 3-ketoacyl-CoA thiolase B, peroxisomal-like isoform X1	170.9546548317
UniRef50_UPI00034FFAB4: PREDICTED: 3-ketoacyl-CoA thiolase B, peroxisomal-like isoform X1|unclassified	170.9546548317
UniRef50_B1WTI3: Biotin synthase	170.3338172198
UniRef50_B1WTI3: Biotin synthase|unclassified	170.3338172198
UniRef50_Q8DL38: Biotin synthase	170.1232772600
UniRef50_Q8DL38: Biotin synthase|unclassified	170.1232772600
UniRef50_UPI00039C3C9F: biotin	169.8135487488
UniRef50_UPI00039C3C9F: biotin|unclassified	169.8135487488
UniRef50_UPI00041B682C: fatty acid--CoA ligase	169.2947554851
UniRef50_UPI00041B682C: fatty acid--CoA ligase|unclassified	169.2947554851
UniRef50_UPI00037D5D50: hypothetical protein	168.5862943694
UniRef50_UPI00037D5D50: hypothetical protein|unclassified	168.5862943694
UniRef50_UPI0003B5B2DE: long-chain fatty acid--CoA ligase, partial	168.5213085210
UniRef50_UPI0003B5B2DE: long-chain fatty acid--CoA ligase, partial|unclassified	168.5213085210
UniRef50_E4ZAM2	168.5152171627
UniRef50_E4ZAM2|unclassified	168.5152171627
UniRef50_UPI00037CF594: hypothetical protein	168.3287304655
UniRef50_UPI00037CF594: hypothetical protein|unclassified	168.3287304655
UniRef50_UPI00037B2CD7: hypothetical protein, partial	167.2908857172
UniRef50_UPI00037B2CD7: hypothetical protein, partial|unclassified	167.2908857172
UniRef50_UPI0003B695AD: long-chain fatty acid--CoA ligase, partial	166.2997179281
UniRef50_UPI0003B695AD: long-chain fatty acid--CoA ligase, partial|unclassified	166.2997179281
UniRef50_UPI0001BF66CA: hypothetical protein SMAC_10469, partial	165.7202878717
UniRef50_UPI0001BF66CA: hypothetical protein SMAC_10469, partial|unclassified	165.7202878717
