# Gene Family	SampleBiotin_biosynthesis_Abundance-CPM
UniRef50_X2YCF1	1031.92
UniRef50_X2YCF1|unclassified	1031.92
UniRef50_I3DID6	1029.7
UniRef50_I3DID6|unclassified	1029.7
UniRef50_UPI000373F2A8: long-chain fatty acid--CoA ligase, partial	1016.6
UniRef50_UPI000373F2A8: long-chain fatty acid--CoA ligase, partial|unclassified	1016.6
UniRef50_P36571: Malonyl-[acyl-carrier protein] O-methyltransferase	1012.44
UniRef50_P36571: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	1012.44
UniRef50_UPI000225AEF8: adenosylmethionine-8-amino-7-oxononanoate aminotransferase	1011.7
UniRef50_UPI000225AEF8: adenosylmethionine-8-amino-7-oxononanoate aminotransferase|unclassified	1011.7
UniRef50_UPI0002F2BD93: hypothetical protein	1007.99
UniRef50_UPI0002F2BD93: hypothetical protein|unclassified	1007.99
UniRef50_UPI00036FB7D3: hypothetical protein	1006.31
UniRef50_UPI00036FB7D3: hypothetical protein|unclassified	1006.31
UniRef50_UPI00036A4370: hypothetical protein	990.885
UniRef50_UPI00036A4370: hypothetical protein|unclassified	990.885
UniRef50_UPI00041ACF94: hypothetical protein	989.733
UniRef50_UPI00041ACF94: hypothetical protein|unclassified	989.733
UniRef50_B1TFZ9	988.117
UniRef50_B1TFZ9|unclassified	988.117
UniRef50_W4YWU0	987.108
UniRef50_W4YWU0|unclassified	987.108
UniRef50_O59778: Biotin synthase	984.41
UniRef50_O59778: Biotin synthase|unclassified	984.41
UniRef50_UPI0001850E15: aminotransferase	982.699
UniRef50_UPI0001850E15: aminotransferase|unclassified	982.699
UniRef50_UPI0004715948: hypothetical protein, partial	980.152
UniRef50_UPI0004715948: hypothetical protein, partial|unclassified	980.152
UniRef50_UPI0003B35D1F: 8-amino-7-oxononanoate synthase, partial	975.698
UniRef50_UPI0003B35D1F: 8-amino-7-oxononanoate synthase, partial|unclassified	975.698
UniRef50_UPI0001744A1D: biotin synthase	974.627
UniRef50_UPI0001744A1D: biotin synthase|unclassified	974.627
UniRef50_UPI00036C33B0: hypothetical protein	970.04
UniRef50_UPI00036C33B0: hypothetical protein|unclassified	970.04
UniRef50_UPI0002F9AC30: hypothetical protein	967.409
UniRef50_UPI0002F9AC30: hypothetical protein|unclassified	967.409
UniRef50_UPI0001BF6DA4: hypothetical protein SMAC_11489, partial	962.268
UniRef50_UPI0001BF6DA4: hypothetical protein SMAC_11489, partial|unclassified	962.268
UniRef50_UPI00046EA773: adenosylmethionine-8-amino-7-oxononanoate aminotransferase, partial	961.234
UniRef50_UPI00046EA773: adenosylmethionine-8-amino-7-oxononanoate aminotransferase, partial|unclassified	961.234
UniRef50_Q9CN08: ATP-dependent dethiobiotin synthetase BioD 1	954.56
UniRef50_Q9CN08: ATP-dependent dethiobiotin synthetase BioD 1|unclassified	954.56
UniRef50_UPI00016A7EF6: biotin--protein ligase, partial	940.331
UniRef50_UPI00016A7EF6: biotin--protein ligase, partial|unclassified	940.331
UniRef50_UPI0004771842: 8-amino-7-oxononanoate synthase, partial	918.39
UniRef50_UPI0004771842: 8-amino-7-oxononanoate synthase, partial|unclassified	918.39
UniRef50_Q5NZF8: ATP-dependent dethiobiotin synthetase BioD	914.167
UniRef50_Q5NZF8: ATP-dependent dethiobiotin synthetase BioD|unclassified	914.167
UniRef50_M8YLY0	912.416
UniRef50_M8YLY0|unclassified	912.416
UniRef50_UPI00047AB643: AMP-dependent synthetase	911.734
UniRef50_UPI00047AB643: AMP-dependent synthetase|unclassified	911.734
UniRef50_B1KM44: Pimeloyl-[acyl-carrier protein] methyl ester esterase	910.355
UniRef50_B1KM44: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	910.355
UniRef50_Q8KGC0: ATP-dependent dethiobiotin synthetase BioD	909.822
UniRef50_Q8KGC0: ATP-dependent dethiobiotin synthetase BioD|unclassified	909.822
UniRef50_W1XY56	908.887
UniRef50_W1XY56|unclassified	908.887
UniRef50_W0FS46: Dethiobiotin synthase	899.899
UniRef50_W0FS46: Dethiobiotin synthase|unclassified	899.899
UniRef50_A6UYW3: Malonyl-[acyl-carrier protein] O-methyltransferase	899.757
UniRef50_A6UYW3: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	899.757
UniRef50_UPI0002BA077A: hypothetical protein	899.393
UniRef50_UPI0002BA077A: hypothetical protein|unclassified	899.393
UniRef50_Q0HPU6: Pimeloyl-[acyl-carrier protein] methyl ester esterase	899.118
UniRef50_Q0HPU6: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	899.118
UniRef50_UPI000471A07E: hypothetical protein	898.735
UniRef50_UPI000471A07E: hypothetical protein|unclassified	898.735
UniRef50_D4DNN7	896.598
UniRef50_D4DNN7|unclassified	896.598
UniRef50_UPI0001D30B47: 8-amino-7-oxononanoate synthase, partial	893.534
UniRef50_UPI0001D30B47: 8-amino-7-oxononanoate synthase, partial|unclassified	893.534
UniRef50_B2HGV4: Long-chain-fatty-acid--CoA ligase FadD15	890.365
UniRef50_B2HGV4: Long-chain-fatty-acid--CoA ligase FadD15|unclassified	890.365
UniRef50_UPI000474162D: biotin synthase, partial	889.737
UniRef50_UPI000474162D: biotin synthase, partial|unclassified	889.737
UniRef50_UPI000377338C: hypothetical protein	888.315
UniRef50_UPI000377338C: hypothetical protein|unclassified	888.315
UniRef50_Z5XII1	886.074
UniRef50_Z5XII1|unclassified	886.074
UniRef50_Q6D3C1: Malonyl-[acyl-carrier protein] O-methyltransferase	885.92
UniRef50_Q6D3C1: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	885.92
UniRef50_P29906: Biotin--[acetyl-CoA-carboxylase] ligase	885.868
UniRef50_P29906: Biotin--[acetyl-CoA-carboxylase] ligase|unclassified	885.868
UniRef50_Q9JSN0: Pimeloyl-[acyl-carrier protein] methyl ester esterase	877.645
UniRef50_Q9JSN0: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	877.645
UniRef50_UPI00037BBA4F: hypothetical protein	870.913
UniRef50_UPI00037BBA4F: hypothetical protein|unclassified	870.913
UniRef50_V8SKU3	869.442
UniRef50_V8SKU3|unclassified	869.442
UniRef50_UPI0003B435EB: acetyl-CoA acetyltransferase, partial	862.368
UniRef50_UPI0003B435EB: acetyl-CoA acetyltransferase, partial|unclassified	862.368
UniRef50_Q2P7M5: ATP-dependent dethiobiotin synthetase BioD	861.091
UniRef50_Q2P7M5: ATP-dependent dethiobiotin synthetase BioD|unclassified	861.091
UniRef50_UPI00046EEB0D: hypothetical protein	860.18
UniRef50_UPI00046EEB0D: hypothetical protein|unclassified	860.18
UniRef50_UPI000237B489: acetyl-CoA acetyltransferase	858.257
UniRef50_UPI000237B489: acetyl-CoA acetyltransferase|unclassified	858.257
UniRef50_UPI0002E9751A: acetyl-CoA acetyltransferase	852.295
UniRef50_UPI0002E9751A: acetyl-CoA acetyltransferase|unclassified	852.295
UniRef50_UPI0003C12306: PREDICTED: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial-like	848.491
UniRef50_UPI0003C12306: PREDICTED: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial-like|unclassified	848.491
UniRef50_UPI0003C7A8CF: hypothetical protein, partial	844.159
UniRef50_UPI0003C7A8CF: hypothetical protein, partial|unclassified	844.159
UniRef50_UPI0003C1577F: PREDICTED: gamma-aminobutyrate transaminase POP2, mitochondrial-like	837.657
UniRef50_UPI0003C1577F: PREDICTED: gamma-aminobutyrate transaminase POP2, mitochondrial-like|unclassified	837.657
UniRef50_UPI00046298B2: hypothetical protein, partial	824.98
UniRef50_UPI00046298B2: hypothetical protein, partial|unclassified	824.98
UniRef50_UPI0003805070: hypothetical protein, partial	824.091
UniRef50_UPI0003805070: hypothetical protein, partial|unclassified	824.091
UniRef50_G4AHC0: Dethiobiotin synthase	822.857
UniRef50_G4AHC0: Dethiobiotin synthase|unclassified	822.857
UniRef50_UPI00047E2EB9: long-chain fatty acid--CoA ligase	819.399
UniRef50_UPI00047E2EB9: long-chain fatty acid--CoA ligase|unclassified	819.399
UniRef50_Q2J5A7: Biotin synthase 2	815.628
UniRef50_Q2J5A7: Biotin synthase 2|unclassified	815.628
UniRef50_D1NCZ5	808.215
UniRef50_D1NCZ5|unclassified	808.215
UniRef50_B2HI05: Long-chain-fatty-acid--CoA ligase FadD19	808.113
UniRef50_B2HI05: Long-chain-fatty-acid--CoA ligase FadD19|unclassified	808.113
UniRef50_Q39XE0: 8-amino-7-oxononanoate synthase	806.57
UniRef50_Q39XE0: 8-amino-7-oxononanoate synthase|unclassified	806.57
UniRef50_UPI00046514C5: hypothetical protein	806.43
UniRef50_UPI00046514C5: hypothetical protein|unclassified	806.43
UniRef50_B0U0S6: ATP-dependent dethiobiotin synthetase BioD	805.683
UniRef50_B0U0S6: ATP-dependent dethiobiotin synthetase BioD|unclassified	805.683
UniRef50_UPI00036F38B8: hypothetical protein	802.87
UniRef50_UPI00036F38B8: hypothetical protein|unclassified	802.87
UniRef50_UPI00025560B6: adenosylmethionine-8-amino-7-oxononanoate aminotransferase	801.524
UniRef50_UPI00025560B6: adenosylmethionine-8-amino-7-oxononanoate aminotransferase|unclassified	801.524
UniRef50_UPI00036788C5: hypothetical protein, partial	795.209
UniRef50_UPI00036788C5: hypothetical protein, partial|unclassified	795.209
UniRef50_UPI0000557760: COG0318: Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II	793.244
UniRef50_UPI0000557760: COG0318: Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II|unclassified	793.244
UniRef50_A7GFJ9: Biotin synthase	792.716
UniRef50_A7GFJ9: Biotin synthase|unclassified	792.716
UniRef50_Q7VFE6: Biotin synthase	791.849
UniRef50_Q7VFE6: Biotin synthase|unclassified	791.849
UniRef50_P45855: Acetyl-CoA acetyltransferase	790.99
UniRef50_P45855: Acetyl-CoA acetyltransferase|unclassified	790.99
UniRef50_B2SBF2: ATP-dependent dethiobiotin synthetase BioD	789.732
UniRef50_B2SBF2: ATP-dependent dethiobiotin synthetase BioD|unclassified	789.732
UniRef50_UPI0003B3AE6B: AMP-dependent synthetase	783.806
UniRef50_UPI0003B3AE6B: AMP-dependent synthetase|unclassified	783.806
UniRef50_UPI0004573294: PREDICTED: acetyl-CoA acetyltransferase, cytosolic-like	782.747
UniRef50_UPI0004573294: PREDICTED: acetyl-CoA acetyltransferase, cytosolic-like|unclassified	782.747
UniRef50_W1EJB4: Biotin synthesis protein BioH	775.525
UniRef50_W1EJB4: Biotin synthesis protein BioH|unclassified	775.525
UniRef50_UPI000362B3D5: hypothetical protein	770.594
UniRef50_UPI000362B3D5: hypothetical protein|unclassified	770.594
UniRef50_UPI0003B64188: long-chain fatty acid--CoA ligase, partial	765.76
UniRef50_UPI0003B64188: long-chain fatty acid--CoA ligase, partial|unclassified	765.76
UniRef50_B9M8U3: 8-amino-7-oxononanoate synthase	765.329
UniRef50_B9M8U3: 8-amino-7-oxononanoate synthase|unclassified	765.329
UniRef50_UPI00047D6932: adenosylmethionine-8-amino-7-oxononanoate aminotransferase	763.519
UniRef50_UPI00047D6932: adenosylmethionine-8-amino-7-oxononanoate aminotransferase|unclassified	763.519
UniRef50_UPI00016AB66B: acyl-CoA synthetase, partial	762.797
UniRef50_UPI00016AB66B: acyl-CoA synthetase, partial|unclassified	762.797
UniRef50_S2F5P7	761
UniRef50_S2F5P7|unclassified	761
UniRef50_UPI00016A397D: biotin--protein ligase, partial	760.884
UniRef50_UPI00016A397D: biotin--protein ligase, partial|unclassified	760.884
UniRef50_UPI00037CE6E8: hypothetical protein	752.634
UniRef50_UPI00037CE6E8: hypothetical protein|unclassified	752.634
UniRef50_P44251	751.096
UniRef50_P44251|unclassified	751.096
UniRef50_A9HJ57: 8-amino-7-oxononanoate synthase	749.129
UniRef50_A9HJ57: 8-amino-7-oxononanoate synthase|unclassified	749.129
UniRef50_UPI00047D0286: long-chain fatty acid--CoA ligase	748.858
UniRef50_UPI00047D0286: long-chain fatty acid--CoA ligase|unclassified	748.858
UniRef50_UPI0003F732DF: hypothetical protein	745.625
UniRef50_UPI0003F732DF: hypothetical protein|unclassified	745.625
UniRef50_UPI000463A95A: hypothetical protein	744.964
UniRef50_UPI000463A95A: hypothetical protein|unclassified	744.964
UniRef50_UPI0004090BEE: hypothetical protein	744.622
UniRef50_UPI0004090BEE: hypothetical protein|unclassified	744.622
UniRef50_P9WQ86: 8-amino-7-oxononanoate synthase 1	744.217
UniRef50_P9WQ86: 8-amino-7-oxononanoate synthase 1|unclassified	744.217
UniRef50_Q9ZLN3: 8-amino-7-oxononanoate synthase	743.156
UniRef50_Q9ZLN3: 8-amino-7-oxononanoate synthase|unclassified	743.156
UniRef50_P50277: Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	740.715
UniRef50_P50277: Adenosylmethionine-8-amino-7-oxononanoate aminotransferase|unclassified	740.715
UniRef50_Q6L8K7: Acetyl-CoA acetyltransferase	730.106
UniRef50_Q6L8K7: Acetyl-CoA acetyltransferase|unclassified	730.106
UniRef50_UPI00035E7E72: long-chain fatty acid--CoA ligase	729.134
UniRef50_UPI00035E7E72: long-chain fatty acid--CoA ligase|unclassified	729.134
UniRef50_E3DFS1: Putative dethiobiotin synthetase	728.136
UniRef50_E3DFS1: Putative dethiobiotin synthetase|unclassified	728.136
UniRef50_Q3JWD1	725.235
UniRef50_Q3JWD1|unclassified	725.235
UniRef50_UPI0001F85C49: biotin synthase-like protein	725.081
UniRef50_UPI0001F85C49: biotin synthase-like protein|unclassified	725.081
UniRef50_Q8S4Y1: Acetyl-CoA acetyltransferase, cytosolic 1	723.879
UniRef50_Q8S4Y1: Acetyl-CoA acetyltransferase, cytosolic 1|unclassified	723.879
UniRef50_Q07L51: ATP-dependent dethiobiotin synthetase BioD	721.114
UniRef50_Q07L51: ATP-dependent dethiobiotin synthetase BioD|unclassified	721.114
UniRef50_M6ZV80	719.944
UniRef50_M6ZV80|unclassified	719.944
UniRef50_UPI000373554C: hypothetical protein, partial	715.983
UniRef50_UPI000373554C: hypothetical protein, partial|unclassified	715.983
UniRef50_Q8FJQ4	714.732
UniRef50_Q8FJQ4|unclassified	714.732
UniRef50_A4T9L3: 8-amino-7-oxononanoate synthase	712.061
UniRef50_A4T9L3: 8-amino-7-oxononanoate synthase|unclassified	712.061
UniRef50_X5P9M3	710.196
UniRef50_X5P9M3|unclassified	710.196
UniRef50_A1SM80: Biotin synthase	705.3
UniRef50_A1SM80: Biotin synthase|unclassified	705.3
UniRef50_Q7VLG6: ATP-dependent dethiobiotin synthetase BioD 1	704.388
UniRef50_Q7VLG6: ATP-dependent dethiobiotin synthetase BioD 1|unclassified	704.388
UniRef50_UPI0003782E57: hypothetical protein	703.079
UniRef50_UPI0003782E57: hypothetical protein|unclassified	703.079
UniRef50_UPI000381F070: hypothetical protein	698.16
UniRef50_UPI000381F070: hypothetical protein|unclassified	698.16
UniRef50_UPI000372AD41: hypothetical protein	694.426
UniRef50_UPI000372AD41: hypothetical protein|unclassified	694.426
UniRef50_UPI000471A545: hypothetical protein	692.926
UniRef50_UPI000471A545: hypothetical protein|unclassified	692.926
UniRef50_UPI0004573A07: PREDICTED: LOW QUALITY PROTEIN: acetyl-CoA acetyltransferase, cytosolic-like	691.303
UniRef50_UPI0004573A07: PREDICTED: LOW QUALITY PROTEIN: acetyl-CoA acetyltransferase, cytosolic-like|unclassified	691.303
UniRef50_UPI00040958B8: hypothetical protein	685.074
UniRef50_UPI00040958B8: hypothetical protein|unclassified	685.074
UniRef50_UPI000369BBF2: hypothetical protein, partial	684.222
UniRef50_UPI000369BBF2: hypothetical protein, partial|unclassified	684.222
UniRef50_UPI000475E124: hypothetical protein	683.716
UniRef50_UPI000475E124: hypothetical protein|unclassified	683.716
UniRef50_UPI00034FFAB4: PREDICTED: 3-ketoacyl-CoA thiolase B, peroxisomal-like isoform X1	681.197
UniRef50_UPI00034FFAB4: PREDICTED: 3-ketoacyl-CoA thiolase B, peroxisomal-like isoform X1|unclassified	681.197
UniRef50_B1WTI3: Biotin synthase	678.723
UniRef50_B1WTI3: Biotin synthase|unclassified	678.723
UniRef50_Q8DL38: Biotin synthase	677.884
UniRef50_Q8DL38: Biotin synthase|unclassified	677.884
UniRef50_UPI00039C3C9F: biotin	676.65
UniRef50_UPI00039C3C9F: biotin|unclassified	676.65
UniRef50_UPI00041B682C: fatty acid--CoA ligase	674.582
UniRef50_UPI00041B682C: fatty acid--CoA ligase|unclassified	674.582
UniRef50_UPI00037D5D50: hypothetical protein	671.759
UniRef50_UPI00037D5D50: hypothetical protein|unclassified	671.759
UniRef50_UPI0003B5B2DE: long-chain fatty acid--CoA ligase, partial	671.5
UniRef50_UPI0003B5B2DE: long-chain fatty acid--CoA ligase, partial|unclassified	671.5
UniRef50_E4ZAM2	671.476
UniRef50_E4ZAM2|unclassified	671.476
UniRef50_UPI00037CF594: hypothetical protein	670.733
UniRef50_UPI00037CF594: hypothetical protein|unclassified	670.733
UniRef50_UPI00037B2CD7: hypothetical protein, partial	666.598
UniRef50_UPI00037B2CD7: hypothetical protein, partial|unclassified	666.598
UniRef50_UPI0003B695AD: long-chain fatty acid--CoA ligase, partial	662.648
UniRef50_UPI0003B695AD: long-chain fatty acid--CoA ligase, partial|unclassified	662.648
UniRef50_UPI0001BF66CA: hypothetical protein SMAC_10469, partial	660.339
UniRef50_UPI0001BF66CA: hypothetical protein SMAC_10469, partial|unclassified	660.339
UniRef50_UPI000255810A: long-chain-fatty-acid--CoA ligase	658.005
UniRef50_UPI000255810A: long-chain-fatty-acid--CoA ligase|unclassified	658.005
UniRef50_UPI00025596F9: biotin--acetyl-CoA-carboxylase ligase	657.889
UniRef50_UPI00025596F9: biotin--acetyl-CoA-carboxylase ligase|unclassified	657.889
UniRef50_UPI000248984C: long-chain-fatty-acid--CoA ligase, partial	653.166
UniRef50_UPI000248984C: long-chain-fatty-acid--CoA ligase, partial|unclassified	653.166
UniRef50_A0PP02: 8-amino-7-oxononanoate synthase	648.177
UniRef50_A0PP02: 8-amino-7-oxononanoate synthase|unclassified	648.177
UniRef50_UPI0004728507: MULTISPECIES: hypothetical protein	645.838
UniRef50_UPI0004728507: MULTISPECIES: hypothetical protein|unclassified	645.838
UniRef50_Q2P907: Pimeloyl-[acyl-carrier protein] methyl ester esterase	644.814
UniRef50_Q2P907: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	644.814
UniRef50_B9E2A2: Biotin synthase	643.908
UniRef50_B9E2A2: Biotin synthase|unclassified	643.908
UniRef50_UPI0002DB5454: hypothetical protein	643.043
UniRef50_UPI0002DB5454: hypothetical protein|unclassified	643.043
UniRef50_UPI00006CE930: AMP-binding enzyme family protein	640.626
UniRef50_UPI00006CE930: AMP-binding enzyme family protein|unclassified	640.626
UniRef50_UPI0000E0EF04: biotin--acetyl-CoA-carboxylase ligase	639.493
UniRef50_UPI0000E0EF04: biotin--acetyl-CoA-carboxylase ligase|unclassified	639.493
UniRef50_Q2P8F2: 8-amino-7-oxononanoate synthase	639.179
UniRef50_Q2P8F2: 8-amino-7-oxononanoate synthase|unclassified	639.179
UniRef50_UPI0003D07E78: PREDICTED: acetyl-CoA acetyltransferase, cytosolic-like	638.41
UniRef50_UPI0003D07E78: PREDICTED: acetyl-CoA acetyltransferase, cytosolic-like|unclassified	638.41
UniRef50_Q3B169: Biotin synthase	635.512
UniRef50_Q3B169: Biotin synthase|unclassified	635.512
UniRef50_B2UW31: ATP-dependent dethiobiotin synthetase BioD	630.508
UniRef50_B2UW31: ATP-dependent dethiobiotin synthetase BioD|unclassified	630.508
UniRef50_UPI00047610A5: ATP-dependent dethiobiotin synthetase BioD	629.532
UniRef50_UPI00047610A5: ATP-dependent dethiobiotin synthetase BioD|unclassified	629.532
UniRef50_A4SPR6: 8-amino-7-oxononanoate synthase	629.377
UniRef50_A4SPR6: 8-amino-7-oxononanoate synthase|unclassified	629.377
UniRef50_H6SQA3: Transcription regulator	627.373
UniRef50_H6SQA3: Transcription regulator|unclassified	627.373
UniRef50_Y4TCU8	626.418
UniRef50_Y4TCU8|unclassified	626.418
UniRef50_Q3SPW7: ATP-dependent dethiobiotin synthetase BioD	626.091
UniRef50_Q3SPW7: ATP-dependent dethiobiotin synthetase BioD|unclassified	626.091
UniRef50_R0UV18	623.071
UniRef50_R0UV18|unclassified	623.071
UniRef50_Q8RET9: ATP-dependent dethiobiotin synthetase BioD	619.569
UniRef50_Q8RET9: ATP-dependent dethiobiotin synthetase BioD|unclassified	619.569
UniRef50_Q8REU0: Biotin synthase	619.465
UniRef50_Q8REU0: Biotin synthase|unclassified	619.465
UniRef50_J2E7K1	615.229
UniRef50_J2E7K1|unclassified	615.229
UniRef50_UPI0003B44406: dithiobiotin synthetase	614.175
UniRef50_UPI0003B44406: dithiobiotin synthetase|unclassified	614.175
UniRef50_UPI00037F5F42: long-chain acyl-CoA synthetase	613.067
UniRef50_UPI00037F5F42: long-chain acyl-CoA synthetase|unclassified	613.067
UniRef50_UPI0002E725A0: hypothetical protein	611.081
UniRef50_UPI0002E725A0: hypothetical protein|unclassified	611.081
UniRef50_UPI0003087354: hypothetical protein	609.94
UniRef50_UPI0003087354: hypothetical protein|unclassified	609.94
UniRef50_UPI000368F255: hypothetical protein	608.428
UniRef50_UPI000368F255: hypothetical protein|unclassified	608.428
UniRef50_UPI00047BCAC1: acetyl-CoA acetyltransferase	607.791
UniRef50_UPI00047BCAC1: acetyl-CoA acetyltransferase|unclassified	607.791
UniRef50_Q8EDK8: Malonyl-[acyl-carrier protein] O-methyltransferase	602.651
UniRef50_Q8EDK8: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	602.651
UniRef50_B8J637: 8-amino-7-oxononanoate synthase	599.187
UniRef50_B8J637: 8-amino-7-oxononanoate synthase|unclassified	599.187
UniRef50_UPI00034C0C6B: hypothetical protein	598.665
UniRef50_UPI00034C0C6B: hypothetical protein|unclassified	598.665
UniRef50_UPI0003AD22BD: hypothetical protein	598.582
UniRef50_UPI0003AD22BD: hypothetical protein|unclassified	598.582
UniRef50_UPI0003A23CDA: hypothetical protein	598.273
UniRef50_UPI0003A23CDA: hypothetical protein|unclassified	598.273
UniRef50_UPI0003734515: pimelyl-ACP methyl ester esterase, partial	597.742
UniRef50_UPI0003734515: pimelyl-ACP methyl ester esterase, partial|unclassified	597.742
